Subawardee UEI,Program,Subawardee Vendor Name,Primary NAICS-6,NAICS-6 Description
RKDNDETJMQZ2,Columbia,Raytheon Bbn Technologies Corp.,,"n/a (long-tail, not researched)"
QC8RNVNLMA97,Columbia,BRUEL & KJAER NORTH AMERICA INC.,,"n/a (long-tail, not researched)"
D3TAPP57SEB4,Columbia,KEEN COMPRESSED GAS CO.,,"n/a (long-tail, not researched)"
KTK2F491J6A8,Columbia,"SHAFT CURRENT SOLUTIONS, INC.",,"n/a (long-tail, not researched)"
TMDVSPNEFR69,Columbia,IVES EQUIPMENT CORPORATION,423840,Industrial Supplies Merchant Wholesalers
Z2XMD2USH373,Columbia,APCO TECHNOLOGIES ENGINEERING INC.,,"n/a (long-tail, not researched)"
FH39KDCYBK21,Columbia,"Htp Meds, LLC",,n/a (no SAM record)
N8D3ZCX4AXH3,Columbia,AIRGAS USA LLC,,n/a (no SAM record)
QVMBB4UCMEH4,Columbia,"ELECTRO MECHANICAL SPECIALISTS, LLC",334419,Other Electronic Component Manufacturing
YUXJXK8PRML3,Columbia,"TRANTER, INC.",,"n/a (long-tail, not researched)"
GN84UHWZJMR8,Columbia,"DAYTON T. BROWN, INC.",541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)"
NBMDBMMXJLR5,Columbia,"KEYSIGHT TECHNOLOGIES, INC.",,"n/a (long-tail, not researched)"
DBQGN324ULK3,Columbia,"W.W. GRAINGER, INC.",423840,Industrial Supplies Merchant Wholesalers
PRNKGJL4NQH1,Columbia,OMEGA ENGINEERING INC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
UN3TBWQUCQN4,Columbia,DELTA-ELECTRO POWER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
RYVANEDADBK3,Columbia,"METALTEK INTERNATIONAL, INC.",,"n/a (long-tail, not researched)"
Z31MCJ7P45T1,Columbia,"CORE MANUFACTURING, LLC",332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing"
GAGNAGWFNY83,Columbia,NTS TECHNICAL SYSTEMS,,"n/a (long-tail, not researched)"
U4MMR7DR2DR7,Columbia,"JAL ENTERPRISES, INC.",336611,Ship Building and Repairing
DXGJDCR3TN56,Columbia,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",,"n/a (long-tail, not researched)"
FNQARYRJJEL5,Columbia,COSPOLICH INC.,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
JLUZRMMLKQ47,Columbia,"WODIN, INC.",332111,Iron and Steel Forging
TXHLDCPC95J3,Columbia,C V TOOL COMPANY INC,332710,Machine Shops
SN8JQ8XJ55N9,Columbia,"LOVEJOY, LLC",333613,Mechanical Power Transmission Equipment Manufacturing
WCJ5B9CQN5E4,Columbia,"INNOVATIVE POWER SYSTEMS, INC.",238210,Electrical Contractors and Other Wiring Installation Contractors
SDK4H5KCAHD7,Columbia,UNITED ELECTRIC CONTROLS COMPANY,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
N6P1AGPMV456,Columbia,EVAC NORTH AMERICA INC.,333310,Commercial and Service Industry Machinery Manufacturing
GXK6HT9PN3P9,Columbia,KAMATICS CORPORATION,332721,Precision Turned Product Manufacturing
U4TBEJN3QV83,Columbia,3M PURIFICATION INC.,333998,All Other Miscellaneous General Purpose Machinery Manufacturing
Z3KHMUV8E999,Columbia,"JAN ELECTRONIC SUPPLIES, INC.",423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
LR8MS4H7N2U5,Columbia,AUTOMATED PRECISION INC.,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
SMZQB2YVYM66,Columbia,ROTRON INCORPORATED,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
WYN3NM142HF3,Columbia,THE LEE CO,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
EH4ZYJ5CMLP9,Columbia,MAINE TECHNICAL SOURCE,,"n/a (long-tail, not researched)"
H4KTGQKJ2Y15,Columbia,"TIOGA PIPE, INC.",,"n/a (long-tail, not researched)"
MN5LYLMWBGK8,Columbia,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",541330,Engineering Services
PDBCMAYNN1V8,Columbia,"CUSTOM QUALITY SCAFFOLDING, INC.",236210,INDUSTRIAL BUILDING CONSTRUCTION
E6H2BBJ1LD19,Columbia,FORD & ULRICH INC,,"n/a (long-tail, not researched)"
JRUCKDSNXKD5,Columbia,THE ENTWISTLE COMPANY LLC,333998,All Other Miscellaneous General Purpose Machinery Manufacturing
X96XQ88UFHM5,Columbia,MARIA DO CARMO DE ALBUQUERQUE LINS,,"n/a (foreign, no SAM record)"
CSGCTF11C2V9,Columbia,INSTRUMENTS INCORPORATED,,"n/a (long-tail, not researched)"
NNNPMB5KA1V6,Columbia,DENNEY PLASTICS MACHINING LLC,326199,All Other Plastics Product Manufacturing
XP9YLL3TNCB9,Columbia,"S & S FOREST PRODUCTS, LLC",423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
JMFNDVNJ67A3,Columbia,CM-MATRIX CORPORATION,423430,COMPUTER AND COMPUTER PERIPHERAL EQUIPMENT AND SOFTWARE MERCHANT WHOLESALERS
FCYFZ4P8ZGV6,Columbia,"K M L ARCHITECTS, LLC",,"n/a (long-tail, not researched)"
GTDWX1272LQ4,Columbia,LINEAR MOTION LLC,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing
L6V2CGVQP844,Columbia,RDF CORPORATION,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
V6FJCB53JDK7,Columbia,"RURAL ROUTE 2, LLC",,"n/a (SAM record, no NAICS)"
NPM2J7MSCF61,Columbia,"PENNSYLVANIA STATE UNIVERSITY, THE",,"n/a (long-tail, not researched)"
H1WGM2HUFNB3,Columbia,NDI ENGINEERING COMPANY,,"n/a (long-tail, not researched)"
MXALQCAPGHJ8,Columbia,"AMET, INC.",,"n/a (long-tail, not researched)"
MKRCHD2CBAY1,Columbia,HAMILTON SUNDSTRAND CORPORATION,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
EHQGGH9CG9U7,Columbia,"FAIRLEAD INTEGRATED POWER & CONTROLS, LLC",,"n/a (long-tail, not researched)"
F3XKPA82MHQ5,Columbia,"NAG, LLC",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
CR99X5Q2KQS1,Columbia,"L.B.I., INC.",336611,Ship Building and Repairing
ZPZMCRH2JSA3,Columbia,EZEFLOW USA INC,332996,Fabricated Pipe and Pipe Fitting Manufacturing
NTGALU6XECJ5,Columbia,YOKOGAWA CORP OF AMERICA,,"n/a (long-tail, not researched)"
NSDCX6VCWGN5,Columbia,"PEERLESS TOOL & MACHINE COMPANY, INC.",,"n/a (long-tail, not researched)"
N5RJW5NX32Y1,Columbia,W R SYSTEMS LTD.,541330,Engineering Services
JK5BGM73XQ58,Columbia,FEOLE TECHNOLOGIES INC,,"n/a (long-tail, not researched)"
H63LK5CAFZ46,Columbia,"W.W. GAY FIRE PROTECTION, INC.",,"n/a (long-tail, not researched)"
H4ZMPGLLZ8D9,Columbia,"ARTCRAFT FABRICATORS, INC.",332710,Machine Shops
DR3FAZLZ8624,Columbia,OLYMPIC PENINSULA PERSONNEL INC,561311,Employment Placement Agencies
WLHBRDWEW7T4,Columbia,"ABACO SYSTEMS, INC.",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
XDBJX5QWAM86,Columbia,"SAI SYSTEMS INTERNATIONAL, INC.",541511,Custom Computer Programming Services
J1PMKPB4HNN5,Columbia,LEARN,,"n/a (long-tail, not researched)"
MFGMH9R7GMG3,Columbia,"FORCE 3, LLC",334111,Electronic Computer Manufacturing
RDG4F8MZVDU1,Columbia,"POWER PARAGON, INC.",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
KP54PU9M3GY5,Columbia,TE CONNECTIVITY SEACON PHOENIX INC.,,n/a (no SAM record)
GWJVH3CYE2F1,Columbia,MID STATE FIRE EQUIPMENT INC,,"n/a (long-tail, not researched)"
HJ7KCZ68G3N3,Columbia,HAMPTON RUBBER COMPANY,,"n/a (long-tail, not researched)"
F1N2KDGBDTU8,Columbia,"DLT SOLUTIONS, LLC",423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
F4JJL7645T67,Columbia,LEXINGTON SOFT LLC,,"n/a (long-tail, not researched)"
J632BG3ZB8L9,Columbia,"TTM TECHNOLOGIES, INC.",334412,Bare Printed Circuit Board Manufacturing
LFN2ND9H69T1,Columbia,PARASOFT CORPORATION,,"n/a (long-tail, not researched)"
EHRJCSUERKU3,Columbia,EATON AEROSPACE LLC,334419,Other Electronic Component Manufacturing
QVJEVJHK3G31,Columbia,"AGGREKO, LLC",532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing
NAA7LGTT6WA4,Columbia,"TRANSCAT, INC.",,"n/a (long-tail, not researched)"
TGUHUW52MLE3,Columbia,"NIANTIC SEAL, INC.",,"n/a (SAM record, no NAICS)"
QQ1JKV251EL9,Columbia,ACCUREX MEASUREMENT INC.,,"n/a (long-tail, not researched)"
CPHLNLBGWFN5,Columbia,DRS NAVAL POWER SYSTEMS INC,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
PDJ4B4PSZK52,Columbia,NEW ENGLAND INSTITUTE OF TECHNOLOGY,,"n/a (long-tail, not researched)"
DQLZFV6PFCB9,Columbia,"TATE ANDALE, LLC",332911,Industrial Valve Manufacturing
L6EMG925NF78,Columbia,KADANT UNAFLEX LLC,326220,Rubber and Plastics Hoses and Belting Manufacturing
M4ANYAZ8Q6H8,Columbia,"SETRA SYSTEMS, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
GRTDYGFYWBS8,Columbia,FARO TECHNOLOGIES INC,,"n/a (long-tail, not researched)"
J496QWE2LK33,Columbia,LORD CORPORATION,,"n/a (long-tail, not researched)"
GMHRX5DU4LS5,Columbia,"AEROGO, INC",,"n/a (long-tail, not researched)"
FLMQAKFEMG64,Columbia,INDEECO LLC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
FECPDA1S8WJ1,Columbia,D. W. BOYD CORPORATION,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
LG8PRS9MR697,Columbia,SFC VALVE CORPORATION,332912,Fluid Power Valve and Hose Fitting Manufacturing
CPNJM695NH15,Columbia,"CDP FASTENER GROUP, INC.",,"n/a (long-tail, not researched)"
DTCND1MN7J15,Columbia,ASPEQ HEATING GROUP LLC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
K5WVCD4GUK41,Columbia,JONATHAN ENGINEERED SOLUTIONS CORP.,332114,Custom Roll Forming
T18FUPT9Y124,Columbia,BRUNSON INSTRUMENT COMPANY INC,,"n/a (long-tail, not researched)"
G8HNS2EJYJU6,Columbia,"BUFFALO MACHINES, INC.",333517,MACHINE TOOL MANUFACTURING
EAZVTUEVK9J9,Columbia,AIRLINE HYDRAULICS CORP,423830,Industrial Machinery and Equipment Merchant Wholesalers
N6BAAYHLH8G7,Columbia,"TTM PRINTED CIRCUIT GROUP, INC.",334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing
LKVHTENM62A5,Columbia,SUPREME CORP,,"n/a (long-tail, not researched)"
H759C2FR8KA3,Columbia,ABB INC.,,"n/a (long-tail, not researched)"
H4K1A9NVAB68,Columbia,CRYSTAL INSTRUMENTS CORPORATION,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals
CMTLME2MH6F4,Columbia,SPIRAX SARCO INC,541330,Engineering Services
LGM4LM5ZR9K9,Columbia,"LUNA TECHNOLOGIES, INC.",334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
V3GKQC7LZE37,Columbia,FRED L HAWKINS CO INC,,"n/a (long-tail, not researched)"
WX7ED2HWHJ17,Columbia,"E7 Solutions, LLC",,"n/a (long-tail, not researched)"
Z85NS892LYA8,Columbia,CHROMALOX INC,333414,Heating Equipment (except Warm Air Furnaces) Manufacturing
JUUJFULRELM5,Columbia,HALL ASSOCIATES INC,,"n/a (long-tail, not researched)"
QCDDKNMK52W8,Columbia,ELECTRONIC SALES OF NEW ENGLAND,,"n/a (long-tail, not researched)"
UTG3KW3RJ6M3,Columbia,Shenzhen Nanshan District Gelaimi Clothes Shop,,"n/a (long-tail, not researched)"
PXB2X38X4V11,Columbia,CONVERGINT TECHNOLOGIES LLC,,"n/a (long-tail, not researched)"
H4NUSZNWG4K6,Columbia,"SOUND MECHANICAL, INC.",236210,Industrial Building Construction
LRYRHNM7EHJ8,Columbia,ITW FOOD EQUIPMENT GROUP LLC,332322,Sheet Metal Work Manufacturing
J3AFGKXWYK73,Columbia,YORK INTERNATIONAL CORPORATION,,n/a (no SAM record)
RG3VUTDYFNF8,Columbia,FLUIDYNE CORPORATION,332710,Machine Shops
Z6HMQ992QKJ7,Columbia,"SOUTHERN FASTENERS & SUPPLY, INC.",,"n/a (long-tail, not researched)"
C2HBVLFX4AH7,Columbia,"ARLAND TOOL & MFG., INC.",,"n/a (long-tail, not researched)"
Z1YKDWN86HE6,Columbia,RAYTHEON COMPANY,,"n/a (long-tail, not researched)"
ELM6EX21EMJ9,Columbia,CYMBEL CORPORATION,,"n/a (long-tail, not researched)"
RSKAJD8SNDL3,Columbia,"RED THREAD SPACES, LLC",,"n/a (long-tail, not researched)"
YWX1QLBKSQD7,Columbia,"PRC - DESOTO INTERNATIONAL, INC.",325520,Adhesive Manufacturing
T4MGJ9BU63J6,Columbia,"MUNICIPAL EMERGENCY SERVICES, INC.",,"n/a (long-tail, not researched)"
NZNKGYLA9NT3,Columbia,DRAFTCO INCORPORATED,,"n/a (long-tail, not researched)"
N5XMR889END5,Columbia,SPECIAL METALS CORPORATION,,"n/a (long-tail, not researched)"
PHZDZ8SJ5CM1,Columbia,CDW GOVERNMENT LLC,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers
KU2EMBAAACG9,Columbia,"APPLIED DYNAMICS INTERNATIONAL, INC.",,"n/a (long-tail, not researched)"
ZFN1PBJXNUA3,Columbia,"CONX INNOVATIONS, LLC",,"n/a (long-tail, not researched)"
W8RMNY6A3NT1,Columbia,"FLUID DYNAMICS, LLC",326220,Rubber and Plastics Hoses and Belting Manufacturing
QT8MN8A81NB7,Columbia,NGB CORP,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
CHSCLZAAPTQ3,Columbia,PULSAFEEDER INC,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables"
FKE7YM75FN66,Columbia,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",,"n/a (long-tail, not researched)"
FFEAH6Z5CK27,Columbia,"STOTTLER HENKE ASSOCIATES, INC.",,"n/a (long-tail, not researched)"
Q54KG4JYEWE4,Columbia,EPSILON SYSTEMS SOLUTIONS INC,541330,Engineering Services
UES5F4AAZJK5,Columbia,"DONALDSON COMPANY, INC.",333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing
NY66W8KMH427,Columbia,"WALZ & KRENZER, INC.",332312,Fabricated Structural Metal Manufacturing
X8C4N7SH2KB7,Columbia,HV DIAGNOSTICS INC,,"n/a (long-tail, not researched)"
DR25DM16Y9G8,Columbia,APPLICATIONS 3D LLC,,"n/a (long-tail, not researched)"
VRTZQSMQ8615,Columbia,"HARDING COMPANY, INC",332618,Other Fabricated Wire Product Manufacturing
LYKSDHA54JA4,Columbia,"MILDEF, INC.",334111,Electronic Computer Manufacturing
N97CM6A1C2M7,Columbia,"WESTMORELAND MECHANICAL TESTING & RESEARCH, INC.",,"n/a (long-tail, not researched)"
LFYHET3BNVD5,Columbia,"KEY BELLEVILLES, INC.",,"n/a (long-tail, not researched)"
DKWCJWBNHCL3,Columbia,"NCP COATINGS, INC.",,"n/a (long-tail, not researched)"
J3HWENQMNG69,Columbia,"ARCADIA MANUFACTURING GROUP, INC.",332312,Fabricated Structural Metal Manufacturing
CP1HCZ82DJL7,Columbia,NC PRECISION LLC,332710,Machine Shops
YV2MG1WKYEQ3,Columbia,JOHNSON CONTROLS SECURITY SOLUTIONS LLC,,"n/a (long-tail, not researched)"
T6HMTJ6CTRF5,Columbia,PTC INC.,,"n/a (long-tail, not researched)"
V7GQF5M7C667,Columbia,SOUTHERN GEAR & MACHINE INC,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing"
PNHTDAAYRXL3,Columbia,SPACECRAFT COMPONENTS CORP,,"n/a (long-tail, not researched)"
HE98WLUBNW88,Columbia,"ORACLE AMERICA, INC.",,"n/a (long-tail, not researched)"
NFBRBB548QC1,Columbia,YOKOGAWA CORPORATION OF AMERICA,,"n/a (long-tail, not researched)"
E34XGKUXCEC1,Columbia,"HAYNES INTERNATIONAL, INC.",,"n/a (long-tail, not researched)"
KCYPSYNH1M94,Columbia,US JOINER LLC,336611,Ship Building and Repairing
JKK6MTNJSLH6,Columbia,"EMC SHOP, LLC, THE",,"n/a (long-tail, not researched)"
PR8CL5BJMNK4,Columbia,"HUNTINGTON PARTNERS, INC.",,"n/a (long-tail, not researched)"
F5P5K3L3ZMH5,Columbia,"ALLIED ELECTRONICS, INC.",,"n/a (long-tail, not researched)"
HLE1E2KALJA5,Columbia,"POWER PARAGON, INC.",335311,"Power, Distribution, and Specialty Transformer Manufacturing"
PX5GZY3JUU27,Columbia,HALLMAN SEPTIC SERVICE LLC,,"n/a (long-tail, not researched)"
JMPNFJGDZLC7,Columbia,ELLIOTT BAY DESIGN GROUP LLC,,"n/a (long-tail, not researched)"
SK3YCN3CHJD7,Columbia,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",332710,Machine Shops
ZJYJB7MBFE56,Columbia,"CRANE PUMPS & SYSTEMS, INC.",333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
VM23NJLXLCK9,Columbia,"G. O. CARLSON, INC.",331110,Iron and Steel Mills and Ferroalloy Manufacturing
XBATVWUECBL3,Columbia,Actuant Corporation,,"n/a (long-tail, not researched)"
N5H9R8EN75V9,Columbia,"MOTION INDUSTRIES, INC.",444130,Hardware Stores
TAB4FBLR5UM1,Columbia,ANIXTER INC.,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
GL44UBJEKJK1,Columbia,"TRENTON SYSTEMS, INC",,"n/a (long-tail, not researched)"
MB5EMNHVAW77,Columbia,"TENNESSEE INVESTMENT CASTING COMPANY, INC.",,"n/a (long-tail, not researched)"
CP8AJC3EDE93,Columbia,"Alp Industries, Inc.",,"n/a (long-tail, not researched)"
FJMAMQK89ZB8,Columbia,"CAMERON TECHNOLOGIES US, INC.",,n/a (no SAM record)
DT53X3W22KJ1,Columbia,"I & I SLING, INC.",,"n/a (long-tail, not researched)"
MA6NGUYK9VM1,Columbia,"SAUER COMPRESSORS USA, INC.",,"n/a (long-tail, not researched)"
CE2KRB2JPVS4,Columbia,"WSC FEDERAL, LLC",,"n/a (long-tail, not researched)"
JHKFCL4CT7L6,Columbia,"FACILITIES ENGINEERING ASSOCIATES, P.C.",541330,Engineering Services
KNW6WWRKELJ3,Columbia,CONCURRENT TECHNOLOGIES CORP,,"n/a (long-tail, not researched)"
VMN5C8N5JXD7,Columbia,WILMOT MODULAR STRUCTURES INC,,"n/a (long-tail, not researched)"
ZVKEBJ4HQHB8,Columbia,HEILIND MIL-AERO LLC,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers"
EYSFY8B947C6,Columbia,COMNET COMMINCATIONS LLC,,"n/a (long-tail, not researched)"
DWCVQF2KLNM9,Columbia,PUGET SOUND PRECISION INC,,"n/a (long-tail, not researched)"
MGFUP827VKV2,Columbia,"ROSS MACHINERY SALES, INC.",,"n/a (long-tail, not researched)"
Q584J81GDLH5,Columbia,Interstate Steel Supply Company,,"n/a (long-tail, not researched)"
M5MVSHNR2BL1,Columbia,"SHERWIN-WILLIAMS COMPANY, THE",,"n/a (long-tail, not researched)"
M6SKXVEXY4G3,Columbia,"CMT MATERIALS, INC.",,"n/a (long-tail, not researched)"
EPK7A98BB4B6,Columbia,"HEILIND MIL-AERO, LLC",,"n/a (long-tail, not researched)"
HD9RV8F4JCL6,Columbia,"PAPE' MATERIAL HANDLING, INC.",,"n/a (long-tail, not researched)"
KMP7FYJJV3N3,Columbia,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",331420,"Copper Rolling, Drawing, Extruding, and Alloying"
L2ULF82VDLU5,Columbia,AZON DESIGN INTERNATIONAL,,"n/a (long-tail, not researched)"
K1PMP7M771E5,Columbia,"E2 ENGINEERS, LLC",,"n/a (long-tail, not researched)"
VQMRYA1EN3J9,Columbia,"R KEOUGH CONSTRUCTION, CO.",,"n/a (long-tail, not researched)"
LW88Z8MMJHT3,Columbia,"INSIGHT GLOBAL, LLC",,"n/a (long-tail, not researched)"
SCCVYEEKLHL3,Columbia,NATIONAL INSPECTION & CONSULTANTS INC,,"n/a (long-tail, not researched)"
FYUJEKH32UF5,Columbia,"L.M. GILL WELDING & MANUFACTURING, L.L.C.",,"n/a (long-tail, not researched)"
