program,family,piid,work_type,wave_seq,vendor_uei,vendor_name,naics4,capability,wave_vendor_dollars_m,wave_vendor_dollars_positive_m,wave_vendor_share,records,first_date_in_wave,last_date_in_wave,entrant_flag
ddg,DDG-51,N0002418C2307,structural,3,RM4TFABVLPX4,"CP INDUSTRIES HOLDINGS, INC",,,0.362,0.362,0.0027,5,2024-04-11,2026-01-13,yes
ddg,DDG-51,N0002418C2307,structural,3,VBRHLB2HLEM4,PEERLESS MFG CO,3323,Fabricated Structural Metal Manufacturing,0.24,0.24,0.0018,5,2023-05-02,2025-07-31,yes
ddg,DDG-51,N0002418C2307,structural,3,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",3366,Ship Building and Repairing,0.19,0.19,0.0014,4,2024-07-02,2025-02-27,yes
ddg,DDG-51,N0002418C2307,structural,3,WSK3WRSGKAU1,ALFA LAVAL INC,,,0.131,0.131,0.001,1,2023-09-01,2023-09-01,yes
ddg,DDG-51,N0002418C2307,structural,3,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",3366,Ship Building and Repairing,0.063,0.063,0.0005,1,2023-08-24,2023-08-24,yes
ddg,DDG-51,N0002418C2307,structural,3,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,3369,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",0.044,0.044,0.0003,1,2023-05-17,2023-05-17,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,4238,Industrial Machinery and Equipment Merchant Wholesalers,9.744,9.744,0.13,45,2019-02-13,2025-11-21,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,TKJ1TW2YRNL3,MEGGITT PLC,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,5.938,5.938,0.0792,5,2019-08-30,2020-06-05,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",,,5.188,5.188,0.0692,13,2018-10-31,2020-12-10,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",3.654,3.654,0.0488,23,2021-07-21,2025-07-11,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",3366,Ship Building and Repairing,3.332,3.332,0.0445,6,2018-11-07,2020-12-01,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,NYPLGL4BKTS7,ESI ACQUISITION CORP,4238,Industrial Machinery and Equipment Merchant Wholesalers,3.228,3.228,0.0431,16,2022-08-16,2023-10-19,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,F3XKPA82MHQ5,"NAG, LLC",3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",2.781,2.781,0.0371,8,2021-03-26,2023-06-16,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,3334,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,2.635,2.635,0.0352,9,2018-12-07,2022-04-26,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,QATEDMDR46E4,FORTIVE CORPORATION,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",2.358,2.358,0.0315,13,2018-11-26,2024-03-27,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,EANJVKFHMSZ8,"GULF FASTENER, INC.",,,2.312,2.312,0.0309,4,2021-09-21,2023-10-19,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",3344,Other Electronic Component Manufacturing,1.762,1.762,0.0235,21,2019-10-23,2025-08-26,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,PLYSMJBAYE42,MEGGITT SAFETY SYSTEMS INC,3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,1.58,1.58,0.0211,4,2023-12-21,2025-11-24,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MX63C2VRKCJ6,HOUDSTERMAATSCHAPPIJ WILG B.V.,2382,Electrical Contractors and Other Wiring Installation Contractors,1.558,1.558,0.0208,4,2019-08-21,2021-11-10,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,K3URF4HUNQS5,"GLOBAL, INCORPORATED",,,1.42,1.42,0.019,12,2018-12-20,2021-04-13,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,,1.275,1.275,0.017,2,2021-04-14,2022-05-10,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",4238,Industrial Supplies Merchant Wholesalers,1.14,1.14,0.0152,17,2022-09-16,2025-11-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DV6YQV71ME11,MAR-VAC PRODUCTS INC,,,1.074,1.074,0.0143,11,2019-06-25,2021-12-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,,,1.035,1.035,0.0138,4,2018-12-18,2023-02-24,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, INC.",3344,Other Electronic Component Manufacturing,0.998,0.998,0.0133,9,2020-01-22,2025-09-26,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",3261,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",0.968,0.968,0.0129,5,2023-06-27,2025-06-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,W1NCJ8ATWDN7,EVOQUA WATER TECHNOLOGIES CORP.,,,0.888,0.888,0.0119,5,2018-12-11,2020-06-22,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.82,0.82,0.0109,5,2023-02-18,2025-09-12,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,N1UBBGCNNB38,ABC APPLICATORS INC,2383,Painting and Wall Covering Contractors,0.711,0.711,0.0095,3,2023-10-06,2024-03-04,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,4238,Industrial Supplies Merchant Wholesalers,0.685,0.685,0.0091,6,2023-07-03,2026-01-23,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,3344,Other Electronic Component Manufacturing,0.599,0.599,0.008,4,2022-08-08,2023-07-13,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,5324,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,0.589,0.589,0.0079,7,2024-08-14,2026-02-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,JU7ZGUDEJA79,RAILWAY SPECIALTIES CORPORATION,,,0.565,0.565,0.0075,4,2019-11-20,2021-05-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",,,0.48,0.48,0.0064,5,2019-06-18,2023-07-18,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,WMKNZ361LYM4,"EVOQUA WATER TECHNOLOGIES, LLC",,,0.454,0.454,0.0061,2,2025-11-18,2025-11-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",3345,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",0.447,0.447,0.006,3,2024-10-14,2025-10-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",3364,Other Aircraft Parts and Auxiliary Equipment Manufacturing,0.417,0.417,0.0056,9,2021-05-10,2023-06-29,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,FLU4K8MGMZX7,"HITACHI, LTD.",3315,Steel Foundries (except Investment),0.4,0.4,0.0053,1,2023-12-22,2023-12-22,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J2DMF1YRKD96,STANDARD CALIBRATIONS INC,8112,Electronic and Precision Equipment Repair and Maintenance,0.398,0.398,0.0053,7,2023-03-09,2025-08-04,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,SZ4SDE9YK5E4,ONEX CORP,,,0.37,0.37,0.0049,1,2025-08-20,2025-08-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,V32LJNFLKBT7,RFD BEAUFORT INC.,,,0.37,0.37,0.0049,1,2023-12-22,2023-12-22,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,CXZ9PUEZ5SQ7,BLACK & DECKER (U.S.) INC.,,,0.361,0.361,0.0048,1,2025-10-01,2025-10-01,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,4233,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",0.358,0.358,0.0048,3,2023-06-29,2026-01-29,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,,,0.357,0.357,0.0048,5,2024-09-13,2026-01-30,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",,,0.33,0.33,0.0044,3,2025-10-03,2026-01-19,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,3345,Other Measuring and Controlling Device Manufacturing,0.328,0.328,0.0044,3,2022-07-07,2022-09-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HNJDANSKDZK9,"SPECTRONICS, INC.",,,0.326,0.365,0.0044,10,2021-08-25,2025-09-11,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",,,0.302,0.302,0.004,2,2021-03-02,2025-10-03,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",,,0.298,0.298,0.004,3,2025-11-20,2025-11-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,RL6KA2EUSUC8,ABACUS INDUSTRIES INC,,,0.291,0.291,0.0039,5,2024-05-15,2025-12-05,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,LJLZRNS9DYC6,ANIXTER INC.,,,0.282,0.282,0.0038,3,2024-11-14,2025-12-11,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,GGSLGRB5KXM6,PON HOLDINGS B.V.,2382,Electrical Contractors and Other Wiring Installation Contractors,0.28,0.28,0.0037,1,2019-03-25,2019-03-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",,,0.275,0.275,0.0037,4,2021-02-19,2023-03-10,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,,,0.257,0.257,0.0034,7,2021-07-16,2025-11-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,V16LFA3JDR14,LIMITORQUE CORPORATION,,,0.242,0.242,0.0032,3,2019-10-16,2021-08-09,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",,,0.24,0.24,0.0032,2,2021-01-05,2021-07-26,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,,,0.223,0.223,0.003,3,2022-07-07,2025-02-28,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",3345,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",0.218,0.218,0.0029,6,2024-10-31,2025-09-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,,,0.218,0.218,0.0029,3,2023-04-13,2026-02-27,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,3329,Other Metal Valve and Pipe Fitting Manufacturing,0.207,0.207,0.0028,2,2019-02-12,2019-07-03,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,SPJDDHTQBSY9,"HUNTER DEFENSE TECHNOLOGIES, INC.",,,0.2,0.2,0.0027,3,2019-02-07,2023-06-13,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,,,0.199,0.199,0.0027,4,2024-08-30,2025-11-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J8ATNVMEGLK1,CHAND LLC,,,0.197,0.197,0.0026,4,2024-05-23,2026-03-06,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",,,0.192,0.192,0.0026,5,2018-12-10,2023-06-21,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",,,0.188,0.188,0.0025,2,2022-07-25,2024-03-21,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,,,0.186,0.186,0.0025,4,2022-08-25,2024-08-01,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,W1LDBNHD4EM7,SCHLUMBERGER N.V.,3345,Other Measuring and Controlling Device Manufacturing,0.182,0.182,0.0024,2,2021-11-04,2022-01-20,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,,,0.178,0.178,0.0024,1,2023-11-08,2023-11-08,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,RYYRAAAGPXB5,"STOCKERT, LAURA",,,0.17,0.17,0.0023,2,2024-12-12,2026-01-14,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HJFAW5KCG7N7,"MAST TECHNOLOGIES, LLC",,,0.168,0.168,0.0022,2,2024-08-30,2025-10-03,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",,,0.166,0.166,0.0022,3,2023-10-02,2024-04-15,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",,,0.162,0.162,0.0022,4,2022-08-19,2025-07-02,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,3323,Sheet Metal Work Manufacturing,0.161,0.161,0.0021,2,2020-02-10,2022-01-04,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,QN84GSHNM1M7,"BACHARACH, INC.",,,0.159,0.159,0.0021,2,2020-01-24,2021-01-12,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MENSE2ENG8J6,ARCLINE INVESTMENT MANAGEMENT LP,3353,Motor and Generator Manufacturing,0.158,0.158,0.0021,2,2023-03-24,2023-05-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,LSGYNGHKB863,DEBAN ENTERPRISES INC,,,0.153,0.153,0.002,3,2020-01-29,2024-05-17,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",,,0.149,0.149,0.002,5,2023-03-08,2023-09-28,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",,,0.147,0.147,0.002,4,2019-06-13,2025-11-18,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",3391,Surgical Appliance and Supplies Manufacturing,0.14,0.14,0.0019,2,2024-08-01,2025-03-21,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,U6F2GHCNNH47,HEXCEL CORPORATION,3345,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,0.139,0.139,0.0019,1,2023-07-18,2023-07-18,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DSVCC3S92J21,BOLAND MARINE & INDUSTRIAL LLC,,,0.133,0.133,0.0018,2,2023-07-11,2023-07-14,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,,,0.13,0.13,0.0017,4,2020-04-15,2025-11-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J6DMEL935CD1,XYLEM INC.,3324,Power Boiler and Heat Exchanger Manufacturing,0.127,0.127,0.0017,4,2018-10-25,2021-11-09,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,XWTZJC873626,UIP INTERNATIONAL LLC,,,0.12,0.12,0.0016,2,2025-08-22,2025-10-14,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",,,0.119,0.119,0.0016,4,2020-06-18,2021-05-31,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,WF9TN8AWH8K5,HEICO CORPORATION,,,0.119,0.119,0.0016,1,2025-09-09,2025-09-09,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",,,0.119,0.119,0.0016,1,2024-06-25,2024-06-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HTHZV61C5DV8,SYSCO CORPORATION,,,0.116,0.116,0.0015,1,2025-01-10,2025-01-10,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",,,0.111,0.111,0.0015,2,2024-09-13,2025-12-09,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,UDMKPLHU8N48,US TOOL GRINDING INC,,,0.11,0.11,0.0015,1,2024-07-24,2024-07-24,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,,,0.102,0.102,0.0014,1,2022-12-22,2022-12-22,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,FKBHDS7BRJF4,"HONEYWELL SAFETY PRODUCTS USA, INC.",3345,Other Measuring and Controlling Device Manufacturing,0.099,0.099,0.0013,2,2024-03-11,2024-08-27,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",,,0.098,0.098,0.0013,2,2021-01-22,2021-01-26,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MQSPAE7NQQR8,"VITA MOTIVATOR CO., INC.",,,0.098,0.098,0.0013,2,2022-11-14,2023-08-04,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,NK1RB5VKXES9,"DETROIT SWITCH, INC.",,,0.098,0.098,0.0013,3,2020-06-08,2022-01-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",,,0.092,0.092,0.0012,2,2024-03-21,2024-03-21,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,K1M4HECUHKR4,AEA EUROPE FUND L.P.,,,0.092,0.092,0.0012,1,2019-07-12,2019-07-12,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",3366,Ship Building and Repairing,0.091,0.091,0.0012,1,2024-08-16,2024-08-16,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,3391,Surgical Appliance and Supplies Manufacturing,0.09,0.09,0.0012,1,2022-06-21,2022-06-21,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,3345,Other Measuring and Controlling Device Manufacturing,0.089,0.089,0.0012,2,2023-07-11,2023-08-29,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",,,0.089,0.089,0.0012,2,2018-11-08,2018-11-08,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",,,0.086,0.086,0.0011,2,2025-04-25,2025-09-26,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,YPQMZDVKS1K8,FLOWSERVE CORPORATION,3339,Fluid Power Cylinder and Actuator Manufacturing,0.085,0.085,0.0011,1,2025-12-03,2025-12-03,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",,,0.081,0.081,0.0011,2,2019-02-14,2023-05-23,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",3259,Custom Compounding of Purchased Resins,0.073,0.073,0.001,2,2021-06-08,2021-06-08,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,X51YWDJN2ED6,HORIZONS INCORPORATED,,,0.068,0.068,0.0009,2,2023-03-28,2023-10-10,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DJ4XUHDKTH71,FORENTA LP,,,0.067,0.067,0.0009,2,2023-03-27,2023-11-13,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,UXLBKCMVY819,FLOWORKS INTERNATIONAL LLC,,,0.064,0.064,0.0009,2,2019-05-27,2019-11-27,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,ML28DU1R7P77,MAUI ACQUISITION CORP.,,,0.064,0.064,0.0008,1,2025-09-30,2025-09-30,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,NUMJXMNFTW19,SECHAN ELECTRONICS INC,,,0.064,0.064,0.0008,1,2026-01-08,2026-01-08,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,FNQARYRJJEL5,COSPOLICH INC.,,,0.063,0.063,0.0008,2,2019-12-10,2021-04-22,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,,,0.061,0.061,0.0008,2,2023-02-22,2023-09-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,GU9WXNREUPZ1,FORENTA L.P.,,,0.06,0.06,0.0008,2,2021-01-21,2022-08-23,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HQEUSUQSKVK7,"ADMARTEC, INC.",,,0.055,0.055,0.0007,2,2023-02-01,2023-07-13,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,PWYQJP152BE5,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",,,0.055,0.055,0.0007,1,2025-12-03,2025-12-03,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,JUN5EFMB2NZ7,THOMPSON SUPPLY CO INC,,,0.054,0.054,0.0007,2,2023-04-03,2023-09-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,JL4THZCMNKR7,JACKSON PLATING CO.,,,0.054,0.054,0.0007,1,2025-02-06,2025-02-06,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,JDDMPNDNQ3L5,USBID INCORPORATED,,,0.053,0.053,0.0007,1,2022-07-22,2022-07-22,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DA2CMNNJWSZ4,CAPTAIN FREDS SEA TRIAL SUPPORT LLC,,,0.051,0.051,0.0007,1,2025-03-03,2025-03-03,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,RBANKF6MUJS9,"EFG HOLDINGS, INC.",,,0.044,0.044,0.0006,1,2023-07-13,2023-07-13,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,HTHFAYHMJWT4,HEILIND ELECTRONICS INC,,,0.043,0.043,0.0006,1,2023-02-27,2023-02-27,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,RDFUGEUNVCN9,ASC ENGINEERED SOLUTIONS LLC,,,0.042,0.042,0.0006,1,2025-02-07,2025-02-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,DBQGN324ULK3,"W.W. GRAINGER, INC.",,,0.04,0.04,0.0005,1,2025-07-31,2025-07-31,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J7JGTBNSM619,MEGATOR CORPORATION,,,0.04,0.04,0.0005,1,2020-06-16,2020-06-16,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,QLMUV48L7HP4,KADANT INC.,,,0.036,0.036,0.0005,1,2023-06-02,2023-06-02,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,F99CKJDLYZR3,"WESCO DISTRIBUTION, INC.",,,0.035,0.035,0.0005,1,2024-08-19,2024-08-19,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,,,0.035,0.035,0.0005,1,2021-06-07,2021-06-07,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,3364,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,0.033,0.033,0.0004,1,2024-07-25,2024-07-25,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,GMVJD1H9JQX8,"MICROFLEX, INC.",,,0.032,0.032,0.0004,1,2025-08-01,2025-08-01,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J9V9SJL4CW97,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,,0.031,0.031,0.0004,1,2025-09-16,2025-09-16,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,KF3NGNBNQ271,"DELPHINUS ENGINEERING, INC.",,,0.03,0.03,0.0004,1,2025-07-11,2025-07-11,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,MQDVMWB54XH4,"BOLLINGER SHIPYARDS, INC",,,0.028,0.028,0.0004,1,2023-04-04,2023-04-04,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,ZZG5TB4JCKE1,"KAHN AND COMPANY, INCORPORATED",,,0.027,0.027,0.0004,1,2019-12-11,2019-12-11,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,QXH3CKUV5KP8,"ASC ENGINEERED SOLUTIONS, LLC",,,0.026,0.026,0.0003,1,2021-12-08,2021-12-08,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J6MHT1L54CG4,"DEZURIK, INC.",,,0.026,0.026,0.0003,1,2023-08-01,2023-08-01,yes
ddg,DDG-51,N0002418C2307,unbucketed,1,J683M8AF97Q5,ELLISON BRONZE INC,,,0.025,0.025,0.0003,1,2023-11-20,2023-11-20,yes
ddg,DDG-51,N0002419C2322,coatings,1,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",3262,Rubber Product Manufacturing for Mechanical Use,0.982,0.982,1.0,3,2022-09-27,2022-11-14,yes
ddg,DDG-51,N0002419C2322,electrical,1,W8PTMRME1496,LEONARDO SPA,3364,Aircraft Manufacturing,0.256,0.256,1.0,1,2021-01-11,2021-01-11,yes
ddg,DDG-51,N0002419C2322,electrical,2,W8PTMRME1496,LEONARDO SPA,3364,Aircraft Manufacturing,0.25,0.25,1.0,1,2021-12-06,2021-12-06,no
