program,vendor_uei,vendor_name,work_type,cut_profile,first_award,last_award,n_records,le_fy12,fy2013,fy2014,fy2015,fy2016,fy2017,fy2018,fy2019,fy2020,fy2021,fy2022,fy2023,fy2024,fy2025,fy2026,total
ddg,FWF8QBPCGLG3,GENERAL TOOL COMPANY,machining,both,2017-11-01,2025-02-20,11,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.04,0.087,0.0,0.234,0.06,0.394,0.0,0.871
ddg,E5J1EAQ21JR9,SURVITEC GROUP (CAYMAN ISLANDS) LIMITED,unbucketed,HII-Ingalls-only,2014-01-24,2021-08-19,5,0.0,0.0,0.678,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.864
ddg,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,coatings,HII-Ingalls-only,2013-05-23,2025-11-25,21,0.0,0.116,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.091,0.032,0.272,0.0,0.185,0.101,0.846
ddg,W2H3SYSJNLK5,ARASTAFF,unbucketed,HII-Ingalls-only,2015-08-06,2017-08-18,10,0.0,0.0,0.0,0.069,0.327,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846
ddg,TT9AGM31ZHM5,"BURK-KLEINPETER, INC.",unbucketed,HII-Ingalls-only,2013-09-13,2014-07-31,3,0.0,0.448,0.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.836
ddg,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",unbucketed,both,2016-05-16,2023-11-15,17,0.0,0.0,0.0,0.0,0.03,0.095,0.0,0.067,0.0,0.189,0.078,0.255,0.107,0.0,0.0,0.821
ddg,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,unbucketed,HII-Ingalls-only,2023-02-18,2025-09-12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.598,0.0,0.82
ddg,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",structural,HII-Ingalls-only,2014-10-10,2014-10-10,1,0.0,0.0,0.0,0.817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.817
ddg,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",structural,both,2022-07-29,2023-11-17,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.212,0.551,0.0,0.0,0.814
ddg,FC3YWXFNT7U6,SERCO GROUP PLC,unbucketed,both,2019-10-02,2022-03-04,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.414,0.039,0.0,0.0,0.0,0.0,0.813
ddg,W2GBUE64GMZ6,"DERBYSHIRE MARINE PRODUCTS, LLC",unbucketed,HII-Ingalls-only,2013-08-12,2017-05-17,16,0.0,0.063,0.298,0.089,0.134,0.209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793
ddg,NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC.,structural,HII-Ingalls-only,2023-02-07,2026-03-06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714,0.0,0.0,0.064,0.778
ddg,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",unbucketed,HII-Ingalls-only,2013-10-23,2024-03-21,8,0.0,0.0,0.207,0.11,0.117,0.234,0.0,0.0,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.761
ddg,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,structural,HII-Ingalls-only,2014-05-02,2023-05-15,17,0.0,0.0,0.039,0.103,0.112,0.053,0.0,0.0,0.107,0.194,0.0,0.149,0.0,0.0,0.0,0.756
ddg,SZ4SDE9YK5E4,ONEX CORP,unbucketed,both,2025-05-27,2025-08-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741,0.0,0.741
ddg,V32LJNFLKBT7,RFD BEAUFORT INC.,unbucketed,both,2023-12-22,2023-12-22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.741,0.0,0.0,0.741
ddg,T99DCLB5NRH7,"OCENCO, INCORPORATED",unbucketed,HII-Ingalls-only,2016-12-22,2018-05-15,3,0.0,0.0,0.0,0.0,0.0,0.246,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.736
ddg,PDZUR2FMYD89,"RANGER ENVIRONMENTAL SERVICES, LLC",unbucketed,HII-Ingalls-only,2018-05-10,2026-01-19,9,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.728
ddg,N1UBBGCNNB38,ABC APPLICATORS INC,unbucketed,HII-Ingalls-only,2023-10-06,2024-03-04,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711,0.0,0.0,0.711
ddg,E2UWVCT7GDJ4,"IRVING PLACE CAPITAL, LLC",hvac,HII-Ingalls-only,2013-04-15,2017-07-31,7,0.0,0.187,0.108,0.11,0.108,0.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.707
ddg,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,unbucketed,HII-Ingalls-only,2013-09-10,2019-07-03,9,0.0,0.125,0.073,0.141,0.078,0.077,0.0,0.207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702
ddg,WAK3LFCLKJR4,BELL STEEL COMPANY,structural,HII-Ingalls-only,2015-06-08,2023-09-20,10,0.0,0.0,0.0,0.131,0.054,0.061,0.0,0.061,0.067,0.071,0.0,0.245,0.0,0.0,0.0,0.689
ddg,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,unbucketed,HII-Ingalls-only,2023-07-03,2026-01-23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.0,0.045,0.325,0.685
ddg,GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",piping,HII-Ingalls-only,2013-04-25,2025-10-22,10,0.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.032,0.355,0.057,0.0,0.043,0.674
ddg,U6F2GHCNNH47,HEXCEL CORPORATION,unbucketed,both,2019-02-13,2023-07-18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.116,0.0,0.141,0.312,0.0,0.0,0.0,0.666
ddg,VCFNC31LV829,CRANE CO,piping,HII-Ingalls-only,2013-07-18,2013-07-30,5,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
ddg,HTHZV61C5DV8,SYSCO CORPORATION,unbucketed,HII-Ingalls-only,2015-11-18,2025-01-10,6,0.0,0.0,0.0,0.0,0.102,0.094,0.137,0.089,0.0,0.109,0.0,0.0,0.0,0.116,0.0,0.646
ddg,G9N1X873CYJ6,THE TIMKEN COMPANY,piping,HII-Ingalls-only,2024-10-02,2025-12-01,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0.27,0.643
ddg,V16LFA3JDR14,LIMITORQUE CORPORATION,unbucketed,HII-Ingalls-only,2015-02-03,2021-08-09,8,0.0,0.0,0.0,0.29,0.0,0.0,0.044,0.063,0.113,0.129,0.0,0.0,0.0,0.0,0.0,0.639
ddg,DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",unbucketed,GD-BIW-only,2021-10-04,2023-06-30,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.337,0.283,0.0,0.0,0.0,0.619
ddg,XK8VBJ94L4E9,"AEROSPACE SUPPLY, INC",piping,HII-Ingalls-only,2019-06-20,2025-10-08,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.077,0.0,0.0,0.0,0.339,0.105,0.591
ddg,C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,unbucketed,HII-Ingalls-only,2024-08-14,2026-02-25,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.426,0.123,0.589
ddg,VD5WUGZUCJ44,"TRIPLE SON WHOLESALE TIMBER, INC.",unbucketed,HII-Ingalls-only,2013-10-21,2021-07-26,6,0.0,0.0,0.081,0.0,0.069,0.0,0.0,0.066,0.0,0.359,0.0,0.0,0.0,0.0,0.0,0.575
ddg,JQTLH33SXNQ7,SECURITAS AB,unbucketed,HII-Ingalls-only,2017-11-15,2018-04-05,3,0.0,0.0,0.0,0.0,0.0,0.0,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.574
ddg,JFEWJZWTH4W4,THE TOOL HOUSE INC,unbucketed,HII-Ingalls-only,2014-03-24,2015-12-17,5,0.0,0.0,0.338,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572
ddg,JU7ZGUDEJA79,RAILWAY SPECIALTIES CORPORATION,unbucketed,HII-Ingalls-only,2019-11-20,2021-05-20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.439,0.0,0.0,0.0,0.0,0.0,0.565
ddg,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",unbucketed,both,2019-05-03,2025-10-03,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.123,0.0,0.133,0.0,0.0,0.179,0.555
ddg,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",unbucketed,GD-BIW-only,2019-05-13,2019-05-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553
ddg,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",electrical,both,2013-07-23,2019-07-23,7,0.0,0.081,0.082,0.081,0.081,0.0,0.134,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.546
ddg,N5RJW5NX32Y1,W R SYSTEMS LTD.,unbucketed,HII-Ingalls-only,2013-07-22,2015-04-24,5,0.0,0.31,0.114,0.116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54
ddg,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",unbucketed,HII-Ingalls-only,2013-07-03,2021-05-31,14,0.0,0.034,0.033,0.182,0.0,0.034,0.051,0.033,0.079,0.083,0.0,0.0,0.0,0.0,0.0,0.529
ddg,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,unbucketed,HII-Ingalls-only,2013-06-19,2022-01-04,6,0.0,0.205,0.161,0.0,0.0,0.0,0.0,0.0,0.113,0.0,0.048,0.0,0.0,0.0,0.0,0.527
ddg,MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,electrical,both,2022-09-26,2024-09-23,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.137,0.0,0.374,0.0,0.0,0.51
ddg,K1M4HECUHKR4,AEA EUROPE FUND L.P.,unbucketed,HII-Ingalls-only,2013-12-11,2019-07-12,6,0.0,0.0,0.089,0.075,0.166,0.088,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509
ddg,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",unbucketed,HII-Ingalls-only,2013-07-26,2025-10-28,13,0.0,0.032,0.036,0.06,0.034,0.038,0.0,0.068,0.072,0.0,0.0,0.052,0.0,0.0,0.113,0.505
ddg,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",unbucketed,HII-Ingalls-only,2013-09-25,2013-09-25,1,0.0,0.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.501
ddg,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",unbucketed,HII-Ingalls-only,2015-07-01,2018-05-25,5,0.0,0.0,0.0,0.109,0.196,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.498
ddg,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,unbucketed,HII-Ingalls-only,2016-02-23,2021-06-08,7,0.0,0.0,0.0,0.0,0.327,0.0,0.05,0.053,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.486
ddg,GQ6ADGRCXZ54,"MIDDLEBY CORPORATION, THE",piping,GD-BIW-only,2022-07-18,2023-08-15,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177,0.304,0.0,0.0,0.0,0.481
ddg,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,unbucketed,HII-Ingalls-only,2014-03-24,2017-05-23,6,0.0,0.0,0.074,0.145,0.078,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478
ddg,EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",unbucketed,HII-Ingalls-only,2020-01-31,2023-03-10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.072,0.084,0.119,0.0,0.0,0.0,0.476
ddg,CPSRQJC6C379,"SECURE COMPONENTS, LLC",unbucketed,GD-BIW-only,2019-05-24,2019-05-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463
ddg,RU42J22YFWW5,"STS OPERATING, INC.",piping,HII-Ingalls-only,2014-10-17,2025-08-04,10,0.0,0.0,0.0,0.065,0.0,0.028,0.0,0.0,0.04,0.058,0.0,0.096,0.0,0.171,0.0,0.458
ddg,WMKNZ361LYM4,"EVOQUA WATER TECHNOLOGIES, LLC",unbucketed,HII-Ingalls-only,2025-11-18,2025-11-20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,0.454
ddg,LSGYNGHKB863,DEBAN ENTERPRISES INC,unbucketed,HII-Ingalls-only,2015-01-14,2024-05-17,10,0.0,0.0,0.0,0.171,0.078,0.0,0.0,0.0,0.1,0.051,0.0,0.0,0.051,0.0,0.0,0.451
ddg,GNFJGT9MKJW5,"CONNECTICUT VALLEY INDUSTRIES, LLC",unbucketed,HII-Ingalls-only,2013-07-26,2015-04-18,4,0.0,0.333,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
ddg,EGAVSJTA2D81,GOODRICH CORP,coatings,both,2023-07-26,2024-11-25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364,0.043,0.043,0.0,0.449
ddg,FX3GHG9B79N5,"TC/AMERICAN MONORAIL, INC.",unbucketed,HII-Ingalls-only,2015-04-30,2015-04-30,1,0.0,0.0,0.0,0.449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.449
ddg,JW6PXX1WALN4,HOWDEN NORTH AMERICA INC,hvac,HII-Ingalls-only,2023-08-07,2023-12-11,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.079,0.0,0.0,0.449
ddg,GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",structural,GD-BIW-only,2022-12-22,2022-12-22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.444
ddg,RM4TFABVLPX4,"CP INDUSTRIES HOLDINGS, INC",structural,HII-Ingalls-only,2024-04-11,2026-01-13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.164,0.157,0.439
ddg,J6DMEL935CD1,XYLEM INC.,unbucketed,both,2013-07-25,2025-04-25,11,0.0,0.027,0.0,0.028,0.0,0.092,0.0,0.087,0.0,0.0,0.08,0.0,0.0,0.114,0.0,0.429
ddg,YN8EW4XM28Z1,"WASHINGTON CHAIN & SUPPLY, INC.",castings,HII-Ingalls-only,2023-10-24,2023-10-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428,0.0,0.0,0.428
ddg,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,unbucketed,HII-Ingalls-only,2015-07-23,2026-01-30,7,0.0,0.0,0.0,0.028,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.12,0.165,0.425
ddg,G4PWHUXGV5K5,"EPSILON SYSTEMS SOLUTIONS, INC.",structural,HII-Ingalls-only,2024-11-27,2025-01-28,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416,0.0,0.416
ddg,ML28DU1R7P77,MAUI ACQUISITION CORP.,unbucketed,HII-Ingalls-only,2015-04-23,2025-09-30,8,0.0,0.0,0.0,0.099,0.098,0.0,0.085,0.0,0.0,0.0,0.056,0.0,0.0,0.064,0.0,0.402
ddg,XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",structural,HII-Ingalls-only,2023-10-17,2023-12-19,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.399,0.0,0.0,0.399
ddg,J2DMF1YRKD96,STANDARD CALIBRATIONS INC,unbucketed,HII-Ingalls-only,2023-03-09,2025-08-04,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.293,0.074,0.0,0.398
ddg,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",unbucketed,HII-Ingalls-only,2025-11-20,2025-11-20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397,0.397
ddg,YULJLSW1N2G4,CYGNUS L.L.C.,unbucketed,GD-BIW-only,2022-06-13,2022-06-13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.39
ddg,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,unbucketed,HII-Ingalls-only,2014-05-09,2025-11-20,12,0.0,0.0,0.026,0.026,0.026,0.026,0.0,0.027,0.0,0.032,0.0,0.032,0.097,0.034,0.062,0.389
ddg,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",unbucketed,HII-Ingalls-only,2013-04-05,2018-11-08,8,0.0,0.055,0.055,0.055,0.044,0.043,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384
ddg,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,unbucketed,HII-Ingalls-only,2017-07-07,2020-05-27,7,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.372
ddg,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,unbucketed,HII-Ingalls-only,2013-05-14,2019-05-27,6,0.0,0.049,0.051,0.0,0.055,0.065,0.072,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371
ddg,CXZ9PUEZ5SQ7,BLACK & DECKER (U.S.) INC.,unbucketed,HII-Ingalls-only,2025-10-01,2025-10-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.361
ddg,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,unbucketed,HII-Ingalls-only,2023-06-29,2026-01-29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.0,0.122,0.11,0.358
ddg,XJMEFDTH72U5,"HDT GLOBAL, INC.",unbucketed,HII-Ingalls-only,2013-08-07,2017-05-19,6,0.0,0.048,0.06,0.0,0.049,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.353
ddg,RYYRAAAGPXB5,"STOCKERT, LAURA",unbucketed,HII-Ingalls-only,2016-02-08,2026-01-14,5,0.0,0.0,0.0,0.0,0.13,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.086,0.352
ddg,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",structural,both,2013-10-01,2024-08-13,6,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0.145,0.0,0.0,0.35
ddg,N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,castings,HII-Ingalls-only,2022-09-22,2022-09-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.35
ddg,W547TUQXJ8Y4,CARVER PUMP COMPANY,piping,HII-Ingalls-only,2017-06-30,2023-10-10,9,0.0,0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.034,0.0,0.0,0.272,0.0,0.0,0.35
ddg,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",unbucketed,HII-Ingalls-only,2018-03-23,2024-04-15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.108,0.0,0.037,0.038,0.0,0.0,0.166,0.0,0.0,0.348
ddg,L14LNGXH8M26,CURTIS WRIGHT BUILDERS LLC,unbucketed,GD-BIW-only,2021-01-11,2021-01-11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0.0,0.0,0.0,0.0,0.0,0.347
ddg,VWX3JEES4FF7,TRIMAN INDUSTRIES INC,unbucketed,GD-BIW-only,2025-05-07,2025-05-07,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343,0.0,0.343
ddg,J7JGTBNSM619,MEGATOR CORPORATION,unbucketed,HII-Ingalls-only,2013-06-28,2020-06-16,10,0.0,0.027,0.027,0.027,0.026,0.027,0.164,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.337
ddg,FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,unbucketed,HII-Ingalls-only,2017-08-01,2026-02-27,7,0.0,0.0,0.0,0.0,0.0,0.027,0.029,0.0,0.027,0.034,0.0,0.038,0.0,0.092,0.089,0.335
ddg,GJU6WW45U4F4,ARROWHEAD GLOBAL LLC,unbucketed,GD-BIW-only,2019-07-25,2019-09-03,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335
ddg,JL4THZCMNKR7,JACKSON PLATING CO.,unbucketed,HII-Ingalls-only,2015-04-07,2025-02-06,6,0.0,0.0,0.0,0.066,0.069,0.035,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.054,0.0,0.334
ddg,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",unbucketed,HII-Ingalls-only,2014-03-06,2025-11-18,10,0.0,0.0,0.035,0.031,0.063,0.058,0.0,0.071,0.0,0.03,0.0,0.0,0.0,0.0,0.045,0.334
ddg,KLLANFLBFBA3,HACKFORTH HOLDING GMBH & CO. KG,unbucketed,GD-BIW-only,2019-07-03,2019-07-03,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.334
ddg,NPKVXNRA1XT3,PARASENSE LIMITED,unbucketed,HII-Ingalls-only,2014-10-28,2017-02-03,8,0.0,0.0,0.0,0.063,0.077,0.192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332
ddg,YPQMZDVKS1K8,FLOWSERVE CORPORATION,unbucketed,HII-Ingalls-only,2013-06-05,2025-12-03,5,0.0,0.144,0.0,0.0,0.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.328
ddg,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,unbucketed,HII-Ingalls-only,2022-07-07,2022-09-20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.0,0.0,0.0,0.0,0.328
ddg,HUK5MJK4MH39,"LESLIE CONTROLS, INC.",piping,HII-Ingalls-only,2023-03-30,2023-04-06,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324,0.0,0.0,0.0,0.324
ddg,FVFNV3NERP36,"POWERSTAR, INC.",unbucketed,HII-Ingalls-only,2013-04-17,2017-04-27,5,0.0,0.069,0.0,0.14,0.086,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324
ddg,MENSE2ENG8J6,ARCLINE INVESTMENT MANAGEMENT LP,piping,HII-Ingalls-only,2021-12-07,2023-05-25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.159,0.158,0.0,0.0,0.0,0.317
ddg,C6CLJKP7D441,JERED LLC,unbucketed,GD-BIW-only,2018-01-17,2022-10-13,7,0.0,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.0,0.0,0.036,0.165,0.0,0.0,0.0,0.313
ddg,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,piping,GD-BIW-only,2022-02-25,2022-12-12,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.232,0.0,0.0,0.0,0.311
ddg,ED16VKVTCHC8,ECI DEFENSE GROUP INC,unbucketed,HII-Ingalls-only,2023-04-26,2023-04-26,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3
ddg,XGKMK9LBC344,PREMIER FARNELL LIMITED,unbucketed,HII-Ingalls-only,2015-05-05,2018-03-27,6,0.0,0.0,0.0,0.094,0.0,0.095,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299
ddg,RL6KA2EUSUC8,ABACUS INDUSTRIES INC,unbucketed,HII-Ingalls-only,2024-05-15,2025-12-05,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.157,0.062,0.291
ddg,K1K5EKJ2KK29,RHINESTAHL CORPORATION,unbucketed,HII-Ingalls-only,2016-12-12,2017-09-26,4,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286
ddg,LJLZRNS9DYC6,ANIXTER INC.,unbucketed,HII-Ingalls-only,2024-11-14,2025-12-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147,0.136,0.282
ddg,XNR9ZJ9VKZG5,"TEMEKU TECHNOLOGIES, INC.",unbucketed,GD-BIW-only,2022-11-01,2022-11-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.277,0.0,0.0,0.0,0.277
ddg,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,structural,HII-Ingalls-only,2018-03-02,2018-05-11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276
ddg,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",unbucketed,HII-Ingalls-only,2021-11-18,2021-11-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276,0.0,0.0,0.0,0.0,0.276
