program,vendor_uei,vendor_name,work_type,cut_profile,first_award,last_award,n_records,le_fy12,fy2013,fy2014,fy2015,fy2016,fy2017,fy2018,fy2019,fy2020,fy2021,fy2022,fy2023,fy2024,fy2025,fy2026,total
ddg,ZVCNH5GL1Z83,CORE ACTIVE FIXED INCOME,unbucketed,HII-Ingalls-only,2014-06-24,2016-08-17,4,0.0,0.0,0.068,0.148,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268
ddg,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,unbucketed,both,2019-05-11,2025-11-07,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.05,0.098,0.051,0.267
ddg,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,unbucketed,HII-Ingalls-only,2013-05-27,2021-06-07,6,0.0,0.027,0.034,0.0,0.073,0.0,0.099,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.266
ddg,M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,unbucketed,HII-Ingalls-only,2016-01-19,2024-08-01,7,0.0,0.0,0.0,0.0,0.05,0.026,0.0,0.0,0.0,0.0,0.044,0.045,0.098,0.0,0.0,0.263
ddg,FYS6F3284LN3,VELAN VALVE CORP.,piping,HII-Ingalls-only,2023-12-21,2023-12-22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254,0.0,0.0,0.254
ddg,GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,unbucketed,HII-Ingalls-only,2016-12-01,2025-02-28,4,0.0,0.0,0.0,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.066,0.076,0.0,0.081,0.0,0.254
ddg,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",unbucketed,GD-BIW-only,2021-11-16,2021-11-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.244
ddg,N3K7U4MKPSE4,"J & R TOOL, INC",machining,GD-BIW-only,2022-02-17,2022-02-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.0,0.0,0.0,0.0,0.244
ddg,E86GJS762JJ5,TOTAL SA,coatings,GD-BIW-only,2018-08-14,2018-08-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241
ddg,NK1RB5VKXES9,"DETROIT SWITCH, INC.",unbucketed,HII-Ingalls-only,2014-08-15,2022-01-07,8,0.0,0.0,0.028,0.056,0.029,0.0,0.03,0.0,0.032,0.032,0.034,0.0,0.0,0.0,0.0,0.241
ddg,Y7HRJMWG5HN9,UNITED REFRIGERATION INC,unbucketed,GD-BIW-only,2023-04-19,2023-04-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241,0.0,0.0,0.0,0.241
ddg,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,unbucketed,HII-Ingalls-only,2014-12-10,2025-11-07,8,0.0,0.0,0.0,0.055,0.027,0.027,0.0,0.0,0.027,0.055,0.0,0.0,0.0,0.0,0.047,0.239
ddg,J1T1FEN3PWX6,GENERAL ELECTRIC COMPANY,machining,HII-Ingalls-only,2026-01-09,2026-01-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.236,0.236
ddg,J8ATNVMEGLK1,CHAND LLC,unbucketed,HII-Ingalls-only,2023-12-06,2026-03-06,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136,0.049,0.048,0.232
ddg,KFP1XYK24DZ8,EPSILON C5I INC,structural,HII-Ingalls-only,2024-07-16,2025-09-23,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.18,0.0,0.226
ddg,MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",unbucketed,HII-Ingalls-only,2016-10-17,2017-10-09,3,0.0,0.0,0.0,0.0,0.0,0.17,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223
ddg,D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",unbucketed,HII-Ingalls-only,2013-04-24,2015-11-23,5,0.0,0.042,0.043,0.087,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216
ddg,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,unbucketed,GD-BIW-only,2023-12-06,2023-12-06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.21
ddg,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,unbucketed,HII-Ingalls-only,2013-07-31,2014-08-13,2,0.0,0.158,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208
ddg,XECCFU26TTP9,"MONITEQ, INC.",unbucketed,HII-Ingalls-only,2013-07-24,2018-10-12,5,0.0,0.031,0.0,0.047,0.077,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.207
ddg,K5K4P6AY7QM8,"LAIRD R & F PRODUCTS, INC.",unbucketed,GD-BIW-only,2022-09-27,2022-09-27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.206
ddg,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",unbucketed,GD-BIW-only,2022-04-05,2022-04-05,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206,0.0,0.0,0.0,0.0,0.206
ddg,DYJZZ9DANLM3,RALPH & DOROTHY MOORE,unbucketed,HII-Ingalls-only,2013-08-27,2015-07-26,5,0.0,0.085,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204
ddg,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,unbucketed,HII-Ingalls-only,2020-02-26,2022-01-13,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076,0.0,0.128,0.0,0.0,0.0,0.0,0.204
ddg,DTXMJMGMQ655,SPARTON CORPORATION,unbucketed,HII-Ingalls-only,2016-06-22,2018-01-31,4,0.0,0.0,0.0,0.0,0.094,0.047,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.202
ddg,FNQARYRJJEL5,COSPOLICH INC.,unbucketed,both,2013-07-26,2023-06-12,6,0.0,0.029,0.0,0.03,0.0,0.0,0.032,0.0,0.032,0.032,0.0,0.047,0.0,0.0,0.0,0.202
ddg,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,unbucketed,GD-BIW-only,2018-06-01,2018-06-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201
ddg,SPJDDHTQBSY9,"HUNTER DEFENSE TECHNOLOGIES, INC.",unbucketed,HII-Ingalls-only,2019-02-07,2023-06-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.067,0.0,0.068,0.0,0.0,0.0,0.2
ddg,NU2UC8MX6NK1,"BOEING COMPANY, THE",unbucketed,HII-Ingalls-only,2020-05-29,2022-02-08,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.116,0.0,0.0,0.0,0.0,0.2
ddg,PGNTKH2XZAN5,"DEFENSE TECHNOLOGIES, INC.",unbucketed,HII-Ingalls-only,2015-06-08,2016-07-05,3,0.0,0.0,0.0,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
ddg,QN84GSHNM1M7,"BACHARACH, INC.",unbucketed,both,2019-04-15,2021-01-12,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.079,0.081,0.0,0.0,0.0,0.0,0.0,0.198
ddg,PNQKKYEK31E3,BAE SYSTEMS HOLDINGS INC.,unbucketed,GD-BIW-only,2021-03-23,2021-03-23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.195,0.0,0.0,0.0,0.0,0.0,0.195
ddg,GU9WXNREUPZ1,FORENTA L.P.,unbucketed,HII-Ingalls-only,2014-10-28,2022-08-23,7,0.0,0.0,0.0,0.051,0.051,0.0,0.0,0.027,0.0,0.028,0.032,0.0,0.0,0.0,0.0,0.189
ddg,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",unbucketed,HII-Ingalls-only,2022-07-25,2024-03-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.104,0.0,0.0,0.188
ddg,N7B7PME54JZ9,SURVITEC GROUP LIMITED,unbucketed,HII-Ingalls-only,2019-06-14,2019-06-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.186
ddg,WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,unbucketed,HII-Ingalls-only,2023-11-08,2023-11-08,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.178,0.0,0.0,0.178
ddg,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,unbucketed,HII-Ingalls-only,2015-10-13,2018-04-24,4,0.0,0.0,0.0,0.0,0.118,0.026,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.173
ddg,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",unbucketed,HII-Ingalls-only,2016-05-13,2023-05-23,4,0.0,0.0,0.0,0.0,0.041,0.048,0.0,0.048,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.169
ddg,HJFAW5KCG7N7,"MAST TECHNOLOGIES, LLC",unbucketed,HII-Ingalls-only,2024-08-30,2025-10-03,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082,0.0,0.086,0.168
ddg,FECPDA1S8WJ1,D. W. BOYD CORPORATION,unbucketed,HII-Ingalls-only,2013-09-23,2016-10-04,3,0.0,0.059,0.0,0.059,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166
ddg,LPNPM5FBDS29,"GENUINE CABLE GROUP, LLC",unbucketed,GD-BIW-only,2022-03-02,2022-10-20,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.094,0.0,0.0,0.0,0.162
ddg,DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",unbucketed,HII-Ingalls-only,2022-08-19,2025-07-02,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.038,0.045,0.045,0.0,0.162
ddg,T2PGFX9RZJH9,"ASCO POWER TECHNOLOGIES, L..P.",electrical,GD-BIW-only,2023-10-16,2023-10-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.161,0.0,0.0,0.161
ddg,P3ZZEMCBYSK7,"KESTREL AIRCRAFT COMPANY, INC.",unbucketed,HII-Ingalls-only,2013-08-12,2015-04-15,3,0.0,0.052,0.053,0.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158
ddg,NY66W8KMH427,"WALZ & KRENZER, INC.",unbucketed,GD-BIW-only,2023-02-24,2023-02-24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158,0.0,0.0,0.0,0.158
ddg,ERR4X5JLJWV5,"NCP COATINGS, LLC",unbucketed,GD-BIW-only,2022-06-14,2022-06-14,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.153
ddg,G871GBTQ94M7,LONA SLADE,unbucketed,HII-Ingalls-only,2016-10-03,2017-03-10,2,0.0,0.0,0.0,0.0,0.0,0.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153
ddg,HUKGWGAFW4C7,SOUNDOWN CORPORATION,unbucketed,HII-Ingalls-only,2013-05-10,2014-04-14,2,0.0,0.076,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152
ddg,JN16VPC2PXN4,"BAY CITY MARINE, INC.",unbucketed,HII-Ingalls-only,2017-05-09,2018-05-01,3,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
ddg,LUEGYMGV9N31,"INGRAM TECHNOLOGIES, LLC",unbucketed,GD-BIW-only,2017-04-28,2017-04-28,1,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
ddg,XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",unbucketed,HII-Ingalls-only,2023-03-08,2023-09-28,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.149
ddg,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",unbucketed,HII-Ingalls-only,2013-04-23,2017-04-12,4,0.0,0.032,0.0,0.0,0.032,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147
ddg,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,unbucketed,GD-BIW-only,2022-02-09,2023-07-11,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.075,0.0,0.0,0.0,0.143
ddg,MLZGT2BJ4J13,"ENPRO INDUSTRIES, INC.",unbucketed,GD-BIW-only,2018-12-14,2018-12-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142
ddg,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",unbucketed,HII-Ingalls-only,2024-08-01,2025-03-21,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.113,0.0,0.14
ddg,H12BMH6V6495,"PIMA VALVE, LLC",unbucketed,HII-Ingalls-only,2013-10-04,2017-04-28,5,0.0,0.0,0.054,0.028,0.029,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
ddg,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",unbucketed,both,2017-04-13,2024-04-29,3,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.139
ddg,K5EHDDMPL8L3,ASC ENGINEERED SOLUTIONS LLC,unbucketed,GD-BIW-only,2022-08-18,2022-08-18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.138,0.0,0.0,0.0,0.0,0.138
ddg,KB8ALFD8K1X8,HIGGINS MARINE SERVICES INC,unbucketed,HII-Ingalls-only,2015-04-15,2017-09-12,4,0.0,0.0,0.0,0.075,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135
ddg,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",unbucketed,HII-Ingalls-only,2017-06-16,2018-05-14,3,0.0,0.0,0.0,0.0,0.0,0.05,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135
ddg,N5HGL94UC1D6,PIERCE ALUMINUM CO INC,unbucketed,GD-BIW-only,2016-03-07,2023-01-16,2,0.0,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.134
ddg,DSVCC3S92J21,BOLAND MARINE & INDUSTRIAL LLC,unbucketed,HII-Ingalls-only,2023-07-11,2023-07-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133,0.0,0.0,0.0,0.133
ddg,WSK3WRSGKAU1,ALFA LAVAL INC,structural,HII-Ingalls-only,2023-09-01,2023-09-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.131
ddg,RBANKF6MUJS9,"EFG HOLDINGS, INC.",unbucketed,both,2021-03-19,2023-07-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.052,0.044,0.0,0.0,0.0,0.13
ddg,K783PK4DZEE3,"ADVANTEC MANUFACTURING USA, INC.",unbucketed,HII-Ingalls-only,2013-10-11,2013-10-14,2,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124
ddg,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",unbucketed,HII-Ingalls-only,2015-07-22,2016-08-08,3,0.0,0.0,0.0,0.043,0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
ddg,XWTZJC873626,UIP INTERNATIONAL LLC,unbucketed,HII-Ingalls-only,2025-08-22,2025-10-14,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035,0.085,0.12
ddg,WF9TN8AWH8K5,HEICO CORPORATION,unbucketed,HII-Ingalls-only,2025-09-09,2025-09-09,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.119
ddg,EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",unbucketed,HII-Ingalls-only,2024-06-25,2024-06-25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.119,0.0,0.0,0.119
ddg,ZXMJM9MBXBQ4,"HILLER COMPANIES, INC., THE",piping,GD-BIW-only,2022-06-29,2022-06-29,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,0.0,0.0,0.118
ddg,JH61GLV2MCA7,"PRIME SCIENCE & TECHNOLOGY, LLC",unbucketed,GD-BIW-only,2023-08-29,2023-08-29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.0,0.116
ddg,ZVFUENFF77T1,"HUTCHINSON AEROSPACE & INDUSTRY, INC.",unbucketed,HII-Ingalls-only,2024-09-13,2025-12-09,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.057,0.111
ddg,JDDMPNDNQ3L5,USBID INCORPORATED,unbucketed,HII-Ingalls-only,2019-02-20,2022-07-22,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.0,0.053,0.0,0.0,0.0,0.0,0.11
ddg,UDMKPLHU8N48,US TOOL GRINDING INC,unbucketed,HII-Ingalls-only,2024-07-24,2024-07-24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.11
ddg,D497LKJGKS84,MESTEK INC,unbucketed,GD-BIW-only,2023-07-14,2023-07-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109,0.0,0.0,0.0,0.109
ddg,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",unbucketed,HII-Ingalls-only,2016-11-21,2018-03-14,4,0.0,0.0,0.0,0.0,0.0,0.026,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109
ddg,X51YWDJN2ED6,HORIZONS INCORPORATED,unbucketed,HII-Ingalls-only,2022-10-21,2023-10-10,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.03,0.0,0.0,0.105
ddg,SDD9PKYQAXZ7,TORK SYSTEMS INC,unbucketed,HII-Ingalls-only,2024-06-06,2024-06-06,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0,0.104
ddg,MEMSWT1LFU18,JERED LLC,unbucketed,GD-BIW-only,2023-06-21,2024-08-26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071,0.032,0.0,0.0,0.104
ddg,FVGUCFG6HLK7,BLACKMER,unbucketed,GD-BIW-only,2017-10-31,2017-10-31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103
ddg,K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,unbucketed,HII-Ingalls-only,2022-12-22,2022-12-22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.102
ddg,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,unbucketed,HII-Ingalls-only,2016-08-12,2016-09-28,2,0.0,0.0,0.0,0.0,0.101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101
ddg,FKBHDS7BRJF4,"HONEYWELL SAFETY PRODUCTS USA, INC.",unbucketed,HII-Ingalls-only,2024-03-11,2024-08-27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099,0.0,0.0,0.099
ddg,YVDFW51N3N61,"WALDO BROTHERS, INC.",unbucketed,HII-Ingalls-only,2013-05-06,2016-04-19,3,0.0,0.067,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098
ddg,MQSPAE7NQQR8,"VITA MOTIVATOR CO., INC.",unbucketed,HII-Ingalls-only,2022-11-14,2023-08-04,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.098
ddg,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,unbucketed,HII-Ingalls-only,2017-04-11,2020-06-11,2,0.0,0.0,0.0,0.0,0.0,0.071,0.0,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.097
ddg,JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",unbucketed,HII-Ingalls-only,2015-03-23,2015-03-23,1,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093
ddg,XMLNYKT139G8,CRESTWOOD TECHNOLOGY GROUP CORP.,unbucketed,HII-Ingalls-only,2017-03-16,2017-11-08,2,0.0,0.0,0.0,0.0,0.0,0.028,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093
ddg,HQEUSUQSKVK7,"ADMARTEC, INC.",unbucketed,both,2022-07-15,2023-07-13,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.055,0.0,0.0,0.0,0.093
ddg,JGLLLKELFB57,ITT CORPORATION,unbucketed,HII-Ingalls-only,2016-07-12,2018-07-12,2,0.0,0.0,0.0,0.0,0.041,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092
ddg,NSFAYV7YAJB1,BRUEL & KJAER NORTH AMERICA INC.,unbucketed,HII-Ingalls-only,2019-10-11,2019-10-11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.091
ddg,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,unbucketed,both,2023-02-22,2023-09-25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.091
ddg,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",unbucketed,HII-Ingalls-only,2024-08-16,2024-08-16,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.091
ddg,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",piping,HII-Ingalls-only,2021-04-15,2021-07-01,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.091
ddg,HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,unbucketed,HII-Ingalls-only,2022-06-21,2022-06-21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.09
ddg,RDQDMFHFM8K3,R P M SUPPLY CORPORATION,unbucketed,GD-BIW-only,2022-11-08,2022-11-08,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.09
ddg,TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,unbucketed,HII-Ingalls-only,2023-07-11,2023-08-29,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.089,0.0,0.0,0.0,0.089
ddg,MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",unbucketed,HII-Ingalls-only,2025-04-25,2025-09-26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.086,0.0,0.086
ddg,DQAYCKTDLND5,"EAGLE INDUSTRIES OF LOUISIANA, L.L.C.",unbucketed,GD-BIW-only,2023-04-17,2023-04-17,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.085
ddg,KAJ2U4MCB329,"CHELSEA CLOCK, LLC, THE",unbucketed,HII-Ingalls-only,2016-07-18,2018-02-06,3,0.0,0.0,0.0,0.0,0.029,0.028,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084
ddg,KFP8JR5HL191,ARA SERVICES LLC.,unbucketed,HII-Ingalls-only,2021-06-10,2021-06-28,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.0,0.0,0.0,0.0,0.084
ddg,JB4NTVR9XMN4,XEROX CORPORATION,unbucketed,HII-Ingalls-only,2013-04-19,2016-06-10,3,0.0,0.03,0.025,0.0,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.082
ddg,V72KJGHK3JF2,MGR EQUIPMENT CORP,unbucketed,HII-Ingalls-only,2014-02-13,2014-02-13,2,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
ddg,YK4TPH3YV3S3,MARITIME APPLIED PHYSICS CORP,unbucketed,GD-BIW-only,2018-06-14,2018-06-14,1,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
ddg,MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",structural,HII-Ingalls-only,2017-05-09,2022-07-14,2,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0,0.0,0.078
ddg,YA86NYHUA353,BRENNTAG LUBRICANTS,unbucketed,GD-BIW-only,2022-10-24,2022-10-24,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078,0.0,0.0,0.0,0.078
