program,work_type,vendor_uei,vendor_name,basis,n_awards_fy22_25,dollars_fy22_25_$M,n_awards_all,dollars_all_$M,first_award_date,first_award_fy,last_award_date,is_new_entrant_fy22_25,also_active_other_program,median_interaward_days,max_gap_days,exited_flag,n_piids,piids
ddg,piping,EZVMH8VEGL34,"BAUER COMPRESSORS, INC.",naics4,1,0.029,10,1.489,2013-07-31,2013,2022-08-01,False,False,412.0,719,True,2,N0002413C2307;N0002418C2307
ddg,piping,GGSLGRB5KXM6,PON HOLDINGS B.V.,residual,0,0.0,57,21.516,2013-05-13,2013,2019-03-26,False,True,27.5,262,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,piping,L8T4R3N7ACL6,COLFAX CORPORATION,registry,0,0.0,21,9.882,2013-07-26,2013,2018-10-08,False,True,93.5,452,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002414C4313
ddg,piping,FBJ9NCJE2J56,"HUNT VALVE COMPANY, INC.",registry,0,0.0,15,1.422,2013-04-17,2013,2020-04-27,False,True,168,806,False,3,N0002411C2307;N0002413C2307;N0002418C2307
ddg,piping,SFBKKM3ZYN48,FILTRATION GROUP CORPORATION,naics4,0,0.0,17,4.139,2018-10-29,2019,2021-06-30,False,False,50.0,874,False,3,N0002411C2307;N0002413C2307;N0002418C2307
ddg,piping,VDSCUPC2H3K7,CITADEL CAPITAL CORPORATION,registry,0,0.0,11,0.927,2013-08-20,2013,2021-08-03,False,True,256.0,889,False,3,N0002411C2307;N0002413C2307;N0002418C2307
ddg,piping,MJ8MWHZFKJT8,CLARCOR INC.,naics4,0,0.0,5,1.176,2013-06-27,2013,2014-04-29,False,False,153.0,266,False,1,N0002413C2307
ddg,piping,XJXYXCZL36Z4,THE CARLYLE GROUP L P,registry,0,0.0,20,6.552,2013-06-06,2013,2020-03-03,False,True,152.0,545,False,2,N0002413C2307;N0002418C2307
ddg,piping,LNGAZMTYJPL3,THE ENTWISTLE TRUST,registry,0,0.0,56,18.766,2013-07-19,2013,2021-09-01,False,True,93.5,774,False,2,N0002413C2307;N0002418C2307
ddg,piping,VCFNC31LV829,CRANE CO,naics4,0,0.0,5,0.66,2013-07-18,2013,2013-07-30,False,True,12,12,False,1,N0002413C2307
ddg,piping,XE6GMDJNHQT7,AMPCO-PITTSBURGH CORPORATION,registry,0,0.0,27,16.674,2013-06-27,2013,2020-05-04,False,False,15.0,1377,False,2,N0002413C2307;N0002418C2307
ddg,piping,N5KMLMXEPFM5,PARKER HANNIFIN CORPORATION,registry,0,0.0,1,0.052,2025-11-24,2026,2025-11-24,False,False,,,False,1,N0002418C2307
ddg,piping,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",registry,0,0.0,2,0.091,2021-04-15,2021,2021-07-01,False,True,77,77,False,1,N0002418C2307
ddg,structural,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",registry,69,27.872,69,27.872,2023-10-31,2024,2025-04-30,True,False,8.0,156,False,5,N0002413C2305;N0002413C2307;N0002418C2307;N0002419C4452;N0002423C2307
ddg,structural,QKJUKKE5WPA8,GULF COPPER & MANUFACTURING CORPORATION,registry,11,16.121,17,31.589,2024-11-05,2025,2025-12-18,True,False,14.5,82,False,1,N0002418C2307
ddg,structural,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",registry,53,15.995,82,21.996,2015-08-12,2015,2026-01-21,False,False,17,322,False,6,N0002411C2309;N0002413C2307;N0002414C4313;N0002418C2307;N0002419C2322;N0002419C4452
ddg,structural,CKNVB8P26F26,ALFA LAVAL INC,registry,7,12.577,7,12.577,2024-03-28,2024,2025-02-27,True,False,40,295,False,1,N0002423C2307
ddg,structural,VBRHLB2HLEM4,PEERLESS MFG CO,naics4,12,10.219,12,10.219,2023-05-02,2023,2025-07-31,True,False,125,289,False,2,N0002418C2307;N0002423C2307
ddg,structural,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",registry,25,9.629,76,21.737,2017-09-06,2017,2023-09-25,False,False,21,210,True,7,N0002411C2309;N0002413C2307;N0002414C4313;N0002418C2305;N0002418C2307;N0002419C2322;N0002419C4452
ddg,structural,EVZMB1757DW5,"STEELFAB, INC.",naics4,1,8.703,1,8.703,2022-05-16,2022,2022-05-16,True,True,,,False,1,N0002418C2307
ddg,structural,HPDLRXR4FYX5,BAE SYSTEMS PLC,registry,1,8.265,2,17.715,2025-03-25,2025,2025-12-17,True,True,267,267,False,1,N0002418C2307
ddg,structural,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",registry,21,7.229,36,13.042,2015-02-03,2015,2025-10-15,False,True,49,889,False,4,N0002411C2307;N0002413C2307;N0002418C2307;N0002423C2307
ddg,structural,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,naics4,29,6.083,70,12.825,2013-07-23,2013,2025-06-26,False,False,24,397,False,4,N0002411C2307;N0002413C2307;N0002418C2307;N0002423C2307
ddg,structural,XJTAAHL58NB6,"EASTERN SHIPBUILDING GROUP, INC.",naics4,3,5.65,3,5.65,2025-03-07,2025,2025-09-08,True,False,92.5,154,False,1,N0002418C2307
ddg,structural,KZA5CX3J8KE8,"IMIA, LLC",naics4,20,5.475,25,6.33,2024-05-27,2024,2026-01-23,True,True,20.5,93,False,1,N0002418C2307
ddg,structural,CJCQB4PYB943,RELIANCE STEEL & ALUMINUM CO.,naics4,1,4.923,1,4.923,2021-11-01,2022,2021-11-01,True,False,,,False,1,N0002418C2307
ddg,structural,KN4DLHTLNCS8,"J.F. LEHMAN & COMPANY, INC.",naics4,17,4.761,105,37.729,2013-06-05,2013,2023-09-13,False,True,28.0,219,True,6,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307;N0002419C2322;N0002419C4452
ddg,structural,D2J1SSHB5EB7,THE HELLAN STRAINER CO,naics4,10,4.501,12,4.642,2023-04-17,2023,2025-10-30,True,False,94.0,189,False,2,N0002418C2307;N0002423C2307
ddg,structural,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,naics4,13,3.731,43,10.67,2015-06-18,2015,2025-12-09,False,False,75.5,470,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,structural,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",naics4,16,3.539,56,9.917,2013-08-26,2013,2023-11-27,False,False,31.0,431,True,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,structural,E3YNKWRANZ18,"AQUA-CHEM, INC.",naics4,7,3.309,13,5.514,2013-07-15,2013,2024-04-30,False,True,327,2249,True,3,N0002413C2307;N0002418C2307;N0002423C2307
ddg,structural,Q5DRWXKQP299,NAVAL ENGINEERING SUPPORT INC.,naics4,12,3.012,13,2.94,2023-08-15,2023,2025-11-11,True,False,21,264,False,1,N0002413C2307
ddg,structural,K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",naics4,1,2.857,1,2.857,2024-12-20,2025,2024-12-20,True,False,,,False,1,N0002418C2305
ddg,structural,G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC.",naics4,5,2.09,9,3.448,2021-01-08,2021,2026-03-05,False,False,261.5,710,False,1,N0002418C2307
ddg,structural,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",naics4,7,1.762,32,5.332,2013-04-18,2013,2025-11-26,False,False,84.5,737,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,structural,JSAXGRLNEJ63,COLONNA'S SHIP YARD INCORPORATED,naics4,1,1.185,1,1.185,2023-06-26,2023,2023-06-26,True,True,,,False,1,N0002419C4452
ddg,structural,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,naics4,8,1.164,13,2.85,2017-05-09,2017,2023-04-26,False,False,107.0,1165,True,2,N0002411C2309;N0002419C2322
ddg,structural,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,naics4,8,0.907,21,3.253,2016-06-13,2016,2023-08-07,False,False,82.0,1015,True,4,N0002411C2309;N0002413C2307;N0002418C2307;N0002419C4452
ddg,structural,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",naics4,5,0.814,5,0.814,2022-07-29,2022,2023-11-17,True,False,77.5,266,True,2,N0002418C2307;N0002419C4452
ddg,structural,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,naics4,3,0.765,11,2.548,2013-07-31,2013,2024-06-20,False,False,474,1471,True,3,N0002413C2307;N0002418C2307;N0002423C2307
ddg,structural,JCAZB4Y7FTW2,WHITING DOOR EXPORT CORP.,naics4,4,0.756,6,1.664,2023-10-30,2024,2025-12-11,True,False,43,625,False,2,N0002418C2307;N0002423C2307
ddg,structural,NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC.,naics4,1,0.714,2,0.778,2023-02-07,2023,2026-03-06,True,False,1123,1123,False,1,N0002418C2307
ddg,structural,PW9GWUTL4KV5,"US, INC.",naics4,11,0.679,19,1.17,2016-08-24,2016,2025-12-02,False,False,98.0,640,False,3,N0002411C2309;N0002413C2307;N0002418C2307
ddg,structural,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",naics4,11,0.633,41,1.979,2013-07-26,2013,2025-12-16,False,False,79,546,False,4,N0002413C2307;N0002418C2307;N0002419C4452;N0002423C2307
ddg,structural,X99SLLWX4NV1,"SUMMA HOLDINGS, INC.",naics4,7,0.463,25,2.846,2013-04-23,2013,2023-03-28,False,False,79,712,True,3,N0002411C2307;N0002413C2307;N0002418C2307
ddg,structural,GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",naics4,2,0.444,2,0.444,2022-12-22,2023,2022-12-22,True,False,,,True,1,N0002413C2305
ddg,structural,G4PWHUXGV5K5,"EPSILON SYSTEMS SOLUTIONS, INC.",naics4,7,0.416,7,0.416,2024-11-27,2025,2025-01-28,True,False,8,33,False,1,N0002413C2307
ddg,structural,XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",naics4,4,0.399,4,0.399,2023-10-17,2024,2023-12-19,True,False,31.5,50,True,1,N0002413C2307
ddg,structural,U4MMR7DR2DR7,"JAL ENTERPRISES, INC.",naics4,5,0.299,6,0.35,2013-10-01,2014,2024-08-13,False,True,222,3319,True,3,N0002411C2309;N0002413C2307;N0002419C4452
ddg,structural,RM4TFABVLPX4,EVEREST KANTO CYLINDER LIMITED,registry,3,0.282,6,0.439,2024-04-11,2024,2026-01-13,True,True,186,284,False,2,N0002418C2307;N0002423C2307
ddg,structural,WAK3LFCLKJR4,BELL STEEL COMPANY,naics4,3,0.245,10,0.689,2015-06-08,2015,2023-09-20,False,False,414,606,True,2,N0002413C2307;N0002418C2307
ddg,structural,KFP1XYK24DZ8,EPSILON C5I INC,naics4,5,0.226,5,0.226,2024-07-16,2024,2025-09-23,True,False,76.5,269,False,1,N0002413C2307
ddg,structural,C8TMP34LW2L6,EVEREST KANTO CYLINDER LIMITED,registry,4,0.149,17,0.756,2014-05-02,2014,2023-05-15,False,True,132,1146,True,2,N0002413C2307;N0002418C2307
ddg,structural,WSK3WRSGKAU1,ALFA LAVAL INC,registry,1,0.131,1,0.131,2023-09-01,2023,2023-09-01,True,False,,,False,1,N0002418C2307
ddg,structural,SQRKBV7ET8S9,ALFA LAVAL AB,registry,1,0.102,17,14.685,2013-06-21,2013,2022-08-29,False,True,314,1303,True,2,N0002413C2307;N0002418C2307
ddg,structural,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,registry,1,0.044,1,0.044,2023-05-17,2023,2023-05-17,True,False,,,False,1,N0002418C2307
ddg,structural,MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",naics4,1,0.028,2,0.078,2017-05-09,2017,2022-07-14,False,False,1892,1892,True,2,N0002411C2309;N0002413C2307
ddg,structural,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",naics4,0,0.0,1,0.817,2014-10-10,2015,2014-10-10,False,True,,,False,1,N0002411C2309
ddg,structural,UGDKT5KQLFP5,CECO ENVIRONMENTAL CORP,naics4,0,0.0,5,3.277,2013-07-03,2013,2016-11-30,False,False,330.0,360,False,1,N0002413C2307
ddg,structural,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,naics4,0,0.0,3,0.276,2018-03-02,2018,2018-05-11,False,False,70,70,False,1,N0002413C2307
ddg,unbucketed,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,registry,28,5.077,77,17.584,2013-04-08,2013,2025-11-21,False,True,40.0,679,False,8,N0002411C2307;N0002411C2309;N0002413C2307;N0002414C4313;N0002418C2305;N0002418C2307;N0002419C4452;N0002423C2307
ddg,unbucketed,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",residual,22,3.607,45,6.22,2013-05-14,2013,2025-07-11,False,True,67,558,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,NYPLGL4BKTS7,ESI ACQUISITION CORP,registry,17,3.326,17,3.326,2022-08-16,2022,2023-10-19,True,True,18.0,103,True,2,N0002418C2307;N0002419C2322
ddg,unbucketed,F3XKPA82MHQ5,"NAG, LLC",residual,8,2.447,16,4.422,2014-10-17,2015,2023-08-08,False,True,182,1283,True,3,N0002413C2307;N0002418C2307;N0002419C2322
ddg,unbucketed,FLU4K8MGMZX7,"HITACHI, LTD.",residual,6,2.203,25,4.404,2013-07-12,2013,2025-04-01,False,True,77.0,2284,False,3,N0002413C2307;N0002418C2307;N0002423C2307
ddg,unbucketed,QATEDMDR46E4,FORTIVE CORPORATION,residual,8,1.905,26,5.277,2014-01-08,2014,2024-07-09,False,True,187,576,True,3,N0002413C2307;N0002418C2307;N0002423C2307
ddg,unbucketed,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",residual,8,1.64,11,3.913,2024-08-16,2024,2025-10-09,True,True,52,134,False,2,N0002418C2307;N0002423C2307
ddg,unbucketed,PLYSMJBAYE42,MEGGITT SAFETY SYSTEMS INC,naics4,6,1.601,7,1.682,2023-12-21,2024,2025-11-24,True,True,148,258,False,2,N0002413C2305;N0002418C2307
ddg,unbucketed,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",residual,16,1.264,35,2.82,2013-08-16,2013,2025-11-25,False,True,86,471,False,5,N0002411C2307;N0002413C2307;N0002418C2307;N0002419C4452;N0002423C2307
ddg,unbucketed,C2WJWFHRK5S7,QUALITY PERFORMANCE INC,residual,8,1.208,8,1.208,2022-08-08,2022,2023-07-13,True,False,10.5,223,True,2,N0002418C2307;N0002419C4452
ddg,unbucketed,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",residual,18,1.11,21,1.294,2022-07-12,2022,2025-11-25,True,False,25.5,749,False,3,N0002413C2307;N0002418C2307;N0002423C2307
ddg,unbucketed,D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",residual,5,0.968,5,0.968,2023-06-27,2023,2025-06-20,True,False,724,724,False,1,N0002418C2307
ddg,unbucketed,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,residual,5,0.82,5,0.82,2023-02-18,2023,2025-09-12,True,True,91.0,725,False,1,N0002418C2307
ddg,unbucketed,SZ4SDE9YK5E4,ONEX CORP,residual,2,0.741,2,0.741,2025-05-27,2025,2025-08-20,True,False,85,85,False,2,N0002413C2305;N0002418C2307
ddg,unbucketed,V32LJNFLKBT7,RFD BEAUFORT INC.,residual,2,0.741,2,0.741,2023-12-22,2024,2023-12-22,True,False,,,True,2,N0002413C2305;N0002418C2307
ddg,unbucketed,KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",residual,2,0.73,4,1.477,2018-12-12,2019,2023-06-23,False,False,552,578,True,1,N0002413C2307
ddg,unbucketed,N1UBBGCNNB38,ABC APPLICATORS INC,residual,3,0.711,3,0.711,2023-10-06,2024,2024-03-04,True,False,75.0,117,True,1,N0002418C2307
ddg,unbucketed,DH7CZ5SHWTN7,"CRITICAL COMMUNICATIONS, CONTROLS AND INSTRUMENTS, LLC",residual,8,0.619,8,0.619,2021-10-04,2022,2023-06-30,True,False,107.0,180,True,1,N0002419C2322
ddg,unbucketed,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, INC.",residual,5,0.613,16,1.226,2019-08-22,2019,2025-09-26,False,False,35.0,918,False,3,N0002413C2305;N0002413C2307;N0002418C2307
ddg,unbucketed,C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,residual,6,0.466,7,0.589,2024-08-14,2024,2026-02-25,True,False,100.0,166,False,1,N0002418C2307
ddg,unbucketed,U6F2GHCNNH47,HEXCEL CORPORATION,residual,3,0.453,5,0.666,2019-02-13,2019,2023-07-18,False,False,501.5,567,True,3,N0002413C2305;N0002413C2307;N0002418C2307
ddg,unbucketed,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",residual,7,0.439,17,0.821,2016-05-16,2016,2023-11-15,False,False,139,788,True,3,N0002413C2307;N0002418C2307;N0002419C4452
ddg,unbucketed,J2DMF1YRKD96,STANDARD CALIBRATIONS INC,residual,7,0.398,7,0.398,2023-03-09,2023,2025-08-04,True,False,105.5,384,False,1,N0002418C2307
ddg,unbucketed,YULJLSW1N2G4,CYGNUS L.L.C.,residual,1,0.39,1,0.39,2022-06-13,2022,2022-06-13,True,False,,,False,1,N0002418C2305
ddg,unbucketed,DV6YQV71ME11,MAR-VAC PRODUCTS INC,residual,3,0.383,25,1.852,2014-06-06,2014,2021-12-07,False,False,51.0,770,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,TMDVSPNEFR69,"IVES EQUIPMENT, LLC",residual,3,0.36,6,0.685,2023-07-03,2023,2026-01-23,True,True,32,694,False,1,N0002418C2307
ddg,unbucketed,VWX3JEES4FF7,TRIMAN INDUSTRIES INC,residual,1,0.343,1,0.343,2025-05-07,2025,2025-05-07,True,False,,,False,1,N0002419C4452
ddg,unbucketed,YBVGQEYENNM6,HONEYWELL INTERNATIONAL INC.,residual,3,0.328,3,0.328,2022-07-07,2022,2022-09-20,True,False,37.5,48,True,1,N0002418C2307
ddg,unbucketed,ED16VKVTCHC8,ECI DEFENSE GROUP INC,residual,1,0.3,1,0.3,2023-04-26,2023,2023-04-26,True,False,,,False,1,N0002413C2307
ddg,unbucketed,HNJDANSKDZK9,"SPECTRONICS, INC.",residual,9,0.282,23,0.935,2015-12-14,2016,2025-09-11,False,False,148.5,799,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,XNR9ZJ9VKZG5,"TEMEKU TECHNOLOGIES, INC.",residual,1,0.277,1,0.277,2022-11-01,2023,2022-11-01,True,False,,,False,1,N0002419C2322
ddg,unbucketed,C18KXNHETC95,"KITCO FIBER OPTICS, INC.",residual,1,0.276,1,0.276,2021-11-18,2022,2021-11-18,True,True,,,False,1,N0002413C2307
ddg,unbucketed,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,residual,2,0.248,3,0.358,2023-06-29,2023,2026-01-29,True,False,472.5,636,False,1,N0002418C2307
ddg,unbucketed,CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",residual,1,0.244,1,0.244,2021-11-16,2022,2021-11-16,True,False,,,False,1,N0002419C4452
ddg,unbucketed,Y7HRJMWG5HN9,UNITED REFRIGERATION INC,residual,2,0.241,2,0.241,2023-04-19,2023,2023-04-21,True,False,2,2,True,1,N0002419C4452
ddg,unbucketed,RL6KA2EUSUC8,ABACUS INDUSTRIES INC,residual,4,0.229,5,0.291,2024-05-15,2024,2025-12-05,True,False,183,236,False,1,N0002418C2307
ddg,unbucketed,GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,residual,3,0.223,4,0.254,2016-12-01,2017,2025-02-28,False,False,620,2044,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",residual,1,0.216,9,1.819,2017-03-29,2017,2022-07-20,False,False,359,443,True,3,N0002411C2307;N0002411C2309;N0002413C2307
ddg,unbucketed,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,residual,2,0.21,2,0.21,2023-12-06,2024,2023-12-06,True,False,,,True,1,N0002419C2322
ddg,unbucketed,K5K4P6AY7QM8,"LAIRD R & F PRODUCTS, INC.",residual,1,0.206,1,0.206,2022-09-27,2022,2022-09-27,True,False,,,False,1,N0002419C2322
ddg,unbucketed,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",residual,2,0.206,2,0.206,2022-04-05,2022,2022-04-05,True,True,,,True,1,N0002419C4452
ddg,unbucketed,EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",residual,3,0.203,7,0.476,2020-01-31,2020,2023-03-10,False,False,298,420,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,C6CLJKP7D441,JERED LLC,residual,5,0.201,7,0.313,2018-01-17,2018,2022-10-13,False,False,302,1265,True,2,N0002413C2305;N0002414C4313
ddg,unbucketed,J6DMEL935CD1,XYLEM INC.,residual,5,0.195,11,0.429,2013-07-25,2013,2025-04-25,False,True,627,1184,False,5,N0002411C2307;N0002413C2305;N0002413C2307;N0002418C2307;N0002423C2307
ddg,unbucketed,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,residual,2,0.192,7,0.425,2015-07-23,2015,2026-01-30,False,False,212.0,2550,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",residual,2,0.188,2,0.188,2022-07-25,2022,2024-03-21,True,False,605,605,True,1,N0002418C2307
ddg,unbucketed,M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,residual,4,0.186,7,0.263,2016-01-19,2016,2024-08-01,False,False,231.5,1975,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,J8ATNVMEGLK1,CHAND LLC,residual,4,0.185,5,0.232,2023-12-06,2024,2026-03-06,True,False,172.0,428,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,W1LDBNHD4EM7,SCHLUMBERGER N.V.,residual,2,0.182,9,1.466,2013-08-01,2013,2022-01-20,False,True,285,1283,True,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,residual,1,0.178,1,0.178,2023-11-08,2024,2023-11-08,True,False,,,False,1,N0002418C2307
ddg,unbucketed,S1TGQ9L36486,"TOOL-SMITH COMPANY, INCORPORATED",residual,3,0.166,7,0.348,2018-03-23,2018,2024-04-15,False,False,165,937,True,2,N0002413C2307;N0002418C2307
ddg,unbucketed,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,residual,5,0.163,12,0.389,2014-05-09,2014,2025-11-20,False,False,288,872,False,3,N0002411C2307;N0002413C2307;N0002418C2307
ddg,unbucketed,DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",residual,4,0.162,4,0.162,2022-08-19,2022,2025-07-02,True,False,369,393,False,1,N0002418C2307
ddg,unbucketed,LPNPM5FBDS29,"GENUINE CABLE GROUP, LLC",residual,3,0.162,3,0.162,2022-03-02,2022,2022-10-20,True,False,116.0,226,True,1,N0002419C4452
ddg,unbucketed,NY66W8KMH427,"WALZ & KRENZER, INC.",residual,2,0.158,2,0.158,2023-02-24,2023,2023-02-24,True,True,,,True,1,N0002419C2322
ddg,unbucketed,ERR4X5JLJWV5,"NCP COATINGS, LLC",residual,4,0.153,4,0.153,2022-06-14,2022,2022-06-14,True,False,,,True,1,N0002413C2305
ddg,unbucketed,XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",residual,5,0.149,5,0.149,2023-03-08,2023,2023-09-28,True,False,204,204,True,1,N0002418C2307
ddg,unbucketed,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,residual,3,0.148,5,0.267,2019-05-11,2019,2025-11-07,False,True,367,1938,False,2,N0002414C4313;N0002418C2307
ddg,unbucketed,LJLZRNS9DYC6,ANIXTER INC.,residual,2,0.147,3,0.282,2024-11-14,2025,2025-12-11,True,False,196.0,254,False,1,N0002418C2307
ddg,unbucketed,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,residual,2,0.143,2,0.143,2022-02-09,2022,2023-07-11,True,True,517,517,True,1,N0002419C2322
ddg,unbucketed,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",residual,2,0.14,2,0.14,2024-08-01,2024,2025-03-21,True,True,232,232,False,1,N0002418C2307
ddg,unbucketed,K5EHDDMPL8L3,ASC ENGINEERED SOLUTIONS LLC,residual,1,0.138,1,0.138,2022-08-18,2022,2022-08-18,True,False,,,False,1,N0002419C4452
ddg,unbucketed,LRYRHNM7EHJ8,"GAYLORD INDUSTRIES, INC.",residual,1,0.133,4,0.555,2019-05-03,2019,2025-10-03,False,True,669,1068,False,3,N0002413C2307;N0002418C2307;N0002419C4452
ddg,unbucketed,DSVCC3S92J21,BOLAND MARINE & INDUSTRIAL LLC,residual,2,0.133,2,0.133,2023-07-11,2023,2023-07-14,True,False,3,3,True,1,N0002418C2307
ddg,unbucketed,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,residual,3,0.131,27,3.287,2013-07-23,2013,2023-03-16,False,False,94.5,413,True,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",residual,1,0.131,2,1.275,2021-04-14,2021,2022-05-10,False,True,391,391,True,1,N0002418C2307
ddg,unbucketed,FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,residual,2,0.129,7,0.335,2017-08-01,2017,2026-02-27,False,False,517.0,802,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,residual,4,0.128,6,0.204,2020-02-26,2020,2022-01-13,False,False,343.5,645,True,1,N0002413C2307
ddg,unbucketed,ML28DU1R7P77,MAUI ACQUISITION CORP.,residual,2,0.119,8,0.402,2015-04-23,2015,2025-09-30,False,False,220,1457,False,2,N0002413C2307;N0002418C2307
ddg,unbucketed,WF9TN8AWH8K5,HEICO CORP,residual,1,0.119,1,0.119,2025-09-09,2025,2025-09-09,True,True,,,False,1,N0002418C2307
ddg,unbucketed,EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",residual,1,0.119,1,0.119,2024-06-25,2024,2024-06-25,True,False,,,False,1,N0002418C2307
ddg,unbucketed,HTHZV61C5DV8,SYSCO CORPORATION,residual,1,0.116,6,0.646,2015-11-18,2016,2025-01-10,False,False,483,1367,False,4,N0002411C2307;N0002411C2309;N0002413C2307;N0002418C2307
ddg,unbucketed,NU2UC8MX6NK1,"BOEING COMPANY, THE",residual,1,0.116,3,0.2,2020-05-29,2020,2022-02-08,False,False,620,620,True,1,N0002413C2307
ddg,unbucketed,JH61GLV2MCA7,"PRIME SCIENCE & TECHNOLOGY, LLC",residual,1,0.116,1,0.116,2023-08-29,2023,2023-08-29,True,False,,,False,1,N0002419C4452
ddg,unbucketed,UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",residual,2,0.111,3,0.139,2017-04-13,2017,2024-04-29,False,True,1286.5,2443,True,2,N0002411C2307;N0002419C4452
ddg,unbucketed,UDMKPLHU8N48,US TOOL GRINDING INC,residual,1,0.11,1,0.11,2024-07-24,2024,2024-07-24,True,False,,,False,1,N0002418C2307
ddg,unbucketed,D497LKJGKS84,MESTEK INC,residual,1,0.109,1,0.109,2023-07-14,2023,2023-07-14,True,False,,,False,1,N0002419C2322
