program,work_type,vendor_uei,vendor_name,basis,n_awards_fy22_25,dollars_fy22_25_$M,n_awards_all,dollars_all_$M,first_award_date,first_award_fy,last_award_date,is_new_entrant_fy22_25,also_active_other_program,median_interaward_days,max_gap_days,exited_flag,n_piids,piids
submarines,unbucketed,TM8BK53JMDF4,LANXESS AG,residual,0,0.0,6,2.998,2017-01-20,2017,2017-01-20,False,False,,,False,1,N0002412C2115
submarines,unbucketed,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",residual,0,0.0,7,1.226,2016-01-11,2016,2017-06-06,False,False,80.5,204,False,3,N0002412C2115;N0002413C2128;N0002416C2111
submarines,unbucketed,E5LZDXKKRKE3,NIDEC CORPORATION,residual,0,0.0,1,0.038,2018-10-03,2019,2018-10-03,False,False,,,False,1,N0002412C2115
submarines,unbucketed,QLMUV48L7HP4,KADANT INC.,residual,0,0.0,3,0.105,2018-02-22,2018,2019-02-28,False,True,371,371,False,2,N0002412C2115;N0002417C2117
submarines,unbucketed,MUDRJ4V89NN8,CONSTELLATIONS ENTERPRISE LLC,residual,0,0.0,1,0.044,2017-06-05,2017,2017-06-05,False,False,,,False,1,N0002412C2115
submarines,unbucketed,JG24FKGD5Z77,"JOHN WATTS ASSOCIATES, INC.",residual,0,0.0,1,0.081,2017-05-31,2017,2017-05-31,False,False,,,False,1,N0002412C2115
submarines,unbucketed,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",residual,0,0.0,16,0.531,2016-05-13,2016,2019-09-16,False,False,271,454,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,MC45MKDJLGK6,J J U DISTRIBUTORS INC,residual,0,0.0,1,0.036,2018-03-09,2018,2018-03-09,False,False,,,False,1,N0002412C2115
submarines,unbucketed,PVUKF83PZZM6,"INTEGRO, LLC",residual,0,0.0,3,0.418,2016-10-07,2017,2018-04-06,False,False,273.0,440,False,1,N0002412C2115
submarines,unbucketed,KKRWXEQ9FVU6,HURLEY CONSTRUCTION,residual,0,0.0,3,1.838,2017-10-16,2018,2018-09-12,False,False,331,331,False,2,N0002412C2115;N0002417C2117
submarines,unbucketed,JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",residual,0,0.0,3,0.505,2016-02-24,2016,2020-01-23,False,False,714.5,847,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,residual,0,0.0,6,0.264,2016-03-29,2016,2018-09-12,False,False,112,392,False,3,N0002412C2115;N0002413C2128;N0002417C2117
submarines,unbucketed,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",residual,0,0.0,1,0.03,2018-02-26,2018,2018-02-26,False,True,,,False,1,N0002412C2115
submarines,unbucketed,PFUMVMAUF5K2,THG CORPORATION,residual,0,0.0,2,0.326,2016-09-22,2016,2017-06-12,False,False,263,263,False,1,N0002412C2115
submarines,unbucketed,H33DK44BJZE1,HAWTHORNE MACHINERY CO.,residual,0,0.0,4,0.431,2017-10-30,2018,2018-10-15,False,False,350,350,False,1,N0002412C2115
submarines,unbucketed,M4GAZLHBK7W5,AEA INVESTORS LP,residual,0,0.0,1,0.03,2018-07-30,2018,2018-07-30,False,False,,,False,1,N0002412C2115
submarines,unbucketed,ZKKURBCSEX58,OPUS INVESTMENT,residual,0,0.0,4,0.399,2017-08-01,2017,2021-03-25,False,False,273,834,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",residual,0,0.0,3,0.102,2016-04-19,2016,2020-01-08,False,True,679.5,1062,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",residual,0,0.0,2,0.101,2017-02-24,2017,2017-06-20,False,False,116,116,False,1,N0002412C2115
submarines,unbucketed,Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",residual,0,0.0,2,0.193,2017-02-27,2017,2017-03-01,False,False,2,2,False,1,N0002412C2115
submarines,unbucketed,QATEDMDR46E4,FORTIVE CORPORATION,residual,0,0.0,20,0.384,2018-07-02,2018,2020-06-03,False,True,103.5,217,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,residual,0,0.0,5,0.358,2017-01-10,2017,2017-06-19,False,True,80.0,117,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",residual,0,0.0,5,0.233,2017-03-30,2017,2019-11-07,False,False,115,752,False,3,N0002412C2115;N0002416C2111;N0002417C2117
submarines,unbucketed,QJCBMJ8NX5P5,"FOAMPAK, INC.",residual,0,0.0,2,0.203,2017-02-07,2017,2018-10-02,False,False,602,602,False,1,N0002412C2115
submarines,unbucketed,SBJMSMKJ9M93,"FITCHBURG WELDING CO., INC.",residual,0,0.0,6,0.292,2016-11-01,2017,2018-09-11,False,False,235,255,False,4,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2117
submarines,unbucketed,HJEXMNM5EJE5,F. W. WEBB COMPANY,residual,0,0.0,3,0.126,2018-01-29,2018,2018-03-28,False,False,58,58,False,1,N0002412C2115
submarines,unbucketed,M7B8XCG21XV3,EXIDE TECHNOLOGIES,residual,0,0.0,3,12.673,2017-05-08,2017,2017-05-08,False,False,,,False,1,N0002412C2115
submarines,unbucketed,CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,residual,0,0.0,13,0.2,2017-03-24,2017,2018-07-24,False,False,124.5,231,False,1,N0002412C2115
submarines,unbucketed,X8JFENV4HTS5,SSS MANAGEMENT CORP,residual,0,0.0,11,1.22,2016-07-05,2016,2019-12-11,False,False,98,311,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",residual,0,0.0,5,0.52,2016-08-26,2016,2021-09-17,False,True,319.5,1145,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,UJMKRGKNXML7,DIEBOLT & COMPANY,residual,0,0.0,1,0.074,2017-12-01,2018,2017-12-01,False,False,,,False,1,N0002412C2115
submarines,unbucketed,CBY1P9UHMVK1,"D.S. SEWING, INC.",residual,0,0.0,5,0.236,2018-05-09,2018,2018-06-05,False,False,27,27,False,1,N0002412C2115
submarines,unbucketed,FKE7YM75FN66,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",residual,0,0.0,3,0.098,2017-01-16,2017,2021-09-09,False,False,848.5,1605,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,NDF9CNKGHWR3,"CURTIS UNIVERSAL JOINT CO, INC.",residual,0,0.0,1,0.066,2016-05-11,2016,2016-05-11,False,False,,,False,1,N0002412C2115
submarines,unbucketed,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",residual,0,0.0,16,2.653,2016-07-12,2016,2019-02-18,False,False,38,191,False,4,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2117
submarines,unbucketed,VCFNC31LV829,CRANE CO,residual,0,0.0,2,0.453,2016-04-08,2016,2017-05-22,False,True,409,409,False,1,N0002412C2115
submarines,unbucketed,LV9KTAW8RSA3,CONTINENTAL EMSCO COMPANY (INC),residual,0,0.0,1,0.028,2013-01-28,2013,2013-01-28,False,False,,,False,1,N0002412C2115
submarines,unbucketed,RBJHSL4MK9M8,CHEMTURA CORPORATION,residual,0,0.0,4,1.771,2017-01-20,2017,2020-12-04,False,False,1414,1414,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,DNDLL934GK55,CDW CORPORATION,residual,0,0.0,8,0.612,2016-05-10,2016,2019-06-25,False,False,133.5,408,False,3,N0002412C2115;N0002416C2111;N0002417C2117
submarines,unbucketed,X25CWCMUL417,"CARLLO, INC.",residual,0,0.0,2,0.28,2018-10-16,2019,2018-10-16,False,False,,,False,1,N0002412C2115
submarines,unbucketed,E9B7STE3MUX9,"C.I.L. ELECTROPLATING, INC.",residual,0,0.0,4,0.006,2018-07-20,2018,2018-07-20,False,False,,,False,1,N0002412C2115
submarines,unbucketed,KK9MJ7GHSJ96,"BRADKEN - ATLAS, LLC",residual,0,0.0,4,1.493,2016-03-22,2016,2016-10-19,False,False,105.5,149,False,2,N0002412C2115;N0002413C2128
submarines,unbucketed,DGRNR5KG8QU1,"BRADDOCK METALLURGICAL, INC",residual,0,0.0,15,0.069,2016-10-31,2017,2018-09-04,False,False,62.5,392,False,1,N0002412C2115
submarines,unbucketed,T68XSQLJ53F5,BLACK BOX CORPORATION,residual,0,0.0,3,0.158,2016-07-12,2016,2017-07-07,False,False,180.0,280,False,1,N0002412C2115
submarines,unbucketed,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,residual,0,0.0,4,0.274,2018-05-23,2018,2018-05-23,False,False,,,False,1,N0002412C2115
submarines,unbucketed,KKPLLYQNK495,"BARTOL HEATING AND COOLING, INC.",residual,0,0.0,1,0.063,2017-08-14,2017,2017-08-14,False,False,,,False,1,N0002412C2115
submarines,unbucketed,M2MJR8KTEQU9,BARNHART CRANE AND RIGGING CO.,residual,0,0.0,7,0.515,2016-11-07,2017,2021-03-30,False,False,428,479,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,PA1YD43KKTW3,INA-HOLDING SCHAEFFLER GMBH & CO. KG,residual,0,0.0,5,1.089,2017-01-31,2017,2018-07-11,False,False,263.0,495,False,3,N0002412C2115;N0002416C2111;N0002417C2100
submarines,unbucketed,KM5NRZNTUDY8,ACTUANT CORPORATION,residual,0,0.0,19,3.142,2016-08-02,2016,2021-07-27,False,False,52.0,498,False,4,N0002412C2115;N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,PQ7FJYK7LNM6,B M F TORQUE WRENCH COMPANY,residual,0,0.0,1,0.031,2017-03-31,2017,2017-03-31,False,False,,,False,1,N0002412C2115
submarines,unbucketed,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,residual,0,0.0,5,0.543,2017-01-26,2017,2017-05-31,False,False,62.5,121,False,2,N0002412C2115;N0002417C2100
submarines,unbucketed,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",residual,0,0.0,12,0.636,2017-09-06,2017,2019-04-22,False,True,54.0,240,False,2,N0002412C2115;N0002417C2117
submarines,unbucketed,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",residual,0,0.0,9,0.309,2016-08-25,2016,2020-06-04,False,False,256.5,840,False,3,N0002412C2115;N0002413C2128;N0002417C2100
submarines,unbucketed,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",residual,0,0.0,61,4.379,2016-02-25,2016,2021-08-12,False,False,32,421,False,5,N0002412C2115;N0002413C2128;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,RCCFHJBQZ5G6,EDAC TECHNOLOGIES LLC,residual,0,0.0,1,0.03,2017-01-31,2017,2017-01-31,False,False,,,False,1,N0002412C2115
submarines,unbucketed,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,residual,0,0.0,7,3.148,2016-02-26,2016,2020-02-13,False,True,326,544,False,3,N0002412C2115;N0002417C2100;N0002417C2117
submarines,unbucketed,K1M4HECUHKR4,AEA EUROPE FUND L.P.,residual,0,0.0,2,0.152,2016-02-26,2016,2016-02-26,False,True,,,False,1,N0002412C2115
submarines,unbucketed,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",residual,0,0.0,10,0.286,2018-01-19,2018,2018-04-13,False,True,18,54,False,4,N0002412C2115;N0002416C2111;N0002417C2100;N0002417C2117
submarines,unbucketed,GJVCPEBZV574,"ORBITAL ATK, INC.",residual,0,0.0,1,0.029,2016-11-09,2017,2016-11-09,False,False,,,False,1,N0002412C2115
submarines,unbucketed,PM5WJ7WYPX53,AGGREKO PLC,residual,0,0.0,25,1.436,2016-01-28,2016,2021-01-18,False,False,92,566,False,3,N0002412C2115;N0002416C2111;N0002417C2100
submarines,unbucketed,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,residual,0,0.0,10,0.715,2017-01-10,2017,2018-08-07,False,False,85,167,False,1,N0002412C2115
submarines,unbucketed,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",residual,0,0.0,3,0.205,2016-09-15,2016,2016-11-17,False,False,31.5,55,False,2,N0002412C2115;N0002413C2128
submarines,unbucketed,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,residual,0,0.0,1,0.111,2017-06-20,2017,2017-06-20,False,False,,,False,1,N0002412C2115
submarines,unbucketed,MNPUJ84L1AK7,A & A COMPANY INC,residual,0,0.0,1,0.093,2016-08-08,2016,2016-08-08,False,False,,,False,1,N0002412C2115
submarines,unbucketed,KNAGZL3AKW44,"110 TECHNOLOGY, LLC",residual,0,0.0,4,1.172,2016-09-28,2016,2016-12-05,False,False,33,33,False,2,N0002412C2115;N0002416C2111
submarines,unbucketed,VANUPV7TJ933,YOKOGAWA ELECTRIC CORPORATION,residual,0,0.0,1,0.031,2016-09-19,2016,2016-09-19,False,False,,,False,1,N0002413C2128
submarines,unbucketed,CVVANE9FWYN6,WARBURG PINCUS LLC,residual,0,0.0,5,4.546,2016-08-16,2016,2018-10-23,False,False,93.5,589,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,JBMKQ8ZH6FN9,DOVER CORPORATION,residual,0,0.0,17,35.676,2017-05-24,2017,2019-05-01,False,True,68,323,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,NY66W8KMH427,"WALZ & KRENZER, INC.",residual,0,0.0,1,0.036,2016-02-29,2016,2016-02-29,False,True,,,False,1,N0002413C2128
submarines,unbucketed,Q4T8FLKDSNQ3,TREK CONNECT INC.,residual,0,0.0,4,0.164,2017-04-27,2017,2017-05-25,False,False,11,13,False,1,N0002413C2128
submarines,unbucketed,SQRKBV7ET8S9,ALFA LAVAL AB,residual,0,0.0,4,0.133,2016-01-12,2016,2019-05-30,False,True,230,833,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,MB5EMNHVAW77,"TENNESSEE INVESTMENT CASTING COMPANY, INC.",residual,0,0.0,1,0.026,2016-05-25,2016,2016-05-25,False,False,,,False,1,N0002413C2128
submarines,unbucketed,ZWNLUCV7JET5,TACOMA STEEL SUPPLY INCORPORATED,residual,0,0.0,3,0.175,2016-05-23,2016,2016-11-07,False,False,84.0,91,False,1,N0002413C2128
submarines,unbucketed,FFEAH6Z5CK27,"STOTTLER HENKE ASSOCIATES, INC.",residual,0,0.0,2,0.04,2016-09-19,2016,2016-09-19,False,False,,,False,1,N0002413C2128
submarines,unbucketed,DWCVQF2KLNM9,PUGET SOUND PRECISION INC,residual,0,0.0,2,0.007,2016-06-27,2016,2016-08-08,False,False,42,42,False,1,N0002413C2128
submarines,unbucketed,H12BMH6V6495,"PIMA VALVE, LLC",residual,0,0.0,3,0.613,2019-05-16,2019,2021-07-23,False,True,399.5,683,False,2,N0002413C2128;N0002417C2100
submarines,unbucketed,NPM2J7MSCF61,"PENNSYLVANIA STATE UNIVERSITY, THE",residual,0,0.0,1,0.1,2016-03-18,2016,2016-03-18,False,False,,,False,1,N0002413C2128
submarines,unbucketed,NSDCX6VCWGN5,"PEERLESS TOOL & MACHINE COMPANY, INC.",residual,0,0.0,1,0.092,2016-10-12,2017,2016-10-12,False,False,,,False,1,N0002413C2128
submarines,unbucketed,R1JPMJJM4268,"PAPE' GROUP, INC., THE",residual,0,0.0,1,-0.003,2016-06-13,2016,2016-06-13,False,False,,,False,1,N0002413C2128
submarines,unbucketed,DR3FAZLZ8624,OLYMPIC PENINSULA PERSONNEL INC,residual,0,0.0,4,0.089,2016-06-03,2016,2017-04-19,False,False,320,320,False,1,N0002413C2128
submarines,unbucketed,X97ZECBY6573,LORD CORPORATION,residual,0,0.0,6,0.751,2017-01-27,2017,2018-10-02,False,False,306.5,376,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,KLH4CY7HF3S5,KONGSBERG GRUPPEN ASA,residual,0,0.0,2,0.143,2016-02-09,2016,2016-02-09,False,False,,,False,1,N0002413C2128
submarines,unbucketed,LFYHET3BNVD5,"KEY BELLEVILLES, INC.",residual,0,0.0,1,0.033,2016-04-22,2016,2016-04-22,False,False,,,False,1,N0002413C2128
submarines,unbucketed,Q584J81GDLH5,INTERSTATE STEEL SUPPLY COMPANY,residual,0,0.0,1,0.003,2017-04-20,2017,2017-04-20,False,False,,,False,1,N0002413C2128
submarines,unbucketed,TLBNBFUXEMK5,"TSS, INC.",residual,0,0.0,1,0.125,2019-05-09,2019,2019-05-09,False,False,,,False,1,N0002413C2128
submarines,unbucketed,DT53X3W22KJ1,"I & I SLING, INC.",residual,0,0.0,1,0.025,2017-05-24,2017,2017-05-24,False,False,,,False,1,N0002413C2128
submarines,unbucketed,X8C4N7SH2KB7,HV DIAGNOSTICS INC,residual,0,0.0,1,0.035,2016-02-17,2016,2016-02-17,False,False,,,False,1,N0002413C2128
submarines,unbucketed,PR8CL5BJMNK4,"HUNTINGTON PARTNERS, INC.",residual,0,0.0,1,0.03,2016-01-11,2016,2016-01-11,False,False,,,False,1,N0002413C2128
submarines,unbucketed,LYHWX7B8JNF5,HEXAGON AB,residual,0,0.0,2,0.77,2016-03-11,2016,2021-04-01,False,False,1847,1847,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,E34XGKUXCEC1,"HAYNES INTERNATIONAL, INC.",residual,0,0.0,2,0.03,2016-11-15,2017,2016-11-15,False,False,,,False,1,N0002413C2128
submarines,unbucketed,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,residual,0,0.0,18,1.016,2016-10-17,2017,2019-04-24,False,False,27.0,270,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,JUUJFULRELM5,HALL ASSOCIATES INC,residual,0,0.0,1,0.054,2017-09-14,2017,2017-09-14,False,False,,,False,1,N0002413C2128
submarines,unbucketed,GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",residual,0,0.0,7,8.629,2016-02-19,2016,2021-08-05,False,False,453.0,1080,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,VM23NJLXLCK9,"G. O. CARLSON, INC.",residual,0,0.0,4,0.31,2017-02-02,2017,2018-03-22,False,False,413,413,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,JHKFCL4CT7L6,"FACILITIES ENGINEERING ASSOCIATES, P.C.",residual,0,0.0,2,0.053,2017-08-24,2017,2018-10-25,False,False,427,427,False,2,N0002413C2128;N0002417C2100
submarines,unbucketed,QCDDKNMK52W8,ELECTRONIC SALES OF NEW ENGLAND,residual,0,0.0,1,0.052,2017-02-16,2017,2017-02-16,False,False,,,False,1,N0002413C2128
submarines,unbucketed,U7JWYPC9CQB5,"IDEAS TO MARKET, LP",residual,0,0.0,1,0.392,2016-10-27,2017,2016-10-27,False,False,,,False,1,N0002413C2128
submarines,unbucketed,EBJCZNYDQDH8,PRYSMIAN SPA,residual,0,0.0,4,1.362,2016-01-06,2016,2019-04-17,False,False,250,940,False,3,N0002413C2128;N0002417C2100;N0002417C2117
submarines,unbucketed,F588F1QGXCP3,DELOITTE LLP,residual,0,0.0,1,0.999,2016-03-07,2016,2016-03-07,False,False,,,False,1,N0002413C2128
submarines,unbucketed,E2UWVCT7GDJ4,"IRVING PLACE CAPITAL, LLC",residual,0,0.0,1,0.054,2016-11-15,2017,2016-11-15,False,True,,,False,1,N0002413C2128
submarines,unbucketed,T18FUPT9Y124,BRUNSON INSTRUMENT COMPANY INC,residual,0,0.0,1,0.062,2016-02-09,2016,2016-02-09,False,False,,,False,1,N0002413C2128
submarines,unbucketed,L2ULF82VDLU5,AZON DESIGN INTERNATIONAL,residual,0,0.0,1,-0.012,2017-01-12,2017,2017-01-12,False,False,,,False,1,N0002413C2128
submarines,unbucketed,KU2EMBAAACG9,"APPLIED DYNAMICS INTERNATIONAL, INC.",residual,0,0.0,1,0.041,2016-03-03,2016,2016-03-03,False,False,,,False,1,N0002413C2128
submarines,unbucketed,GVWENMHJ4Y87,"ALLEGIS GROUP, INC.",residual,0,0.0,15,0.846,2017-02-14,2017,2019-09-04,False,False,17.0,891,False,2,N0002413C2128;N0002416C2111
submarines,unbucketed,YSGPUVNKVME1,METROLOGIC GROUP,residual,0,0.0,3,0.223,2016-06-17,2016,2016-06-17,False,False,,,False,1,N0002413C2128
submarines,unbucketed,WEK3JBN7G6L7,ADMIRAL FILTER COMPANY LLC,residual,0,0.0,6,0.7,2017-02-09,2017,2021-03-25,False,False,346.0,730,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,QQ1JKV251EL9,ACCUREX MEASUREMENT INC.,residual,0,0.0,1,0.078,2016-02-03,2016,2016-02-03,False,False,,,False,1,N0002413C2128
submarines,unbucketed,GJDDKRPHXAL5,A. M. CASTLE & CO.,residual,0,0.0,3,0.217,2016-02-12,2016,2018-03-02,False,False,374.5,695,False,2,N0002413C2128;N0002417C2117
submarines,unbucketed,UP6CM5LVP5G3,"WARNER SPECIALTY PRODUCTS, INC.",residual,0,0.0,1,0.067,2018-02-21,2018,2018-02-21,False,False,,,False,1,N0002416C2111
submarines,unbucketed,V62NC51F7YV1,UNIVERSITY OF DAYTON,residual,0,0.0,3,0.302,2018-10-29,2019,2018-10-29,False,False,,,False,1,N0002416C2111
submarines,unbucketed,HFDXVMRW2NX8,"TRUSTED SYSTEMS, INC.",residual,0,0.0,1,0.039,2017-03-23,2017,2017-03-23,False,False,,,False,1,N0002416C2111
submarines,unbucketed,CQLFMKPGRUQ3,"TEVET, LLC",residual,0,0.0,6,0.303,2018-10-09,2019,2019-08-07,False,False,54,120,False,2,N0002416C2111;N0002417C2117
submarines,unbucketed,ZTPCCBA4M5N5,DOERFER ACQUISITION COMPANY,residual,0,0.0,5,0.549,2018-09-27,2018,2021-03-03,False,False,444.0,845,False,2,N0002416C2111;N0002417C2117
submarines,unbucketed,G44XUJLFP3A1,TANDEMLOC INC.,residual,0,0.0,2,0.066,2019-01-21,2019,2019-01-21,False,False,,,False,1,N0002416C2111
submarines,unbucketed,LNRSWFY5UKF7,TALBERT MANUFACTURING INC,residual,0,0.0,1,0.055,2017-03-10,2017,2017-03-10,False,False,,,False,1,N0002416C2111
submarines,unbucketed,QLNRJJK28MJ7,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",residual,0,0.0,1,0.094,2016-10-27,2017,2016-10-27,False,False,,,False,1,N0002416C2111
submarines,unbucketed,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,residual,0,0.0,2,0.261,2017-09-25,2017,2017-09-25,False,False,,,False,1,N0002416C2111
submarines,unbucketed,SLBCZQAMG3Q1,"SOLFLOWER COMPUTER, INC",residual,0,0.0,5,0.164,2018-08-01,2018,2019-04-11,False,False,78,160,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,RJZKELTAHBM5,"POWER CONVERSION TECHNOLOGIES, INC.",residual,0,0.0,4,0.218,2018-04-11,2018,2019-08-06,False,False,482,482,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,J3TKCN6S76D6,ORACLE CORPORATION,residual,0,0.0,2,0.063,2017-02-20,2017,2019-05-31,False,False,830,830,False,2,N0002416C2111;N0002417C2117
submarines,unbucketed,DJH3J8S4C481,NTS HOLDING CORPORATION INC,residual,0,0.0,9,0.249,2017-05-10,2017,2019-09-03,False,False,305,397,False,2,N0002416C2111;N0002417C2117
submarines,unbucketed,EK4US8MM54U3,"NOANK ELECTRIC, LLC",residual,0,0.0,1,0.046,2019-07-24,2019,2019-07-24,False,False,,,False,1,N0002416C2111
submarines,unbucketed,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,residual,0,0.0,8,1.044,2018-06-18,2018,2019-05-06,False,False,161.0,203,False,1,N0002416C2111
submarines,unbucketed,QRS8UUK41BA4,METREX VALVE CORP.,residual,0,0.0,7,1.146,2017-08-25,2017,2019-10-18,False,False,158.0,415,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",residual,0,0.0,1,0.327,2017-07-13,2017,2017-07-13,False,False,,,False,1,N0002416C2111
submarines,unbucketed,V954CM7C5F33,EUROFINS SCIENTIFIC  SOC. EUROP.,residual,0,0.0,3,0.052,2018-08-27,2018,2018-08-27,False,False,,,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,DLLCKA14LMZ5,"MERRILL AVIATION, INC.",registry,0,0.0,4,0.36,2019-01-16,2019,2019-05-07,False,False,55.5,85,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,MJGFRKACFZB3,MEMKOR INC,residual,0,0.0,1,0.052,2016-11-10,2017,2016-11-10,False,False,,,False,1,N0002416C2111
submarines,unbucketed,C1FCEKJP7F91,MCMASTER-CARR SUPPLY COMPANY,residual,0,0.0,4,0.071,2018-10-18,2019,2018-10-18,False,False,,,False,1,N0002416C2111
submarines,unbucketed,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",residual,0,0.0,2,0.081,2017-07-06,2017,2019-03-27,False,False,629,629,False,1,N0002416C2111
submarines,unbucketed,R5N4GY677EH5,ESTERLINE TECHNOLOGIES CORP,residual,0,0.0,2,0.073,2018-01-10,2018,2018-01-10,False,False,,,False,1,N0002416C2111
submarines,unbucketed,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",residual,0,0.0,3,0.197,2019-01-15,2019,2020-11-05,False,False,660,660,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,residual,0,0.0,1,0.169,2019-03-27,2019,2019-03-27,False,False,,,False,1,N0002416C2111
submarines,unbucketed,TRJPK4ELKDR3,M & P INTERNATIONAL INC,residual,0,0.0,1,0.195,2018-06-18,2018,2018-06-18,False,False,,,False,1,N0002416C2111
submarines,unbucketed,JE8QAT3GGJN6,LINTECH COMPONENTS CO INC,residual,0,0.0,2,0.093,2016-12-15,2017,2017-06-28,False,False,195,195,False,1,N0002416C2111
submarines,unbucketed,HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",residual,0,0.0,1,0.13,2019-06-26,2019,2019-06-26,False,False,,,False,1,N0002416C2111
submarines,unbucketed,JABWYKLD7GL8,"KNOWLEDGE KEY ASSOCIATES, INC.",residual,0,0.0,1,0.026,2017-02-28,2017,2017-02-28,False,False,,,False,1,N0002416C2111
submarines,unbucketed,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",residual,0,0.0,4,0.17,2018-09-05,2018,2019-01-31,False,False,148,148,False,2,N0002416C2111;N0002417C2100
submarines,unbucketed,ND7DTJ18YXU8,KEYENCE CORPORATION,residual,0,0.0,4,0.231,2016-12-12,2017,2017-04-24,False,False,49,52,False,1,N0002416C2111
submarines,unbucketed,L2Y7KUMBALU4,"KENSINGTON ELECTRONICS, INC",residual,0,0.0,1,0.026,2017-07-06,2017,2017-07-06,False,False,,,False,1,N0002416C2111
submarines,unbucketed,XJJ6S8U3NAR9,JULES BOREL & CO.,residual,0,0.0,1,0.095,2017-10-06,2018,2017-10-06,False,False,,,False,1,N0002416C2111
submarines,unbucketed,NK62M46B48L8,"JOINING TECHNOLOGIES, INC.",residual,0,0.0,1,0.031,2017-09-21,2017,2017-09-21,False,False,,,False,1,N0002416C2111
submarines,unbucketed,D7T3U3HPNR49,J. STEELE SERVICES LLC,residual,0,0.0,1,0.05,2019-10-28,2020,2019-10-28,False,False,,,False,1,N0002416C2111
