program,vendor_uei,vendor_name,work_type,biw_dollars_fy22_25_$M,biw_n_awards_fy22_25,biw_first_award,ingalls_dollars_fy22_25_$M,ingalls_n_awards_fy22_25,ingalls_first_award,virginia_dollars_fy22_25_$M,virginia_n_awards_fy22_25,virginia_first_award,columbia_dollars_fy22_25_$M,columbia_n_awards_fy22_25,columbia_first_award,cut_profile
submarines,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,hvac,,,,,,,0.0,0,2016-02-19,0.0,0,2016-07-11,window-inactive
submarines,YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",unbucketed,,,,,,,0.0,0,2017-07-28,0.0,0,,window-inactive
submarines,GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,unbucketed,,,,,,,0.0,0,2017-09-05,0.0,0,,window-inactive
submarines,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",unbucketed,,,,,,,0.0,0,2017-02-10,0.0,0,,window-inactive
submarines,LU7KP9UJJ5L7,"WESCO INTERNATIONAL, INC.",unbucketed,,,,,,,0.0,0,2017-07-10,0.0,0,,window-inactive
submarines,CMANNFGEFNP6,WARD LEONARD HOLDINGS LLC,electrical,,,,,,,0.0,0,2017-03-03,0.0,0,,window-inactive
submarines,XLLQN8Q4P7M1,"WANNER ENGINEERING, INC.",unbucketed,,,,,,,0.0,0,2016-02-29,0.0,0,,window-inactive
submarines,N28CNQT19JY9,"USC CONSULTING GROUP, LLC",unbucketed,,,,,,,0.0,0,2018-09-11,0.0,0,,window-inactive
submarines,DZ4JXAPAU222,"UNITED RENTALS, INC.",unbucketed,,,,,,,0.0,0,2017-11-13,0.0,0,,window-inactive
submarines,ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",unbucketed,,,,,,,0.0,0,2016-10-03,0.0,0,,window-inactive
submarines,C12PGLEW9KW4,"UNAFLEX, INC.",unbucketed,,,,,,,0.0,0,2017-06-09,0.0,0,,window-inactive
submarines,E3NCN9MXJAL5,US JOINER HOLDING COMPANY,unbucketed,,,,,,,0.0,0,2017-08-01,0.0,0,2018-08-24,window-inactive
submarines,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,unbucketed,,,,,,,0.0,0,2017-05-10,0.0,0,,window-inactive
submarines,JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",unbucketed,,,,,,,0.0,0,2017-01-12,0.0,0,,window-inactive
submarines,H4FZBFXLJ636,"TIMKEN COMPANY, THE",machining,,,,,,,0.0,0,2016-06-14,0.0,0,,window-inactive
submarines,G42SVPMNBDA1,THOMSON LINEAR LLC,unbucketed,,,,,,,0.0,0,2016-02-08,0.0,0,,window-inactive
submarines,KP54PU9M3GY5,TE CONNECTIVITY SEACON PHOENIX INC.,unbucketed,,,,,,,0.0,0,2017-11-30,0.0,0,,window-inactive
submarines,CTVBA1WN13S3,"SYNERGY FLOW SYSTEMS, LLC",unbucketed,,,,,,,0.0,0,2016-09-15,0.0,0,,window-inactive
submarines,MHNEK1CGNJS9,INVESTMENT AB LATOUR,unbucketed,,,,,,,0.0,0,2017-04-13,0.0,0,2016-03-18,window-inactive
submarines,NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,2016-12-09,0.0,0,,window-inactive
submarines,NTUCRA5YV1N5,DUBAI HOLDING LLC,unbucketed,,,,,,,0.0,0,2017-03-02,0.0,0,,window-inactive
submarines,LC2GUL767WN4,DUBAI INTERNATIONAL CAPITAL LLC,unbucketed,,,,,,,0.0,0,2018-03-28,0.0,0,,window-inactive
submarines,VC8CKKWDRPD6,SKILLS FOR RHODE ISLAND'S FUTURE,unbucketed,,,,,,,0.0,0,2018-10-17,0.0,0,,window-inactive
submarines,C11GZDT8UL88,"SILKTOWN ROOFING, INCORPORATED",unbucketed,,,,,,,0.0,0,2018-08-15,0.0,0,,window-inactive
submarines,SQJ7DSNHE9D5,"SHI, INC.",unbucketed,,,,,,,0.0,0,2016-10-04,0.0,0,,window-inactive
submarines,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,unbucketed,,,,,,,0.0,0,2017-05-11,0.0,0,,window-inactive
submarines,KXJ2NDJBA178,FILZMAIER PRIVATSTIFTUNG,unbucketed,,,,,,,0.0,0,2017-05-24,0.0,0,,window-inactive
submarines,VAX5URMCQMM5,"SI TECHNOLOGIES, INC",unbucketed,,,,,,,0.0,0,2018-02-21,0.0,0,,window-inactive
submarines,LG8PRS9MR697,SFC VALVE CORPORATION,unbucketed,,,,,,,0.0,0,2018-04-27,0.0,0,2019-02-04,window-inactive
submarines,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",unbucketed,,,,,,,0.0,0,2016-09-08,0.0,0,2016-12-20,window-inactive
submarines,CZXNLVL5TBN3,ROANWELL CORPORATION,unbucketed,,,,,,,0.0,0,2016-12-01,0.0,0,,window-inactive
submarines,PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",unbucketed,,,,,,,0.0,0,2017-03-28,0.0,0,2018-10-02,window-inactive
submarines,WFM2KCAVDX59,REXNORD CORPORATION,unbucketed,,,,,,,0.0,0,2016-11-03,0.0,0,,window-inactive
submarines,FH3GTQ8ZKNT8,"ATLAS HOLDINGS, LLC",unbucketed,,,,,,,0.0,0,2016-07-21,0.0,0,,window-inactive
submarines,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,unbucketed,,,,,,,0.0,0,2017-02-20,0.0,0,2016-02-19,window-inactive
submarines,RW4NDPS7PYF1,"RPS HOLDINGS, INC.",unbucketed,,,,,,,0.0,0,2016-04-22,0.0,0,,window-inactive
submarines,UMMDFSB4ARJ7,TECHPRECISION CORPORATION,structural,,,,,,,0.0,0,2016-08-18,0.0,0,2016-12-12,window-inactive
submarines,DKSJBNE34MJ7,"Q-MATION, INC.",unbucketed,,,,,,,0.0,0,2018-06-29,0.0,0,,window-inactive
submarines,CDP5GEUN3JG1,PULSAFEEDER INC A UNIT OF IDEX,unbucketed,,,,,,,0.0,0,2018-01-31,0.0,0,,window-inactive
submarines,QAANUA3XNWD3,PREECE INCORPORATED,unbucketed,,,,,,,0.0,0,2016-02-12,0.0,0,,window-inactive
submarines,MP94VMTR2DX4,PREECE INCORPORATED,unbucketed,,,,,,,0.0,0,2017-04-11,0.0,0,,window-inactive
submarines,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",unbucketed,,,,,,,0.0,0,2015-03-25,0.0,0,2016-02-22,window-inactive
submarines,RW9ZRN3J3KB3,"POWERHOUSE EQUIPMENT & ENGINEERING COMPANY, INC.",unbucketed,,,,,,,0.0,0,2018-10-11,0.0,0,,window-inactive
submarines,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",unbucketed,,,,,,,0.0,0,2016-10-03,0.0,0,2017-03-31,window-inactive
submarines,ERZRH1FL8R66,"PLAINVILLE PLATING COMPANY, INC.",unbucketed,,,,,,,0.0,0,2017-10-11,0.0,0,,window-inactive
submarines,K9M4XM134HW6,PENTAIR PUBLIC LIMITED COMPANY,piping,,,,,,,0.0,0,2016-02-19,0.0,0,2016-03-10,window-inactive
submarines,DMTPEM6MJPB8,PEARSE-BERTRAM LLC,unbucketed,,,,,,,0.0,0,2016-09-12,0.0,0,,window-inactive
submarines,S3NBXGNJ5433,"CORSERVA, INC.",unbucketed,,,,,,,0.0,0,2016-04-26,0.0,0,2016-02-10,window-inactive
submarines,PVMFSLG6GFF7,MTS SYSTEMS CORPORATION,electrical,,,,,,,0.0,0,2016-08-30,0.0,0,2017-10-25,window-inactive
submarines,S987C2WHMF29,PNC EQUITY PARTNERS LP,unbucketed,,,,,,,0.0,0,2017-10-30,0.0,0,,window-inactive
submarines,C1VMWS2KV645,"OMNI SERVICES, INC.",unbucketed,,,,,,,0.0,0,2017-08-14,0.0,0,,window-inactive
submarines,K3K9GLKWAWQ1,"OHIO SEMITRONICS, INC",unbucketed,,,,,,,0.0,0,2017-06-12,0.0,0,,window-inactive
submarines,D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",unbucketed,,,,,,,0.0,0,2018-08-29,0.0,0,,window-inactive
submarines,R9EYKGK8NKA5,"NUFLO, INC.",unbucketed,,,,,,,0.0,0,2016-05-27,0.0,0,2016-08-05,window-inactive
submarines,NSEVFLRKSUV1,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",unbucketed,,,,,,,0.0,0,2018-01-11,0.0,0,,window-inactive
submarines,UCNMVD1EMHN4,NORTECH SYSTEMS INCORPORATED,electrical,,,,,,,0.0,0,2018-01-31,0.0,0,,window-inactive
submarines,YSLPMSZFE3M5,"INSCO INTERMEDIATE HOLDINGS, INC",unbucketed,,,,,,,0.0,0,2017-08-01,0.0,0,2018-09-17,window-inactive
submarines,KK4TAQ8YKEY6,WINWHOLESALE INC.,unbucketed,,,,,,,0.0,0,2017-09-08,0.0,0,,window-inactive
submarines,ZKYHLH1VELN7,MUNTERS GROUP AB,unbucketed,,,,,,,0.0,0,2018-03-06,0.0,0,,window-inactive
submarines,NTP7NWDS9Y49,"MSC INDUSTRIAL DIRECT CO., INC.",unbucketed,,,,,,,0.0,0,2016-11-02,0.0,0,,window-inactive
submarines,HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,unbucketed,,,,,,,0.0,0,2016-02-18,0.0,0,2017-04-07,window-inactive
submarines,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",piping,,,,,,,0.0,0,2016-03-09,0.0,0,2018-09-17,window-inactive
submarines,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,unbucketed,,,,,,,0.0,0,2018-08-14,0.0,0,,window-inactive
submarines,PCELDZMEAL25,"MICROPORE, INC.",unbucketed,,,,,,,0.0,0,2016-04-25,0.0,0,,window-inactive
submarines,H5MUP1BXBAB1,"METRO BUSINESS SYSTEMS, INC.",unbucketed,,,,,,,0.0,0,2016-04-25,0.0,0,,window-inactive
submarines,XH9ADBLZRMF1,MELLINGER ENGINEERING GROUP LLC,unbucketed,,,,,,,0.0,0,2018-06-01,0.0,0,2018-06-11,window-inactive
submarines,X62UR1BYLVG1,E. I. DU PONT DE NEMOURS AND COMPANY,unbucketed,,,,,,,0.0,0,2016-04-04,0.0,0,,window-inactive
submarines,JALPQSJHLBV5,DOWDUPONT INC.,unbucketed,,,,,,,0.0,0,2018-05-09,0.0,0,,window-inactive
submarines,UZMKDFWHKTC9,"MARO DISPLAY, INC.",unbucketed,,,,,,,0.0,0,2016-05-19,0.0,0,,window-inactive
submarines,C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,unbucketed,,,,,,,0.0,0,2017-06-23,0.0,0,,window-inactive
submarines,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",unbucketed,,,,,,,0.0,0,2017-06-29,0.0,0,,window-inactive
submarines,GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",unbucketed,,,,,,,0.0,0,2017-02-23,0.0,0,,window-inactive
submarines,SJHFCDGKJJC5,LUNA INNOVATIONS INCORPORATED,unbucketed,,,,,,,0.0,0,2017-11-17,0.0,0,2021-06-22,window-inactive
submarines,D3QEMKB2X4N5,"LEXAIR, INC.",unbucketed,,,,,,,0.0,0,2018-04-24,0.0,0,,window-inactive
submarines,LK9BTBWNLY96,"BEK, INC.",unbucketed,,,,,,,0.0,0,2018-01-24,0.0,0,2018-04-03,window-inactive
submarines,VK1WGWEKJRS4,MORRIS CAPITAL MANAGEMENT LLC,unbucketed,,,,,,,0.0,0,2016-08-11,0.0,0,,window-inactive
submarines,YUHMEUENEET4,LAWRENCE LEASING CORP.,unbucketed,,,,,,,0.0,0,2017-06-02,0.0,0,,window-inactive
submarines,TM8BK53JMDF4,LANXESS AG,unbucketed,,,,,,,0.0,0,2017-01-20,0.0,0,,window-inactive
submarines,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",unbucketed,,,,,,,0.0,0,2016-02-23,0.0,0,2016-01-11,window-inactive
submarines,E5LZDXKKRKE3,NIDEC CORPORATION,unbucketed,,,,,,,0.0,0,2018-10-03,0.0,0,,window-inactive
submarines,QLMUV48L7HP4,KADANT INC.,unbucketed,,,,,,,0.0,0,2018-02-22,0.0,0,2019-02-28,window-inactive
submarines,MUDRJ4V89NN8,CONSTELLATIONS ENTERPRISE LLC,unbucketed,,,,,,,0.0,0,2017-06-05,0.0,0,,window-inactive
submarines,JG24FKGD5Z77,"JOHN WATTS ASSOCIATES, INC.",unbucketed,,,,,,,0.0,0,2017-05-31,0.0,0,,window-inactive
submarines,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",unbucketed,,,,,,,0.0,0,2016-05-13,0.0,0,2017-08-10,window-inactive
submarines,MC45MKDJLGK6,J J U DISTRIBUTORS INC,unbucketed,,,,,,,0.0,0,2018-03-09,0.0,0,,window-inactive
submarines,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",structural,,,,,,,0.0,0,2017-10-10,0.0,0,2016-09-13,window-inactive
submarines,PVUKF83PZZM6,"INTEGRO, LLC",unbucketed,,,,,,,0.0,0,2016-10-07,0.0,0,,window-inactive
submarines,KKRWXEQ9FVU6,HURLEY CONSTRUCTION,unbucketed,,,,,,,0.0,0,2018-09-12,0.0,0,2017-10-16,window-inactive
submarines,JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",unbucketed,,,,,,,0.0,0,2016-02-24,0.0,0,,window-inactive
submarines,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,unbucketed,,,,,,,0.0,0,2017-04-11,0.0,0,2016-03-29,window-inactive
submarines,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",unbucketed,,,,,,,0.0,0,2018-02-26,0.0,0,,window-inactive
submarines,PFUMVMAUF5K2,THG CORPORATION,unbucketed,,,,,,,0.0,0,2016-09-22,0.0,0,,window-inactive
submarines,GGSLGRB5KXM6,PON HOLDINGS B.V.,piping,,,,,,,0.0,0,2018-02-05,0.0,0,,window-inactive
submarines,H33DK44BJZE1,HAWTHORNE MACHINERY CO.,unbucketed,,,,,,,0.0,0,2017-10-30,0.0,0,,window-inactive
submarines,M4GAZLHBK7W5,AEA INVESTORS LP,unbucketed,,,,,,,0.0,0,2018-07-30,0.0,0,,window-inactive
submarines,ZKKURBCSEX58,OPUS INVESTMENT,unbucketed,,,,,,,0.0,0,2017-08-01,0.0,0,,window-inactive
submarines,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",unbucketed,,,,,,,0.0,0,2016-04-19,0.0,0,,window-inactive
submarines,WP8LRX9KNTC4,"GRAYBAR ELECTRIC COMPANY, INC.",unbucketed,,,,,,,0.0,0,2017-02-24,0.0,0,,window-inactive
submarines,Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",unbucketed,,,,,,,0.0,0,2017-02-27,0.0,0,,window-inactive
submarines,QATEDMDR46E4,FORTIVE CORPORATION,unbucketed,,,,,,,0.0,0,2018-07-02,0.0,0,,window-inactive
submarines,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,unbucketed,,,,,,,0.0,0,2017-01-10,0.0,0,,window-inactive
submarines,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",unbucketed,,,,,,,0.0,0,2017-03-30,0.0,0,2019-07-15,window-inactive
submarines,QJCBMJ8NX5P5,"FOAMPAK, INC.",unbucketed,,,,,,,0.0,0,2017-02-07,0.0,0,,window-inactive
submarines,SBJMSMKJ9M93,"FITCHBURG WELDING CO., INC.",unbucketed,,,,,,,0.0,0,2016-11-01,0.0,0,2017-07-14,window-inactive
submarines,HJEXMNM5EJE5,F. W. WEBB COMPANY,unbucketed,,,,,,,0.0,0,2018-01-29,0.0,0,,window-inactive
submarines,M7B8XCG21XV3,EXIDE TECHNOLOGIES,unbucketed,,,,,,,0.0,0,2017-05-08,0.0,0,,window-inactive
submarines,VLY1XBVNLJK8,RAG-STIFTUNG,coatings,,,,,,,0.0,0,2017-02-17,0.0,0,,window-inactive
submarines,CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,unbucketed,,,,,,,0.0,0,2017-03-24,0.0,0,,window-inactive
submarines,DD7KGPMP93C1,HEH HOLDINGS LLC,hvac,,,,,,,0.0,0,2017-02-20,0.0,0,2017-11-06,window-inactive
submarines,X8JFENV4HTS5,SSS MANAGEMENT CORP,unbucketed,,,,,,,0.0,0,2016-07-05,0.0,0,,window-inactive
submarines,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",unbucketed,,,,,,,0.0,0,2016-08-26,0.0,0,2021-09-17,window-inactive
submarines,UJMKRGKNXML7,DIEBOLT & COMPANY,unbucketed,,,,,,,0.0,0,2017-12-01,0.0,0,,window-inactive
submarines,CBY1P9UHMVK1,"D.S. SEWING, INC.",unbucketed,,,,,,,0.0,0,2018-05-09,0.0,0,,window-inactive
submarines,FKE7YM75FN66,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",unbucketed,,,,,,,0.0,0,2017-01-16,0.0,0,2021-09-09,window-inactive
submarines,NDF9CNKGHWR3,"CURTIS UNIVERSAL JOINT CO, INC.",unbucketed,,,,,,,0.0,0,2016-05-11,0.0,0,,window-inactive
submarines,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",unbucketed,,,,,,,0.0,0,2016-11-15,0.0,0,2016-07-12,window-inactive
submarines,VCFNC31LV829,CRANE CO,unbucketed,,,,,,,0.0,0,2016-04-08,0.0,0,,window-inactive
submarines,LV9KTAW8RSA3,CONTINENTAL EMSCO COMPANY (INC),unbucketed,,,,,,,0.0,0,2013-01-28,0.0,0,,window-inactive
submarines,RBJHSL4MK9M8,CHEMTURA CORPORATION,unbucketed,,,,,,,0.0,0,2017-01-20,0.0,0,,window-inactive
submarines,DNDLL934GK55,CDW CORPORATION,unbucketed,,,,,,,0.0,0,2016-05-10,0.0,0,2019-06-25,window-inactive
submarines,X25CWCMUL417,"CARLLO, INC.",unbucketed,,,,,,,0.0,0,2018-10-16,0.0,0,,window-inactive
submarines,E9B7STE3MUX9,"C.I.L. ELECTROPLATING, INC.",unbucketed,,,,,,,0.0,0,2018-07-20,0.0,0,,window-inactive
submarines,KK9MJ7GHSJ96,"BRADKEN - ATLAS, LLC",unbucketed,,,,,,,0.0,0,2016-10-19,0.0,0,2016-03-22,window-inactive
submarines,DGRNR5KG8QU1,"BRADDOCK METALLURGICAL, INC",unbucketed,,,,,,,0.0,0,2016-10-31,0.0,0,,window-inactive
submarines,T68XSQLJ53F5,BLACK BOX CORPORATION,unbucketed,,,,,,,0.0,0,2016-07-12,0.0,0,,window-inactive
submarines,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,unbucketed,,,,,,,0.0,0,2018-05-23,0.0,0,,window-inactive
submarines,KKPLLYQNK495,"BARTOL HEATING AND COOLING, INC.",unbucketed,,,,,,,0.0,0,2017-08-14,0.0,0,,window-inactive
submarines,M2MJR8KTEQU9,BARNHART CRANE AND RIGGING CO.,unbucketed,,,,,,,0.0,0,2016-11-07,0.0,0,,window-inactive
submarines,PA1YD43KKTW3,INA-HOLDING SCHAEFFLER GMBH & CO. KG,unbucketed,,,,,,,0.0,0,2017-01-31,0.0,0,,window-inactive
submarines,KM5NRZNTUDY8,ACTUANT CORPORATION,unbucketed,,,,,,,0.0,0,2016-08-02,0.0,0,2017-08-16,window-inactive
submarines,PQ7FJYK7LNM6,B M F TORQUE WRENCH COMPANY,unbucketed,,,,,,,0.0,0,2017-03-31,0.0,0,,window-inactive
submarines,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,unbucketed,,,,,,,0.0,0,2017-01-26,0.0,0,,window-inactive
submarines,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",unbucketed,,,,,,,0.0,0,2017-09-06,0.0,0,2019-04-04,window-inactive
submarines,J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",unbucketed,,,,,,,0.0,0,2016-09-20,0.0,0,2016-08-25,window-inactive
submarines,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",unbucketed,,,,,,,0.0,0,2016-02-25,0.0,0,2016-02-25,window-inactive
submarines,RCCFHJBQZ5G6,EDAC TECHNOLOGIES LLC,unbucketed,,,,,,,0.0,0,2017-01-31,0.0,0,,window-inactive
submarines,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,unbucketed,,,,,,,0.0,0,2016-02-26,0.0,0,2019-03-18,window-inactive
submarines,K1M4HECUHKR4,AEA EUROPE FUND L.P.,unbucketed,,,,,,,0.0,0,2016-02-26,0.0,0,,window-inactive
submarines,CP8AJC3EDE93,"ALP INDUSTRIES, INC.",unbucketed,,,,,,,0.0,0,2018-01-19,0.0,0,2018-03-26,window-inactive
submarines,GJVCPEBZV574,"ORBITAL ATK, INC.",unbucketed,,,,,,,0.0,0,2016-11-09,0.0,0,,window-inactive
submarines,KDNEW5AC1X41,AGI UK ACQUISITION LIMITED,electrical,,,,,,,0.0,0,2017-07-27,0.0,0,2021-08-25,window-inactive
submarines,PM5WJ7WYPX53,AGGREKO PLC,unbucketed,,,,,,,0.0,0,2016-01-28,0.0,0,,window-inactive
submarines,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,unbucketed,,,,,,,0.0,0,2017-01-10,0.0,0,,window-inactive
submarines,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",unbucketed,,,,,,,0.0,0,2016-11-17,0.0,0,2016-09-15,window-inactive
submarines,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,unbucketed,,,,,,,0.0,0,2017-06-20,0.0,0,,window-inactive
submarines,MNPUJ84L1AK7,A & A COMPANY INC,unbucketed,,,,,,,0.0,0,2016-08-08,0.0,0,,window-inactive
submarines,KNAGZL3AKW44,"110 TECHNOLOGY, LLC",unbucketed,,,,,,,0.0,0,2016-09-28,0.0,0,,window-inactive
submarines,VANUPV7TJ933,YOKOGAWA ELECTRIC CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2016-09-19,window-inactive
submarines,CVVANE9FWYN6,WARBURG PINCUS LLC,unbucketed,,,,,,,0.0,0,2018-06-05,0.0,0,2016-08-16,window-inactive
submarines,JBMKQ8ZH6FN9,DOVER CORPORATION,unbucketed,,,,,,,0.0,0,2017-05-24,0.0,0,2017-06-15,window-inactive
submarines,NY66W8KMH427,"WALZ & KRENZER, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-29,window-inactive
submarines,Q4T8FLKDSNQ3,TREK CONNECT INC.,unbucketed,,,,,,,0.0,0,,0.0,0,2017-04-27,window-inactive
submarines,SQRKBV7ET8S9,ALFA LAVAL AB,unbucketed,,,,,,,0.0,0,,0.0,0,2016-01-12,window-inactive
submarines,MB5EMNHVAW77,"TENNESSEE INVESTMENT CASTING COMPANY, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-05-25,window-inactive
submarines,ZWNLUCV7JET5,TACOMA STEEL SUPPLY INCORPORATED,unbucketed,,,,,,,0.0,0,,0.0,0,2016-05-23,window-inactive
submarines,FFEAH6Z5CK27,"STOTTLER HENKE ASSOCIATES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-09-19,window-inactive
submarines,DWCVQF2KLNM9,PUGET SOUND PRECISION INC,unbucketed,,,,,,,0.0,0,,0.0,0,2016-06-27,window-inactive
submarines,H12BMH6V6495,"PIMA VALVE, LLC",unbucketed,,,,,,,0.0,0,2019-09-09,0.0,0,2019-05-16,window-inactive
submarines,NPM2J7MSCF61,"PENNSYLVANIA STATE UNIVERSITY, THE",unbucketed,,,,,,,0.0,0,,0.0,0,2016-03-18,window-inactive
submarines,NSDCX6VCWGN5,"PEERLESS TOOL & MACHINE COMPANY, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-10-12,window-inactive
submarines,R1JPMJJM4268,"PAPE' GROUP, INC., THE",unbucketed,,,,,,,0.0,0,,0.0,0,2016-06-13,window-inactive
submarines,DR3FAZLZ8624,OLYMPIC PENINSULA PERSONNEL INC,unbucketed,,,,,,,0.0,0,,0.0,0,2016-06-03,window-inactive
submarines,X97ZECBY6573,LORD CORPORATION,unbucketed,,,,,,,0.0,0,,0.0,0,2017-01-27,window-inactive
submarines,KLH4CY7HF3S5,KONGSBERG GRUPPEN ASA,unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-09,window-inactive
submarines,LFYHET3BNVD5,"KEY BELLEVILLES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-04-22,window-inactive
submarines,Q584J81GDLH5,INTERSTATE STEEL SUPPLY COMPANY,unbucketed,,,,,,,0.0,0,,0.0,0,2017-04-20,window-inactive
submarines,TLBNBFUXEMK5,"TSS, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2019-05-09,window-inactive
submarines,DT53X3W22KJ1,"I & I SLING, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2017-05-24,window-inactive
submarines,X8C4N7SH2KB7,HV DIAGNOSTICS INC,unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-17,window-inactive
submarines,PR8CL5BJMNK4,"HUNTINGTON PARTNERS, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-01-11,window-inactive
submarines,LYHWX7B8JNF5,HEXAGON AB,unbucketed,,,,,,,0.0,0,,0.0,0,2016-03-11,window-inactive
submarines,E34XGKUXCEC1,"HAYNES INTERNATIONAL, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-11-15,window-inactive
submarines,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,unbucketed,,,,,,,0.0,0,,0.0,0,2016-10-17,window-inactive
submarines,JUUJFULRELM5,HALL ASSOCIATES INC,unbucketed,,,,,,,0.0,0,,0.0,0,2017-09-14,window-inactive
submarines,GTP8S87MBPF3,"GREENLAND ENTERPRISES, INC.",unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-19,window-inactive
submarines,VM23NJLXLCK9,"G. O. CARLSON, INC.",unbucketed,,,,,,,0.0,0,2018-03-22,0.0,0,2017-02-02,window-inactive
submarines,JHKFCL4CT7L6,"FACILITIES ENGINEERING ASSOCIATES, P.C.",unbucketed,,,,,,,0.0,0,2018-10-25,0.0,0,2017-08-24,window-inactive
submarines,QCDDKNMK52W8,ELECTRONIC SALES OF NEW ENGLAND,unbucketed,,,,,,,0.0,0,,0.0,0,2017-02-16,window-inactive
submarines,U7JWYPC9CQB5,"IDEAS TO MARKET, LP",unbucketed,,,,,,,0.0,0,,0.0,0,2016-10-27,window-inactive
submarines,EBJCZNYDQDH8,PRYSMIAN SPA,unbucketed,,,,,,,0.0,0,2019-04-17,0.0,0,2016-01-06,window-inactive
submarines,F588F1QGXCP3,DELOITTE LLP,unbucketed,,,,,,,0.0,0,,0.0,0,2016-03-07,window-inactive
submarines,MJJNGNB5E3Q4,EKC INTERNATIONAL FZE,structural,,,,,,,0.0,0,,0.0,0,2016-04-28,window-inactive
submarines,VL3KQ5GEU6K1,"PALISADES HOLDINGS, INC.",piping,,,,,,,0.0,0,,0.0,0,2016-02-03,window-inactive
submarines,E2UWVCT7GDJ4,"IRVING PLACE CAPITAL, LLC",unbucketed,,,,,,,0.0,0,,0.0,0,2016-11-15,window-inactive
submarines,T18FUPT9Y124,BRUNSON INSTRUMENT COMPANY INC,unbucketed,,,,,,,0.0,0,,0.0,0,2016-02-09,window-inactive
