uei,name,dollars,records,programs,foreign,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
DDQCLD6FEJJ6,"TOG MANUFACTURING COMPANY, INC.",3118113.34,41,ddg,,Active,Active,Manufacturer of Goods,332721,3327,8,213112;332510;332710;332721;332722;332911;332999;333611,0,,,,63649,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",3095511.45,20,ddg,,Active,Active,Manufacturer of Goods,332911,3329,2,332911;333995,6,4810;4820;H248;H948;J048;L048,,,98032,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
C1NAJQ34VWM5,Cameron Energy Services Corp.,3086940.01,22,ddg,,Active,Active,Manufacturer of Goods,334513,3345,1,334513,1,6680,CAMERON INTERNATIONAL CORPORATION MEASUREMENT SYSTEMS DBA DRILLING & PRODUCTION SYSTEMS,SCHLUMBERGER LTD,05991,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TAB4FBLR5UM1,ANIXTER INC.,3075798.4,13,ddg,,Active,Active,,423610,4236,18,237130;238210;334290;334417;334419;334512;334519;335921;335929;335931;335932;335999;423420;423510;423610;423690;423710;423850,0,,"WESCO DISTRIBUTION, INC.","WESCO INTERNATIONAL, INC",1MMD1,N,For Profit Organization;Business or Organization
EYP9DXW18FY9,"W.R. ALLEN & CO., INC.",3068301.87,22,ddg,,Active,Active,,,,0,,0,,,,5XSG7,N,For Profit Organization;Business or Organization
URUVKGK3FTV1,"WILLIAMS SCOTSMAN, INC.",3067301.69,19,ddg,,Active,Active,,236210,2362,16,236210;236220;238910;238990;321992;327390;332311;332312;334111;334112;493110;531120;531130;532120;532420;532490,0,,,,6H793,N,For Profit Organization;Business or Organization
ZU51LS7JZ8L5,FCX SYSTEMS INC,3065470.18,5,ddg,,Active,Active,Manufacturer of Goods,335311,3353,9,332322;334418;335311;335312;335314;335999;336413;336999;811310,3,6116;6125;6130,,,0C4B7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",3038529.32,52,ddg,,Active,Active,Manufacturer of Goods,332912,3329,1,332912,2,H147;H247,,,53159,N,For Profit Organization;Business or Organization;Manufacturer of Goods
K3URF4HUNQS5,"GLOBAL, INCORPORATED",3021151.95,28,ddg,,Active,Active,Manufacturer of Goods,332912,3329,1,332912,0,,,,7H596,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KXWXRYB3FBW3,FLOWSERVE CORP,3016225.4,11,ddg,,Active,Active,Manufacturer of Goods,333995,3339,1,333995,0,,,,52374,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JR3NDKLB4BH9,PACIFIC MARINE SYSTEMS CORP,3004106.44,21,ddg,,NO_RECORD,,,,,0,,0,,,,,,
VGCPT3NSM831,HII FLEET SUPPORT GROUP LLC,2984257.9,5,ddg,,Active,Active,Limited Liability Company,541330,5413,23,236220;238990;334220;334511;336611;336999;488390;541330;541511;541512;541519;541611;541614;541713;541714;541715;541990;561210;611430;611519;611710;713930;811310,0,,HUNTINGTON INGALLS INC,"HUNTINGTON INGALLS INDUSTRIES, INC",1LT84,N,For Profit Organization;Business or Organization;Limited Liability Company
ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,2975285.97,66,ddg,,Active,Active,Limited Liability Company,423610,4236,9,331420;334417;334419;334517;335999;336413;423610;423690;423710,0,,"HEILIND ELECTRONICS, INC.",,1DJ61,N,For Profit Organization;Business or Organization;Limited Liability Company
ZPZMCRH2JSA3,EZEFLOW USA INC,2949502.0,42,ddg,,Active,Active,Manufacturer of Goods,332996,3329,1,332996,0,,EZEFLOW INTERNATIONAL LLC,,70KE7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LCYTE2L5JEP4,NAVAL ENGINEERING SUPPORT INC,2940135.0,13,ddg,,Active,Active,,336611,3366,2,336611;811310,0,,,,8LHZ1,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Hispanic American Owned
UR64LG5YKUE8,"LYNN LADDER AND SCAFFOLDING CO., INC.",2932640.21,17,ddg,,Active,Active,Manufacturer of Goods,332999,3329,5,321999;326199;332323;332999;532490,1,5419,,,0PR81,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Business;Business or Organization;DOT Certified DBE;Manufacturer of Goods
R2D6XY1EM6J8,SENSARAS,2929263.07,17,ddg,,Active,Active,Manufacturer of Goods,334513,3345,1,334513,0,,,,6XTK9,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods;Subcontinent Asian (Asian-Indian) American Owned
UNG7G6S4JRA6,"5TH AXIS, LLC",2918111.79,38,ddg,,Active,Active,Subchapter S Corporation,339999,3399,7,326130;326199;336611;337212;339920;339999;541330,0,,,,4KCK3,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
K4GJKMQD4961,"BARBER-NICHOLS, LLC",2899802.0,1,ddg,,Active,Active,Manufacturer of Goods,333611,3336,7,332710;333611;333912;333914;334511;336413;541715,0,,GRAHAM CORP,,57377,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
MYKLJHTX3MM7,"LEIDOS, INC.",2871452.65,7,ddg,,Active,Active,,541512,5415,51,334111;334112;334511;334512;334519;336611;481211;488111;488190;493110;512110;517410;524114;541330;541370;541380;541420;541430;541511;541512;541513;541519;541611;541612;541613;541614;541620;541690;541715;541810;541820;541850;541910;541922;541930;541990;561210;561422;561920;561990;562112;562910;611420;611430;611512;611699;611710;624110;624190;624221;624310,0,,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",7LQ18,N,For Profit Organization;Business or Organization
K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",2856500.0,1,ddg,,Active,Active,Manufacturer of Goods,336611,3366,11,238190;238320;238910;332312;332710;336611;336612;337127;488310;488320;488390,0,,PACIFIC MARINE & SUPPLY COMPANY LTD,,1U7K1,N,Minority-Owned Business;For Profit Organization;Business or Organization;Asian-Pacific American Owned;Limited Liability Company;Manufacturer of Goods
UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,2849576.0,13,ddg,,Active,Active,Limited Liability Company,336611,3366,6,333618;336611;336612;488390;541380;811490,0,,TECNICO CORPORATION,,8L827,N,For Profit Organization;Business or Organization;Limited Liability Company
JNC1BUEVV3B9,"JGILS, LLC",2830532.92,33,ddg,,Active,Active,Limited Liability Company,425120,4251,2,423990;425120,0,,,,1N8T8,N,For Profit Organization;Business or Organization;Limited Liability Company
FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",2820410.95,33,ddg,,NO_RECORD,,,,,0,,0,,,,,,
D6GJGD1KMH25,"ANIXTER, INC",2779003.0,13,ddg,,?,,,,,0,,0,,,,,,
KSZBH4K529U5,"CMI, INC.",2774181.96,22,ddg,,Active,Active,Subchapter S Corporation,423510,4235,1,423510,0,,,,7CA90,N,For Profit Organization;Business or Organization;Subchapter S Corporation
FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",2760209.26,4,ddg,,Active,Active,Subchapter S Corporation,336419,3364,22,236210;237120;238120;238220;332312;332313;332420;332710;332812;332813;332912;332919;333120;333414;333415;333914;334513;336212;336413;336419;339999;541380,0,,"PRECISION RESOURCES, INC.",,66589,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
F2KSX22KK1E4,"BLOOMY CONTROLS, INC.",2726993.0,9,ddg,,Active,Active,Manufacturer of Goods,334515,3345,5,334515;423830;541511;541512;541715,0,,,,1ZG80,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",2708658.18,24,ddg,,Active,Active,Foreign Owned,332722,3327,3,332721;332722;339993,0,,WURTH U.S.A. INC,WURTH HOLDING GMBH,7U571,N,Foreign Owned;For Profit Organization;Business or Organization
KH1SMVPKSHY4,GREAT LAKES SOUND & VIBRATION INC,2699504.19,4,ddg,,Active,Active,Subchapter S Corporation,541330,5413,28,326291;326299;331210;331315;332322;332420;332439;332710;332994;332996;332999;333413;333514;333611;333618;334290;335311;335312;336212;336390;336413;336419;336992;336999;541330;541380;541512;541690,0,,,,3B6V7,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
P2LKC7KAFFR2,"FAIRMOUNT AUTOMATION, INC.",2687782.0,2,ddg,,Active,Active,Manufacturer of Goods,335314,3353,3,334513;335314;541330,0,,"NEW FAIRMOUNT AUTOMATION, INC.",,09TT2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V73QNVKJWAJ9,CRYSTAL GROUP INC.,2653144.0,16,ddg,,Active,Active,Subchapter S Corporation,334111,3341,3,334111;334112;334118,0,,"EMPLOYEE OWNED BRANDS, INC.",,1LTM5,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,2645078.76,47,ddg,,Active,Active,Subchapter S Corporation,423840,4238,25,325611;325612;325998;332999;333310;333413;333914;333991;339950;339994;423310;423320;423330;423390;423450;423610;423710;423720;423730;423830;423840;423850;424690;424720;541620,0,,,,08JT4,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Hispanic American Owned;Subchapter S Corporation
XBHNYVTCDQH8,UNIFIED2 GLOBAL PACKAGING GROUP LLC,2638713.58,6,ddg,,Active,Active,Manufacturer of Goods,322211,3222,1,322211,0,,,,88HR4,N,For Profit Organization;Business or Organization;Small Business Joint Venture;Limited Liability Company;Manufacturer of Goods
CE4UBZFNCKU9,"MOHAWK NORTHEAST, INC.",2628612.17,11,ddg,,Active,Active,Subchapter S Corporation,237990,2379,14,221310;221320;236210;236220;237110;237310;237990;238110;238120;238990;332312;336611;483113;562910,0,,,,1QLQ9,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
SM28EAQLF5N3,"EDCO, INC.",2619922.67,4,ddg,,Active,Active,Subchapter S Corporation,332312,3323,11,332311;332312;332313;332439;332510;332710;332721;332999;333413;333922;336611,0,,,,1X105,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
HB74FFGNFK17,THE DYSON CORPORATION,2580647.25,18,ddg,,Active,Active,Manufacturer of Goods,332510,3325,8,332111;332112;332510;332710;332721;332722;332811;332999,0,,,,22132,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",2554064.0,43,ddg,,NO_RECORD,,,,,0,,0,,,,,,
VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,2548193.45,11,ddg,,Inactive,Inactive,Manufacturer of Goods,332410,3324,7,332312;332313;332410;332420;332710;332721;332996,0,,,,78730,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V32LJNFLKBT7,RFD BEAUFORT INC.,2531538.0,10,ddg,,?,,,,,0,,0,,BEAUFORT GROUP (USA) INC.,EAGLE AGGREGATOR LTD,,,
X96XQ88UFHM5,MARIA DO CARMO DE ALBUQUERQUE LINS,2518418.6,3,ddg,Y,NO_RECORD,,,,,0,,0,,,,,,
HDM5WRBME2K7,ALLIANT TECHSYSTEMS OPERATIONS LLC,2514366.0,3,ddg,,Active,Active,Manufacturer of Goods,336415,3364,8,325920;332993;332994;336413;336415;336419;336999;541330,0,,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,70272,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EANJVKFHMSZ8,"GULF FASTENER, INC.",2483049.0,8,ddg,,Active,Active,Subchapter S Corporation,423710,4237,2,332510;423710,16,2040;4010;4030;4710;5305;5306;5307;5310;5315;5320;5325;5331;5340;5365;9510;9530,,,3Y5J5,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",2464622.02,43,ddg,,Inactive,Inactive,Subchapter S Corporation,332710,3327,1,332710,0,,,,09ME5,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subcontinent Asian (Asian-Indian) American Owned;Subchapter S Corporation
EZVMH8VEGL34,"BAUER COMPRESSORS, INC.",2444674.9,14,ddg,,Active,Active,Manufacturer of Goods,333912,3339,10,315990;325120;333611;333613;333912;336413;339920;532490;611430;811310,0,,BAUER COMP HOLDING GMBH,,57328,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
U73RYB2RKTW4,"RWH CONSULTING GROUP, INC.",2417333.0,13,ddg,,Active,Active,Subchapter S Corporation,561320,5613,1,561320,0,,"RWH HOLDINGS, INC",,44PZ3,N,For Profit Organization;Business or Organization;Subchapter S Corporation
GX3AEWVNND13,"NEW ENGLAND MECHANICAL SERVICES, INC.",2395565.0,18,ddg,,Inactive,Inactive,,238220,2382,2,238210;238220,0,,"NEW ENGLAND MECHANICAL SERVICES, INC.",EMCOR GROUP INC,0WDV9,N,For Profit Organization;Business or Organization
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,2375572.75,38,ddg,,Active,Active,Manufacturer of Goods,331110,3311,1,331110,0,,CLEVELAND-CLIFFS STEEL LLC,CLEVELAND-CLIFFS INC.,5KNT4,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
JH2CJYVWBME6,"ROLLER BEARING COMPANY OF AMERICA, INC.",2348999.22,14,ddg,,Active,Active,Manufacturer of Goods,332991,3329,2,332991;333613,3,3110;3120;3130,ROLLER BEARING COMPANY OF AMERICA INC,,73134,N,For Profit Organization;Business or Organization;Manufacturer of Goods
G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,2342045.91,39,ddg,,Active,Active,Manufacturer of Goods,332710,3327,6,326121;326220;332710;332721;332999;339112,6,2020;3443;4810;5330;9515;9540,"PROTERIAL CABLE AMERICA, INC.","PROTERIAL, LTD.",79N81,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",2320793.72,38,ddg,,Active,Active,Limited Liability Company,423430,4234,6,334112;337211;423420;423430;423490;423690,0,,,,6DM82,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company
PUVNWFNW5BG3,VETERANS GROUP LLC,2302613.0,8,ddg,,Active,Active,Manufacturer of Goods,336612,3366,7,325510;334220;336611;336612;541330;541990;611710,0,,"RECONCRAFT, LLC","ALASKA NATIVE GENERAL SERVICES, LLC",4ZFL8,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods
QSMPQ9WU65L5,"FAIRLEAD INTEGRATED, LLC",2291546.0,1,ddg,,Active,Active,Manufacturer of Goods,336611,3366,7,332312;332313;332710;332721;333923;336611;541330,0,,"FAIRLEAD INTEGRATED, LLC",,8JW97,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
EUB6UJ91Y997,"SENESCO MARINE, LLC",2289201.12,7,ddg,,Active,Active,Manufacturer of Goods,336611,3366,6,238120;331210;331221;332312;332996;336611,0,,CALJ TRUST,CDC TRUST,5PRS0,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",2279307.8,9,ddg,,Active,Active,Manufacturer of Goods,336413,3364,15,326130;326199;332312;332322;332710;334511;336390;336411;336412;336413;336414;336611;336992;339999;541330,0,,,,29183,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",2274256.08,26,ddg,,Active,Active,Manufacturer of Goods,336611,3366,34,115310;238210;332999;333310;333912;334111;334290;334511;335311;336413;336611;336612;423430;541330;541360;541370;541380;541420;541511;541512;541513;541519;541611;541620;541690;541713;541715;541720;541990;562910;611430;611512;712120;811310,0,,,,1HQ30,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NKUARJG8E2E8,ROSCID TECHNOLOGIES,2267884.89,11,ddg,,Active,Active,Manufacturer of Goods,334513,3345,4,334512;334513;334516;334519,1,6685,,,6UKX5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KVETLASZ5DL3,CONREX STEEL LIMITED,2251052.08,4,ddg,Y,Active,Active,Manufacturer of Goods,332420,3324,2,331221;332420,0,,CANERECTOR INC,,3AB54,N,Foreign Owned;For Profit Organization;Women-Owned Business;Business or Organization;Manufacturer of Goods
M467BSNHK9J8,KATO ENGINEERING INC.,2249921.36,12,ddg,,Active,Active,Manufacturer of Goods,335312,3353,4,221114;335312;423990;811310,0,,NIDEC AMERICAS HOLDING CORPORATION,NIDEC (NIPPON DENSAN CORPORATION),32770,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",2238689.28,36,ddg,,Inactive,Inactive,Manufacturer of Goods,332710,3327,3,326199;332710;332721,1,9330,,,64628,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",2238222.69,7,ddg,,Active,Active,Manufacturer of Goods,336414,3364,44,332312;332322;332323;332510;332618;332710;332721;332813;332911;332912;332919;332994;332996;332999;333132;333248;333310;333514;333515;333618;333914;333998;334220;334419;335311;335314;335921;335931;335999;336411;336412;336413;336414;336415;336419;336992;336999;339112;339991;339999;541330;541370;541713;541715,0,,,,7GK95,N,For Profit Organization;Business or Organization;Manufacturer of Goods
UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",2226687.17,20,ddg,,Active,Active,,339999,3399,1,339999,0,,,,1Q3Z9,N,For Profit Organization;Business or Organization
J8ATNVMEGLK1,"CHAND, L.L.C.",2225302.51,31,ddg,,Active,Active,Limited Liability Company,423860,4238,3,323117;336611;423860,0,,,,0D5X4,N,For Profit Organization;Business or Organization;Limited Liability Company
XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",2210257.31,18,ddg,,Active,Active,Subchapter S Corporation,335132,3351,2,335132;541330,7,5330;5930;6110;6210;6220;6230;6250,,,85213,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
ZMBFGXHLGLM3,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,2188557.22,14,ddg,,Active,Active,Manufacturer of Goods,336611,3366,2,336611;488390,3,J019;J020;J998,"BAE SYSTEMS, INC.",BAE SYSTEMS PLC,57701,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
MG3VKJVUVP75,"TKH CONSTRUCTION, LLC",2167370.1,12,ddg,,Active,Active,Limited Liability Company,237990,2379,31,221310;236115;236116;236117;236118;236210;236220;237110;237120;237130;237210;237310;237990;238120;238140;238160;238170;238190;238210;238310;238320;238350;238910;424690;541620;561612;561613;561621;561720;561730;562910,0,,,,639W2,N,"Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Individual or concern, other than one of the preceding;DOT Certified DBE;Limited Liability Company"
NKNLZEBJBM67,"TRANSDIGM, INC.",2160026.2,16,ddg,,Active,Active,Manufacturer of Goods,332912,3329,1,332912,0,,TRANSDIGM GROUP INC,,21392,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XPJVJCWTHYV6,"ESCO GROUP, INC.",2159331.0,4,ddg,,Active,Active,Manufacturer of Goods,333248,3332,3,333248;333914;333922,0,,,,6XPH0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CR99X5Q2KQS1,"L.B.I., INC.",2118289.63,20,ddg,,Active,Active,Subchapter S Corporation,336611,3366,8,238990;326130;326199;332312;336611;336612;339999;541330,8,1540;2050;9390;C216;C223;J019;N019;N020,,,058Z9,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",2112569.12,4,ddg,,Active,Active,Manufacturer of Goods,331491,3314,16,238390;331410;331491;331492;331523;331529;332312;332313;332420;332510;332710;332992;332999;335311;336612;339113,0,,,,3CN68,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
SS8JL7WNHPX9,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",2111885.79,6,ddg,,Active,Active,Subchapter S Corporation,541330,5413,30,213112;236210;236220;237110;237120;237130;237990;238210;238220;238290;332313;334516;518210;541310;541320;541330;541370;541380;541410;541490;541512;541513;541519;541611;541620;541690;541715;541990;561210;562910,0,,"BURNS & MCDONNELL, INC.",,1VKQ1,N,For Profit Organization;Business or Organization;Subchapter S Corporation
N1C5QLNPJLS4,DELL FEDERAL SYSTEMS L.P.,2061725.35,18,ddg,,Active,Active,Manufacturer of Goods,334111,3341,16,334111;334112;334118;334419;423430;423610;513210;518210;541330;541511;541512;541513;541519;541715;611710;811210,0,,DELL FEDERAL SYSTEMS GP LLC,DELL TECHNOLOGIES INC.,3XAU1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
