uei,name,dollars,records,programs,foreign,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
KAFVDV3C5BN1,"321GANG, INC.",342322.01,7,ddg,,Active,Active,Limited Liability Company,541511,5415,10,423430;541330;541511;541512;541513;541519;541690;541715;541990;611420,0,,,,5A8W8,N,For Profit Organization;Business or Organization;Limited Liability Company
J7JGTBNSM619,MEGATOR CORPORATION,337062.19,10,ddg,,Active,Active,Manufacturer of Goods,333248,3332,2,333248;811310,0,,,,52330,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,334975.0,7,ddg,,Active,Active,Limited Liability Company,488330,4883,1,488330,0,,,,1N383,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company
GJU6WW45U4F4,ARROWHEAD GLOBAL LLC,334931.1,2,ddg,,Active,Active,Manufacturer of Goods,332510,3325,84,221122;236210;236220;237130;238210;238290;314999;325211;325520;326122;326220;327211;332216;332322;332510;332618;332710;332721;332722;332811;332911;332912;332919;332991;332996;333413;333414;333511;333514;333613;333995;334111;334112;334220;334290;334310;334417;334418;334419;334510;334511;334515;334610;335311;335312;335313;335931;335932;335999;336211;336212;336320;336330;336340;336390;336412;336413;336611;336992;336999;337212;337215;339113;339940;339991;423390;423430;423450;423490;423690;423710;423720;423840;424120;541330;541511;541512;541513;541519;561110;561311;561320;561422;622110,0,,,,6USQ9,N,Indian Economic Enterprise;Indian Small Business Economic Enterprise;Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods;Native American Owned;American Indian Owned
JL4THZCMNKR7,JACKSON PLATING CO,334433.01,6,ddg,,Active,Active,Subchapter S Corporation,332813,3328,1,332813,0,,,,1Y2W5,N,For Profit Organization;Business or Organization;Subchapter S Corporation
K8FJZDHMEP65,AMERICAN VULKAN CORPORATION,333662.0,1,ddg,,Active,Active,Manufacturer of Goods,333613,3336,2,333613;811310,1,J030,VULKAN KUPPLUNGS- UND GETRIEBEBAU BERNHARD HACKFORT GMBH & CO KG,,60248,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
C78RLSNKVJJ4,"CONTRACT FURNITURE OPTIONS, INC.",332454.59,1,ddg,,Active,Active,Subchapter S Corporation,337214,3372,17,238390;337110;337121;337122;337127;337211;337212;337214;337215;337920;423210;423220;541410;541611;541614;561499;811420,0,,,,1RMA4,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;DOT Certified DBE;Subchapter S Corporation
ZZAPAMK4XF22,"VELTRE ENGINEERING, INC.",331914.0,7,ddg,,Active,Active,Subchapter S Corporation,541330,5413,1,541330,50,C1AA;C1AB;C1AZ;C1BA;C1BB;C1BC;C1BD;C1BE;C1BF;C1BG;C1BZ;C1CA;C1CZ;C1DA;C1DB;C1DZ;C1EA;C1EB;C1EC;C1ED;C1EE;C1EZ;C1FA;C1FB;C1FC;C1FD;C1FE;C1FF;C1FZ;C1GA;C1GB;C1GC;C1GD;C1GZ;C1HA;C1HB;C1HC;C1HZ;C1JA;C1JB;C1JZ;C1KZ;C1LZ;C1NA;C1NB;C1ND;C1NE;C1NZ;C213;C219,,,4W6F6,N,For Profit Organization;Business or Organization;Subchapter S Corporation
FNQARYRJJEL5,COSPOLICH INC.,329436.19,8,ddg,,Active,Active,Manufacturer of Goods,333415,3334,3,333415;336999;423440,2,4130;H141,,,74AX4,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MBMCF42D4CF7,"CLEAN HARBORS ENVIRONMENTAL SERVICES, INC.",329318.56,4,ddg,,Active,Active,,562211,5622,8,484121;484220;541620;562112;562211;562219;562910;562998,0,,"CLEAN HARBORS, INC",,1NFA4,N,For Profit Organization;Business or Organization
X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",327000.0,1,ddg,,Active,Active,Subchapter S Corporation,423830,4238,1,423830,0,,,,71899,N,For Profit Organization;Business or Organization;Subchapter S Corporation
PMEEVBBB7418,DUCWORKS INC,326418.0,1,ddg,,Active,Active,Manufacturer of Goods,332710,3327,18,237990;238120;331221;332312;332313;332322;332323;332420;332510;332618;332710;332999;333514;333515;333923;336413;336419;811310,45,1190;1270;1290;1340;1375;1385;1398;1420;1560;1675;1680;1720;1730;1735;2010;2040;2590;2845;2895;2990;2995;3438;3460;3461;3465;3685;3693;4510;4630;4710;4920;4921;4923;4925;4927;4930;4931;4933;4935;4940;4960;4970;5445;5450;5999,,,1EZY8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
E144Y6P6NLN9,"HOPE GROUP, LLC., THE",326284.93,2,ddg,,?,,,,,0,,0,,KLX INC,,,,
HJFAW5KCG7N7,"MAST TECHNOLOGIES, LLC",325739.75,4,ddg,,Active,Active,Manufacturer of Goods,339999,3399,2,326150;339999,0,,"SANDERS INDUSTRIES HOLDINGS, INC.",ARCLINE ENGINEERED POLYMER TOPCO GP LLC,5PN79,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
FVFNV3NERP36,"POWERSTAR, INC.",323611.0,5,ddg,,Active,Active,Manufacturer of Goods,335999,3359,5,334419;335311;335999;423610;541330,4,5895;6125;6130;6140,,,0ZAP8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JCBMLGPE6Z71,BOOZ ALLEN HAMILTON INC,322356.06,1,ddg,,Active,Active,,541512,5415,62,236220;334111;334220;334511;334512;334515;336412;336413;336419;336611;488111;488190;488999;512110;513210;518210;519290;522310;531390;541199;541211;541214;541219;541330;541370;541380;541420;541430;541511;541512;541513;541519;541611;541612;541613;541614;541618;541620;541690;541714;541715;541720;541810;541820;541850;541890;541910;541930;541990;561210;561410;561499;561621;561990;611310;611420;611430;611512;611513;611699;811111;813920,0,,BOOZ ALLEN HAMILTON HOLDING CORPORATION,,17038,N,For Profit Organization;Business or Organization
KP4JKHFBESJ7,CRESTCHIC INC,321703.95,2,ddg,,Inactive,Inactive,Foreign Owned,334515,3345,3,334515;532490;811310,3,6115;6150;6625,CRESTCHIC LTD,,7NQK4,N,Foreign Owned;For Profit Organization;Business or Organization
MYDWUALGXBL5,BIOMATED SOLUTIONS LLC,317435.0,8,ddg,,?,,,,,0,,0,,,,,,
MP94VMTR2DX4,Preece Incorporated,316358.0,4,ddg,,NO_RECORD,,,,,0,,0,,,,,,
E3WFXJMWH458,"ADVANCED THEODOLITE TECHNOLOGY, INC.",315236.86,4,ddg,,Active,Active,Subchapter S Corporation,541330,5413,12,333514;334513;488190;541330;541360;541370;541380;541511;541512;541614;541990;811310,0,,B2PE LLC,,1QUL0,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
T5PEM8N1QE25,AMRON INTERNATIONAL INC,314010.0,4,ddg,,Active,Active,Subchapter S Corporation,423490,4234,48,314999;315250;315990;316210;316990;325211;325412;326199;332216;332510;332999;333310;333912;333998;334220;334290;334419;334511;334516;334519;335132;335139;336320;336611;337215;339113;339115;339920;423410;423450;423460;423490;423690;423710;423720;423830;423840;423850;423990;424340;424350;444140;458110;459110;541611;541613;611430;811210,0,,,,6S753,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
TSJLBQWEYD73,CUSTOM MAGNETICS OF CALIFORNIA INCORPORATED,310548.0,2,ddg,,Active,Active,Subchapter S Corporation,335311,3353,1,335311,0,,,,6YN57,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
VM23NJLXLCK9,"G. O. CARLSON, INC.",310429.85,4,ddg,,Active,Active,Subchapter S Corporation,331110,3311,1,331110,0,,,,91012,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JM2GNDJLDWL5,ADVEX CORPORATION,310109.0,2,ddg,,Active,Active,Manufacturer of Goods,332312,3323,8,332312;332322;332420;332439;332721;332999;336611;337215,0,,,,9D415,N,For Profit Organization;Business or Organization;Manufacturer of Goods
WVERJSJEZ4U8,"LABORATORY TESTING, INC.",309649.01,3,ddg,,Active,Active,Limited Liability Company,541380,5413,5,332710;334519;541380;541512;541715,0,,"LTI INTERMEDIATE, LLC",KANBRICK HOLDINGS AIV LP,3Y255,N,For Profit Organization;Business or Organization;Limited Liability Company
PRNKGJL4NQH1,OMEGA ENGINEERING INC,309249.28,6,ddg,,Active,Active,Manufacturer of Goods,334513,3345,1,334513,0,,STRIDE ACQUISITIONCO LLC,ARCLINE HOLDINGS LLC,09AL6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HFL7UADKYZ52,"BARNHART NORTHEAST, INC.",307645.0,3,ddg,,Active,Active,,238990,2389,1,238990,0,,BARNHART CRANE AND RIGGING CO.,,57VN9,N,For Profit Organization;Business or Organization
CQLFMKPGRUQ3,"TEVET, LLC",303401.91,6,ddg,,Active,Active,Limited Liability Company,334515,3345,25,325412;325998;333248;333996;333998;334111;334112;334118;334290;334412;334413;334417;334418;334419;334513;334514;334515;334516;335999;336413;336992;336999;339999;423430;423830,0,,,,34SR4,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Limited Liability Company;Service-Disabled Veteran-Owned Business
H3NAF151Y5A4,"RICHARDSON ELECTRICAL CO., INC.",303172.52,6,ddg,,Active,Active,,238210,2382,4,238210;238290;336611;541330,1,N059,,,07SP1,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;DOT Certified DBE
D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",302441.6,2,ddg,,Active,Active,Manufacturer of Goods,333413,3334,5,325110;325199;325998;333413;424690,2,4230;6850,FILTRATION GROUP CORPORATION,MADISON INDUSTRIES US HOLDINGS CORPORATION,0FMB1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
VWKKJWTHS2W4,"AIR MANAGEMENT SOLUTIONS, LLC",302000.0,3,ddg,,Inactive,Inactive,Limited Liability Company,238220,2382,1,238220,9,H199;H341;H945;J045;K045;L043;N041;N043;N045,,,567Y2,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company
V62NC51F7YV1,UNIVERSITY OF DAYTON,301923.0,3,ddg,,Active,Active,,541330,5413,7,332993;541330;541380;541420;541715;541720;611310,2,AC11;R425,,,50280,N,Private University or College;Other Not For Profit Organization;Business or Organization;Educational Institution
MTDAPRCB1BJ1,"JETSTREAM OF HOUSTON, LLP",301246.55,4,ddg,,Active,Active,Manufacturer of Goods,532490,5324,4,333248;333996;488490;532490,3,3825;J047;W099,FEDERAL SIGNAL CORP,,56570,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
TCFSL93JH8Y9,"GRYPHON MARINE, LLC",300000.0,2,ddg,,Active,Active,,541512,5415,35,334220;334511;334519;336611;336612;336999;541310;541330;541340;541410;541430;541511;541512;541513;541519;541611;541612;541613;541614;541618;541620;541690;541715;541910;541990;561110;561210;561311;561312;561320;561330;561410;611420;811490;928110,0,,"MANTECH ADVANCED SYSTEMS INTERNATIONAL, INC.","CARLYLE PARTNERS VIII HOLDINGS IV, L.P.",5K449,N,For Profit Organization;Business or Organization
DQ8FL1MAR4K5,"NAVAL AND MARITIME CONSORTIUM, INC.",300000.0,1,ddg,,?,,,,,0,,0,,,,,,
ED16VKVTCHC8,ECI DEFENSE GROUP INC,299984.52,1,ddg,,Active,Active,Subchapter S Corporation,423860,4238,10,332911;333310;333914;334416;336413;423710;423860;425120;488190;921190,0,,,,3SDB5,N,For Profit Organization;Business or Organization;Subchapter S Corporation
R71XN254HA36,AKRON BRASS COMPANY,298618.0,6,ddg,,Active,Active,Manufacturer of Goods,332919,3329,3,332919;336320;423850,0,,IDEX CORPORATION,,00912,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DTCND1MN7J15,ASPEQ HEATING GROUP LLC,297880.58,9,ddg,,Active,Active,Manufacturer of Goods,333414,3334,1,333414,1,4520,"SPX ENTERPRISES, LLC","SPX TECHNOLOGIES, INC.",1KXR8,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",297472.0,2,ddg,,Active,Active,Manufacturer of Goods,334111,3341,4,334111;334418;334511;334515,0,,,,0VGU1,N,For Profit Organization;Business or Organization;Manufacturer of Goods
L6EMG925NF78,KADANT UNAFLEX LLC,296055.0,7,ddg,,Active,Active,Manufacturer of Goods,326220,3262,4,326220;326299;332996;332999,5,3990;4720;9320;9390;9999,KADANT INC,,6VLZ1,N,For Profit Organization;Business or Organization;Small Business Joint Venture;Limited Liability Company;Manufacturer of Goods
VV9KH3L99VE3,INTERNATIONAL BUSINESS MACHINES CORPORATION,293823.1,1,ddg,,Active,Active,Manufacturer of Goods,541519,5415,19,334111;334112;513210;518210;532420;541511;541512;541513;541519;541611;541612;541614;541618;541690;541990;561990;611420;611430;611513,0,,,,17YT5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C1PGRWC26153,EXLAR CORPORATION,292320.0,2,ddg,,Active,Active,Manufacturer of Goods,335312,3353,1,335312,0,,"CURTISS-WRIGHT CONTROLS INTEGRATED SENSING, INC.",,1KHV0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
SBJMSMKJ9M93,"Fitchburg Welding Co., Inc.",291817.0,6,ddg,,Active,Active,Subchapter S Corporation,332999,3329,7,332410;332420;332439;332999;333131;333132;333611,0,,,,6R422,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
KHN9PQ6VZ756,MIDSTATE INDUSTRIAL SUPPLY INC,291700.0,4,ddg,,Inactive,Inactive,,424690,4246,1,424690,2,8010;8040,,,65JX4,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
M2XAYNY2P889,"POWELL ELECTRONICS, INC.",291165.42,3,ddg,,Active,Active,Manufacturer of Goods,334417,3344,7,334417;334419;335313;335931;335999;423610;423690,0,,,,20441,N,For Profit Organization;Business or Organization;Manufacturer of Goods
RL6KA2EUSUC8,ABACUS INDUSTRIES INC,291033.37,5,ddg,,Active,Active,,423690,4236,6,423430;423610;423690;423710;423830;423840,0,,,,365J0,N,For Profit Organization;Business or Organization
RNWJCAQL4ZD7,"EIMC, LLC",290000.0,3,ddg,,Inactive,Inactive,Limited Liability Company,524291,5242,1,524291,0,,,,8D1L8,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company
YFAKM74HKAT9,"RZ DESIGN ASSOCIATES, INC",289500.0,2,ddg,,Inactive,Inactive,Subchapter S Corporation,541330,5413,1,541330,3,C221;C222;C223,,,6MDB9,N,For Profit Organization;Business or Organization;Subchapter S Corporation
M1BVCGDKJ1L7,RAYTHEON COMPANY,287229.0,2,ddg,,Active,Active,Manufacturer of Goods,334511,3345,3,334511;541330;541715,0,,RAYTHEON COMPANY,RTX CORPORATION,94404,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FMNVM66XGFY7,"WIND RIVER SYSTEMS, INC.",286500.0,2,ddg,,Active,Active,Foreign Owned,513210,5132,1,513210,0,,"WOLFHOUND HOLDINGS, INC.",APTIV PLC,0S7V9,N,Foreign Owned;For Profit Organization;Business or Organization
GMBZL1B9YMW9,AW GIFFORD INC,286291.1,7,ddg,,Active,Active,,561622,5616,4,423710;423850;444140;561622,0,,,,3Z950,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization
V6JXCLR8QR37,RHINESTAHL CORPORATION,286220.0,4,ddg,,Active,Active,Manufacturer of Goods,336412,3364,16,332216;332322;332510;332618;332710;332721;332722;332813;332999;333515;333517;333519;333611;333618;336412;336413,0,,,,5QE71,N,For Profit Organization;Business or Organization;Manufacturer of Goods
UQAZXXVGB933,"SYSTEMS INTERFACE, INC.",284491.0,9,ddg,,Active,Active,Subchapter S Corporation,335314,3353,3,334513;335314;541330,0,,,,1ENP8,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
YLQMY5SGNE55,3M COMPANY,284441.63,3,ddg,,Active,Active,Manufacturer of Goods,325520,3255,28,212319;238160;323111;325320;325414;325510;325520;325612;325998;326130;327910;332510;334290;334417;334513;334516;334519;335921;335932;339113;339114;339115;339950;541330;541519;541611;541715;811111,0,,,,76381,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DCCUGA3QXCY5,"RIESBECK CONTRACTING, INC",282122.0,2,ddg,,NO_RECORD,,,,,0,,0,,,,,,
X25CWCMUL417,"CARLLO, INC.",280000.0,2,ddg,,Active,Active,Subchapter S Corporation,238220,2382,1,238220,6,J045;K045;L045;N045;Z1NB;Z2NB,,,3GK01,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
NK1RB5VKXES9,DETROIT SWITCH INC,278257.92,9,ddg,,Active,Active,Subchapter S Corporation,335313,3353,2,335313;335314,0,,,,19278,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
FH8KQEYJMGL3,LORD CORPORATION,277339.0,2,ddg,,Active,Active,Manufacturer of Goods,326299,3262,7,326299;332991;332994;336412;336413;336419;336992,0,,PARKER-HANNIFIN CORPORATION,,76005,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XNR9ZJ9VKZG5,"TEMEKU TECHNOLOGIES, INC.",277250.0,1,ddg,,?,,,,,0,,0,,,,,,
GMK1MSRKPVA9,ALFA LAVAL INC,276960.18,3,ddg,,Active,Active,Manufacturer of Goods,332410,3324,4,332410;336611;423830;811310,0,,ALFA LAVAL U.S. HOLDING INC.,ALFA LAVAL AB,6K044,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
FREEMCLKFXE3,BATH IRON WORKS CORPORATION,276163.09,3,ddg,,Active,Active,Manufacturer of Goods,336611,3366,2,336611;541330,0,,,,70876,N,For Profit Organization;Business or Organization;Manufacturer of Goods
PCELDZMEAL25,"MICROPORE, INC.",274035.0,2,ddg,,Active,Active,Manufacturer of Goods,326199,3261,2,326199;339920,3,4220;4240;6810,,,1STE2,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DKLBZLX4D674,"L&C PROTEC, INC.",273000.0,1,ddg,,Active,Active,Subchapter S Corporation,236210,2362,20,236210;236220;238210;238220;313320;314910;326150;332311;332994;333415;334512;334513;334519;335311;335999;336413;423730;488999;493110;493190,0,,,,0F052,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
EWDVBA6GPR39,PAVION CORP.,270000.0,1,ddg,,Active,Active,,238210,2382,44,236220;238210;238290;238390;238990;332618;334111;334118;334210;334220;334290;334310;334419;334511;334512;334519;335999;337212;339112;339999;423410;423430;423610;423690;423850;449210;512290;517121;517810;541330;541340;541350;541490;541511;541512;541513;541519;541611;541690;541990;561611;561621;561622;811210,1,6710,"CITADEL SYSTEMS INTERMEDIATE, LLC",CITADEL SYSTEMS INTEGRATION HOLDINGS LLC,0F4N9,N,For Profit Organization;Business or Organization
LGEFMM39NGN4,ANIXTER INC,269360.0,3,ddg,,Active,Active,,423610,4236,3,334290;335999;423610,0,,"WESCO DISTRIBUTION, INC.","WESCO INTERNATIONAL, INC",1S3E3,N,For Profit Organization;Business or Organization
GN84UHWZJMR8,"DAYTON T. BROWN, INC.",268800.0,17,ddg,,Active,Active,Manufacturer of Goods,541715,5417,20,221118;332992;332994;334513;334515;334519;336212;336411;336413;336992;488190;493190;541330;541380;541512;541519;541690;541715;541990;561613,0,,,,96362,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ZVCNH5GL1Z83,Core Active Fixed Income,268016.0,4,ddg,,NO_RECORD,,,,,0,,0,,,,,,
E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,266494.96,6,ddg,,Active,Active,Subchapter S Corporation,335311,3353,4,335311;335313;335314;335999,2,2040;6210,,,30753,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Hispanic American Owned;Subchapter S Corporation
PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,264842.0,8,ddg,,Active,Active,,541330,5413,22,325920;325998;332992;332993;332994;334220;334511;334516;336413;541330;541360;541380;541511;541512;541611;541620;541690;541714;541715;541720;541990;611430,0,,,,26401,N,Non-Profit Organization;Business or Organization
V7GQF5M7C667,SOUTHERN GEAR & MACHINE INC,264425.32,7,ddg,,Active,Active,Manufacturer of Goods,333612,3336,3,333612;336412;336413,0,,,,01351,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods
CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,263830.0,6,ddg,,NO_RECORD,,,,,0,,0,,,,,,
WCDSL3DNJLY1,GOVERNMENT SECURE SOLUTIONS CGI INC.,263778.0,2,ddg,,?,,,,,0,,0,,CGI FEDERAL INC.,CGI GROUP INC,,,
E844ZKYNKDX4,"MECS, INC.",262435.0,4,ddg,,Active,Active,,541330,5413,3,333414;423830;541330,0,,ELESSENT CLEAN TECHNOLOGIES INC.,,1XSR7,N,For Profit Organization;Business or Organization
CAAPQGM9QL17,SOUTH BAY CABLE CORP.,261000.0,2,ddg,,NO_RECORD,,,,,0,,0,,,,,,
KW5KQJB1FJL7,"S.R. MARTIN GROUP, LLC",258757.0,1,ddg,,NO_RECORD,,,,,0,,0,,,,,,
GU9WXNREUPZ1,FORENTA LP,256637.0,9,ddg,,Active,Active,Manufacturer of Goods,333310,3333,1,333310,0,,,,11023,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CEZLBLUFVYT9,"BITTWARE, INC.",254352.0,2,ddg,,Inactive,Inactive,Manufacturer of Goods,334111,3341,4,334111;334418;541512;541519,0,,"MOLEX, LLC","KOCH INDUSTRIES, INC.",0ZAY4,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,253666.96,4,ddg,,Active,Active,Subchapter S Corporation,334419,3344,2,334419;335999,0,,,,25531,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",252053.4,2,ddg,,Active,Active,Manufacturer of Goods,334220,3342,6,334220;334290;513210;517810;541519;811210,0,,,,78205,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,251854.94,5,ddg,,Active,Active,Manufacturer of Goods,334519,3345,5,332999;333248;333310;334513;334519,6,H152;H252;H352;H952;J052;K052,,,0A7J5,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",249420.4,1,ddg,,?,,,,,0,,0,,,,,,
CVJTFQR1LB55,"NORTHEAST STEEL STRUCTURES, LLC",249189.0,1,ddg,,?,,,,,0,,0,,,,,,
U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,247207.25,8,ddg,,Active,Active,Limited Liability Company,238990,2389,9,213112;237310;238110;238910;238990;336611;488390;812930;813990,0,,,,7V4P7,N,For Profit Organization;Business or Organization;Limited Liability Company
K7WHM32LWU64,"IVEY'S CONSTRUCTION, INC.",244425.0,1,ddg,,Active,Active,Subchapter S Corporation,236220,2362,3,236210;236220;237130,0,,"KEVIN W. IVEY HOLDINGS, INC",,0CUP2,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
D3QJN3GXFR53,"LINCOLN ELECTRIC AUTOMATION, INC.",244335.0,3,ddg,,Active,Active,Manufacturer of Goods,332312,3323,4,332312;332710;332999;333992,0,,LINCOLN ELECTRIC HOLDINGS INC,,26560,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",243821.0,1,ddg,,Active,Active,,334220,3342,20,334220;334290;334416;334419;334511;334513;335999;336611;336612;423690;488190;488310;488330;488390;517410;541330;541512;541519;541690;811310,0,,,,82692,N,For Profit Organization;Business or Organization
N3K7U4MKPSE4,"J & R TOOL, INC",243627.0,1,ddg,,Active,Active,Subchapter S Corporation,332710,3327,23,332114;332312;332322;332323;332439;332510;332618;332710;332721;332722;332811;332812;332813;333514;333515;336612;336992;337110;339950;339991;339999;423510;541715,0,,,,03LK9,N,Minority-Owned Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Native American Owned;American Indian Owned;Service-Disabled Veteran-Owned Business;Subchapter S Corporation
W7FFRAVN1DA9,"SECURESTRUX, LLC",242720.0,1,ddg,,Active,Active,Limited Liability Company,541519,5415,9,541310;541330;541511;541512;541513;541519;541690;541715;611420,0,,,,6WG89,N,For Profit Organization;Business or Organization;Limited Liability Company
F1N2KDGBDTU8,"DLT SOLUTIONS, LLC",242098.06,4,ddg,,Active,Active,Limited Liability Company,423430,4234,12,334111;334112;423430;513210;518210;532420;541511;541512;541513;541519;611420;811210,0,,TD SYNNEX CORPORATION,,0S0H9,N,For Profit Organization;Business or Organization;Limited Liability Company
JZXZSN3BBL98,SIEMENS INDUSTRY INC,241616.96,3,ddg,,Active,Active,Manufacturer of Goods,236220,2362,34,221111;221118;236220;237130;238210;238220;238290;238910;238990;333414;334220;334290;334419;334512;334513;335311;335313;335314;335910;335999;423390;423610;423690;532210;541330;541512;541513;541519;541620;541690;541990;561210;561621;811310,0,,SIEMENS CORPORATION,SIEMENS AKTIENGESELLSCHAFT,1HLQ3,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
GJEUJECUQNN6,L-3 CHESAPEAKE SCIENCES CORPORATION,241345.8,1,ddg,,NO_RECORD,,,,,0,,0,,,,,,
WDZDHBA8ZJX8,"Airgas Usa, LLC",241166.97,2,ddg,,NO_RECORD,,,,,0,,0,,,,,,
ZYRVDBTNPD25,UNITED REFRIGERATION INC,240508.78,2,ddg,,Active,Active,,423740,4237,3,333415;423730;423740,0,,,,47WX9,N,For Profit Organization;Business or Organization
CBY1P9UHMVK1,"D.S. SEWING, INC.",235923.32,5,ddg,,Inactive,Inactive,Subchapter S Corporation,314910,3149,2,314910;541420,1,8340,,,00GB3,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
FECPDA1S8WJ1,D. W. BOYD CORPORATION,233751.07,4,ddg,,Active,Active,Subchapter S Corporation,811310,8113,15,336611;336612;423440;423450;423620;423740;423830;423840;423850;423990;424990;811310;811412;811490;812320,24,2090;3510;3590;3605;4110;5905;5910;5930;5945;5950;J020;J035;J041;J073;L001;L020;L035;L036;L041;L073;N020;N035;N041;N073,,,0FAL3,N,For Profit Organization;Business or Organization;Subchapter S Corporation
MFGMH9R7GMG3,"FORCE 3, LLC",233053.31,5,ddg,,Active,Active,,334111,3341,34,332999;334111;334112;334118;334210;334220;334290;334310;334419;334515;334517;335931;335932;335999;339114;423430;423450;423490;423690;513210;532420;541330;541490;541511;541512;541513;541519;541611;541618;541690;541990;561110;611420;811210,0,,CDW GOVERNMENT LLC,CDW CORPORATION,0TC84,N,For Profit Organization;Business or Organization
C59LDR2KN4U6,"Fin-Tech, Inc.",232024.0,10,ddg,,Active,Active,Subchapter S Corporation,332813,3328,1,332813,0,,,,1DN95,N,For Profit Organization;Business or Organization;Subchapter S Corporation
KFF4DTT9LFJ3,"KELLY CONTAINER, INC.",232000.0,2,ddg,,Inactive,Inactive,,531120,5311,2,484110;531120,0,,,,1U8M7,N,For Profit Organization;Women-Owned Small Business (WOSB) Joint Venture eligible under the WOSB Program;Business or Organization
