rank,uei,vendor,foreign,amount_M_lifetime,records,fy_count,fys,piid_count,piids
133,CELUQLJ64TZ9,"MARCH ELECTRONICS, INC.",,11.2420,100,13,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",6,"N0002413C5314,N0002415C5332,N0002420C5310,N0002420C5380,N0002423C5325,N0002424C5324"
134,VVQ8NPGU36B7,MISSION SOLUTIONS LLC,,11.0429,23,2,"2024,2025",4,"N0002413C5116,N0002413C5132,N0002419C5102,N0002420C5105"
135,YVBHN7GKLQ44,"GLENAIR, INC.",,11.0220,58,12,"2013,2014,2015,2018,2019,2020,2021,2022,2023,2024,2025,2026",11,"N0002413C5314,N0002413C5325,N0002414C5106,N0002414C5114,N0002419C4452,N0002420C5310,N0002420C5380,N0002421C5393,N0002422C5500,N0002424C5324,N0025324F0016"
136,XBPBNLMJ3QP4,KYOCERA CORPORATION,,10.9652,16,1,2025,1,N0002420C5519
137,HA12C222DC59,"SKYWORKS SOLUTIONS, INC.",,10.7254,14,4,"2019,2020,2021,2022",1,N0002414C5114
138,CF35WM68N343,RAYCO ELECTRONIC MFG.INC.,,10.6127,22,5,"2019,2020,2022,2023,2024",2,"N0002415C5332,N0002420C5310"
139,N1PJDANWUJ61,SCOT FORGE COMPANY,,10.5784,16,9,"2013,2015,2016,2017,2018,2019,2020,2021,2025",5,"N0002412C5311,N0002415C4103,N0002418C2307,N0017415C0009,N0017419C0004"
140,Q6U3PVL5BND8,"N T M, INC.",,10.4871,57,13,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",6,"N0002413C5314,N0002420C5380,N0002421C5393,N0002424C5324,N0017415C0009,N0017419C0004"
141,TCCLSQU7ZMW5,ITT INC.,,10.4151,26,9,"2014,2015,2017,2018,2019,2020,2021,2022,2023",6,"N0002413C5314,N0002413C5325,N0002414C5106,N0002414C5114,N0002420C5380,N0002422C5500"
142,GXAYGRWJPQK6,"DUCOMMUN LABARGE TECHNOLOGIES, INC.",,10.2447,1,1,2024,1,N0002422C5500
143,VBRHLB2HLEM4,CECO ENVIRONMENTAL CORP,,10.2189,12,3,"2023,2024,2025",2,"N0002418C2307,N0002423C2307"
144,KSNCG291YU48,"CRISTEK INTERCONNECTS, LLC",,10.1620,10,7,"2019,2021,2022,2023,2024,2025,2026",1,N0002422C5500
145,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,9.9656,28,9,"2017,2018,2019,2020,2022,2023,2024,2025,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
146,K1K5EKJ2KK29,RHINESTAHL CORPORATION,,9.7646,44,8,"2016,2017,2019,2020,2021,2022,2023,2024",8,"N0001918C1007,N0002412C5311,N0002413C2307,N0002420C5300,N0002420C5380,N0002421C5393,N0017415C0009,N0017419C0004"
147,HNBVLFD51NM9,"MTK ELECTRONICS, INC.",,9.6663,52,10,"2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",5,"N0002414C5106,N0002414C5114,N0002417C4109,N0002420C5105,N0025324F0016"
148,J8WCYWJQKJE9,"AVNET, INC.",,9.6487,85,11,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",10,"N0002414C5106,N0002414C5114,N0002415C5228,N0002417C4109,N0002420C5105,N0002421C5393,N0002422C5500,N0017415C0009,N0017419C0004,N0025324F0016"
149,SQRKBV7ET8S9,ALFA LAVAL AB,,9.5603,16,5,"2019,2020,2021,2022,2023",3,"N0002413C2307,N0002418C2307,N0002422C4485"
150,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,9.4465,76,9,"2015,2019,2020,2021,2022,2023,2024,2025,2026",5,"N0002413C2307,N0002413C5325,N0002418C2307,N0002419C4452,N0002423C2307"
151,DQ35GXAUTW61,"INDUSTRIAL CORROSION CONTROL, INC.",,9.1057,29,5,"2021,2022,2023,2025,2026",2,"N0002413C2307,N0002418C2307"
152,DPRHABDR4A45,"ATESSA, INC",,9.0797,9,3,"2018,2019,2020",1,N0002416C5103
153,S7HXJ97WWKT5,"FIBER SYSTEMS INTERNATIONAL, INC.",,8.9276,19,5,"2022,2023,2024,2025,2026",1,N0002422C5500
154,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,,8.9037,35,9,"2018,2019,2020,2021,2022,2023,2024,2025,2026",4,"N0002411C2307,N0002413C2307,N0002418C2307,N0002420C4468"
155,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",,8.8323,5,3,"2021,2023,2025",1,N0002422C5500
156,ZVFUENFF77T1,TOTALENERGIES SE,,8.8032,11,3,"2024,2025,2026",4,"N0002418C2307,N0002420C5380,N0002421C5393,N0002424C5324"
157,E57FS3E4CQ19,ENGINEERED COIL COMPANY,,8.7524,13,2,"2023,2024",4,"N0002418C2307,N0002419C2322,N0002419C4452,N0002423C2307"
158,EVZMB1757DW5,"STEELFAB, INC.",,8.7030,1,1,2022,1,N0002418C2307
159,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,8.6342,68,4,"2019,2023,2024,2025",3,"N0002413C2307,N0002418C2307,N0002423C2307"
160,HWLGUR28KMS6,APPLETON MARINE INC,,8.6232,13,3,"2024,2025,2026",2,"N0002418C2307,N0002423C2307"
161,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,8.6142,46,8,"2018,2019,2020,2021,2022,2023,2024,2025",3,"N0002413C2307,N0002418C2307,N0002423C2307"
162,X4UMAJJTMS97,"GERMANE SYSTEMS, LC",,8.5347,3,1,2020,2,"N0002415C5228,N0002420C5605"
163,SRYMAMZMUVC8,ITRON CORPORATION (DEL),,8.5083,19,4,"2019,2020,2021,2022",1,N0002414C5114
164,SL6NLJ9UC1Y3,FALSTROM COMPANY,,8.2919,4,3,"2018,2019,2026",2,"N0002414C5114,N0002420C5519"
165,D57NSHMC6Z47,"HUTCHINSON MANUFACTURING, INC.",,8.2906,35,9,"2013,2014,2015,2017,2018,2019,2020,2021,2022",5,"N0002412C5311,N0002413C5314,N0002413C5325,N0002420C5380,N0017415C0009"
166,GV95CCPKRQX1,"FEDTECH, INC.",,8.2209,93,13,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",8,"N0002412C5311,N0002413C5314,N0002413C5325,N0002415C4103,N0002420C5380,N0002424C5324,N0017415C0009,N0017419C0004"
167,JJMSRWKWWQ87,NIBCO INC.,,8.2147,36,3,"2020,2021,2022",1,N0002418C2307
168,UWTUDYBNL9D9,CEC COMPUTING INC,,8.1962,37,4,"2020,2021,2022,2023",2,"N0002413C5116,N0002416C5103"
169,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",,8.1278,2,2,"2021,2022",2,"N0002418C2305,N0002418C2307"
170,XE6GMDJNHQT7,AMPCO-PITTSBURGH CORPORATION,,8.0527,12,2,"2019,2020",1,N0002418C2307
171,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,7.9216,23,8,"2018,2019,2020,2021,2022,2023,2024,2025",7,"N0002413C2305,N0002413C2307,N0002414C5114,N0002418C2307,N0002419C4452,N0002422C5500,N0017419C0004"
172,C8RHMP5H2FR7,"PNY TECHNOLOGIES, INC.",,7.8362,8,5,"2018,2020,2021,2024,2025",2,"N0002414C5114,N0002420C5605"
173,CMGLLVFSFYL3,"HYBRID SOURCES, INC.",,7.8256,14,3,"2019,2020,2021",1,N0002414C5114
174,JCBMC726D155,BOGUE SYSTEMS INC,,7.7734,26,5,"2022,2023,2024,2025,2026",3,"N0002418C2307,N0002419C2322,N0002423C2307"
175,CD2FBNHK3ME1,"ARROW ELECTRONICS, INC.",,7.7361,10,2,"2024,2025",3,"N0002417C4109,N0002420C5605,N0025324F0016"
176,PDZ9LHNSJXN4,YYK ENTERPRISES OPERATIONS LLC,,7.7011,3,1,2021,1,N0002420C4400
177,CNNMP74968J4,MARTIN RESOURCE MANAGEMENT CORPORATION,,7.6091,10,3,"2018,2022,2023",2,"N0002411C2307,N0002413C2307"
178,KS1DHJKB2V54,SIGNATURE AVIATION PLC,,7.5345,7,3,"2018,2019,2020",1,N0002414C5114
179,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,,7.4293,31,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",6,"N0002413C5325,N0002415C5228,N0002417C4109,N0002420C5310,N0002422C5500,N0002423C5325"
180,Z6Q7SVHPK8P5,"BORG DESIGN, INC.",,7.4234,7,2,"2022,2023",1,N0002422C5500
181,LRNPUBGWKNA1,PORT ELECTRONICS CORPORATION,,7.3846,34,7,"2019,2020,2022,2023,2024,2025,2026",3,"N0002414C5106,N0002414C5114,N0002422C5500"
182,SMLSDML8NKE4,ELECTROMET CORPORATION,,7.3170,15,3,"2023,2024,2025",3,"N0002420C5105,N0002420C5605,N0025324F0016"
183,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",,7.1855,39,7,"2018,2019,2020,2021,2022,2023,2024",3,"N0002411C2307,N0002411C4408,N0002418C2307"
184,Q4J5MACCLQR3,"MICRO-MODE PRODUCTS, INC.",,7.0572,9,4,"2020,2022,2023,2024",1,N0002422C5500
185,WNDYZX3ALFB1,COMARK LLC,,6.9847,12,5,"2020,2022,2023,2024,2025",2,"N0002420C5605,N0025324F0016"
186,G3KMHX33NMQ8,CARTRIDGE ACTUATED DEVICES INC,,6.8930,7,4,"2023,2024,2025,2026",3,"N0002420C5380,N0002421C5393,N0002424C5324"
187,JBMKQ8ZH6FN9,"DOVER PUMPS & PROCESS SOLUTIONS SEGMENT, INC.",,6.7393,32,7,"2017,2018,2019,2020,2021,2022,2023",7,"N0002413C2307,N0002414C4313,N0002415C5228,N0002418C2305,N0002418C2307,N0002422C4485,N0002422C5500"
188,W3JAYMPSP864,"REMTEC, INCORPORATED",,6.6518,9,5,"2021,2022,2023,2024,2026",1,N0002422C5500
189,N8XXNTTKKU55,"ARROW ELECTRONICS, INC.",,6.6489,50,8,"2019,2020,2021,2022,2023,2024,2025,2026",1,N0002422C5500
190,KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",,6.6335,13,5,"2019,2020,2022,2023,2025",2,"N0002415C5228,N0002422C5500"
191,NECUC7NJ1UZ5,"AJ'S POWER SOURCE, INC.",,6.6061,13,5,"2020,2021,2023,2024,2025",1,N0002420C5605
192,CDYFHMTAZWN9,VIDEO DISPLAY CORP,,6.5348,6,3,"2023,2024,2025",1,N0002420C5605
193,HLFDNJU7KXJ1,BOGUE SYSTEMS INC.,,6.5279,17,4,"2019,2020,2021,2022",2,"N0002413C2307,N0002418C2307"
194,CK4FF75JLQS8,ELECTRO SWITCH BUSINESS TRUST,,6.5092,41,11,"2014,2015,2018,2019,2020,2021,2022,2023,2024,2025,2026",5,"N0002413C5314,N0002413C5325,N0002420C5380,N0002421C5393,N0002424C5324"
195,Q8Y9N1NF7N33,"FONTAINE COMMERCIAL TRAILER, INC.",,6.3997,1,1,2024,1,N0002423C5325
196,KZA5CX3J8KE8,CARLYLE HOLDING CORP,,6.3982,34,4,"2023,2024,2025,2026",2,"N0002418C2307,N0002422C4485"
197,JQ22KVJNANT9,SAFRAN,,6.3894,15,6,"2016,2018,2019,2020,2021,2022",4,"N0002415C5332,N0002420C5310,N0017415C0009,N0017419C0004"
198,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",,6.2614,52,7,"2019,2020,2021,2022,2023,2024,2025",5,"N0002413C2307,N0002418C2307,N0002419C2322,N0002419C4452,N0002423C2307"
199,YND8DQMYF5L6,SYSTEMS ENGINEERING & MANAGEMENT COMPANY,,6.2388,15,5,"2017,2018,2019,2020,2021",2,"N0002414C5106,N0002414C5114"
200,FSCFKJMXU1X8,API TECHNOLOGIES CORP.,,6.2315,16,5,"2019,2020,2021,2022,2023",3,"N0002414C5106,N0002414C5114,N0002422C5500"
201,MDTGPS4LMMR5,NCS TECHNOLOGIES INC,,5.9703,3,2,"2024,2025",1,N0025324F0016
202,UR1EVYZH84D5,"ARC TECHNOLOGY SOLUTIONS, LLC",,5.9513,7,4,"2022,2023,2024,2025",1,N0002422C5500
203,C6JLNHMRYZ84,"TTM TECHNOLOGIES, INC.",,5.9389,6,4,"2020,2021,2024,2026",1,N0002422C5500
204,QEHMNH93DYH6,"INNOVATIVE DEFENSE TECHNOLOGIES, LLC",,5.9296,20,5,"2018,2019,2020,2021,2023",2,"N0002416C5103,N0002420C5105"
205,GGSLGRB5KXM6,PON HOLDINGS B.V.,,5.8701,11,2,"2018,2019",3,"N0002411C2307,N0002413C2307,N0002418C2307"
206,H7DBZ25EQ9F6,"DIVERSIFIED MACHINING, INC.",,5.8664,43,8,"2018,2019,2020,2021,2022,2023,2024,2025",3,"N0002415C5332,N0002420C5310,N0002423C5325"
207,FBRSJB6V4LW8,"TELEDYNE BROWN ENGINEERING, INC.",,5.8593,1,1,2024,1,N0002422C5500
208,J13LTHC2FKL5,AI CONVOY & CY S.C.A.,,5.8361,3,1,2021,1,N0002414C5114
209,XJTAAHL58NB6,"EASTERN SHIPBUILDING GROUP, INC.",,5.6496,3,1,2025,1,N0002418C2307
210,HRWVLG2TBLM3,"BVH, INC.",,5.5929,12,3,"2020,2021,2022",1,N0002415C5151
211,VYX7EB53JLK5,KEY TRONIC CORPORATION,,5.5882,33,12,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2026",6,"N0002413C5314,N0002413C5325,N0002420C5380,N0002424C5324,N0017415C0009,N0017419C0004"
212,MX63C2VRKCJ6,HOUDSTERMAATSCHAPPIJ WILG B.V.,,5.5405,21,5,"2019,2020,2021,2022,2023",5,"N0002413C2307,N0002414C5106,N0002414C5114,N0002418C2307,N0002420C4400"
213,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",,5.5244,18,4,"2019,2020,2021,2023",4,"N0002413C2307,N0002414C5114,N0002418C2307,N0002419C2322"
214,CMBCUGPEBNN9,BURTEK HOLDINGS INC.,,5.4830,1,1,2020,1,N0002415C5332
215,VN78DKXXYG27,FIKE CORPORATION,,5.4549,32,10,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022",4,"N0002413C5314,N0002413C5325,N0002420C5380,N0002421C5393"
216,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",,5.3461,12,6,"2020,2021,2022,2024,2025,2026",2,"N0002413C2307,N0002418C2307"
217,E5K9VR2A1MW9,BAE SYSTEMS PLC,,5.3345,20,4,"2018,2019,2021,2022",4,"N0001918C1061,N0002411C2309,N0002413C2307,N0002420C4400"
218,UAU7A9AJADY9,"SIEMENS INDUSTRY, INC.",,5.3215,5,4,"2023,2024,2025,2026",1,N0002417C4109
219,H8EMU1KBTBE7,"RIVERSIDE MACHINE & ENGINEERING, INC.",,5.3109,3,1,2022,1,N0002422C5500
220,RMLGMBGNPCC8,"KINGSBURY, INC.",,5.2217,13,6,"2019,2021,2022,2023,2025,2026",3,"N0002413C2307,N0002418C2305,N0002418C2307"
221,H5LMK955XVK1,"TPG CAPITAL MANAGEMENT, L.P.",,5.2130,9,5,"2019,2020,2021,2022,2023",4,"N0002413C5116,N0002414C5106,N0002417C4109,N0002420C5310"
222,SEZ7PS2YGJ47,"HANWHA SYSTEMS CO.,LTD.",Yes,5.2048,4,3,"2022,2023,2024",1,N0002419C5102
223,CR5ZGBN84NF3,"DARLING INDUSTRIES, INC.",,5.1630,11,8,"2014,2015,2016,2017,2020,2021,2022,2023",3,"N0002413C5314,N0002413C5325,N0002420C5380"
224,TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,,5.1381,10,2,"2023,2025",2,"N0002418C2307,N0002423C2307"
225,RA8BS6AS7V54,GOODWIN STEEL CASTINGS LIMITED,Yes,5.0745,2,1,2025,1,N0002423C2307
226,P2LKC7KAFFR2,"FAIRMOUNT AUTOMATION, INC.",,5.0675,11,5,"2018,2020,2021,2023,2024",4,"N0002414C5106,N0002414C5114,N0002419C2322,N0002420C5105"
227,C221PQMU9CN3,QUALITY PACIFIC MANUFACTURING INC.,,4.9815,7,4,"2020,2021,2022,2023",1,N0002420C5605
228,FMMAEB6M4C29,SEA WIRE AND CABLE INC,,4.9726,76,8,"2019,2020,2021,2022,2023,2024,2025,2026",4,"N0002415C5332,N0002420C5310,N0002421C5393,N0002424C5324"
229,CJCQB4PYB943,RELIANCE STEEL & ALUMINUM CO.,,4.9228,1,1,2022,1,N0002418C2307
230,JCZMSDNMSW57,"AMP UNITED, LLC",,4.8719,13,2,"2021,2023",2,"N0002420C4400,N0002422C4485"
231,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,,4.8026,25,5,"2018,2019,2020,2022,2023",3,"N0002413C2307,N0002418C2307,N0002422C5500"
232,HL21YDGJDTH5,TTM TECHNOLOGIES NORTH AMERICA LLC,,4.7257,2,2,"2022,2026",1,N0002422C5500
233,H6XZGGE3NEL5,ELECTRO-METHODS INC,,4.7210,8,3,"2020,2022,2025",2,"N0001918C1007,N0001918C1061"
234,D2J1SSHB5EB7,THE HELLAN STRAINER CO,,4.6424,12,4,"2023,2024,2025,2026",2,"N0002418C2307,N0002423C2307"
235,H3LCS4ZA7X53,"ENCORE COMPOSITE HOLDINGS, INC",,4.6295,6,4,"2015,2016,2017,2018",1,N0002413C5325
236,FW1UZ1LGHAX6,"TRANSCON TECHNOLOGIES, LLC",,4.6098,5,4,"2020,2021,2022,2024",1,N0002422C5500
237,C1UKFVCAPFB6,GLOBAL INNOVATION CORP.,,4.6002,14,4,"2018,2019,2020,2021",1,N0002414C5114
238,RNDDKACH69Z4,MAGNETIKA/EAST LIMITED PARTNERSHIP,,4.5922,5,4,"2020,2021,2022,2024",1,N0002422C5500
239,QMSEC7DE98U6,FCN INC,,4.5232,6,3,"2022,2024,2025",2,"N0002413C5116,N0025324F0016"
240,WJWTB4K7RQW5,"ASPEC, INC.",,4.4625,55,9,"2013,2014,2015,2016,2017,2019,2020,2021,2022",3,"N0002413C5314,N0002413C5325,N0002420C5380"
241,K3XPS1HXNBF3,"B & F MACHINE CO., INC.",,4.4518,4,2,"2022,2025",2,"N0001918C1007,N0001918C1061"
242,WWPFUB19BLD1,ENDOSEC LLC,,4.4123,1,1,2023,1,N0002420C5105
243,XZQMCCC6P5T6,"BRAZONICS, INC.",,4.4052,1,1,2024,1,N0002422C5500
244,W547TUQXJ8Y4,CARVER PUMP COMPANY (INC),,4.3236,17,6,"2018,2020,2021,2022,2024,2025",5,"N0002414C5106,N0002414C5114,N0002418C2307,N0002422C5500,N0002423C2307"
245,WRLNL96Z2KE4,"EAST COAST REPAIR & FABRICATION, LLC",,4.3223,8,2,"2021,2023",2,"N0002420C4400,N0002420C4468"
246,MXDKLLXB3EK7,"B & G MANUFACTURING CO., INC.",,4.3150,26,7,"2013,2015,2016,2017,2019,2020,2021",3,"N0002412C5311,N0002413C5314,N0002415C4103"
247,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,,4.2692,9,3,"2019,2020,2023",3,"N0002413C2307,N0002418C2307,N0002419C4452"
248,PE3EGKPBTGX5,"QORVO, INC.",,4.2343,18,4,"2018,2019,2020,2021",2,"N0002414C5114,N0002419C5102"
249,JVPJXP6A4DF8,ONEX CORPORATION,,4.2238,21,5,"2018,2019,2020,2021,2022",3,"N0002414C5114,N0002415C5228,N0002422C5500"
250,M1GHYDJK9SF5,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",,4.2188,5,3,"2019,2020,2023",2,"N0002414C5106,N0002414C5114"
251,HX6NMRNXGGL5,"BASIC ELECTRONICS, INC.",,4.1966,10,5,"2022,2023,2024,2025,2026",1,N0002422C5500
252,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",,4.1887,47,7,"2017,2018,2019,2020,2021,2022,2023",12,"N0002413C2307,N0002413C5116,N0002414C4313,N0002414C5104,N0002414C5106,N0002414C5114,N0002415C5151,N0002417C4109,N0002418C2307,N0002420C5105,N0002420C5310,N0002420C5380"
253,NTACVMVCDCA6,"MIDCON CABLES CO., INC.",,4.1866,15,5,"2018,2022,2024,2025,2026",1,N0002422C5500
254,SFBKKM3ZYN48,FILTRATION GROUP CORPORATION,,4.1393,17,2,"2019,2021",3,"N0002411C2307,N0002413C2307,N0002418C2307"
255,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",,4.0902,27,8,"2018,2019,2020,2021,2022,2023,2024,2025",2,"N0002413C2307,N0002418C2307"
256,KVFKXMDCMEK1,CORNING INCORPORATED,,4.0432,27,6,"2017,2018,2019,2020,2021,2026",3,"N0002414C5106,N0002414C5114,N0002420C5519"
257,L2EDH4DX27J5,"WILLIAM E WILLIAMS, VALVE CORP",,3.9930,33,8,"2017,2019,2020,2021,2022,2023,2024,2025",3,"N0002413C2307,N0002418C2307,N0002423C2307"
258,XLKTN1TLGB75,ELMA ELECTRONIC AG,,3.9853,5,2,"2020,2022",2,"N0002415C5228,N0002422C5500"
259,LYBAK1CL2JK3,"KAPCO, INC.",,3.9722,15,7,"2020,2021,2022,2023,2024,2025,2026",2,"N0002420C5380,N0002424C5324"
260,UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,,3.9680,20,4,"2018,2021,2022,2023",4,"N0002411C2309,N0002419C2322,N0002420C4400,N0002422C4485"
261,M4ANYAZ8Q6H8,"SETRA SYSTEMS, INC.",,3.9131,11,3,"2024,2025,2026",2,"N0002418C2307,N0002423C2307"
262,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,3.8950,18,5,"2018,2019,2020,2021,2022",1,N0002414C5114
263,NYPLGL4BKTS7,ESI ACQUISITION CORP,,3.8819,21,3,"2022,2023,2024",3,"N0002418C2307,N0002419C2322,N0002422C5500"
264,D3QEMKB2X4N5,LEXAIR INC,,3.8431,2,2,"2023,2025",2,"N0002418C2307,N0002423C2307"
265,E7XWKERHVVD9,"TVAR SOLUTIONS, LLC",,3.8217,8,4,"2019,2021,2022,2024",3,"N0002413C5116,N0002419C5102,N0002420C5105"
266,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC.",,3.8153,21,5,"2018,2019,2020,2024,2025",5,"N0002411C4408,N0002414C5106,N0002414C5114,N0002418C2307,N0002420C5105"
267,F1RLRDZK2KC9,"KPS CAPITAL PARTNERS, LP",,3.7785,12,4,"2019,2021,2022,2023",3,"N0002413C5116,N0002418C2307,N0002419C5102"
268,E3YNKWRANZ18,"AQUA-CHEM, INC.",,3.7590,8,2,"2021,2024",2,"N0002418C2307,N0002423C2307"
269,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,3.7575,20,9,"2017,2018,2019,2020,2021,2022,2023,2024,2026",3,"N0002413C2307,N0002418C2307,N0002422C4485"
270,L4MDD6LHS8G9,"ALTRA HOLDINGS, INC.",,3.7317,9,5,"2014,2015,2016,2019,2022",3,"N0002412C5311,N0002415C5332,N0002420C5310"
271,GZKZJF8DBJJ2,"LISTER CHAIN AND FORGE, INC.",,3.7178,8,4,"2019,2020,2021,2022",2,"N0002418C2307,N0002422C4485"
272,M8NBRKLUNG51,"OPHIR RF, INC.",,3.7102,6,4,"2020,2022,2025,2026",1,N0002422C5500
273,D44RA79E3K57,"PRECISION PRODUCTS, INC.",,3.7102,28,5,"2018,2022,2023,2024,2025",2,"N0002413C2307,N0002418C2307"
274,Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",,3.6983,1,1,2002,1,N0002418C2305
275,GUDSCKALM855,CIZION LLC,,3.6888,36,11,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",6,"N0002412C5311,N0002413C5314,N0002413C5325,N0002420C5380,N0017415C0009,N0017419C0004"
276,MENSE2ENG8J6,"MAST TECHNOLOGIES, LLC",,3.6798,8,3,"2021,2022,2023",3,"N0002418C2307,N0002420C5310,N0017419C0004"
277,W9DNU9K3MJE5,"ARROW ELECTRONICS, INC.",,3.6741,9,3,"2022,2023,2024",3,"N0002414C5114,N0002420C5105,N0002420C5605"
278,MM1NRCJ1YZL3,MACKAY CONSOLIDATED INDUSTRIES PTY. LIMITED,Yes,3.6612,4,3,"2022,2023,2024",1,N0002420C5380
279,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,3.6016,20,10,"2015,2016,2017,2019,2020,2022,2023,2024,2025,2026",5,"N0002413C2307,N0002415C4103,N0002418C2307,N0017415C0009,N0017419C0004"
280,R5RFNWBXMSM7,R.M. PATON NOMINEES PTY. LIMITED,Yes,3.5750,8,6,"2014,2015,2017,2018,2020,2021",3,"N0002413C5314,N0002413C5325,N0002420C5380"
281,PJFNTRXKVBN3,"JADE MANUFACTURING CO, INC",,3.5480,28,5,"2022,2023,2024,2025,2026",1,N0002422C5500
282,C1B6X8AADFB1,"COMSACO, INC.",,3.5452,15,8,"2018,2019,2020,2021,2022,2023,2024,2025",6,"N0002413C2305,N0002413C2307,N0002418C2307,N0002420C5310,N0002423C5325,N0017419C0004"
283,LGVPVLMRHH51,"W. & O. SUPPLY, INC.",,3.5405,18,3,"2023,2024,2025",2,"N0002418C2307,N0002423C2307"
284,DNA8LAUX38G8,"SCHLEIFRING NORTH AMERICA, LLC",,3.5206,3,2,"2020,2024",1,N0002422C5500
285,JEP5GQGFPUL9,PORTLAND VALVE LLC,,3.5003,9,3,"2023,2025,2026",2,"N0002418C2307,N0002423C2307"
286,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,Yes,3.4571,8,4,"2017,2019,2020,2021",2,"N0002413C2307,N0002418C2307"
287,HDSAERUQLNZ6,SAMPA KOGYO K.K.,Yes,3.4422,6,2,"2020,2021",1,N0002416C5103
288,LCZDJ6YPNYG6,"MARTIN ENERGY SERVICES, LLC",,3.4283,5,3,"2024,2025,2026",1,N0002418C2307
289,E1GCYJVH1AP6,"TRELLEBORG SEALING SOLUTIONS US, INC.",,3.4083,7,4,"2020,2021,2022,2023",1,N0002420C5605
290,FJ5KUWG5MEQ3,BORG DESIGN INC,,3.3662,3,3,"2022,2025,2026",1,N0002422C5500
291,FMHAF7KDLFD5,"SYSTEL, INC.",,3.3363,20,5,"2018,2019,2020,2021,2024",4,"N0002414C5106,N0002414C5114,N0002419C5102,N0002420C5105"
292,XJXYXCZL36Z4,THE CARLYLE GROUP L P,,3.2952,15,3,"2018,2019,2020",3,"N0002413C2307,N0002418C2307,N0002420C4400"
293,UNBUG7BAWZL3,DANTE VALVE COMPANY,,3.2770,19,2,"2024,2025",2,"N0002418C2307,N0002423C2307"
294,G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC.",,3.2664,8,3,"2021,2023,2024",1,N0002418C2307
295,PG3BKD2UKHB9,DEVICE ENGINEERING INC,,3.2584,15,6,"2020,2021,2022,2023,2024,2025",1,N0002422C5500
296,H293LTV8R2U3,"REAL-TIME INNOVATIONS, INC.",,3.2415,18,7,"2018,2019,2020,2021,2022,2024,2025",5,"N0002413C5116,N0002413C5132,N0002414C5106,N0002419C5102,N0002420C5105"
297,E8JUS56XTDY3,"VISHAY INTERTECHNOLOGY, INC.",,3.2085,30,6,"2016,2018,2019,2020,2021,2022",2,"N0002414C5114,N0017415C0009"
298,F3XKPA82MHQ5,"NAG, LLC",,3.1959,12,4,"2017,2021,2022,2023",3,"N0002413C2307,N0002418C2307,N0002419C2322"
299,Q9HFNQQM2AD9,COBHAM ADVANCED ELECTRONIC SOLUTIONS INC.,,3.1838,7,4,"2021,2022,2024,2025",1,N0002422C5500
300,CZZNRBJ1HUM4,"SOUTH BAY SAND BLASTING AND TANK CLEANING, INC.",,3.1735,58,4,"2021,2022,2023,2024",2,"N0002420C4400,N0002422C4485"
