program,vendor_key_uei,entity_uei,parent_uei,vendor_name,dollars_fy22_25_$M,dollars_all_$M,n_awards,naics4,current_basis,cum_unbucketed_fy22_25_$M,cum_share_of_supplier_fy22_25
ddg,LZQFW2PSQ4C3,DMZLNDQW1RD6,LZQFW2PSQ4C3,HARDWARE SPECIALTY CO,0.052,0.052,1,,residual,49.35,0.03138
ddg,LSGYNGHKB863,LSGYNGHKB863,,DEBAN ENTERPRISES INC,0.051,0.451,10,,residual,49.401,0.03141
ddg,DA2CMNNJWSZ4,DA2CMNNJWSZ4,,Captain Freds Sea Trial Support LLC,0.051,0.051,1,,residual,49.451,0.03145
ddg,QB7EKDNK2E83,QB7EKDNK2E83,,TIM BRIERE,0.05,0.05,1,,residual,49.501,0.03148
ddg,RYRLL49HWN65,RYRLL49HWN65,,BAKER SHEET METAL CORPORATION,0.048,0.527,6,,residual,49.549,0.03151
ddg,FNQARYRJJEL5,FNQARYRJJEL5,,"COSPOLICH, INC.",0.047,0.202,6,,residual,49.596,0.03154
ddg,YGFEZY19YQR9,YGFEZY19YQR9,,NORTHROP GRUMMAN SYSTEMS CORP,0.046,0.046,1,,residual,49.643,0.03157
ddg,FVC6G8L6UZ95,FVC6G8L6UZ95,,H & C TOOL SUPPLY CORP.,0.044,0.044,1,,residual,49.687,0.0316
ddg,HJUAXSF12JR6,HJUAXSF12JR6,,"CUSTOM HYDRAULIC & MACHINE, INC.",0.043,0.043,1,,residual,49.73,0.03162
ddg,RDFUGEUNVCN9,KNY4J2WMVJX3,RDFUGEUNVCN9,ASC ENGINEERED SOLUTIONS LLC,0.042,0.042,1,,residual,49.773,0.03165
ddg,YET2PMM1L7J4,YET2PMM1L7J4,,AUTOMATED PRECISION INC.,0.04,0.04,1,,residual,49.812,0.03167
ddg,DBQGN324ULK3,DBQGN324ULK3,DBQGN324ULK3,"W.W. GRAINGER, INC.",0.04,0.04,1,,residual,49.852,0.0317
ddg,JRZ1WHXAKBM3,C12YPM9YKQA5,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,0.039,0.039,1,3364,residual,49.891,0.03173
ddg,YLE5AAYNVPK6,YLE5AAYNVPK6,,"NOBLE SUPPLY & LOGISTICS, LLC",0.039,0.039,1,,residual,49.93,0.03175
ddg,FC3YWXFNT7U6,DKJ1R5ABCN48,FC3YWXFNT7U6,SERCO GROUP PLC,0.039,0.813,8,,residual,49.969,0.03177
ddg,QLMUV48L7HP4,L6EMG925NF78,QLMUV48L7HP4,KADANT INC.,0.036,0.036,1,,residual,50.005,0.0318
ddg,GCWKULHML2S3,TPN7LAC6HGW3,GCWKULHML2S3,"WARTSILA DEFENSE, INC.",0.036,0.036,1,,residual,50.041,0.03182
ddg,DHGJVCVAFYE3,DHGJVCVAFYE3,DHGJVCVAFYE3,"CALIFORNIA MARINE CLEANING, INC.",0.035,0.035,1,,residual,50.076,0.03184
ddg,F99CKJDLYZR3,F99CKJDLYZR3,,"WESCO DISTRIBUTION, INC.",0.035,0.035,1,,residual,50.111,0.03186
ddg,XWTZJC873626,L6EMG925NF78,XWTZJC873626,UIP INTERNATIONAL LLC,0.035,0.12,2,,residual,50.145,0.03189
ddg,NK1RB5VKXES9,NK1RB5VKXES9,,"DETROIT SWITCH, INC.",0.034,0.241,8,,residual,50.179,0.03191
ddg,UU26FKF1MML6,C18KXNHETC95,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,0.033,0.033,1,3344,residual,50.212,0.03193
ddg,QF3MD1MU1651,QF3MD1MU1651,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",0.033,0.169,4,,residual,50.244,0.03195
ddg,TKJ1TW2YRNL3,QYKAR7MJJXL7,TKJ1TW2YRNL3,MEGGITT PLC,0.032,10.194,18,,residual,50.277,0.03197
ddg,GU9WXNREUPZ1,GU9WXNREUPZ1,,FORENTA L.P.,0.032,0.189,7,,residual,50.309,0.03199
ddg,EAH2UTWCT3G6,QQ7DAUGJ6MC7,EAH2UTWCT3G6,"C.P.I. International, Inc.",0.032,0.032,1,,residual,50.341,0.03201
ddg,DZTKCR7BXVJ5,DZTKCR7BXVJ5,DZTKCR7BXVJ5,"LABORDE PRODUCTS, INC.",0.032,0.032,1,,residual,50.373,0.03203
ddg,J9V9SJL4CW97,N6U1EU32U9J1,J9V9SJL4CW97,"CURTISS-WRIGHT FLOW CONTROL SERVICE, LLC",0.031,0.031,1,,residual,50.404,0.03205
ddg,K8KAE356N7N5,K8KAE356N7N5,,"BAT CONSERVATION AND MANAGEMENT, INC.",0.031,0.031,1,,residual,50.435,0.03207
ddg,G15JF2TNVBL6,G15JF2TNVBL6,G15JF2TNVBL6,SIGNET MARITIME CORPORATION,0.031,1.568,13,,residual,50.466,0.03209
ddg,HZVFYESM3PZ3,HZVFYESM3PZ3,,"PRECISION HOSE, INC.",0.031,0.031,1,,residual,50.497,0.03211
ddg,FG19HT8C3MM4,FG19HT8C3MM4,FG19HT8C3MM4,"AMERICAN TRADE GROUP, INC., THE",0.03,0.03,1,,residual,50.527,0.03213
ddg,KF3NGNBNQ271,KF3NGNBNQ271,KF3NGNBNQ271,"DELPHINUS ENGINEERING, INC.",0.03,0.03,1,,residual,50.557,0.03215
ddg,LCKATM42Y1M1,LCKATM42Y1M1,,"ARGON ST, INC.",0.029,0.029,1,,residual,50.586,0.03217
ddg,FP3BYCCPHDN3,LYV8XEV314F6,FP3BYCCPHDN3,"LUMEN TECHNOLOGIES, INC.",0.026,0.026,1,,residual,50.612,0.03218
ddg,QXH3CKUV5KP8,KNY4J2WMVJX3,QXH3CKUV5KP8,"ASC Engineered Solutions, LLC",0.026,0.026,1,,residual,50.638,0.0322
ddg,J6MHT1L54CG4,J6MHT1L54CG4,,"DEZURIK, INC.",0.026,0.026,1,,residual,50.664,0.03222
ddg,J683M8AF97Q5,J683M8AF97Q5,,ELLISON BRONZE INC,0.025,0.025,1,,residual,50.689,0.03223
ddg,E383LRP25MY6,E383LRP25MY6,,YOUNG ENGINEERING COMPANY INC.,0.0,0.266,6,,residual,50.689,0.03223
ddg,JB4NTVR9XMN4,ZSJFXM833NA3,JB4NTVR9XMN4,XEROX CORPORATION,0.0,0.082,3,,residual,50.689,0.03223
ddg,NGE4ALP2M661,NGE4ALP2M661,,"WEAVER SUPPLY COMPANY, LLC",0.0,0.529,14,,residual,50.689,0.03223
ddg,YVDFW51N3N61,YVDFW51N3N61,,"WALDO BROTHERS, INC.",0.0,0.098,3,,residual,50.689,0.03223
ddg,GGSLGRB5KXM6,LFVJABJDQVZ9,GGSLGRB5KXM6,Pon Holdings B.V.,0.0,5.778,26,,residual,50.689,0.03223
ddg,VD5WUGZUCJ44,VD5WUGZUCJ44,,"Triple Son Wholesale Timber, Inc.",0.0,0.575,6,,residual,50.689,0.03223
ddg,JFEWJZWTH4W4,JFEWJZWTH4W4,JFEWJZWTH4W4,The Tool House Inc,0.0,0.572,5,,residual,50.689,0.03223
ddg,XGUEGCF761T9,XGUEGCF761T9,XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,0.0,0.486,7,,residual,50.689,0.03223
ddg,HUKGWGAFW4C7,HUKGWGAFW4C7,HUKGWGAFW4C7,SOUNDOWN CORPORATION,0.0,0.152,2,,residual,50.689,0.03223
ddg,RDB2AM2GGHH8,JZXZSN3BBL98,RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,0.0,0.208,2,,residual,50.689,0.03223
ddg,GJEXETZX4N96,GJEXETZX4N96,GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,0.0,0.173,4,,residual,50.689,0.03223
ddg,JQTLH33SXNQ7,WQAKKCKH9LM8,JQTLH33SXNQ7,Securitas AB,0.0,0.408,2,,residual,50.689,0.03223
ddg,WH4HRFKKT8U6,N16ET1YJ6QZ3,WH4HRFKKT8U6,"ROMAC INDUSTRIES, INC.",0.0,0.147,4,,residual,50.689,0.03223
ddg,K1K5EKJ2KK29,V6JXCLR8QR37,K1K5EKJ2KK29,RHINESTAHL CORPORATION,0.0,0.286,4,,residual,50.689,0.03223
ddg,E5J1EAQ21JR9,V32LJNFLKBT7,E5J1EAQ21JR9,Survitec Group (Cayman Islands) Limited,0.0,0.864,5,,residual,50.689,0.03223
ddg,DYJZZ9DANLM3,DYJZZ9DANLM3,,Ralph & Dorothy Moore,0.0,0.204,5,,residual,50.689,0.03223
ddg,NBM4G4SAFQM3,NBM4G4SAFQM3,,"QUALITY PERFORMANCE, INC.",0.0,1.359,14,3344,residual,50.689,0.03223
ddg,FVFNV3NERP36,FVFNV3NERP36,,"POWERSTAR, INC.",0.0,0.324,5,,residual,50.689,0.03223
ddg,NPKVXNRA1XT3,SLTUM1DV4433,NPKVXNRA1XT3,PARASENSE LIMITED,0.0,0.332,8,,residual,50.689,0.03223
ddg,K8E4CQYCRJ25,JR3NDKLB4BH9,K8E4CQYCRJ25,ADVANCED STRUCTURES CORPORATION,0.0,3.004,21,,residual,50.689,0.03223
ddg,T99DCLB5NRH7,T99DCLB5NRH7,T99DCLB5NRH7,"OCENCO, INCORPORATED",0.0,0.736,3,,residual,50.689,0.03223
ddg,XECCFU26TTP9,XECCFU26TTP9,,"Moniteq, Inc.",0.0,0.207,5,,residual,50.689,0.03223
ddg,V72KJGHK3JF2,V72KJGHK3JF2,,MGR EQUIPMENT CORP,0.0,0.08,2,,residual,50.689,0.03223
ddg,G871GBTQ94M7,G871GBTQ94M7,,Lona Slade,0.0,0.153,2,,residual,50.689,0.03223
ddg,XXP4PLFFFGK9,WPP2ABN6UCF5,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",0.0,0.994,11,3345,residual,50.689,0.03223
ddg,HEUNPCKQLMN5,HEUNPCKQLMN5,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,0.0,0.097,2,,residual,50.689,0.03223
ddg,PPLZG8J3N9D4,ZQ11WUWJGAA4,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,0.0,0.116,3,,residual,50.689,0.03223
ddg,CVMQHCRDBVT7,CVMQHCRDBVT7,,"KEVIN GROS CONSULTING & MARINE SERVICES, INC.",0.0,0.05,2,,residual,50.689,0.03223
ddg,R1M8JJH7J5W5,R1M8JJH7J5W5,,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",0.0,0.384,8,,residual,50.689,0.03223
ddg,JNC1BUEVV3B9,JNC1BUEVV3B9,,"JGILS, LLC",0.0,2.831,33,,residual,50.689,0.03223
ddg,UZKRMH51VMJ5,MEMSWT1LFU18,UZKRMH51VMJ5,"PAR SYSTEMS, INC.",0.0,17.654,29,,residual,50.689,0.03223
ddg,JGLLLKELFB57,JGLLLKELFB57,,ITT CORPORATION,0.0,0.092,2,,residual,50.689,0.03223
ddg,MSSQQ551LG41,MSSQQ551LG41,,"IMPRES TECHNOLOGY SOLUTIONS, INC.",0.0,0.223,3,,residual,50.689,0.03223
ddg,KB8ALFD8K1X8,KB8ALFD8K1X8,,Higgins Marine Services Inc,0.0,0.135,4,,residual,50.689,0.03223
ddg,CP8AJC3EDE93,ZE1KT2MPBGM3,CP8AJC3EDE93,"Alp Industries, Inc.",0.0,0.12,3,,residual,50.689,0.03223
ddg,RTYDEXYNEZS1,LRYRHNM7EHJ8,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,0.0,0.478,6,,residual,50.689,0.03223
ddg,YPQMZDVKS1K8,KXWXRYB3FBW3,YPQMZDVKS1K8,FLOWSERVE CORPORATION,0.0,0.328,5,,residual,50.689,0.03223
ddg,W1NCJ8ATWDN7,CJF6S4UR1LM8,W1NCJ8ATWDN7,Ewt Holdings I Corp.,0.0,1.664,13,,residual,50.689,0.03223
ddg,D28HQ4AA2ZL8,D28HQ4AA2ZL8,,"EFFORT FOUNDRY, INC.",0.0,0.216,5,,residual,50.689,0.03223
ddg,MHR1KKAZ1NH5,MHR1KKAZ1NH5,,"EDRO CORPORATION, THE",0.0,0.893,16,,residual,50.689,0.03223
ddg,UES5F4AAZJK5,UES5F4AAZJK5,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",0.0,0.334,10,,residual,50.689,0.03223
ddg,PJM1KBVHTYL6,TC76NMCGN4F4,PJM1KBVHTYL6,"Distribution International, Inc.",0.0,0.032,1,,residual,50.689,0.03223
ddg,W2GBUE64GMZ6,W2GBUE64GMZ6,,"DERBYSHIRE MARINE PRODUCTS, LLC",0.0,0.793,16,,residual,50.689,0.03223
ddg,REXPSJ7NAHU8,REXPSJ7NAHU8,,DERBYSHIRE MACHINE & TOOL CO,0.0,0.702,9,,residual,50.689,0.03223
ddg,FECPDA1S8WJ1,FECPDA1S8WJ1,,D. W. BOYD CORPORATION,0.0,0.166,3,,residual,50.689,0.03223
ddg,NKESS3J37J77,NC39YCMEXVJ8,NKESS3J37J77,COLUMBUS MCKINNON CORPORATION,0.0,0.053,2,,residual,50.689,0.03223
ddg,RC1NNGFRMMM7,CXZ9PUEZ5SQ7,RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",0.0,1.383,7,,residual,50.689,0.03223
ddg,VHCPBNRMLK33,VHCPBNRMLK33,VHCPBNRMLK33,"ASSOCIATED FOOD EQUIPMENT AND SUPPLIES, INC.",0.0,0.053,2,,residual,50.689,0.03223
ddg,F98TZC6J5XV1,F98TZC6J5XV1,F98TZC6J5XV1,"ARC TECHNOLOGIES, INC.",0.0,0.498,5,3345,residual,50.689,0.03223
ddg,W2H3SYSJNLK5,W2H3SYSJNLK5,,Arastaff,0.0,0.846,10,,residual,50.689,0.03223
ddg,HT2SC8NC87E1,TAB4FBLR5UM1,HT2SC8NC87E1,ANIXTER INTERNATIONAL INC.,0.0,0.371,6,,residual,50.689,0.03223
ddg,XGKMK9LBC344,R71XN254HA36,XGKMK9LBC344,PREMIER FARNELL LIMITED,0.0,0.299,6,,residual,50.689,0.03223
ddg,J3DRM4537TG4,ZTBRMLGP4JF5,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,0.0,0.101,2,,residual,50.689,0.03223
ddg,UUK2QMVKDKN1,UUK2QMVKDKN1,UUK2QMVKDKN1,"MANSFIELD INDUSTRIAL, INC.",0.0,0.066,1,,residual,50.689,0.03223
ddg,EEE8FHKK1YR9,EEE8FHKK1YR9,,"LAFAYETTE RESTAURANT SUPPLY, INC.",0.0,0.048,1,,residual,50.689,0.03223
ddg,XJMEFDTH72U5,LX5BF78ZTHW4,XJMEFDTH72U5,"Hdt Global, Inc.",0.0,0.353,6,,residual,50.689,0.03223
ddg,LPN2BLLPK366,LPN2BLLPK366,LPN2BLLPK366,"EGGELHOF, INC.",0.0,0.03,1,,residual,50.689,0.03223
ddg,XMLNYKT139G8,XMLNYKT139G8,,CRESTWOOD TECHNOLOGY GROUP CORP.,0.0,0.093,2,,residual,50.689,0.03223
ddg,JN16VPC2PXN4,JN16VPC2PXN4,JN16VPC2PXN4,"BAY CITY MARINE, INC.",0.0,0.15,3,,residual,50.689,0.03223
ddg,E5K9VR2A1MW9,ZMBFGXHLGLM3,E5K9VR2A1MW9,BAE SYSTEMS PLC,0.0,1.994,13,,residual,50.689,0.03223
ddg,K6CEGCM3YCX3,K6CEGCM3YCX3,K6CEGCM3YCX3,"WESCO GAS & WELDING SUPPLY, INC.",0.0,0.062,1,,residual,50.689,0.03223
ddg,FX3GHG9B79N5,FX3GHG9B79N5,FX3GHG9B79N5,"TC/AMERICAN MONORAIL, INC.",0.0,0.449,1,,residual,50.689,0.03223
ddg,C6KWNDH3EEB5,C6KWNDH3EEB5,C6KWNDH3EEB5,"CARDINAL ENGINEERING, LLC",0.0,1.059,2,,residual,50.689,0.03223
ddg,TT9AGM31ZHM5,TT9AGM31ZHM5,TT9AGM31ZHM5,"BURK-KLEINPETER, INC.",0.0,0.836,3,,residual,50.689,0.03223
ddg,KQDAHF4VF266,KQDAHF4VF266,,"BEN M. RADCLIFF CONTRACTOR, INC.",0.0,4.028,1,,residual,50.689,0.03223
ddg,GGERZB4A1FB3,GGERZB4A1FB3,GGERZB4A1FB3,WBPARTS INC,0.0,0.0,2,,residual,50.689,0.03223
ddg,NB2HLRTJJJQ7,NB2HLRTJJJQ7,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,0.0,0.239,8,,residual,50.689,0.03223
ddg,N5RJW5NX32Y1,N5RJW5NX32Y1,N5RJW5NX32Y1,W R SYSTEMS LTD.,0.0,0.54,5,,residual,50.689,0.03223
ddg,DZ4JXAPAU222,QFG7EC12DQK4,DZ4JXAPAU222,"UNITED RENTALS, INC.",0.0,0.074,2,,residual,50.689,0.03223
ddg,CQUHU3PC44L3,ZTAFBECM35Z6,CQUHU3PC44L3,"AMERICAN MARITIME HOLDINGS, INC.",0.0,0.039,1,,residual,50.689,0.03223
ddg,LYDUF2SMFNA3,LXUMZZ3LETN5,LYDUF2SMFNA3,"TEAM, INC.",0.0,0.038,1,,residual,50.689,0.03223
ddg,DTXMJMGMQ655,CYJ3L6SQANB4,DTXMJMGMQ655,SPARTON CORPORATION,0.0,0.202,4,,residual,50.689,0.03223
ddg,HHFGANSDJXN8,HHFGANSDJXN8,,"Southern Rubber & Specialties, , Inc.",0.0,0.026,1,,residual,50.689,0.03223
ddg,GCUTMML7MHH3,GCUTMML7MHH3,,South Florida Van Lines Inc,0.0,5.229,9,,residual,50.689,0.03223
ddg,N7B7PME54JZ9,V32LJNFLKBT7,N7B7PME54JZ9,SURVITEC GROUP LIMITED,0.0,0.186,1,,residual,50.689,0.03223
ddg,QUC7T822JG79,XKM7WDHK1DA7,QUC7T822JG79,"CLEAN TOP CO., LTD.",0.0,0.032,1,,residual,50.689,0.03223
ddg,PDZUR2FMYD89,PDZUR2FMYD89,,"RANGER ENVIRONMENTAL SERVICES, LLC",0.0,0.728,9,,residual,50.689,0.03223
ddg,NE3DARLAMEN6,NE3DARLAMEN6,,"PROCESS ENGINEERING COMPANY, INC.",0.0,0.049,1,,residual,50.689,0.03223
ddg,H12BMH6V6495,H12BMH6V6495,,"PIMA VALVE, INC.",0.0,0.14,5,,residual,50.689,0.03223
ddg,S987C2WHMF29,SLTUM1DV4433,S987C2WHMF29,PNC Equity Partners LP,0.0,0.077,1,,residual,50.689,0.03223
ddg,JAM1MGE5VDJ7,JAM1MGE5VDJ7,JAM1MGE5VDJ7,"PACIFIC WESTERN LUMBER, INC.",0.0,0.093,1,,residual,50.689,0.03223
ddg,DXR3SWEY1895,ELC5EVMWFVM8,DXR3SWEY1895,OLDENBURG GROUP INCORPORATED,0.0,4.757,23,,residual,50.689,0.03223
ddg,J7JGTBNSM619,J7JGTBNSM619,,MEGATOR CORPORATION,0.0,0.337,10,,residual,50.689,0.03223
ddg,J5AJWFZ9H8Q6,J5AJWFZ9H8Q6,J5AJWFZ9H8Q6,"MCNALLY INDUSTRIES, LLC",0.0,0.043,1,,residual,50.689,0.03223
ddg,CJM6LNL2FP27,KJWPVM8EMCN5,CJM6LNL2FP27,"M2 GLOBAL, INC",0.0,0.035,1,,residual,50.689,0.03223
ddg,NX47A388J7L3,NX47A388J7L3,,LOEFFLER CORPORATION,0.0,0.03,1,,residual,50.689,0.03223
ddg,V16LFA3JDR14,V16LFA3JDR14,,Limitorque Corporation,0.0,0.639,8,,residual,50.689,0.03223
ddg,C1FEMK612CT4,H3R3VV5YN8G4,C1FEMK612CT4,HILL & SMITH HOLDINGS PLC,0.0,0.054,1,,residual,50.689,0.03223
ddg,KC78MF1CL9B8,KC78MF1CL9B8,,KINNAMAN ELECTRIC INC,0.0,0.031,1,,residual,50.689,0.03223
ddg,KKRXVDJZQ5V5,KKRXVDJZQ5V5,KKRXVDJZQ5V5,KEYSTONE FIRE PROTECTION CO.,0.0,0.372,7,,residual,50.689,0.03223
ddg,H3R3VV5YN8G4,H3R3VV5YN8G4,H3R3VV5YN8G4,KENWAY CORP,0.0,0.053,1,,residual,50.689,0.03223
ddg,ZZG5TB4JCKE1,ZZG5TB4JCKE1,,"KAHN AND COMPANY, INCORPORATED",0.0,0.078,3,,residual,50.689,0.03223
ddg,Z2N8C3NL8FW5,C7RWMXEE6SD3,Z2N8C3NL8FW5,"JOHNSON CONTROLS, INC.",0.0,0.027,1,,residual,50.689,0.03223
ddg,P3ZZEMCBYSK7,P3ZZEMCBYSK7,,"Kestrel Aircraft Company, Inc.",0.0,0.158,3,,residual,50.689,0.03223
ddg,NSFAYV7YAJB1,RHLAM7GSJGJ4,NSFAYV7YAJB1,SPECTRIS PLC,0.0,0.091,1,,residual,50.689,0.03223
ddg,FMKADN1KAXH6,FMKADN1KAXH6,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",0.0,0.109,4,,residual,50.689,0.03223
ddg,RU3QHCAJP492,RU3QHCAJP492,,"HOFFER FLOW CONTROLS, INC.",0.0,0.055,2,,residual,50.689,0.03223
ddg,K7L6DELLDU47,K7L6DELLDU47,,"GULF SALES AND SUPPLY, INCORPORATED",0.0,0.067,2,,residual,50.689,0.03223
ddg,K3URF4HUNQS5,K3URF4HUNQS5,,"GLOBAL, INCORPORATED",0.0,2.831,25,,residual,50.689,0.03223
ddg,WUDSRNBSYC17,WUDSRNBSYC17,,"ERIE FORGE AND STEEL, INC.",0.0,35.598,9,,residual,50.689,0.03223
ddg,DZ8RD2EBBMK5,MMTME6UEFEC5,DZ8RD2EBBMK5,GENUINE PARTS COMPANY,0.0,0.047,1,,residual,50.689,0.03223
ddg,PGNTKH2XZAN5,PGNTKH2XZAN5,,"DEFENSE TECHNOLOGIES, INC.",0.0,0.2,3,,residual,50.689,0.03223
ddg,CW48SQ7KJX68,CW48SQ7KJX68,CW48SQ7KJX68,"CRAFT MACHINE WORKS, INC.",0.0,0.501,1,,residual,50.689,0.03223
ddg,P4NMA2SHLR53,P4NMA2SHLR53,P4NMA2SHLR53,"CORNET TECHNOLOGY, INC.",0.0,0.039,1,,residual,50.689,0.03223
ddg,ZVCNH5GL1Z83,ZVCNH5GL1Z83,,Core Active Fixed Income,0.0,0.268,4,,residual,50.689,0.03223
ddg,Q4LMAMECTR44,Q4LMAMECTR44,Q4LMAMECTR44,"CONNECTOR SPECIALISTS, INC.",0.0,0.135,3,,residual,50.689,0.03223
ddg,GNFJGT9MKJW5,GNFJGT9MKJW5,,"CONNECTICUT VALLEY INDUSTRIES, LLC",0.0,0.45,4,,residual,50.689,0.03223
ddg,KAJ2U4MCB329,KAJ2U4MCB329,,"CHELSEA CLOCK, LLC, THE",0.0,0.084,3,,residual,50.689,0.03223
ddg,LCTCMUR9KYB6,LCTCMUR9KYB6,,"CAJUN PROCESS SOLUTIONS, LLC",0.0,0.073,2,,residual,50.689,0.03223
ddg,KFP8JR5HL191,KFP8JR5HL191,,ARA SERVICES LLC.,0.0,0.084,2,,residual,50.689,0.03223
ddg,K1M4HECUHKR4,XK68QNYRQCH8,K1M4HECUHKR4,AEA Europe Fund L.P.,0.0,0.509,6,,residual,50.689,0.03223
ddg,K783PK4DZEE3,K783PK4DZEE3,,"ADVANTEC MANUFACTURING USA, INC.",0.0,0.124,2,,residual,50.689,0.03223
ddg,KH92FV2FJC26,KH92FV2FJC26,,"THRUSTMASTER OF TEXAS, INC.",0.0,1.64,1,,residual,50.689,0.03223
ddg,CPSRQJC6C379,CPSRQJC6C379,,"SECURE COMPONENTS, LLC",0.0,0.463,1,,residual,50.689,0.03223
ddg,QN84GSHNM1M7,SLTUM1DV4433,QN84GSHNM1M7,"BACHARACH, INC.",0.0,0.198,3,,residual,50.689,0.03223
ddg,LKXHMX1K3AC5,LKXHMX1K3AC5,LKXHMX1K3AC5,NATIONAL INSTRUMENTS CORPORATION,0.0,0.201,1,,residual,50.689,0.03223
ddg,VE65QFAKCLG7,HYGLK2BNFKB3,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,0.0,15.818,9,,residual,50.689,0.03223
ddg,YK4TPH3YV3S3,YK4TPH3YV3S3,,MARITIME APPLIED PHYSICS CORP,0.0,0.08,1,,residual,50.689,0.03223
ddg,F1UZPBD1VBH9,F1UZPBD1VBH9,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",0.0,0.553,1,,residual,50.689,0.03223
ddg,UK5FSMFVWEH3,CRJJZA4KFZ42,UK5FSMFVWEH3,LGS INNOVATIONS LLC,0.0,0.057,1,,residual,50.689,0.03223
ddg,FNDNN65LLG73,NYEMFJ7MMJB5,FNDNN65LLG73,"Infinite Electronics, Inc.",0.0,0.038,1,,residual,50.689,0.03223
ddg,LUEGYMGV9N31,LUEGYMGV9N31,,"INGRAM TECHNOLOGIES, LLC",0.0,0.15,1,,residual,50.689,0.03223
ddg,NLXHHB71VMK5,U3MMZ4SBMJJ3,NLXHHB71VMK5,REPUBBLICA ITALIANA,0.0,1.026,3,,residual,50.689,0.03223
ddg,VVWBUNAVPF34,U3MMZ4SBMJJ3,VVWBUNAVPF34,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,0.0,0.065,1,,residual,50.689,0.03223
ddg,MLZGT2BJ4J13,TJ2MWNHN22G8,MLZGT2BJ4J13,"Enpro Industries, Inc.",0.0,0.142,1,,residual,50.689,0.03223
ddg,KB43RQK7PAH3,N7NUHPAKNME8,KB43RQK7PAH3,Cubic Corporation,0.0,1.39,1,,residual,50.689,0.03223
ddg,NFTFCKNL7Z57,NFTFCKNL7Z57,,"COASTAL MARINE EQUIPMENT, INC.",0.0,0.047,1,,residual,50.689,0.03223
ddg,EKBRGQ6L48L8,EKBRGQ6L48L8,,"BRIARTEK, INC.",0.0,0.032,1,,residual,50.689,0.03223
ddg,FVGUCFG6HLK7,FVGUCFG6HLK7,,Blackmer,0.0,0.103,1,,residual,50.689,0.03223
ddg,GJU6WW45U4F4,GJU6WW45U4F4,,ARROWHEAD GLOBAL LLC,0.0,0.335,2,,residual,50.689,0.03223
ddg,KLLANFLBFBA3,K8FJZDHMEP65,KLLANFLBFBA3,Hackforth Holding GmbH & Co. KG,0.0,0.334,1,,residual,50.689,0.03223
ddg,LXC1G6NGF1W5,H46AXTX9X648,LXC1G6NGF1W5,ELECTROCOMPONENTS PUBLIC LIMITED COMPANY,0.0,0.034,1,,residual,50.689,0.03223
ddg,QM7GAR7U8NK3,KDFTJG6RK5A8,QM7GAR7U8NK3,Airbus SE,0.0,6.528,1,,residual,50.689,0.03223
ddg,Y9LLF354DH36,Y9LLF354DH36,Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",0.0,3.698,1,,residual,50.689,0.03223
ddg,NUMJXMNFTW19,NUMJXMNFTW19,,SECHAN ELECTRONICS INC,0.0,0.064,1,,residual,50.689,0.03223
ddg,PWYQJP152BE5,LS77JJSDUXH9,PWYQJP152BE5,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",0.0,0.055,1,,residual,50.689,0.03223
ddg,WMKNZ361LYM4,HA3GWLK3JK58,WMKNZ361LYM4,"EVOQUA WATER TECHNOLOGIES, LLC",0.0,0.454,2,,residual,50.689,0.03223
ddg,MAKYNVTMNZX1,MAKYNVTMNZX1,,"TRAC REGULATOR CO., INC.",0.0,0.397,4,,residual,50.689,0.03223
ddg,CXZ9PUEZ5SQ7,CXZ9PUEZ5SQ7,CXZ9PUEZ5SQ7,BLACK & DECKER (U.S.) INC.,0.0,0.361,1,,residual,50.689,0.03223
ddg,UXLBKCMVY819,X4YDGJ1UE973,UXLBKCMVY819,Floworks International LLC,0.0,0.064,2,,residual,50.689,0.03223
ddg,WXRTZLL25AE5,WXRTZLL25AE5,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",0.0,0.073,2,,residual,50.689,0.03223
ddg,JU7ZGUDEJA79,JU7ZGUDEJA79,,RAILWAY SPECIALTIES CORPORATION,0.0,0.565,4,,residual,50.689,0.03223
