Subawardee UEI,Program,Subawardee Vendor Name,Parent UEI,Parent Vendor Name,Parent UEI(s)
N16ET1YJ6QZ3,Virginia,"ROMAC INDUSTRIES, INC.",WH4HRFKKT8U6,"Romac Industries, Inc.",WH4HRFKKT8U6
TJGHTGTTVEA1,Virginia,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,,
V627Y8NS1JM1,Virginia,"MILCOTS, LLC",,,
PFRSFST9SSL1,Virginia,RANTEC POWER SYSTEMS INC.,RW4NDPS7PYF1,"RPS HOLDINGS, INC.",RW4NDPS7PYF1
VJHFDLA3NLG8,Virginia,Vulcan Metals Corporation,FLU4K8MGMZX7,"HITACHI, LTD.",FLU4K8MGMZX7
LR2HQKYJLDZ7,Virginia,ESI ACQUISITION CORP.,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,LR2HQKYJLDZ7
WXRTZLL25AE5,Virginia,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",WXRTZLL25AE5
CXQ7A9JSV3K5,Virginia,"MEASUREMENT SYSTEMS, INC.",SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,SCWYXXK1EM13
LFNVWPJYQKH4,Virginia,COASTAL DESIGN LLC,LFNVWPJYQKH4,"COASTAL DESIGN, LLC",LFNVWPJYQKH4
L5YANW2XSND4,Virginia,"B.W. ELLIOTT MANUFACTURING CO., LLC",KM5NRZNTUDY8,ACTUANT CORPORATION,KM5NRZNTUDY8; NFDVRDBAFR87; U83NQK7LLLM6
C1NAJQ34VWM5,Virginia,CAMERON ENERGY SERVICES CORP.,,,
C1CCV2BRQJ26,Virginia,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,,,
DSBBDM96K6H6,Virginia,RACER MACHINERY INTERNATIONAL INC,HMJWL8TT1N29,Family Vojinovic Inc,HMJWL8TT1N29
UZMKDFWHKTC9,Virginia,"Maro Display, Inc.",,,
V212U2BEGU37,Virginia,"SAFARI MICRO, INC.",V212U2BEGU37,"SAFARI MICRO, INC.",V212U2BEGU37
MDH6KH9D4SG7,Virginia,"ASCO POWER TECHNOLOGIES, L..P.",T2PGFX9RZJH9,SCHNEIDER ELECTRIC HOLDING ASIE PACIFIQUE,KSFXGBDLNG74; T2PGFX9RZJH9
XDBJX5QWAM86,Virginia,"SAI SYSTEMS INTERNATIONAL, INC.",XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",XDBJX5QWAM86
PWK4GDMMEAQ8,Virginia,AMETEK SCP INC,N5KEKMFCWUR1,AMETEK INC.,N5KEKMFCWUR1
XP9YLL3TNCB9,Virginia,"S & S FOREST PRODUCTS, LLC",VE8ASCGN1188,,VE8ASCGN1188
JAXJSTJJSP74,Virginia,RAYTHEON BBN TECHNOLOGIES CORP.,KLW3ZYL15493,RAYTHEON COMPANY,KLW3ZYL15493
JHPXZQA4R1X1,Virginia,"BLACK ROCK TECHNOLOGY GROUP, LLC",,,
FJMAMQK89ZB8,Virginia,"CAMERON TECHNOLOGIES US, INC.",W1LDBNHD4EM7,Schlumberger N.V.,W1LDBNHD4EM7
KP54PU9M3GY5,Virginia,TE CONNECTIVITY SEACON PHOENIX INC.,MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
GTDWX1272LQ4,Virginia,LINEAR MOTION LLC,G9PZGNJ37323,POLISCOM S.R.L.,G9PZGNJ37323; HB2WNJ5NL6G4
N1C5QLNPJLS4,Virginia,DELL FEDERAL SYSTEMS L.P.,TJCDPVN6RNP7,Dell Technologies Inc.,JGSNSER23GR6; TJCDPVN6RNP7
QDWGXNU1NLY9,Virginia,"REXNORD INDUSTRIES, LLC",WFM2KCAVDX59,Rexnord Corporation,WFM2KCAVDX59
F8M5LJA6LJL4,Virginia,"SARGENT AEROSPACE & DEFENSE, LLC",LC7UN8MJYCJ7,Rbc Bearings Incorporated,KAG7VEFLUZQ4; LC7UN8MJYCJ7
GFSJF2WNK1E1,Virginia,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,KSFXGBDLNG74
KK9HWTR6SM49,Virginia,"DUER /CAROLINA COIL, INCORPORATED",X8JFENV4HTS5,SSS Management Corp,X8JFENV4HTS5
JC42EBJ5NFJ1,Virginia,HAMILTON SUNDSTRAND CORPORATION,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,PPLZG8J3N9D4
N6BAAYHLH8G7,Virginia,"TTM PRINTED CIRCUIT GROUP, INC.",PU9QMDF6FYC6,"TTM TECHNOLOGIES, INC.",PU9QMDF6FYC6
KNAGZL3AKW44,Virginia,"110 TECHNOLOGY, LLC",,,
H4K1A9NVAB68,Virginia,CRYSTAL INSTRUMENTS CORPORATION,,,
HMBSX7Z72UK4,Virginia,"WESTLAND TECHNOLOGIES, INC.",SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,SFBKRA9THBA3
DJMMEPKGGNB3,Virginia,"MEASUREMENT SPECIALTIES, INC.",MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
QRS8UUK41BA4,Virginia,METREX VALVE CORP.,,,
ZJYJB7MBFE56,Virginia,CRANE PUMPS & SYSTEMS PFT CORP,VCFNC31LV829,CRANE CO,VCFNC31LV829
DXM3GSLGH2Z5,Virginia,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5
RDM6SEMM2WB4,Virginia,"BARDEN CORPORATION, THE",PA1YD43KKTW3,INA-Holding Schaeffler GmbH & Co. KG,PA1YD43KKTW3
UR5TFK3LAVL5,Virginia,FEDERAL RESOURCES SUPPLY COMPANY,G3MFPVJHC8R1,"Frs Holdings, Inc.",G3MFPVJHC8R1; UR5TFK3LAVL5
TH91MD9B9RL7,Virginia,SSI MANUFACTURING TECHNOLOGIES CORP.,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,TH91MD9B9RL7
CKBGA756V5H9,Virginia,MITCHELL MACHINE INCORPORATED,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,CKBGA756V5H9
MUD4KL77FK98,Virginia,TURNBULL LLC,E3NCN9MXJAL5,US Joiner Holding Company,E3NCN9MXJAL5
PM3QRNLPA8K5,Virginia,"RILEY POWER GROUP, LLC",,,
XEYGFMKSLWW5,Virginia,THE BUTLER WELDMENTS CORPORATION,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,XEYGFMKSLWW5
ZM8CV5ND9LG8,Virginia,"JOSEPH T. RYERSON & SON, INC.",XXADYWMX8FE7,Ryerson Holding Corporation,XXADYWMX8FE7
RG3VUTDYFNF8,Virginia,FLUIDYNE CORP,RG3VUTDYFNF8,FLUIDYNE CORPORATION,RG3VUTDYFNF8
FQJTKZNF6GY5,Virginia,THE HILLER COMPANIES LLC,FQJTKZNF6GY5,THE HILLER COMPANIES LLC,FQJTKZNF6GY5; GGSLGRB5KXM6
G45GNP4ARKJ3,Virginia,PROTERIAL CABLE AMERICA INC,,,
KMP7FYJJV3N3,Virginia,"PRYSMIAN CABLES AND SYSTEMS USA, LLC",EBJCZNYDQDH8,PRYSMIAN SPA,EBJCZNYDQDH8
RLYHS582JDW8,Virginia,"CAMERON TECHNOLOGIES US, INC.",W1LDBNHD4EM7,Schlumberger N.V.,W1LDBNHD4EM7
Z19UP1U6FMT1,Virginia,INDUSTRIAL TRANSFER AND STORAGE INC.,,,
U43WP4FHDJY3,Virginia,"MARINE ELECTRIC SYSTEMS, INC.",,,
YA7EN5YYJYS8,Virginia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8
N28CNQT19JY9,Virginia,"USC CONSULTING GROUP, LLC",N28CNQT19JY9,"USC CONSULTING GROUP, LLC",N28CNQT19JY9
V25NZRTBX3R3,Virginia,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",RDB2AM2GGHH8,SIEMENS AKTIENGESELLSCHAFT,RDB2AM2GGHH8
QEP4TKLKQDV3,Virginia,"U.S. PIONEER, L.L.C.",QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",QEP4TKLKQDV3
MME9X24LUXP1,Virginia,"ACROMAG, INCORPORATED",MME9X24LUXP1,"ACROMAG, INCORPORATED",MME9X24LUXP1
X96XQ88UFHM5,Virginia,Maria Do Carmo De Albuquerque Lins Me,X96XQ88UFHM5,Maria Do Carmo De Albuquerque Lins Me,X96XQ88UFHM5
YA5MLUTX7W19,Virginia,ITT Cannon LLC,TCCLSQU7ZMW5,ITT Inc.,TCCLSQU7ZMW5
XRN4L5GSHNJ5,Virginia,MASON ELECTRIC CO.,EUY1C3NM2WN3,,EUY1C3NM2WN3; R5N4GY677EH5; UAC2KLJM4XY1
PJRYS7EFXQD9,Virginia,"B.N.L. INDUSTRIES, INC.",,,
SFD8QNU62LD3,Virginia,INSULATED WIRE INC.,UUWJVAA5CK71,INSULATED WIRE INC.,UUWJVAA5CK71
CE4UBZFNCKU9,Virginia,MOHAWK NORTHEAST INC,CE4UBZFNCKU9,MOHAWK NORTHEAST INC,CE4UBZFNCKU9
X3DBJSMT83N5,Virginia,CLEVELAND-CLIFFS PLATE LLC,VUNMXC2JLBY3,,VUNMXC2JLBY3
W7QMJRYTHHM4,Virginia,"TECHSPEC, INC.",HYWRB7XDFNE9,,HYWRB7XDFNE9
NG7TY7BYU9R7,Virginia,"W. & O. SUPPLY, INC.",HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",HUYTR5ZGSSN6
TXHLDCPC95J3,Virginia,"C. V. TOOL COMPANY, INC.",TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",TXHLDCPC95J3
VUA5GYK66K98,Virginia,CHAPCO INC,VUA5GYK66K98,CHAPCO INC,VUA5GYK66K98
QF82VVEDYFC3,Virginia,"PUROLATOR FACET, INC.",W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,QF82VVEDYFC3; W138B61KN3Q7
L4ZMKLM4MPL3,Virginia,MOOG INC.,L4ZMKLM4MPL3,MOOG INC.,L4ZMKLM4MPL3
PUFMZLZJ2BY2,Virginia,MATTHEW WARREN INC,PXBUGNWVPJ46,"Helix Acquisition Holdings, Inc.",PXBUGNWVPJ46
VERVZNQLJQM6,Virginia,ABRASIVE FINISHING INDUSTRIES LLC,,,
QWM1XWLUFQM8,Virginia,TRIDENT SYSTEMS INCORPORATED,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,QWM1XWLUFQM8
EVZMB1757DW5,Virginia,"STEELFAB, INC.",EVZMB1757DW5,"STEELFAB, INC.",EVZMB1757DW5
GXK6HT9PN3P9,Virginia,KAMATICS CORPORATION,SCEEGJW7XZE5,KAMAN CORPORATION,SCEEGJW7XZE5
QPFMBXNMQM85,Virginia,"AEROTEK, INC.",GVWENMHJ4Y87,"Allegis Group, Inc.",GVWENMHJ4Y87
MWJTQK36KMG3,Virginia,ZAPATA INCORPORATED,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3
CMTLME2MH6F4,Virginia,"SPIRAX SARCO, INC.",WCE1F3V37MM9,,EREJZHBM5MU1; WCE1F3V37MM9
GWKMNJ89SCC5,Virginia,MATERION BRUSH INC.,QT9LCNSYE637,MATERION CORPORATION,QT9LCNSYE637
NN4BTBUN58J5,Virginia,"STRATUS TECHNOLOGIES, INC.",,,
S3NBXGNJ5433,Virginia,"CORSERVA, INC.",S3NBXGNJ5433,"CORSERVA, INC.",S3NBXGNJ5433
LN8JD2HB57K5,Virginia,"PATRIOT ELECTRONICS, INC.",,,
ML82LTYEBMQ5,Virginia,ADVANCED OFFICE SYSTEMS INC,ML82LTYEBMQ5,ADVANCED OFFICE SYSTEMS INC,ML82LTYEBMQ5
XLLQN8Q4P7M1,Virginia,"WANNER ENGINEERING, INC.",,,
PS39EKC82UU5,Virginia,DIT-MCO INTERNATIONAL LLC,SGSBHJMN78B6,"Commerce Bancshares, Inc.",SGSBHJMN78B6
FDMCABKJFNE8,Virginia,"MINE SAFETY APPLIANCES COMPANY, LLC",HJG5ZSLCMTJ9,MSA SAFETY INCORPORATED,HJG5ZSLCMTJ9
ZBAJWJYVWC49,Virginia,"UNITED BUILDERS SUPPLY CO., INCORPORATED",ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",ZBAJWJYVWC49
SN8JQ8XJ55N9,Virginia,"LOVEJOY, LLC",,,
Z2M4Q4H6TKM3,Virginia,"DAWSON-MACDONALD CO., INC.",,,
UPAPN5VL4KR9,Virginia,EATON AEROSPACE LLC,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7
H11HD5VHGHN3,Virginia,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3,LOCKHEED MARTIN CORPORATION,H11HD5VHGHN3
S1LJCH88WHT5,Virginia,W.R. DAVIS ENGINEERING LIMITED,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,S1LJCH88WHT5
M35SG6PKLJB3,Virginia,"ALASKAN COPPER COMPANIES, INC.",GPEHQHPNYZ31,ALCO INVESTMENT COMPANY,GPEHQHPNYZ31; M35SG6PKLJB3
MK6AGEN4XM53,Virginia,"POWERSTATION, LLC",MK6AGEN4XM53,"POWERSTATION, LLC",MK6AGEN4XM53
G42SVPMNBDA1,Virginia,THOMSON LINEAR LLC,,,
J632BG3ZB8L9,Virginia,"TTM TECHNOLOGIES, INC.",,,
J7RQVJ723JM3,Virginia,MADISON COMPANY,J7RQVJ723JM3,MADISON COMPANY,J7RQVJ723JM3
XA3VAXMUA9A8,Virginia,"EAGLE INDUSTRIES, INC.",,,
EAZVTUEVK9J9,Virginia,AIRLINE HYDRAULICS CORPORATION,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,EAZVTUEVK9J9
Y3LKL3D6FNK9,Virginia,VIABLE POWER CONVERSION TECHNOLOGIES INC,,,
KDWVFE3K1TL3,Virginia,MOOG INC.,L4ZMKLM4MPL3,MOOG INC.,L4ZMKLM4MPL3
QCFDU4MA1444,Virginia,A/Z CORPORATION,DKNUHVKSM6J3,The Cianbro Companies,DKNUHVKSM6J3; QCFDU4MA1444
PHZDZ8SJ5CM1,Virginia,CDW GOVERNMENT LLC,DNDLL934GK55,Cdw Corporation,DNDLL934GK55
NHA2LDXZPES3,Virginia,ITT ENIDINE INC.,TCCLSQU7ZMW5,ITT Inc.,TCCLSQU7ZMW5; Z7AEB4WP45P3
DN8HGRSV3LA6,Virginia,OUTLAND TECHNOLOGY INC.,,,
KWHXKLAL87T5,Virginia,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5
H4ZMPGLLZ8D9,Virginia,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9
MWCVNKNHLF53,Virginia,ATI LADISH LLC,MCZLJUKD4BD4,ALLEGHENY TECHNOLOGIES INCORPORATED,MCZLJUKD4BD4
NB21QESAKUM9,Virginia,L3 TECHNOLOGIES INC,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",SJULQDJ8NZU7
WYN3NM142HF3,Virginia,"LEE COMPANY, THE",WYN3NM142HF3,"LEE COMPANY, THE",WYN3NM142HF3
TYQ7WJJPGH91,Virginia,ANIXTER INC,HT2SC8NC87E1,Anixter International Inc.,HT2SC8NC87E1
PQXWA9BB6UJ6,Virginia,"PULSCO, INC.",S9HRDMLBL795,,S9HRDMLBL795
TQ6PLXME5XE1,Virginia,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,,,
XJWLF38U74P3,Virginia,"FLUID HANDLING, LLC",J6DMEL935CD1,XYLEM INC.,J6DMEL935CD1
KDKVNQBN2Q53,Virginia,"Barnhart Northeast, Inc.",M2MJR8KTEQU9,BARNHART CRANE AND RIGGING CO.,M2MJR8KTEQU9
LNU9THQFHLR5,Virginia,TRIFAX LLC,,,
E5XTWRMQAZN1,Virginia,APPLIED PRODUCTS INC,Y32LYMHRGTL8,,Y32LYMHRGTL8
JQHDLX7VEUC1,Virginia,"HUISH OUTDOORS, LLC",,,
EPSYXPS5MK39,Virginia,NORTHROP GRUMMAN SYSTEMS CORPORATION,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,NKVZLJL93QT6
JMFNDVNJ67A3,Virginia,CM-MATRIX CORPORATION,,,
DNY9WHR3SKK6,Virginia,ICON M G T SYSTEMS LLC,DNY9WHR3SKK6,CLARK-RELIANCE LLC,DNY9WHR3SKK6
HRJNGAUKL2Q2,Virginia,"HI-TEST LABORATORIES, INC.",,,
GHVMX1DLDAK6,Virginia,"WURTH REVCAR FASTENERS, INC.",MT6DZPQUP663,ADOLF WURTH GMBH & CO KG,MT6DZPQUP663; XMRBFR868NS3
UES5F4AAZJK5,Virginia,"DONALDSON COMPANY, INC.",UES5F4AAZJK5,"DONALDSON COMPANY, INC.",UES5F4AAZJK5
EPHBJMLFMGL7,Virginia,"STACO SYSTEMS, INC.",K2JGXQQ8HLE5,COMPONENTS CORPORATION OF AMERICA,K2JGXQQ8HLE5
GHJ6L9RLAR65,Virginia,WILSON TOOL INTERNATIONAL INC.,GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,GHJ6L9RLAR65
HB74FFGNFK17,Virginia,THE DYSON CORPORATION,,,
CHSCLZAAPTQ3,Virginia,PULSAFEEDER INC,GHH5AMJ8C896,,CDP5GEUN3JG1; GHH5AMJ8C896
LD7YXEQNEKZ3,Virginia,"LINCOLN ELECTRIC AUTOMATION, INC.",,,
YMKJUADMJN79,Virginia,"TRI-TEC MANUFACTURING, LLC",JYTYZUGUN6V3,"TRI-TEC MANUFACTURING, LLC",JYTYZUGUN6V3
K5WVCD4GUK41,Virginia,JONATHAN ENGINEERED SOLUTIONS CORP.,K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,JP2VAK8RGNQ5; K5WVCD4GUK41
CFXRGJSB9UB6,Virginia,"SPD ELECTRICAL SYSTEMS, INC",SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",SJULQDJ8NZU7; XXP4PLFFFGK9
KSZBH4K529U5,Virginia,"CMI, INC.",,,
DZVSKE3ZKRV4,Virginia,"IE TEST, LLC",,,
V6FJCB53JDK7,Virginia,"RURAL ROUTE 2, LLC",V6FJCB53JDK7,"RURAL ROUTE 2, LLC",V6FJCB53JDK7
EARSLY8TTEC9,Virginia,REDBUILT LLC,FH3GTQ8ZKNT8,"Atlas Holdings, LLC",FH3GTQ8ZKNT8
H33DK44BJZE1,Virginia,HAWTHORNE MACHINERY CO.,H33DK44BJZE1,HAWTHORNE MACHINERY CO.,H33DK44BJZE1
HK1VJ4NJ6QN7,Virginia,LOVEJOY CURTIS LLC,H4FZBFXLJ636,"TIMKEN COMPANY, THE",H4FZBFXLJ636
WVW5FMYALEL6,Virginia,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,,
U517SU1EZGK9,Virginia,"CHALMERS & KUBECK, INC.",U517SU1EZGK9,"CHALMERS & KUBECK, INC.",U517SU1EZGK9
PVUKF83PZZM6,Virginia,"INTEGRO, LLC",,,
FFL2MLNT4FN1,Virginia,GARDNER DENVER NASH LLC,,,
TGUHUW52MLE3,Virginia,"NIANTIC SEAL, INC.",Z7NHE6ADMH29,"FLOW HOLDINGS, INC",YSLPMSZFE3M5; Z7NHE6ADMH29
Z3KHMUV8E999,Virginia,"JAN ELECTRONIC SUPPLIES, INC.",,,
JN14RTY2BEZ5,Virginia,H. C. STARCK INC.,ZKKURBCSEX58,Opus Investment,ZKKURBCSEX58
GEZPNX8Q2RM3,Virginia,"STS OPERATING, INC.",RU42J22YFWW5,"STS OPERATING, INC.",RU42J22YFWW5
HMCHY1Y3NCG9,Virginia,SPECIALTY BAR PRODUCTS COMPANY,LC2GUL767WN4,DUBAI INTERNATIONAL CAPITAL LLC,LC2GUL767WN4; NTUCRA5YV1N5
M4ANYAZ8Q6H8,Virginia,GEMS SENSORS INC.,QATEDMDR46E4,Fortive Corporation,QATEDMDR46E4
ZA7HPV7XXUE3,Virginia,"MERRILL TECHNOLOGIES GROUP, INC.",ZA7HPV7XXUE3,"MERRILL TECHNOLOGIES GROUP, INC.",ZA7HPV7XXUE3
N1MARKMJYJU3,Virginia,"BRANTNER AND ASSOCIATES, INC.",MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
NNNPMB5KA1V6,Virginia,DENNEY PLASTICS MACHINING LLC,,,
JJGGMB8XQPV7,Virginia,L. L. ROWE COMPANY,MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83
UPMWNA8Y25L1,Virginia,"GEODETIC SERVICES, INC",,,
CHJNFCBMNJS3,Virginia,"OCEANEERING INTERNATIONAL, INC.",XBVZKN1HH445,"OCEANEERING INTERNATIONAL, INC.",XBVZKN1HH445
DLLCKA14LMZ5,Virginia,"Merrill Aviation, Inc.",,,
N5H9R8EN75V9,Virginia,"MOTION INDUSTRIES, INC.",DZ8RD2EBBMK5,GENUINE PARTS COMPANY,DZ8RD2EBBMK5
RJZKELTAHBM5,Virginia,"POWER CONVERSION TECHNOLOGIES, INC.",TPMWFAWVG1N8,"Ozop Energy Solutions, Inc.",TPMWFAWVG1N8
C9C6HPQLL4A8,Virginia,CATERPILLAR INC.,N9K8Y7U3RGA9,Caterpillar Inc.,N9K8Y7U3RGA9
UN3TBWQUCQN4,Virginia,DELTA-ELECTRO POWER INC.,,,
MAKYNVTMNZX1,Virginia,TRAC REGULATORS INC,,,
CR39JL3216G7,Virginia,NEWPORT NEWS NUCLEAR INC,F9SDJAZFTLG6,"HUNTINGTON INGALLS INDUSTRIES, INC",F9SDJAZFTLG6; MV7LRD46KGF7
WW6HFEMKWPC5,Virginia,FRIES SPINNING & STAMPINGS INC,,,
EKY1E33VMH27,Virginia,"UNITED RENTALS (NORTH AMERICA), INC.",,,
CPHLNLBGWFN5,Virginia,DRS NAVAL POWER SYSTEMS INC,W8PTMRME1496,LEONARDO SPA,W8PTMRME1496
RJGEKQDTZKT8,Virginia,"ELECTRIC HEATER COMPANY, THE",DD7KGPMP93C1,Heh Holdings LLC,DD7KGPMP93C1
X4M2SP7V9BC6,Virginia,"METHODS MACHINE TOOLS, INC.",X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",X4M2SP7V9BC6
E144Y6P6NLN9,Virginia,"HOPE GROUP, LLC., THE",PFUMVMAUF5K2,THG CORPORATION,PFUMVMAUF5K2
MYDWUALGXBL5,Virginia,BIOMATED SOLUTIONS LLC,,,
CP1HCZ82DJL7,Virginia,NC PRECISION LLC,,,
MP94VMTR2DX4,Virginia,Preece Incorporated,QAANUA3XNWD3,PREECE INCORPORATED,QAANUA3XNWD3
MKRCHD2CBAY1,Virginia,HAMILTON SUNDSTRAND CORPORATION,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,PPLZG8J3N9D4
XSVGNUK78U74,Virginia,BAC CORROSION A/S,N59KLKMGK7T6,Christian Peter Thomsen Holding ApS,N59KLKMGK7T6
GMVJD1H9JQX8,Virginia,"MICROFLEX, INC.",GMVJD1H9JQX8,"MICROFLEX, INC.",GMVJD1H9JQX8
H12BMH6V6495,Virginia,"PIMA VALVE, LLC",,,
HFL7UADKYZ52,Virginia,"BARNHART NORTHEAST, INC.",,,
FLMQAKFEMG64,Virginia,INDEECO LLC,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,DTCND1MN7J15
WMCUE58SZBD3,Virginia,MILLER ELECTRIC MFG. CO.,WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,WMCUE58SZBD3
D6BPMCKP2FE4,Virginia,"O.C. LUGO CO., INC., THE",D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",D6BPMCKP2FE4
V62NC51F7YV1,Virginia,UNIVERSITY OF DAYTON,V62NC51F7YV1,UNIVERSITY OF DAYTON,V62NC51F7YV1
QFG7EC12DQK4,Virginia,"UNITED RENTALS (NORTH AMERICA), INC.",DZ4JXAPAU222,"UNITED RENTALS, INC.",DZ4JXAPAU222
LKXHMX1K3AC5,Virginia,NATIONAL INSTRUMENTS CORPORATION,,NATIONAL INSTRUMENTS CORPORATION,
VV9KH3L99VE3,Virginia,INTERNATIONAL BUSINESS MACHINES CORPORATION,J64CSQTQNRC1,International Business Machines Corporation,J64CSQTQNRC1
C1PGRWC26153,Virginia,EXLAR CORPORATION,PF8PJNVEPTJ1,CURTISS-WRIGHT CORPORATION,PF8PJNVEPTJ1
DQLZFV6PFCB9,Virginia,"TATE ANDALE, LLC",,,
GMBZL1B9YMW9,Virginia,A W GIFFORD INC,,,
VM23NJLXLCK9,Virginia,"G. O. CARLSON, INC.",VM23NJLXLCK9,"G. O. CARLSON, INC.",VM23NJLXLCK9
X25CWCMUL417,Virginia,"CARLLO, INC.",,,
VJFKVNQBYVL5,Virginia,GREENE RUBBER CO INC,,,
J3HWENQMNG69,Virginia,"ARCADIA MANUFACTURING GROUP, INC.",J3HWENQMNG69,"ARCADIA MANUFACTURING GROUP, INC.",J3HWENQMNG69
GL8XT6HAWLK1,Virginia,BHI ENERGY I POWER SERVICES LLC,GL8XT6HAWLK1,BHI ENERGY I POWER SERVICES LLC,GL8XT6HAWLK1
PCELDZMEAL25,Virginia,"MICROPORE, INC.",,,
DKLBZLX4D674,Virginia,"L&C PROTEC, INC.",,,
LWF3CB1HFZF3,Virginia,I S C O CORPORATION,LWF3CB1HFZF3,I S C O CORPORATION,LWF3CB1HFZF3
FNBNKXCC3QD8,Virginia,SUPERBOLT INC.,MHNEK1CGNJS9,Investment AB Latour,MHNEK1CGNJS9
G58FFJ6F2CA7,Virginia,GK MECHANICAL SYSTEMS LLC,,"NOVARIA HOLDINGS, LLC",
E844ZKYNKDX4,Virginia,"MECS, INC.",X62UR1BYLVG1,E. I. DU PONT DE NEMOURS AND COMPANY,E1EHEYLLH9E5; JALPQSJHLBV5; X62UR1BYLVG1
U8SAS3VH6J38,Virginia,AK INDUSTRIAL SERVICES LLC,,,
CAAPQGM9QL17,Virginia,SOUTH BAY CABLE CORP.,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,CAAPQGM9QL17
HFK9V1G2B513,Virginia,"MOTOROLA SOLUTIONS, INC.",G2LUXP8ND8U6,"MOTOROLA SOLUTIONS, INC.",G2LUXP8ND8U6
HTR5K76FMH84,Virginia,"FEDERAL BRONZE CASTING INDUSTRIES, INC.",,,
LPWJLN5JQPW4,Virginia,SHEFFIELD FORGEMASTERS ENGINEERING LIMITED,,,
GJEUJECUQNN6,Virginia,L-3 CHESAPEAKE SCIENCES CORPORATION,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",XXP4PLFFFGK9
WDZDHBA8ZJX8,Virginia,Airgas USA LLC,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,CL4ZKLFK5DR3
CBY1P9UHMVK1,Virginia,"D.S. SEWING, INC.",,,
DTCND1MN7J15,Virginia,ASPEQ HEATING GROUP LLC,DTCND1MN7J15,ASPEQ HEATING GROUP LLC,DTCND1MN7J15; LTJZX6G2X7Z1
XYNDM1Y7XGG7,Virginia,AMERICAN METAL BEARING COMPANY,PM2FDF7CCNC2,"MARISCO, LTD.",PM2FDF7CCNC2
V7GQF5M7C667,Virginia,"SOUTHERN GEAR & MACHINE, INC.",,,
