uei,name,sub_parent_uei,dollars,records,programs,foreign
H2VUYH8JMBY9,CURTISS-WRIGHT FLOW CONTROL CORPORATION,PF8PJNVEPTJ1,4983285.16,6,ddg,
QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",QVMBB4UCMEH4,4968784.90,28,ddg,
CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,4959746.33,57,ddg,
E86EYMJR23D1,"MELLINGER ENGINEERING, INCORPORATED",,4950203.50,20,ddg,
Z9P3GJBTJUT5,"METALS USA PLATES AND SHAPES, INC.",CJCQB4PYB943,4922836.00,1,ddg,
FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,JCAZB4Y7FTW2,4916941.21,27,ddg,
JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,PPLZG8J3N9D4,4894929.18,36,ddg,
HY9JJE3F4R25,"WOLLASTON ALLOYS, INC.",CVVANE9FWYN6,4816591.00,7,ddg,
LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,LYV8XEV314F6,4808227.90,10,ddg,
NMHFLDYJJ4C5,LOCKHEED MARTIN CORPORATION,ZFN2JJXBLZT3,4780449.32,21,ddg,
K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,4774091.88,37,ddg,
RBJHSL4MK9M8,LANXESS SOLUTIONS US INC.,TM8BK53JMDF4,4769117.00,10,ddg,
QV38GMJUBJQ3,L3HARRIS MARITIME SERVICES INC,SJULQDJ8NZU7,4702215.48,14,ddg,
ZJYJB7MBFE56,"CRANE PUMPS & SYSTEMS, INC.",VCFNC31LV829,4647189.52,24,ddg,
YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",WA6MBG28BUQ5,4554999.41,48,ddg,
FH39KDCYBK21,"Htp Meds, LLC",,4526443.33,10,ddg,
F3XKPA82MHQ5,"NAG, LLC",F3XKPA82MHQ5,4516902.65,21,ddg,
JL9NMM3YALQ5,"TAD PGS, INC.",Q53BLDNWRKA8,4515227.64,33,ddg,
Y9KMLM1AFU63,ROTRON INCORPORATED,N5KEKMFCWUR1,4467453.96,19,ddg,
LGVPVLMRHH51,"W. & O. SUPPLY, INC.",MX63C2VRKCJ6,4457876.31,30,ddg,
MTNSMCNJCNE1,"LJM PACKAGING CO., INC.",,4441314.00,9,ddg,
WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",,4426281.27,36,ddg,
JLZUKW73FAM9,"Paradigm Precision Holdings, LLC",FFXKK2MMEM97,4423336.00,26,ddg,
H8CSTCGGDD87,STRYTEN ENERGY LLC,,4364540.72,1,ddg,
RG8HFHKSV215,PDS ENGINEERING & CONSTRUCTION INC,,4351542.00,6,ddg,
JCXDK86FK3L5,FEDERAL METAL CO,JCXDK86FK3L5,4308300.00,3,ddg,
LFNVWPJYQKH4,COASTAL DESIGN LLC,LFNVWPJYQKH4,4280301.84,69,ddg,
QF82VVEDYFC3,"PUROLATOR FACET, INC.",W138B61KN3Q7,4253101.45,12,ddg,
D1L2HV3GLLY3,TIOGA PIPE INC,D1L2HV3GLLY3,4242450.64,8,ddg,
ZMYGRJX1M1J3,RIESBECK CONTRACTING INC,ZMZ2U6BJ1XC2,4076959.12,25,ddg,
PM3QRNLPA8K5,"RILEY POWER GROUP, LLC",,4040000.00,3,ddg,
KQDAHF4VF266,"BEN M. RADCLIFF CONTRACTOR, INC.",,4027771.00,1,ddg,
DR3FAZLZ8624,OLYMPIC PENINSULA PERSONNEL INC,,4027701.16,10,ddg,
KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",KWHXKLAL87T5,4023880.36,10,ddg,
LKJHENGNFX98,NORTHROP GRUMMAN SYSTEMS CORPORATION,NKVZLJL93QT6,4023024.43,7,ddg,
N6JZARL64EW5,"MCKINSEY & COMPANY, INC. WASHINGTON D.C.",,4000000.00,1,ddg,
QVTKQ7LJE196,M. T. DAVIDSON COMPANY,EYXEF9DML9L7,3985560.61,27,ddg,
QLTXH525A671,"RAPID PREP, LLC",QLTXH525A671,3957474.00,68,ddg,
D3QEMKB2X4N5,"LEXAIR, INC.",,3918057.00,4,ddg,
QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",QEP4TKLKQDV3,3873447.53,52,ddg,
N16ET1YJ6QZ3,"ROMAC INDUSTRIES, INC.",WH4HRFKKT8U6,3799549.67,31,ddg,
CG86N1ZC42B8,Ammcon Corp.,W3KUJLTCRLV1,3798866.40,58,ddg,
NBM4G4SAFQM3,QUALITY PERFORMANCE INC,X9C7KVWCMQJ6,3792757.07,38,ddg,
UE9QJD4KK1L6,"LEIDOS, INC.",ZL41ERXMPAR3,3756401.34,7,ddg,
UK6NAHCH8459,CAROLINA POWER SYSTEMS OF SUMTER INC,,3752398.80,20,ddg,
U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",,3747473.87,21,ddg,
GYMLL74UL5Q8,"HYDRASEARCH CO., INC.",ULZEK7HDMS57,3721573.24,47,ddg,
NXGLEN3CK1N6,"DATACON, INC.",NXGLEN3CK1N6,3711393.19,23,ddg,
Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",Y9LLF354DH36,3698282.00,1,ddg,
GFBTEVXB65X7,"PCC ROLLMET, INC.",UU26FKF1MML6,3689050.71,22,ddg,
NQKEVF8KEMP1,PIVOTAL POWER INC,W8PTMRME1496,3683087.44,59,ddg,Y
M553NMG2GTR6,NORTECH SYSTEMS INCORPORATED,UCNMVD1EMHN4,3624042.34,3,ddg,
KYFUJ83L3UY9,CONE DRIVE OPERATIONS INC,XBY5FEGMU441,3620746.28,10,ddg,
FFL2MLNT4FN1,GARDNER DENVER NASH LLC,HQ19YHLBS985,3580074.24,7,ddg,
EYMMLMHBMSL5,"SGL AUTOMATION, LLC",,3543477.54,3,ddg,
UJD2HEK94GH8,"KFT FIRE TRAINER, LLC",KHCHNNS9E3R5,3542697.35,12,ddg,
T4RCBDVMPVM4,"MEGGITT DEFENSE SYSTEMS, INC.",TKJ1TW2YRNL3,3526623.99,14,ddg,
EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",HJG5ZSLCMTJ9,3491300.86,20,ddg,
G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC",,3448140.52,9,ddg,
YHGHMGTME7A5,Howden American Fan Company,ZTPLJJTAD2F4,3414856.65,20,ddg,
H4NUSZNWG4K6,"SOUND MECHANICAL, INC.",,3388354.80,20,ddg,
GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",GKPGD2F1LKL5,3367507.48,10,ddg,
TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,3325786.00,21,ddg,
VXJMLWN9XU18,"BRADKEN - ATLAS, LLC",KK9MJ7GHSJ96,3325283.02,21,ddg,
RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,3267202.75,29,ddg,
T5C6JNLVSC17,HYDRATIGHT OPERATIONS INC,,3250474.81,13,ddg,
XJWLF38U74P3,FLUID HANDLING LLC,LFJVPJ77LNM7,3246093.00,4,ddg,
FYS6F3284LN3,VELAN VALVE CORP.,KH1WNH8NJR56,3232177.01,23,ddg,
S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",,3196250.89,20,ddg,
LD7YXEQNEKZ3,"LINCOLN ELECTRIC AUTOMATION, INC.",,3185280.00,5,ddg,
KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",MPCXJJQJAL83,3145783.68,119,ddg,
V627Y8NS1JM1,"MILCOTS, LLC",,3139890.00,24,ddg,
QPB2M919LQM5,MATERION BRUSH INC,QT9LCNSYE637,3125291.83,17,ddg,
DDQCLD6FEJJ6,"TOG MANUFACTURING COMPANY, INC.",RC1NNGFRMMM7,3118113.34,41,ddg,
YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",JYTYZUGUN6V3,3095511.45,20,ddg,
C1NAJQ34VWM5,Cameron Energy Services Corp.,,3086940.01,22,ddg,
TAB4FBLR5UM1,ANIXTER INC.,HT2SC8NC87E1,3075798.40,13,ddg,
EYP9DXW18FY9,"W.R. ALLEN & CO., INC.",,3068301.87,22,ddg,
URUVKGK3FTV1,"WILLIAMS SCOTSMAN, INC.",MH4FDVBB4G88,3067301.69,19,ddg,
ZU51LS7JZ8L5,FCX SYSTEMS INC,,3065470.18,5,ddg,
HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",,3038529.32,52,ddg,
K3URF4HUNQS5,"GLOBAL, INCORPORATED",K3URF4HUNQS5,3021151.95,28,ddg,
KXWXRYB3FBW3,FLOWSERVE CORP,YPQMZDVKS1K8,3016225.40,11,ddg,
JR3NDKLB4BH9,PACIFIC MARINE SYSTEMS CORP,K8E4CQYCRJ25,3004106.44,21,ddg,
VGCPT3NSM831,HII FLEET SUPPORT GROUP LLC,F9SDJAZFTLG6,2984257.90,5,ddg,
ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,HTHFAYHMJWT4,2975285.97,66,ddg,
ZPZMCRH2JSA3,EZEFLOW USA INC,ZPZMCRH2JSA3,2949502.00,42,ddg,
LCYTE2L5JEP4,NAVAL ENGINEERING SUPPORT INC,Q5DRWXKQP299,2940135.00,13,ddg,
UR64LG5YKUE8,"LYNN LADDER AND SCAFFOLDING CO., INC.",NPDPXRZGXXL3,2932640.21,17,ddg,
R2D6XY1EM6J8,SENSARAS,R2D6XY1EM6J8,2929263.07,17,ddg,
UNG7G6S4JRA6,"5TH AXIS, LLC",UNG7G6S4JRA6,2918111.79,38,ddg,
K4GJKMQD4961,"BARBER-NICHOLS, LLC",U5K7DSV5D3U7,2899802.00,1,ddg,
MYKLJHTX3MM7,"LEIDOS, INC.",ZL41ERXMPAR3,2871452.65,7,ddg,
K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",,2856500.00,1,ddg,
UK8DL82MHJG5,PROPULSION CONTROLS ENGINEERING,UK8DL82MHJG5,2849576.00,13,ddg,
JNC1BUEVV3B9,"JGILS, LLC",,2830532.92,33,ddg,
FJMAMQK89ZB8,"CAMERON TECHNOLOGIES US, INC.",W1LDBNHD4EM7,2820410.95,33,ddg,
D6GJGD1KMH25,"ANIXTER, INC",D6GJGD1KMH25,2779003.00,13,ddg,
KSZBH4K529U5,"CMI, INC.",VL3KQ5GEU6K1,2774181.96,22,ddg,
FACXKY7FULJ4,"PRECISION FABRICATING & CLEANING COMPANY, INC.",EBMBBLNWAZS8,2760209.26,4,ddg,
F2KSX22KK1E4,"BLOOMY CONTROLS, INC.",F2KSX22KK1E4,2726993.00,9,ddg,
GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",XMRBFR868NS3,2708658.18,24,ddg,
KH1SMVPKSHY4,GREAT LAKES SOUND & VIBRATION INC,KH1SMVPKSHY4,2699504.19,4,ddg,
P2LKC7KAFFR2,"FAIRMOUNT AUTOMATION, INC.",,2687782.00,2,ddg,
V73QNVKJWAJ9,CRYSTAL GROUP INC.,M1DFCE4G2PM8,2653144.00,16,ddg,
NGMSB6M2QKA4,ASA ENVIRONMENTAL PRODUCTS INC,,2645078.76,47,ddg,
XBHNYVTCDQH8,UNIFIED2 GLOBAL PACKAGING GROUP LLC,XBHNYVTCDQH8,2638713.58,6,ddg,
CE4UBZFNCKU9,"MOHAWK NORTHEAST, INC.",CE4UBZFNCKU9,2628612.17,11,ddg,
SM28EAQLF5N3,"EDCO, INC.",SM28EAQLF5N3,2619922.67,4,ddg,
HB74FFGNFK17,THE DYSON CORPORATION,,2580647.25,18,ddg,
NG7TY7BYU9R7,"W. & O. SUPPLY, INC.",V91WXBJ7WKL1,2554064.00,43,ddg,
VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,,2548193.45,11,ddg,
V32LJNFLKBT7,RFD BEAUFORT INC.,SZ4SDE9YK5E4,2531538.00,10,ddg,
X96XQ88UFHM5,MARIA DO CARMO DE ALBUQUERQUE LINS,X96XQ88UFHM5,2518418.60,3,ddg,Y
HDM5WRBME2K7,ALLIANT TECHSYSTEMS OPERATIONS LLC,GJVCPEBZV574,2514366.00,3,ddg,
EANJVKFHMSZ8,"GULF FASTENER, INC.",EANJVKFHMSZ8,2483049.00,8,ddg,
WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",,2464622.02,43,ddg,
EZVMH8VEGL34,"BAUER COMPRESSORS, INC.",JEKASJ7K4PJ1,2444674.90,14,ddg,
U73RYB2RKTW4,"RWH CONSULTING GROUP, INC.",,2417333.00,13,ddg,
GX3AEWVNND13,"NEW ENGLAND MECHANICAL SERVICES, INC.",RJTAYN8QLWY1,2395565.00,18,ddg,
X3DBJSMT83N5,CLEVELAND-CLIFFS PLATE LLC,VUNMXC2JLBY3,2375572.75,38,ddg,
JH2CJYVWBME6,"ROLLER BEARING COMPANY OF AMERICA, INC.",LC7UN8MJYCJ7,2348999.22,14,ddg,
G45GNP4ARKJ3,PROTERIAL CABLE AMERICA INC,,2342045.91,39,ddg,
JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",,2320793.72,38,ddg,
PUVNWFNW5BG3,VETERANS GROUP LLC,,2302613.00,8,ddg,
QSMPQ9WU65L5,"FAIRLEAD INTEGRATED, LLC",DXM3GSLGH2Z5,2291546.00,1,ddg,
EUB6UJ91Y997,"SENESCO MARINE, LLC",UTMCRDABQS33,2289201.12,7,ddg,
Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",Z86FMF9P1KD6,2279307.80,9,ddg,
MYJHF1S2HGV5,"EPSILON SYSTEMS SOLUTIONS, INC.",MYJHF1S2HGV5,2274256.08,26,ddg,
NKUARJG8E2E8,ROSCID TECHNOLOGIES,,2267884.89,11,ddg,
KVETLASZ5DL3,CONREX STEEL LIMITED,KVETLASZ5DL3,2251052.08,4,ddg,Y
M467BSNHK9J8,KATO ENGINEERING INC.,E5LZDXKKRKE3,2249921.36,12,ddg,
SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",,2238689.28,36,ddg,
UAWKMCFNMNT1,"CRAIG TECHNOLOGIES AEROSPACE SOLUTIONS, LLC",,2238222.69,7,ddg,
UR5TFK3LAVL5,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",G3MFPVJHC8R1,2226687.17,20,ddg,
J8ATNVMEGLK1,"CHAND, L.L.C.",J8ATNVMEGLK1,2225302.51,31,ddg,
XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4,2210257.31,18,ddg,
ZMBFGXHLGLM3,BAE SYSTEMS SAN DIEGO SHIP REPAIR INC.,E5K9VR2A1MW9,2188557.22,14,ddg,
MG3VKJVUVP75,"TKH CONSTRUCTION, LLC",MG3VKJVUVP75,2167370.10,12,ddg,
NKNLZEBJBM67,"TRANSDIGM, INC.",UAC2KLJM4XY1,2160026.20,16,ddg,
XPJVJCWTHYV6,"ESCO GROUP, INC.",XPJVJCWTHYV6,2159331.00,4,ddg,
CR99X5Q2KQS1,"L.B.I., INC.",CR99X5Q2KQS1,2118289.63,20,ddg,
UNYXWK1ZR391,"MAYCO MANUFACTURING, LLC",UNYXWK1ZR391,2112569.12,4,ddg,
SS8JL7WNHPX9,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",Z8WNV7KTX267,2111885.79,6,ddg,
N1C5QLNPJLS4,DELL FEDERAL SYSTEMS L.P.,TJCDPVN6RNP7,2061725.35,18,ddg,
YGGCA283C3P4,HALE HAMILTON (VALVES) LIMITED,U45EH8WMNF55,2018580.80,2,ddg,Y
JGNYLKEPEBL4,PEMCO-NAVAL ENGINEERING WORKS INC,,1979065.80,41,ddg,
U2PTLL8PXDE3,"ABLE MACHINE TOOL SALES, INC.",,1974442.00,4,ddg,
FFKCVFLHNTE7,AMERICAN HYDRO CORPORATION,GCWKULHML2S3,1964329.44,16,ddg,
XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",VE8ASCGN1188,1949213.29,35,ddg,
YNUWEPDNSH37,ROSEMOUNT SPECIALTY PRODUCTS LLC,MKRBJA6JXXS7,1946763.00,16,ddg,
G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,GMNNMEA95K18,1929696.60,14,ddg,
EU8ESM53JNE7,LANXESS CORPORATION,J8EPCEKBCWN6,1912997.80,6,ddg,
MWJTQK36KMG3,ZAPATA INCORPORATED,NRFJMVNYQ6C3,1885683.06,4,ddg,
WA9LNGN2DPF4,"BECHTEL NATIONAL, INC.",QYLMXH4B2KX8,1878260.00,3,ddg,
JFSETNYJ81Y4,ELECTRONIC COMPONENTS INC.,,1863749.65,24,ddg,
DV6YQV71ME11,Mar-Vac Products Inc,,1852320.50,25,ddg,
J7RQVJ723JM3,MADISON COMPANY,J7RQVJ723JM3,1847765.63,14,ddg,
KKRWXEQ9FVU6,"HURLEY CONSTRUCTION, INC.",,1837825.00,3,ddg,
DW33W8L3N1P8,"PHOENIX GROUP OF VIRGINIA, INC.",,1818588.31,9,ddg,
CXQ7A9JSV3K5,"MEASUREMENT SYSTEMS, INC.",SCWYXXK1EM13,1778925.84,15,ddg,
UTWXQFNH47D5,"MEGGITT (NORTH HOLLYWOOD), INC.",TKJ1TW2YRNL3,1771119.20,6,ddg,
QEMLRQA7PLG4,"AMENTUM SERVICES, INC.",TU4KCXMM9AP6,1760097.26,13,ddg,
XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,XEYGFMKSLWW5,1758923.79,19,ddg,
UPAPN5VL4KR9,EATON AEROSPACE LLC,MBJ8ANU347W7,1748200.00,8,ddg,
FJAVFFKN2LE3,"WATTEREDGE, LLC",L4QQJ4BH2726,1745724.34,11,ddg,
DJMMEPKGGNB3,"MEASUREMENT SPECIALTIES, INC.",MPCXJJQJAL83,1745467.00,12,ddg,
CXZ9PUEZ5SQ7,BLACK & DECKER (U.S.) INC.,CXZ9PUEZ5SQ7,1744465.88,8,ddg,
LZP6L339NKZ9,"MARINE POLYMERS, INC",LZP6L339NKZ9,1740804.00,12,ddg,
SE6NBH1ZRQN5,VETERANS' GROUP LLC,,1738977.17,7,ddg,
L5YANW2XSND4,"B.W. ELLIOTT MANUFACTURING CO., LLC",NFDVRDBAFR87,1719986.42,28,ddg,
M8ZHL8ZXGQP5,"CHROMALOX, INC.",EREJZHBM5MU1,1715171.05,15,ddg,
W43NW8NZ7AJ8,GENERAL NUCLEAR CORP.,,1707405.00,7,ddg,
VNC1NE44BXJ6,"TOTAL WELDING SUPPLY, INC.",,1691797.76,4,ddg,
PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,PVLTABUDXLR4,1681551.15,27,ddg,
CEN1DBGRNU77,CHESTERFIELD SPECIAL CYLINDERS LIMITED,MKLMYV3GXC65,1675051.72,1,ddg,Y
CJF6S4UR1LM8,EVOQUA WATER TECHNOLOGIES LLC,W1NCJ8ATWDN7,1664440.81,13,ddg,
EK4EVQQNEFC6,"HEXAGON METROLOGY, INC.",LYHWX7B8JNF5,1658034.00,4,ddg,
DQLZFV6PFCB9,"TATE ANDALE, LLC",DQLZFV6PFCB9,1641713.75,24,ddg,
KH92FV2FJC26,"THRUSTMASTER OF TEXAS, INC.",,1640000.00,1,ddg,
WYFZJPX5J537,"SONALYSTS, INC.",WYFZJPX5J537,1637362.00,12,ddg,
V212U2BEGU37,"SAFARI MICRO, INC.",V212U2BEGU37,1629741.00,10,ddg,
MUD4KL77FK98,TURNBULL LLC,E3NCN9MXJAL5,1618379.34,12,ddg,
PUFMZLZJ2BY2,MATTHEW WARREN INC,PXBUGNWVPJ46,1611637.58,14,ddg,
CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",CAKCE9S4WL78,1611322.76,28,ddg,
P33VWHC39MN5,"ADMIRAL VALVE, LLC",,1607506.00,15,ddg,
PFRSFST9SSL1,RANTEC POWER SYSTEMS INC.,RW4NDPS7PYF1,1576067.00,6,ddg,
G15JF2TNVBL6,SIGNET MARITIME CORPORATION,G15JF2TNVBL6,1567993.33,13,ddg,
MC9KZKMUD8F8,"AGGREKO, LLC",PM5WJ7WYPX53,1564820.63,14,ddg,
P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,P4XPJNTCHB68,1549230.00,19,ddg,
KW9XSYBX2D65,MIRION TECHNOLOGIES (IST) CORPORATION,NNWHSJ3XX7J5,1543028.00,3,ddg,
YD6LTFVUZNG1,RAYTHEON COMPANY,PPLZG8J3N9D4,1518593.70,4,ddg,
M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",M35SG6PKLJB3,1509965.70,15,ddg,
T2KBXDMYBLX5,LIGHTHOUSE ELECTRIC INC.,,1502185.00,8,ddg,
XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",XDBJX5QWAM86,1500897.00,21,ddg,
TCM3R4JPRKY4,INSTITUTE FOR ADVANCED LEARNING AND RESEARCH,TCM3R4JPRKY4,1500000.00,1,ddg,
KB45YQR3KSL5,"MISSISSIPPI SECURITY POLICE, INC.",KB45YQR3KSL5,1476686.01,4,ddg,
JG73AVR7NUN4,"HYDRATIGHT OPERATIONS, INC.",KM5NRZNTUDY8,1471613.04,5,ddg,
VT5KKT7WLRE7,"G P 50 NEW YORK, LTD.",,1469309.00,10,ddg,
C1CCV2BRQJ26,MARINE EQUIPMENT AND ENGINEERING SOLUTIONS LLC,,1466488.00,8,ddg,
DSBBDM96K6H6,RACER MACHINERY INTERNATIONAL INC,HMJWL8TT1N29,1460912.12,7,ddg,Y
YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,1457093.14,23,ddg,
UZMKDFWHKTC9,"Maro Display, Inc.",,1453400.76,11,ddg,
VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",VD1NLZGAJ2L4,1444639.00,4,ddg,
G9N1X873CYJ6,THE TIMKEN COMPANY,H4FZBFXLJ636,1422964.64,8,ddg,
KHK8QYLFGLU1,Rolls-Royce Corporation,F32RBQ3CHAG9,1422351.85,4,ddg,
LYDRWR6ML2U7,ITT CANNON LLC,TCCLSQU7ZMW5,1421244.10,2,ddg,
GTDWX1272LQ4,LINEAR MOTION LLC,G9PZGNJ37323,1393162.44,10,ddg,
N7NUHPAKNME8,"CUBIC DEFENSE APPLICATIONS, INC.",KB43RQK7PAH3,1390000.00,1,ddg,
V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",TUU9F6CG3XC7,1382850.48,8,ddg,
KP54PU9M3GY5,TE CONNECTIVITY SEACON PHOENIX INC.,MPCXJJQJAL83,1377018.66,15,ddg,
TXHLDCPC95J3,"C. V. TOOL COMPANY, INC.",TXHLDCPC95J3,1360736.20,38,ddg,
YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",YKMMCNDT9KF8,1354925.45,23,ddg,
DNY9WHR3SKK6,Clark-Reliance LLC,DNY9WHR3SKK6,1337562.00,14,ddg,
JLJVFN4MAQ98,DYNAPOWER COMPANY LLC,JLJVFN4MAQ98,1312933.00,2,ddg,
WWMME88ERQG5,BESTWELD INC,WWMME88ERQG5,1310222.11,21,ddg,
PS39EKC82UU5,DIT-MCO INTERNATIONAL LLC,SGSBHJMN78B6,1308292.00,5,ddg,
G8VYMKM2VG59,"NORTH AMERICAN CONTROLS, INC.",,1305906.00,2,ddg,
MN5LYLMWBGK8,"SIMULATION AND CONTROL TECHNOLOGIES, INC.",,1300000.00,11,ddg,
L85DJJ1BJSQ6,"PRECISION DEFENSE SERVICES, INC.",,1299052.00,1,ddg,
FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",FUNJJEK23XN5,1294092.65,21,ddg,
KK9HWTR6SM49,"Duer /Carolina Coil, Incorporated",X8JFENV4HTS5,1277773.52,16,ddg,
GYDNLMKBK274,"ALLREDI, LLC",GYDNLMKBK274,1271141.58,20,ddg,
TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,TH91MD9B9RL7,1267954.29,31,ddg,
G8LCAVK5AVW7,"NORSEMAN, INC.",G8LCAVK5AVW7,1253930.02,10,ddg,
YHJESY2TDP23,MAJOR TOOL & MACHINE INC,LFFYZFAR2EH2,1252234.00,2,ddg,
N6BAAYHLH8G7,"TTM PRINTED CIRCUIT GROUP, INC.",PU9QMDF6FYC6,1252141.50,13,ddg,
JTNDE6EBHL41,TRIDENT TECHNICAL COLLEGE,XRCGNXUSUE58,1246740.27,3,ddg,
JX92LMWRTRJ9,"DONALDSON COMPANY, INC.",QLUGMNNMV4L8,1246449.32,6,ddg,
QDWGXNU1NLY9,"REXNORD INDUSTRIES, LLC",WFM2KCAVDX59,1246440.41,3,ddg,
LG8PRS9MR697,SFC VALVE CORPORATION,,1242245.63,12,ddg,
LG3KT6KZ9K42,"SPEEDWAY CONSTRUCTORS, INC.",K1GWTTUKLBM5,1236551.00,14,ddg,
CA3SCBN6PYP5,CONNECTRONICS CORP.,WF9TN8AWH8K5,1235462.00,3,ddg,
GFSJF2WNK1E1,"SCHNEIDER ELECTRIC SYSTEMS USA, INC.",KSFXGBDLNG74,1227123.94,8,ddg,
H4K1A9NVAB68,CRYSTAL INSTRUMENTS CORPORATION,,1215433.92,6,ddg,
KNAGZL3AKW44,"110 TECHNOLOGY, LLC",,1171594.38,4,ddg,
PW9GWUTL4KV5,"Us, Inc.",PW9GWUTL4KV5,1170232.59,19,ddg,
NFCDTTZM5JL3,DUREX INTERNATIONAL CORP.,,1165478.64,3,ddg,
F98TZC6J5XV1,ARC TECHNOLOGIES LLC,U6F2GHCNNH47,1164465.31,10,ddg,
QRS8UUK41BA4,METREX VALVE CORP.,,1146465.88,7,ddg,
U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",,1133541.51,17,ddg,
MME9X24LUXP1,"ACROMAG, INCORPORATED",MME9X24LUXP1,1103333.35,21,ddg,
U3MMZ4SBMJJ3,"FINCANTIERI MARINE SYSTEMS NORTH AMERICA, INC.",NLXHHB71VMK5,1090982.92,4,ddg,
RDM6SEMM2WB4,"BARDEN CORPORATION, THE",PA1YD43KKTW3,1089257.00,5,ddg,
LRYRHNM7EHJ8,ITW FOOD EQUIPMENT GROUP LLC,RTYDEXYNEZS1,1081476.13,11,ddg,
VJFKVNQBYVL5,"GREENE RUBBER COMPANY, INC.",VJFKVNQBYVL5,1077245.52,23,ddg,
UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",UKXMHUWSFLW7,1076839.86,8,ddg,
C1H7UWEXRVN7,HOTTINGER BRUEL & KJAER INC.,,1074496.62,2,ddg,
ZNWJAN6CY115,"Q4 SERVICES, INC.",,1060557.50,5,ddg,
TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,,1060185.48,6,ddg,
C6KWNDH3EEB5,"CARDINAL ENGINEERING, LLC",C6KWNDH3EEB5,1059066.43,2,ddg,
RG3VUTDYFNF8,FLUIDYNE CORPORATION,RG3VUTDYFNF8,1058432.00,15,ddg,
HNAKLNNSE339,ODAT MACHINE INC,,1048156.00,14,ddg,
CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,CKBGA756V5H9,1044464.36,8,ddg,
TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,TMDVSPNEFR69,1038986.98,13,ddg,
NNRGV1N3Y1G5,"WOLF ROBOTICS, LLC",NA1PAN9A9F15,1038984.89,10,ddg,
MHR1KKAZ1NH5,"EDRO CORPORATION, THE",,1031725.70,19,ddg,
J7JJKMJGC7K1,"NAC GROUP, INC.",J7JJKMJGC7K1,1020441.38,15,ddg,
