vintage,pb_year,li,p1_section,row_label,fy_label,value
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2027 Total,"15,583.102"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2028,"12,834.863"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2029,"11,351.481"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2030,"12,359.708"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),FY 2031,"12,020.144"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),To Complete,"34,255.876"
FY27,2027,1045,base,Total Obligation Authority ($ in Millions),Total,"146,441.119"
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,10.742
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,17.175
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026,46.987
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027 Base,32.988
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027 Total,32.988
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2028,122.109
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2029,174.607
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2030,171.221
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2031,169.424
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,"2,386.498"
FY27,2027,1045,base,Plus Outfitting and Post Delivery ($ in Millions),Total,"3,131.751"
FY27,2027,1045,base,Total ($ in Millions),Prior Years,"29,186.319"
FY27,2027,1045,base,Total ($ in Millions),FY 2025,"9,597.949"
FY27,2027,1045,base,Total ($ in Millions),FY 2026,"9,326.581"
FY27,2027,1045,base,Total ($ in Millions),FY 2027 Base,"15,616.090"
FY27,2027,1045,base,Total ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Total ($ in Millions),FY 2027 Total,"15,616.090"
FY27,2027,1045,base,Total ($ in Millions),FY 2028,"12,956.972"
FY27,2027,1045,base,Total ($ in Millions),FY 2029,"11,526.088"
FY27,2027,1045,base,Total ($ in Millions),FY 2030,"12,530.929"
FY27,2027,1045,base,Total ($ in Millions),FY 2031,"12,189.568"
FY27,2027,1045,base,Total ($ in Millions),To Complete,"36,642.374"
FY27,2027,1045,base,Total ($ in Millions),Total,"149,572.870"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,"13,405.205"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,-
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026,"10,744.317"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027 Base,"10,486.369"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027 OOC,-
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027 Total,"10,486.369"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2028,"10,137.078"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2029,"10,360.998"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2030,"10,441.001"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2031,"10,693.082"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,"14,191.966"
FY27,2027,1045,base,Gross/Weapon System Unit Cost ($ in Millions),Total,"12,203.427"
FY27,2027,2013,base,Procurement Quantity (Units in Each),Prior Years,40
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2025,1
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2026,1
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2027 Base,2
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2027 OOC,-
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2027 Total,2
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2028,2
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2029,2
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2030,2
FY27,2027,2013,base,Procurement Quantity (Units in Each),FY 2031,2
FY27,2027,2013,base,Procurement Quantity (Units in Each),To Complete,6
FY27,2027,2013,base,Procurement Quantity (Units in Each),Total,58
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),Prior Years,"124,749.281"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2025,"9,500.534"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2026,"5,389.109"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2027 Base,"11,437.036"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2027 OOC,0.000
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2027 Total,"11,437.036"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2028,"11,284.824"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2029,"11,098.426"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2030,"10,196.613"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),FY 2031,"10,594.230"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),To Complete,"34,143.823"
FY27,2027,2013,base,Gross/Weapon System Cost ($ in Millions),Total,"228,393.876"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),Prior Years,"33,833.682"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2025,"1,871.623"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2026,"2,052.212"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2027 Base,"2,202.170"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2027 Total,"2,202.170"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2028,"2,303.210"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2029,"2,389.410"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2030,"2,612.924"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),FY 2031,"2,512.463"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),To Complete,"10,736.079"
FY27,2027,2013,base,Less PY Advance Procurement ($ in Millions),Total,"60,513.773"
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),Prior Years,"5,588.193"
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2025,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2026,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2027 Base,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2027 Total,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2028,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2029,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2030,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),FY 2031,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),To Complete,-
FY27,2027,2013,base,Less Cost To Complete ($ in Millions),Total,"5,588.193"
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),Prior Years,"6,309.880"
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2025,272.007
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2026,596.592
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2027 Base,832.550
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2027 Total,832.550
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2028,832.549
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2029,832.550
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2030,300.319
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),FY 2031,658.688
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),To Complete,"2,757.600"
FY27,2027,2013,base,Less Economic Order Quantity ($ in Millions),Total,"13,392.735"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),Prior Years,"77,067.526"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2025,"7,356.904"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2026,"2,740.305"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2027 Base,"8,402.316"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2027 OOC,0.000
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2027 Total,"8,402.316"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2028,"8,149.065"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2029,"7,876.466"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2030,"7,283.370"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),FY 2031,"7,423.079"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),To Complete,"20,650.144"
FY27,2027,2013,base,Net Procurement (P-1) ($ in Millions),Total,"146,949.175"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),Prior Years,"77,067.526"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2025,"9,306.904"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2026,"2,740.305"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2027 Base,"8,402.316"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2027 Total,"8,402.316"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2028,"8,149.065"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2029,"7,876.466"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2030,"7,283.370"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),FY 2031,"7,423.079"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),To Complete,"20,650.144"
FY27,2027,2013,base,Full Funding TOA ($ in Millions),Total,"148,899.175"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),Prior Years,"35,856.222"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2025,"2,421.954"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2026,"2,418.954"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2027 Base,"4,143.618"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2027 Total,"4,143.618"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2028,"4,485.333"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2029,"4,199.853"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2030,"2,880.198"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),FY 2031,"2,909.976"
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),To Complete,-
FY27,2027,2013,base,Plus CY Advance Procurement ($ in Millions),Total,"59,316.108"
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),Prior Years,"2,317.567"
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2025,293.004
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2026,510.415
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2027 Base,605.375
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2027 Total,605.375
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2028,376.720
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2029,"1,108.900"
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2030,671.667
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),FY 2031,902.210
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),To Complete,-
FY27,2027,2013,base,Plus Cost To Complete ($ in Millions),Total,"6,785.858"
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),Prior Years,"7,669.917"
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2025,"1,298.349"
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2026,707.862
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2027 Base,-
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2027 Total,-
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2028,-
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2029,"1,501.595"
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2030,"1,433.476"
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),FY 2031,781.536
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),To Complete,-
FY27,2027,2013,base,Plus Economic Order Quantity ($ in Millions),Total,"13,392.735"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),Prior Years,"122,911.232"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2025,"13,320.211"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2026,"6,377.536"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2027 Base,"13,151.309"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2027 OOC,0.000
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2027 Total,"13,151.309"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2028,"13,011.118"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2029,"14,686.814"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2030,"12,268.711"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),FY 2031,"12,016.801"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),To Complete,"20,650.144"
FY27,2027,2013,base,Total Obligation Authority ($ in Millions),Total,"228,393.876"
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Prior Years,"1,873.213"
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2025,136.066
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2026,218.616
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027 Base,162.796
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2027 Total,162.796
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2028,102.800
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2029,209.044
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2030,197.499
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),FY 2031,223.110
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),To Complete,"1,959.530"
FY27,2027,2013,base,Plus Outfitting and Post Delivery ($ in Millions),Total,"5,082.674"
FY27,2027,2013,base,Total ($ in Millions),Prior Years,"124,784.445"
FY27,2027,2013,base,Total ($ in Millions),FY 2025,"13,456.277"
FY27,2027,2013,base,Total ($ in Millions),FY 2026,"6,596.152"
FY27,2027,2013,base,Total ($ in Millions),FY 2027 Base,"13,314.105"
FY27,2027,2013,base,Total ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Total ($ in Millions),FY 2027 Total,"13,314.105"
FY27,2027,2013,base,Total ($ in Millions),FY 2028,"13,113.918"
FY27,2027,2013,base,Total ($ in Millions),FY 2029,"14,895.858"
FY27,2027,2013,base,Total ($ in Millions),FY 2030,"12,466.210"
FY27,2027,2013,base,Total ($ in Millions),FY 2031,"12,239.911"
FY27,2027,2013,base,Total ($ in Millions),To Complete,"22,609.674"
FY27,2027,2013,base,Total ($ in Millions),Total,"233,476.550"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Prior Years,"3,118.732"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2025,"9,500.534"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2026,"5,389.109"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027 Base,"5,718.518"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027 OOC,-
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2027 Total,"5,718.518"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2028,"5,642.412"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2029,"5,549.213"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2030,"5,098.307"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),FY 2031,"5,297.115"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),To Complete,"5,690.637"
FY27,2027,2013,base,Gross/Weapon System Unit Cost ($ in Millions),Total,"3,937.825"
