Program,Prime PIID,Subawardee UEI,Subawardee Vendor Name,Reports,Distinct Subaward Numbers,Correction Actions,First Action,Last Action,Activity Span (Years),Net Subaward $M (FY2026$)
DDG,N0002413C2307,C7RWMXEE6SD3,"Johnson Controls, Inc.",,1,,,,,
DDG,N0002413C2307,HEUNPCKQLMN5,KLUMB LUMBER COMPANY,,1,,,,,
DDG,N0002413C2307,HHFGANSDJXN8,"Southern Rubber & Specialties, , Inc.",,1,,,,,
DDG,N0002413C2307,PTVDFVF3JNX6,SILICO SYSTEMS LLC,,2,,,,,
DDG,N0002418C2305,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,1,,,,,
DDG,N0002418C2305,H4ZMPGLLZ8D9,ARTCRAFT FABRICATORS INC,,1,,,,,
DDG,N0002418C2305,Y9LLF354DH36,"BIRD-JOHNSON PROPELLER COMPANY, LLC",,1,,,,,
DDG,N0002418C2305,Z89SS59265U9,ESPEY MFG AND ELECTRONICS CORP,,1,,,,,
DDG,N0002418C2305,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",,1,,,,,
DDG,N0002418C2305,K84MXRVQ8BW5,"PACIFIC SHIPYARDS INTERNATIONAL, LLC",,1,,,,,
DDG,N0002418C2305,FCK2D4PSV1L2,"DOVER PUMPS & PROCESS SOLUTIONS SEGMENT, INC.",,1,,,,,
DDG,N0002418C2305,YD6LTFVUZNG1,RAYTHEON COMPANY,,2,,,,,
DDG,N0002418C2305,ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,,1,,,,,
DDG,N0002418C2305,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,1,,,,,
DDG,N0002418C2305,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",,1,,,,,
DDG,N0002418C2305,YULJLSW1N2G4,CYGNUS L.L.C.,,1,,,,,
DDG,N0002418C2305,MUD4KL77FK98,TURNBULL LLC,,1,,,,,
DDG,N0002418C2305,KH1SMVPKSHY4,"GREAT LAKES SOUND & VIBRATION, INC.",,1,,,,,
DDG,N0002418C2305,MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,,1,,,,,
DDG,N0002418C2305,GXPHJRVG9MR7,DRS NAVAL POWER SYSTEMS INC,,2,,,,,
DDG,N0002418C2305,YHGHMGTME7A5,HOWDEN AMERICAN FAN COMPANY,,1,,,,,
DDG,N0002418C2305,RMLGMBGNPCC8,KINGSBURY INC.,,1,,,,,
DDG,N0002418C2305,LR2HQKYJLDZ7,JA MOODY LLC,,1,,,,,
DDG,N0002418C2305,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,,1,,,,,
DDG,N0002418C2305,CR99X5Q2KQS1,"L.B.I., INC.",,1,,,,,
DDG,N0002418C2307,HLVBPCA2LH41,ROLLS-ROYCE MARINE NORTH AMERICA INC.,,19,,,,,
DDG,N0002418C2307,J3AFGKXWYK73,York International Corporation,,10,,,,,
DDG,N0002418C2307,J1T1FEN3PWX6,GENERAL ELECTRIC COMPANY,,19,,,,,
DDG,N0002418C2307,PQGNEEY9W5M3,NORTHROP GRUMMAN SYSTEMS CORPORATION,,32,,,,,
DDG,N0002418C2307,QGB4RDYJNJT9,ELLWOOD NATIONAL FORGE COMPANY,,8,,,,,
DDG,N0002418C2307,ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,,34,,,,,
DDG,N0002418C2307,GXPHJRVG9MR7,"DRS POWER & CONTROL TECHNOLOGIES, INC",,65,,,,,
DDG,N0002418C2307,QKJUKKE5WPA8,GULF COPPER & MANUFACTURING CORPORATION,,17,,,,,
DDG,N0002418C2307,VJMTKNLENX24,ENGINEERED COIL COMPANY,,65,,,,,
DDG,N0002418C2307,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,39,,,,,
DDG,N0002418C2307,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,34,,,,,
DDG,N0002418C2307,CFXRGJSB9UB6,"SPD ELECTRICAL SYSTEMS, INC",,6,,,,,
DDG,N0002418C2307,HLVNZXU8EAM1,POWER PARAGON INC,,13,,,,,
DDG,N0002418C2307,U23DM4ULNLS3,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,,2,,,,,
DDG,N0002418C2307,XYNDM1Y7XGG7,AMERICAN METAL BEARING COMPANY,,16,,,,,
DDG,N0002418C2307,JRUCKDSNXKD5,"ENTWISTLE COMPANY, THE",,25,,,,,
DDG,N0002418C2307,LM35HWEVUPH3,"ADI TECHNOLOGIES, INC.",,13,,,,,
DDG,N0002418C2307,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,90,,,,,
DDG,N0002418C2307,J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",,10,,,,,
DDG,N0002418C2307,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",,13,,,,,
DDG,N0002418C2307,M4ELQDG7JLM5,"BUFFALO PUMPS, INC.",,17,,,,,
DDG,N0002418C2307,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,,61,,,,,
DDG,N0002418C2307,HUK5MJK4MH39,"LESLIE CONTROLS, INC.",,54,,,,,
DDG,N0002418C2307,G78MQ69BN636,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,,43,,,,,
DDG,N0002418C2307,ENNXJDZUYCK3,MARMON AEROSPACE & DEFENSE LLC,,1,,,,,
DDG,N0002418C2307,KCYPSYNH1M94,US JOINER LLC,,24,,,,,
DDG,N0002418C2307,JEP5GQGFPUL9,PORTLAND VALVE LLC,,20,,,,,
DDG,N0002418C2307,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",,15,,,,,
DDG,N0002418C2307,F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,,9,,,,,
DDG,N0002418C2307,SKKACASET588,DYNALEC CORPORATION,,107,,,,,
DDG,N0002418C2307,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",,32,,,,,
DDG,N0002418C2307,ELC5EVMWFVM8,"LAKE SHORE SYSTEMS, INC.",,28,,,,,
DDG,N0002418C2307,KNEFNMWXBK39,JO-KELL INC.,,50,,,,,
DDG,N0002418C2307,WSK3WRSGKAU1,ALFA LAVAL INC.,,10,,,,,
DDG,N0002418C2307,Q35JL9GFCAK3,MAROTTA CONTROLS INC,,64,,,,,
DDG,N0002418C2307,EVZMB1757DW5,"STEELFAB, INC.",,1,,,,,
DDG,N0002418C2307,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",,22,,,,,
DDG,N0002418C2307,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,64,,,,,
DDG,N0002418C2307,KLDTZDR12ZB7,JUNIPER ELBOW CO. INC.,,41,,,,,
DDG,N0002418C2307,QYKAR7MJJXL7,"MEGGITT SAFETY SYSTEMS, INC.",,9,,,,,
DDG,N0002418C2307,HLFDNJU7KXJ1,BOGUE SYSTEMS INC,,27,,,,,
DDG,N0002418C2307,DQ35GXAUTW61,INDUSTRIAL CORROSION CONTROL INC,,19,,,,,
DDG,N0002418C2307,EDNNTCM7SUS8,"IMIA, LLC",,24,,,,,
DDG,N0002418C2307,V1MQFNQB56Z5,RIX INDUSTRIES,,9,,,,,
DDG,N0002418C2307,N5KMLMXEPFM5,PARKER-HANNIFIN CORPORATION,,13,,,,,
DDG,N0002418C2307,XJTAAHL58NB6,"EASTERN SHIPBUILDING GROUP, INC.",,3,,,,,
DDG,N0002418C2307,DWUHNL9BC3U7,"HOWELL LABORATORIES, INC.",,13,,,,,
DDG,N0002418C2307,RMLGMBGNPCC8,"KINGSBURY, INC.",,9,,,,,
DDG,N0002418C2307,FLMQAKFEMG64,INDEECO LLC,,23,,,,,
DDG,N0002418C2307,Z9P3GJBTJUT5,"METALS USA PLATES AND SHAPES, INC.",,1,,,,,
DDG,N0002418C2307,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",,1,,,,,
DDG,N0002418C2307,FLQJXSFMNQP6,"LISTER CHAIN AND FORGE, INC.",,9,,,,,
DDG,N0002418C2307,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",,41,,,,,
DDG,N0002418C2307,EV4ZGUNNKMJ6,"PACIFIC SHIP REPAIR & FABRICATION, INC.",,21,,,,,
DDG,N0002418C2307,N6P1AGPMV456,EVAC NORTH AMERICA INC.,,9,,,,,
DDG,N0002418C2307,PNLJW4UFU1A8,"MARK C. POPE ASSOCIATES, INC.",,10,,,,,
DDG,N0002418C2307,MDH6KH9D4SG7,"ASCO POWER TECHNOLOGIES, L.P.",,7,,,,,
DDG,N0002418C2307,MMDRDDVELDX8,DANTE VALVE COMPANY,,39,,,,,
DDG,N0002418C2307,TSCZLHCGNQ53,FACET (OKLAHOMA) LLC,,10,,,,,
DDG,N0002418C2307,JW6PXX1WALN4,HOWDEN NORTH AMERICA INC.,,15,,,,,
DDG,N0002418C2307,LGVPVLMRHH51,"W. & O. SUPPLY, INC.",,27,,,,,
DDG,N0002418C2307,L2EDH4DX27J5,"WILLIAM E WILLIAMS, VALVE CORP",,30,,,,,
DDG,N0002418C2307,FCK2D4PSV1L2,"DOVER PUMPS & PROCESS SOLUTIONS SEGMENT, INC.",,21,,,,,
DDG,N0002418C2307,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC.",,22,,,,,
DDG,N0002418C2307,FFZLXPAQCMD8,WHITING DOOR MANUFACTURING CORP.,,19,,,,,
DDG,N0002418C2307,G7SQBKZNPRN4,"ACCU-FAB AND CONSTRUCTION, INC.",,9,,,,,
DDG,N0002418C2307,LCZDJ6YPNYG6,"MARTIN ENERGY SERVICES, LLC",,5,,,,,
DDG,N0002418C2307,ZLM5NQE8LSR8,"IMECO, INC.",,4,,,,,
DDG,N0002418C2307,MKXMUFJJYLY5,WARD LEONARD CT LLC,,1,,,,,
DDG,N0002418C2307,JRHJJRY6DWK3,"CORNELL-CARR CO., INC.",,14,,,,,
DDG,N0002418C2307,D44RA79E3K57,PRECISION PRODUCTS INC,,26,,,,,
DDG,N0002418C2307,T4RCBDVMPVM4,"MEGGITT DEFENSE SYSTEMS, INC.",,7,,,,,
DDG,N0002418C2307,FYS6F3284LN3,VELAN VALVE CORP.,,21,,,,,
DDG,N0002418C2307,ZU51LS7JZ8L5,"FCX SYSTEMS, INC.",,5,,,,,
DDG,N0002418C2307,S1LJCH88WHT5,W.R. DAVIS ENGINEERING LIMITED,,5,,,,,
DDG,N0002418C2307,VGCPT3NSM831,HII FLEET SUPPORT GROUP LLC,,5,,,,,
DDG,N0002418C2307,C1B6X8AADFB1,"Comsaco, LLC",,8,,,,,
DDG,N0002418C2307,JA2KCX21NL48,"WARTSILA DEFENSE, INC.",,17,,,,,
DDG,N0002418C2307,F3XKPA82MHQ5,"NAG, LLC",,8,,,,,
DDG,N0002418C2307,H1PAVTLJBJ88,TYCO FIRE PRODUCTS LP,,8,,,,,
DDG,N0002418C2307,M4ANYAZ8Q6H8,GEMS SENSORS INC.,,17,,,,,
DDG,N0002418C2307,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",,14,,,,,
DDG,N0002418C2307,EANJVKFHMSZ8,"GULF FASTENER, INC.",,4,,,,,
DDG,N0002418C2307,HLE1E2KALJA5,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",,10,,,,,
DDG,N0002418C2307,ZA1KMNAJMVT3,SURFACE TECHNOLOGIES CORPORATION,,5,,,,,
DDG,N0002418C2307,LFVJABJDQVZ9,"W. & O. SUPPLY, INC.",,6,,,,,
DDG,N0002418C2307,D2J1SSHB5EB7,THE HELLAN STRAINER CO,,20,,,,,
DDG,N0002418C2307,NQKEVF8KEMP1,PIVOTAL POWER INC,,23,,,,,
DDG,N0002418C2307,D3QEMKB2X4N5,LEXAIR INC,,1,,,,,
DDG,N0002418C2307,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",,21,,,,,
DDG,N0002418C2307,QVTKQ7LJE196,M. T. DAVIDSON COMPANY,,11,,,,,
DDG,N0002418C2307,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",,3,,,,,
DDG,N0002418C2307,NBM4G4SAFQM3,QUALITY PERFORMANCE INC,,13,,,,,
DDG,N0002418C2307,RJGEKQDTZKT8,"ELECTRIC HEATER COMPANY, THE",,7,,,,,
DDG,N0002418C2307,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,6,,,,,
DDG,N0002418C2307,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",,9,,,,,
DDG,N0002418C2307,K3URF4HUNQS5,"GLOBAL, INCORPORATED",,12,,,,,
DDG,N0002418C2307,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,2,,,,,
DDG,N0002418C2307,CAKCE9S4WL78,"AZTEC GLOBAL SOLUTIONS, INC.",,18,,,,,
DDG,N0002418C2307,UK6NAHCH8459,"CAROLINA POWER SYSTEMS OF SUMTER, INC.",,7,,,,,
DDG,N0002418C2307,P4XPJNTCHB68,SCHOELLHORN - ALBRECHT MACHINE CO INC,,14,,,,,
DDG,N0002418C2307,FUNJJEK23XN5,"TCH DISTRIBUTORS, LLC",,17,,,,,
DDG,N0002418C2307,DV6YQV71ME11,Mar-Vac Products Inc,,11,,,,,
DDG,N0002418C2307,HWLGUR28KMS6,APPLETON MARINE INC,,1,,,,,
DDG,N0002418C2307,C6C8KS7Y1K76,MIDE TECHNOLOGY CORPORATION,,4,,,,,
DDG,N0002418C2307,JGNYLKEPEBL4,"PEMCO-NAVAL ENGINEERING WORKS, INC.",,19,,,,,
DDG,N0002418C2307,RLXQHCXFT513,CUNICO CORPORATION,,7,,,,,
DDG,N0002418C2307,D9T3VK42BLV7,"MILWAUKEE COMPOSITES, INC.",,4,,,,,
DDG,N0002418C2307,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",,7,,,,,
DDG,N0002418C2307,JK4WJKLD44G9,"METALTEK INTERNATIONAL, INC.",,10,,,,,
DDG,N0002418C2307,M8ZHL8ZXGQP5,"CHROMALOX, INC.",,7,,,,,
DDG,N0002418C2307,EZVMH8VEGL34,"BAUER COMPRESSORS, INC.",,4,,,,,
DDG,N0002418C2307,CJF6S4UR1LM8,EVOQUA WATER TECHNOLOGIES LLC,,5,,,,,
DDG,N0002418C2307,G9N1X873CYJ6,THE TIMKEN COMPANY,,4,,,,,
DDG,N0002418C2307,C1NAJQ34VWM5,CAMERON ENERGY SERVICES CORP.,,5,,,,,
DDG,N0002418C2307,MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC.",,16,,,,,
DDG,N0002418C2307,NJBMT6E7P7B4,INTERNATIONAL WELDING & FABRICATION INC.,,2,,,,,
DDG,N0002418C2307,DQLZFV6PFCB9,"TATE ANDALE, LLC",,11,,,,,
DDG,N0002418C2307,V32LJNFLKBT7,RFD BEAUFORT INC.,,2,,,,,
DDG,N0002418C2307,CBMZJ3Z5SC89,GOODRICH CORPORATION,,18,,,,,
DDG,N0002418C2307,J7JJKMJGC7K1,"NAC GROUP, INC.",,11,,,,,
DDG,N0002418C2307,VDGQNU1VJC64,XCHANGER MANUFACTURING CORPORATION,,3,,,,,
DDG,N0002418C2307,KH1SMVPKSHY4,GREAT LAKES SOUND & VIBRATION INC,,1,,,,,
DDG,N0002418C2307,KK9FFUUML8N1,ABC APPLICATORS INC,,3,,,,,
DDG,N0002418C2307,PW9GWUTL4KV5,"Us, Inc.",,9,,,,,
DDG,N0002418C2307,TMDVSPNEFR69,"Ives Equipment, LLC",,6,,,,,
DDG,N0002418C2307,N9DVRB18H324,ELLWOOD CITY FORGE COMPANY,,2,,,,,
DDG,N0002418C2307,GKN9NW23L2L9,"HYSPAN PRECISION PRODUCTS, INC.",,9,,,,,
DDG,N0002418C2307,C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,,7,,,,,
DDG,N0002418C2307,JU7ZGUDEJA79,RAILWAY SPECIALTIES CORPORATION,,4,,,,,
DDG,N0002418C2307,XK8VBJ94L4E9,"AEROSPACE SUPPLY, INC",,5,,,,,
DDG,N0002418C2307,TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,,7,,,,,
DDG,N0002418C2307,LG8PRS9MR697,SFC VALVE CORPORATION,,5,,,,,
DDG,N0002418C2307,WWMME88ERQG5,BESTWELD INC,,7,,,,,
DDG,N0002418C2307,HA3GWLK3JK58,Evoqua Water Technologies LLC,,2,,,,,
DDG,N0002418C2307,E3YNKWRANZ18,"AQUA-CHEM, INC.",,1,,,,,
DDG,N0002418C2307,QV38GMJUBJQ3,L3HARRIS MARITIME SERVICES INC,,3,,,,,
DDG,N0002418C2307,WAK3LFCLKJR4,BELL STEEL COMPANY,,6,,,,,
DDG,N0002418C2307,ZJYJB7MBFE56,CRANE PUMPS & SYSTEMS PFT CORP,,7,,,,,
DDG,N0002418C2307,LN9YKAX66918,KULITE SEMICONDUCTOR PRODUCTS INC,,9,,,,,
DDG,N0002418C2307,YMKJUADMJN79,"TRI-TEC MANUFACTURING, LLC",,1,,,,,
DDG,N0002418C2307,VJHFDLA3NLG8,BRADKEN INC,,1,,,,,
DDG,N0002418C2307,J2DMF1YRKD96,STANDARD CALIBRATIONS INC,,7,,,,,
DDG,N0002418C2307,H2VUYH8JMBY9,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,1,,,,,
DDG,N0002418C2307,LJLZRNS9DYC6,ANIXTER INC.,,5,,,,,
DDG,N0002418C2307,MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,,1,,,,,
DDG,N0002418C2307,LQP7LJVDX6M6,"WESCO DISTRIBUTION, INC.",,3,,,,,
DDG,N0002418C2307,U8SDJVH8SQ19,CITY ELECTRIC SUPPLY COMPANY,,5,,,,,
DDG,N0002418C2307,CXZ9PUEZ5SQ7,BLACK & DECKER (U.S.) INC.,,1,,,,,
DDG,N0002418C2307,VE86LWM6ABF6,MASON FOREST PRODUCTS INC,,3,,,,,
DDG,N0002418C2307,HYN4GBTR6TF3,GULF COAST MARINE SUPPLY CO,,5,,,,,
DDG,N0002418C2307,PDZUR2FMYD89,RANGER ENVIRONMENTAL SERVICES LLC,,3,,,,,
DDG,N0002418C2307,DJG7NEG7QRK5,"HUNT VALVE COMPANY, INC.",,3,,,,,
DDG,N0002418C2307,HNJDANSKDZK9,"SPECTRONICS, INC.",,10,,,,,
DDG,N0002418C2307,HJFAW5KCG7N7,"MAST TECHNOLOGIES, LLC",,4,,,,,
DDG,N0002418C2307,LRYRHNM7EHJ8,ITW Food Equipment Group LLC,,2,,,,,
DDG,N0002418C2307,MAKYNVTMNZX1,"TRAC REGULATOR CO., INC.",,3,,,,,
DDG,N0002418C2307,RL6KA2EUSUC8,ABACUS INDUSTRIES INC,,5,,,,,
DDG,N0002418C2307,FNQSY3S2MCM9,"STS OPERATING, INC.",,6,,,,,
DDG,N0002418C2307,EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",,4,,,,,
DDG,N0002418C2307,JJRDPJY9GQA8,FLETCHER CONSTRUCTION CO INC,,6,,,,,
DDG,N0002418C2307,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,6,,,,,
DDG,N0002418C2307,ZVKEBJ4HQHB8,HEILIND MIL-AERO LLC,,3,,,,,
DDG,N0002418C2307,V16LFA3JDR14,Limitorque Corporation,,3,,,,,
DDG,N0002418C2307,V8HGGNTGDH59,PEERLESS MFG CO,,5,,,,,
DDG,N0002418C2307,VD5WUGZUCJ44,"Triple Son Wholesale Timber, Inc.",,2,,,,,
DDG,N0002418C2307,EDJPMQN1HSJ1,"MSA SAFETY SALES, LLC",,3,,,,,
DDG,N0002418C2307,J8ATNVMEGLK1,"CHAND, L.L.C.",,5,,,,,
DDG,N0002418C2307,GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,,3,,,,,
DDG,N0002418C2307,E5NZAXG4MNB7,MURRAY BENJAMIN ELECTRIC CO LLC,,2,,,,,
DDG,N0002418C2307,FD69PPCVM2B8,PASCAGOULA LAUNCH SERVICE INC,,3,,,,,
DDG,N0002418C2307,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,2,,,,,
DDG,N0002418C2307,EJ8LYVPT4KR9,THE WHITMOR CO. INC.,,4,,,,,
DDG,N0002418C2307,M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",,5,,,,,
DDG,N0002418C2307,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",,2,,,,,
DDG,N0002418C2307,FJMAMQK89ZB8,"Cameron Technologies Us, LLC",,2,,,,,
DDG,N0002418C2307,WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,,1,,,,,
DDG,N0002418C2307,RYYRAAAGPXB5,"Stockert, Laura",,2,,,,,
DDG,N0002418C2307,S1TGQ9L36486,"TOOL-SMITH COMPANY, INC",,3,,,,,
DDG,N0002418C2307,DLRDDPVKLLA1,"HEGEDUS ALUMINUM INDUSTRIES, INC",,4,,,,,
DDG,N0002418C2307,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,,2,,,,,
DDG,N0002418C2307,SLTUM1DV4433,"PARASENSE, INC",,2,,,,,
DDG,N0002418C2307,L6EMG925NF78,KADANT UNAFLEX LLC,,3,,,,,
DDG,N0002418C2307,LSGYNGHKB863,DEBAN ENTERPRISES INC,,3,,,,,
DDG,N0002418C2307,XR3UT8BLTKP7,"ENERGY MACHINERY, INC.",,5,,,,,
DDG,N0002418C2307,UES5F4AAZJK5,"DONALDSON COMPANY, INC.",,4,,,,,
DDG,N0002418C2307,FWF8QBPCGLG3,GENERAL TOOL COMPANY,,1,,,,,
DDG,N0002418C2307,M647MA6E64V1,DEWEY ELECTRONICS CORPORATION,,3,,,,,
DDG,N0002418C2307,YHGHMGTME7A5,Howden American Fan Company,,1,,,,,
DDG,N0002418C2307,F98TZC6J5XV1,ARC TECHNOLOGIES LLC,,1,,,,,
DDG,N0002418C2307,LX5BF78ZTHW4,"Hdt Expeditionary Systems, Inc.",,2,,,,,
DDG,N0002418C2307,DSVCC3S92J21,BOLAND MARINE & INDUSTRIAL LLC,,2,,,,,
DDG,N0002418C2307,GU9WXNREUPZ1,FORENTA LP,,4,,,,,
DDG,N0002418C2307,J6DMEL935CD1,XYLEM INC.,,4,,,,,
DDG,N0002418C2307,QH1NZM6TK6C9,"TEATR MUZYKI I POEZII P/R E.KAMBUROVOI, GBU",,1,,,,,
DDG,N0002418C2307,NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",,4,,,,,
DDG,N0002418C2307,NCG7W2K7P7R6,DB CONTROL,,1,,,,,
DDG,N0002418C2307,EQ2TN2GMDFT5,"ADVANCED ACOUSTIC CONCEPTS, LLC",,1,,,,,
DDG,N0002418C2307,CJ8CQLEM2RW3,SYSCO USA II LLC,,1,,,,,
DDG,N0002418C2307,F4GNMTCCXGM8,"HUTCHINSON INDUSTRIES, INC",,2,,,,,
DDG,N0002418C2307,UDMKPLHU8N48,US TOOL GRINDING INC,,1,,,,,
DDG,N0002418C2307,K7SAUMHPLDJ9,SIVYER STEEL CASTINGS LLC,,1,,,,,
DDG,N0002418C2307,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",,2,,,,,
DDG,N0002418C2307,MQSPAE7NQQR8,"VITA MOTIVATOR CO., INC.",,2,,,,,
DDG,N0002418C2307,NK1RB5VKXES9,"DETROIT SWITCH, INC.",,3,,,,,
DDG,N0002418C2307,QLNMVC12KWY3,"LEIDOS, INC.",,2,,,,,
DDG,N0002418C2307,XK68QNYRQCH8,"AMERICAN BOA, INCORPORATED",,1,,,,,
DDG,N0002418C2307,KWHXKLAL87T5,"IN-PLACE MACHINING COMPANY, LLC",,1,,,,,
DDG,N0002418C2307,R1M8JJH7J5W5,"JOHNSON BRASS & MACHINE FOUNDRY, INC.",,1,,,,,
DDG,N0002418C2307,CWM4UN76ZQW8,LOCKHEED MARTIN CORPORATION,,1,,,,,
DDG,N0002418C2307,E83TNKA9JCY6,AIR SYSTEMS COMPONENTS INC,,3,,,,,
DDG,N0002418C2307,MNZGEAM8WG31,"MAZZELLA LIFTING TECHNOLOGIES, INC.",,2,,,,,
DDG,N0002418C2307,KXWXRYB3FBW3,FLOWSERVE CORP,,1,,,,,
DDG,N0002418C2307,NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,,3,,,,,
DDG,N0002418C2307,QF3MD1MU1651,"J.G.B. ENTERPRISES, INC.",,2,,,,,
DDG,N0002418C2307,WXRTZLL25AE5,"SEEMANN COMPOSITES, LLC",,2,,,,,
DDG,N0002418C2307,KNY4J2WMVJX3,ASC ENGINEERED SOLUTIONS LLC,,2,,,,,
DDG,N0002418C2307,X51YWDJN2ED6,HORIZONS INCORPORATED,,2,,,,,
DDG,N0002418C2307,DY2JXQ22MA14,KSARIA SERVICE CORPORATION,,1,,,,,
DDG,N0002418C2307,MNS7TJ9KVTJ1,"HDT EXPEDITIONARY SYSTEMS, INC.",,1,,,,,
DDG,N0002418C2307,X4YDGJ1UE973,Sunbelt Supply L.P.,,2,,,,,
DDG,N0002418C2307,VJSTD8U7QBD9,SAFARILAND LLC,,1,,,,,
DDG,N0002418C2307,NUMJXMNFTW19,SECHAN ELECTRONICS INC,,1,,,,,
DDG,N0002418C2307,FNQARYRJJEL5,"COSPOLICH, INC.",,2,,,,,
DDG,N0002418C2307,C7QXDAE2EUN1,"GENERAL MARINE PRODUCTS, INC.",,1,,,,,
DDG,N0002418C2307,HLW2GH7TF2M4,INDAL TECHNOLOGIES INC.,,1,,,,,
DDG,N0002418C2307,HQEUSUQSKVK7,"ADMARTEC, INC.",,2,,,,,
DDG,N0002418C2307,LS77JJSDUXH9,HYDRADYNE LLC,,1,,,,,
DDG,N0002418C2307,JUN5EFMB2NZ7,THOMPSON SUPPLY CO INC,,2,,,,,
DDG,N0002418C2307,JL4THZCMNKR7,JACKSON PLATING CO,,1,,,,,
DDG,N0002418C2307,GGERZB4A1FB3,"WBPARTS, INC.",,1,,,,,
DDG,N0002418C2307,DA2CMNNJWSZ4,Captain Freds Sea Trial Support LLC,,1,,,,,
DDG,N0002418C2307,EJ1DW3A8BFM8,CORE INDUSTRIES INC.,,1,,,,,
DDG,N0002418C2307,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,,1,,,,,
DDG,N0002418C2307,CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",,1,,,,,
DDG,N0002418C2307,CQQUMMDARBG3,THE DEWEY ELECTRONICS CORPORATION,,1,,,,,
DDG,N0002418C2307,EPK7A98BB4B6,"HEILIND MIL-AERO, LLC",,1,,,,,
DDG,N0002418C2307,N1PJDANWUJ61,SCOT FORGE COMPANY,,1,,,,,
DDG,N0002418C2307,DBQGN324ULK3,"W.W. GRAINGER, INC.",,1,,,,,
DDG,N0002418C2307,J7JGTBNSM619,MEGATOR CORPORATION,,1,,,,,
DDG,N0002418C2307,F99CKJDLYZR3,"WESCO DISTRIBUTION, INC.",,1,,,,,
DDG,N0002418C2307,E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,,1,,,,,
DDG,N0002418C2307,W547TUQXJ8Y4,CARVER PUMP COMPANY (INC),,1,,,,,
DDG,N0002418C2307,C18KXNHETC95,KITCO FIBER OPTICS INC,,1,,,,,
DDG,N0002418C2307,GMVJD1H9JQX8,"MICROFLEX, INC.",,1,,,,,
DDG,N0002418C2307,N6U1EU32U9J1,EST GROUP INC,,1,,,,,
DDG,N0002418C2307,KF3NGNBNQ271,"DELPHINUS ENGINEERING, INC.",,1,,,,,
