Program,Prime PIID,Subawardee UEI,Subawardee Vendor Name,Reports,Distinct Subaward Numbers,Correction Actions,First Action,Last Action,Activity Span (Years),Net Subaward $M (FY2026$)
Virginia,N0002412C2115,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",,3,,,,,
Virginia,N0002412C2115,NHA2LDXZPES3,ITT ENIDINE INC.,,1,,,,,
Virginia,N0002412C2115,KU8MSC4HELN8,"TRANSDIGM, INC.",,1,,,,,
Virginia,N0002412C2115,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,3,,,,,
Virginia,N0002412C2115,EPHBJMLFMGL7,"STACO SYSTEMS, INC.",,2,,,,,
Virginia,N0002412C2115,WNDYZX3ALFB1,"COMARK, LLC",,4,,,,,
Virginia,N0002412C2115,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,2,,,,,
Virginia,N0002412C2115,TFBXC11G77F3,BLACK BOX CORPORATION OF PENNSYLVANIA,,3,,,,,
Virginia,N0002412C2115,CPHLNLBGWFN5,"DRS CONSOLIDATED CONTROLS, INC.",,2,,,,,
Virginia,N0002412C2115,UR5TFK3LAVL5,FEDERAL RESOURCES SUPPLY COMPANY,,3,,,,,
Virginia,N0002412C2115,XK68QNYRQCH8,"AMERICAN BOA, INCORPORATED",,1,,,,,
Virginia,N0002412C2115,YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",,4,,,,,
Virginia,N0002412C2115,D6BPMCKP2FE4,"O.C. LUGO CO., INC., THE",,1,,,,,
Virginia,N0002412C2115,G42SVPMNBDA1,THOMSON LINEAR LLC,,4,,,,,
Virginia,N0002412C2115,RJGEKQDTZKT8,"ELECTRIC HEATER COMPANY, THE",,3,,,,,
Virginia,N0002412C2115,DAR5NMQQMY53,RED-D-ARC INC.,,2,,,,,
Virginia,N0002412C2115,MC77SUMRLXY5,"MILWAUKEE VALVE COMPANY, INC.",,1,,,,,
Virginia,N0002412C2115,RG8HFHKSV215,"PDS ENGINEERING & CONSTRUCTION, INC.",,1,,,,,
Virginia,N0002412C2115,TGUHUW52MLE3,"NIANTIC SEAL, INC.",,1,,,,,
Virginia,N0002412C2115,EAZVTUEVK9J9,AIRLINE HYDRAULICS CORPORATION,,1,,,,,
Virginia,N0002412C2115,C12PGLEW9KW4,"UNAFLEX, INC.",,2,,,,,
Virginia,N0002412C2115,UNG7G6S4JRA6,"5TH AXIS, LLC",,1,,,,,
Virginia,N0002412C2115,EV14UZ7SCKG5,New Haven Windustrial Co.,,2,,,,,
Virginia,N0002412C2115,HVK6DCBLUCP7,GE AVIATION SYSTEMS LLC,,1,,,,,
Virginia,N0002412C2115,VKBFB8MAZ357,TITANIUM FABRICATION CORPORATION,,3,,,,,
Virginia,N0002412C2115,EHRJCSUERKU3,EATON AEROSPACE LLC,,1,,,,,
Virginia,N0002412C2115,HJEXMNM5EJE5,F. W. WEBB COMPANY,,3,,,,,
Virginia,N0002412C2115,TCSFXP5TD5P6,"BLOWERS, LLC",,1,,,,,
Virginia,N0002412C2115,XSVGNUK78U74,BAC CORROSION CONTROL A/S,,1,,,,,
Virginia,N0002412C2115,HBLRJ28LNM16,GE AVIATION SYSTEMS LLC,,2,,,,,
Virginia,N0002412C2115,LGM4LM5ZR9K9,"LUNA TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002412C2115,C59LDR2KN4U6,"Fin-Tech, Inc.",,3,,,,,
Virginia,N0002412C2115,CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,,3,,,,,
Virginia,N0002412C2115,WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",,1,,,,,
Virginia,N0002412C2115,CTVBA1WN13S3,"SYNERGY FLOW SYSTEMS, LLC",,2,,,,,
Virginia,N0002412C2115,M553NMG2GTR6,NORTECH SYSTEMS INCORPORATED,,1,,,,,
Virginia,N0002412C2115,HLE1E2KALJA5,POWER PARAGON INC,,3,,,,,
Virginia,N0002412C2115,KEKTUBQDCZM7,A & A SHEET METAL PRODUCTS INC,,1,,,,,
Virginia,N0002412C2115,H5MUP1BXBAB1,"Metro Business Systems, Inc.",,1,,,,,
Virginia,N0002412C2115,JN14RTY2BEZ5,H. C. STARCK INC.,,1,,,,,
Virginia,N0002412C2115,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,,2,,,,,
Virginia,N0002412C2115,JEP5GQGFPUL9,PORTLAND VALVE LLC,,3,,,,,
Virginia,N0002412C2115,G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",,2,,,,,
Virginia,N0002412C2115,GR2CKSBB4MB5,LENAPE FORGED PRODUCTS CORP.,,1,,,,,
Virginia,N0002412C2115,Y4ESA8L3JAD9,"GRAYBAR ELECTRIC COMPANY, INC",,2,,,,,
Virginia,N0002412C2115,NTP7NWDS9Y49,"MSC INDUSTRIAL DIRECT CO., INC.",,4,,,,,
Virginia,N0002412C2115,REXPSJ7NAHU8,DERBYSHIRE MACHINE & TOOL CO,,2,,,,,
Virginia,N0002412C2115,C11GZDT8UL88,"SILKTOWN ROOFING, INCORPORATED",,1,,,,,
Virginia,N0002412C2115,YS2TNLEU8EK3,"LOCKHEED MARTIN SIPPICAN, INC.",,1,,,,,
Virginia,N0002412C2115,GWKMNJ89SCC5,MATERION BRUSH INC.,,1,,,,,
Virginia,N0002412C2115,SLTUM1DV4433,"PARASENSE, INC",,1,,,,,
Virginia,N0002412C2115,MNPUJ84L1AK7,A & A COMPANY INC,,1,,,,,
Virginia,N0002412C2115,JA2KCX21NL48,"WARTSILA DEFENSE, INC.",,3,,,,,
Virginia,N0002412C2115,Y5HPNMZGC7U3,SEACON ADVANCED PRODUCTS LLC,,1,,,,,
Virginia,N0002412C2115,CZXNLVL5TBN3,ROANWELL CORPORATION,,2,,,,,
Virginia,N0002412C2115,VXJMLWN9XU18,"BRADKEN - ATLAS, LLC",,1,,,,,
Virginia,N0002412C2115,CXQ7A9JSV3K5,"MEASUREMENT SYSTEMS, INC.",,1,,,,,
Virginia,N0002412C2115,CHSCLZAAPTQ3,"PULSAFEEDER, INC.",,1,,,,,
Virginia,N0002412C2115,RDM6SEMM2WB4,"BARDEN CORPORATION, THE",,1,,,,,
Virginia,N0002412C2115,ETWEE7EYY9G5,COGITIC CORPORATION,,1,,,,,
Virginia,N0002412C2115,T2VFE1NGR3G5,"DRS TRAINING & CONTROL SYSTEMS, LLC",,1,,,,,
Virginia,N0002412C2115,EDLHL766DYP1,"WESCO DISTRIBUTION, INC.",,2,,,,,
Virginia,N0002412C2115,CN4DJZSKM3Y3,"PENNSYLVANIA MACHINE WORKS, INC.",,2,,,,,
Virginia,N0002412C2115,JG24FKGD5Z77,"JOHN WATTS ASSOCIATES, INC.",,1,,,,,
Virginia,N0002412C2115,C1VMWS2KV645,"OMNI SERVICES, INC.",,2,,,,,
Virginia,N0002412C2115,G58FFJ6F2CA7,GK MECHANICAL SYSTEMS LLC,,1,,,,,
Virginia,N0002412C2115,HJUAXSF12JR6,"CUSTOM HYDRAULIC & MACHINE, INC.",,1,,,,,
Virginia,N0002412C2115,FFKCVFLHNTE7,AMERICAN HYDRO CORPORATION,,1,,,,,
Virginia,N0002412C2115,ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,,2,,,,,
Virginia,N0002412C2115,VC8CKKWDRPD6,Skills For Rhode Island's Future,,1,,,,,
Virginia,N0002412C2115,D3QEMKB2X4N5,"LEXAIR, INC.",,2,,,,,
Virginia,N0002412C2115,UJMKRGKNXML7,DIEBOLT & COMPANY,,1,,,,,
Virginia,N0002412C2115,JEH3MF4P6N78,MUNTERS CORPORATION,,1,,,,,
Virginia,N0002412C2115,HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",,2,,,,,
Virginia,N0002412C2115,MYKLJHTX3MM7,LEIDOS INNOVATIONS CORPORATION,,1,,,,,
Virginia,N0002412C2115,QDWGXNU1NLY9,"REXNORD INDUSTRIES, LLC",,1,,,,,
Virginia,N0002412C2115,WQ8LDD3N2K24,BRADDOCK HEAT TREATING COMPANY INC,,3,,,,,
Virginia,N0002412C2115,T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",,1,,,,,
Virginia,N0002412C2115,MFGMH9R7GMG3,"FORCE 3, LLC",,1,,,,,
Virginia,N0002412C2115,L6EMG925NF78,KADANT UNAFLEX LLC,,1,,,,,
Virginia,N0002412C2115,NDF9CNKGHWR3,"CURTIS UNIVERSAL JOINT CO, INC.",,1,,,,,
Virginia,N0002412C2115,C9C6HPQLL4A8,CATERPILLAR INC.,,2,,,,,
Virginia,N0002412C2115,LK9BTBWNLY96,LEVEL ONE FASTENERS,,1,,,,,
Virginia,N0002412C2115,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,2,,,,,
Virginia,N0002412C2115,N5KMLMXEPFM5,PARKER-HANNIFIN CORPORATION,,1,,,,,
Virginia,N0002412C2115,KKPLLYQNK495,"BARTOL HEATING AND COOLING, INC.",,1,,,,,
Virginia,N0002412C2115,EJ8LYVPT4KR9,"WHITMOR COMPANY, INC., THE",,2,,,,,
Virginia,N0002412C2115,GHVMX1DLDAK6,"WURTH REVCAR FASTENERS, INC.",,1,,,,,
Virginia,N0002412C2115,FB4ZY68792Y5,TE CONNECTIVITY PHOENIX OPTIX INC.,,1,,,,,
Virginia,N0002412C2115,VAX5URMCQMM5,"SI TECHNOLOGIES, INC",,1,,,,,
Virginia,N0002412C2115,LGL1LNBH8KM5,"GRISWOLD INDUSTRIES, CO.",,2,,,,,
Virginia,N0002412C2115,NSEVFLRKSUV1,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",,1,,,,,
Virginia,N0002412C2115,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,1,,,,,
Virginia,N0002412C2115,D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",,1,,,,,
Virginia,N0002412C2115,ZXGBKBLTY7F1,LBC AQUISITIONS LLC,,1,,,,,
Virginia,N0002412C2115,DKSJBNE34MJ7,"Q-MATION, INC.",,1,,,,,
Virginia,N0002412C2115,CFXRGJSB9UB6,"SPD ELECTRICAL SYSTEMS, INC",,1,,,,,
Virginia,N0002412C2115,XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",,1,,,,,
Virginia,N0002412C2115,LFNVWPJYQKH4,COASTAL DESIGN LLC,,1,,,,,
Virginia,N0002412C2115,JCY9NCTJF9J3,AIRSAN CORPORATION,,1,,,,,
Virginia,N0002412C2115,HK1VJ4NJ6QN7,LOVEJOY CURTIS LLC,,1,,,,,
Virginia,N0002412C2115,L6V2CGVQP844,RDF CORPORATION,,1,,,,,
Virginia,N0002412C2115,M4ANYAZ8Q6H8,GEMS SENSORS INC.,,1,,,,,
Virginia,N0002412C2115,TL9AYFLSQ189,"JORGENSEN FORGE CORPORATION, THE",,1,,,,,
Virginia,N0002412C2115,U4TBEJN3QV83,3M PURIFICATION INC.,,1,,,,,
Virginia,N0002412C2115,FQJTKZNF6GY5,"HILLER COMPANIES, INC., THE",,1,,,,,
Virginia,N0002412C2115,GLRVV6FC6DB3,GP STRATEGIES CORPORATION,,1,,,,,
Virginia,N0002412C2115,RW9ZRN3J3KB3,"POWERHOUSE EQUIPMENT & ENGINEERING COMPANY, INC.",,1,,,,,
Virginia,N0002412C2115,U517SU1EZGK9,"CHALMERS & KUBECK, INC.",,1,,,,,
Virginia,N0002412C2115,X6N2CNV552X7,"OCEANEERING INTERNATIONAL, INC.",,1,,,,,
Virginia,N0002412C2115,M467BSNHK9J8,KATO ENGINEERING INC.,,1,,,,,
Virginia,N0002412C2115,K3K9GLKWAWQ1,"OHIO SEMITRONICS, INC",,1,,,,,
Virginia,N0002412C2115,MC45MKDJLGK6,J J U DISTRIBUTORS INC,,1,,,,,
Virginia,N0002412C2115,V627Y8NS1JM1,"MILCOTS, LLC",,1,,,,,
Virginia,N0002412C2115,KKRWXEQ9FVU6,"HURLEY CONSTRUCTION, INC.",,1,,,,,
Virginia,N0002412C2115,CP8AJC3EDE93,"Alp Industries, Inc.",,1,,,,,
Virginia,N0002412C2115,WW6HFEMKWPC5,FRIES SPINNING & STAMPINGS INC,,1,,,,,
Virginia,N0002412C2115,DMTPEM6MJPB8,PEARSE-BERTRAM LLC,,1,,,,,
Virginia,N0002412C2115,V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",,1,,,,,
Virginia,N0002412C2115,ZBR7R1G1MGB3,"TIMKEN CORPORATION, THE",,1,,,,,
Virginia,N0002412C2115,PQ7FJYK7LNM6,B M F TORQUE WRENCH COMPANY,,1,,,,,
Virginia,N0002412C2115,QCFDU4MA1444,A/Z CORPORATION,,1,,,,,
Virginia,N0002412C2115,SBJMSMKJ9M93,"Fitchburg Welding Co., Inc.",,1,,,,,
Virginia,N0002412C2115,FMKADN1KAXH6,"HOSE-MCCANN TELEPHONE CO., INC.",,1,,,,,
Virginia,N0002412C2115,HJ7KCZ68G3N3,HAMPTON RUBBER COMPANY,,1,,,,,
Virginia,N0002412C2115,E2WALWZNMT18,"APEX MACHINE TOOL COMPANY, INC.",,1,,,,,
Virginia,N0002412C2115,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,,1,,,,,
Virginia,N0002412C2115,HDM5WRBME2K7,ALLIANT TECHSYSTEMS OPERATIONS LLC,,1,,,,,
Virginia,N0002412C2115,V25NZRTBX3R3,"SIEMENS GOVERNMENT TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002412C2115,FKE7YM75FN66,"D&D FILTRATION CONSULTANTS & SUPPLIERS, INC.",,1,,,,,
Virginia,N0002412C2115,XP5GHU7EKM33,"Sie Computing Solutions, Inc.",,1,,,,,
Virginia,N0002412C2115,LG8PRS9MR697,SFC VALVE CORPORATION,,1,,,,,
Virginia,N0002412C2115,LV9KTAW8RSA3,Continental Emsco Company (inc),,1,,,,,
Virginia,N0002412C2115,DDQCLD6FEJJ6,"TOG MANUFACTURING COMPANY, INC.",,1,,,,,
Virginia,N0002412C2115,ERZRH1FL8R66,"PLAINVILLE PLATING COMPANY, INC.",,1,,,,,
Virginia,N0002412C2115,E9B7STE3MUX9,"C.I.L. Electroplating, Inc.",,1,,,,,
Virginia,N0002412C2115,MMRKLNN6PLB3,"SII, INC.",,1,,,,,
Virginia,N0002416C2111,LCV2N9FVV739,NORTHROP GRUMMAN SYSTEMS CORPORATION,,5,,,,,
Virginia,N0002416C2111,FK17Z7DJWLL1,Apco Technologies SA,,5,,,,,
Virginia,N0002416C2111,WMXDDH6HJNA5,HUNTINGTON INGALLS INCORPORATED,,1,,,,,
Virginia,N0002416C2111,MU3CM1145E44,PROGENY SYSTEMS CORPORATION,,10,,,,,
Virginia,N0002416C2111,JKPCAKFW8X93,AMERICAST TECHNOLOGIES INC,,2,,,,,
Virginia,N0002416C2111,FLDEFFBLR5P3,"GLOBE COMPOSITE SOLUTIONS, LTD., LIMITED PARTNERSHIP",,17,,,,,
Virginia,N0002416C2111,RDG4F8MZVDU1,"POWER PARAGON, INC.",,1,,,,,
Virginia,N0002416C2111,XDF1FRDG8KK4,"FOSTER-MILLER, INC",,2,,,,,
Virginia,N0002416C2111,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",,7,,,,,
Virginia,N0002416C2111,E9DKKLZNCQS9,AISH TECHNOLOGIES LTD,,2,,,,,
Virginia,N0002416C2111,CBMZJ3Z5SC89,GOODRICH CORPORATION,,15,,,,,
Virginia,N0002416C2111,PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",,4,,,,,
Virginia,N0002416C2111,SS8JL7WNHPX9,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",,2,,,,,
Virginia,N0002416C2111,SX6BF52K2WB1,VACCO INDUSTRIES,,2,,,,,
Virginia,N0002416C2111,U2PTLL8PXDE3,"ABLE MACHINE TOOL SALES, INC.",,2,,,,,
Virginia,N0002416C2111,WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",,6,,,,,
Virginia,N0002416C2111,KMDLJAJQ4UM1,"BRANTNER AND ASSOCIATES, INC.",,17,,,,,
Virginia,N0002416C2111,G319AMB56SW5,"901 D, LLC",,14,,,,,
Virginia,N0002416C2111,NMHFLDYJJ4C5,LOCKHEED MARTIN CORPORATION,,3,,,,,
Virginia,N0002416C2111,PAH8M4BJACA5,"TELEDYNE INSTRUMENTS, INC.",,11,,,,,
Virginia,N0002416C2111,JKZNKGGWYZ87,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,1,,,,,
Virginia,N0002416C2111,MMCKJNNMSG23,"ADVANCE MFG.CO., INC.",,8,,,,,
Virginia,N0002416C2111,KZGEJ29ND6K3,EVONIK CORPORATION,,7,,,,,
Virginia,N0002416C2111,YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",,6,,,,,
Virginia,N0002416C2111,LFNVWPJYQKH4,COASTAL DESIGN LLC,,8,,,,,
Virginia,N0002416C2111,F8M5LJA6LJL4,"SARGENT AEROSPACE & DEFENSE, LLC",,2,,,,,
Virginia,N0002416C2111,CKBGA756V5H9,MITCHELL MACHINE INCORPORATED,,3,,,,,
Virginia,N0002416C2111,CXQ7A9JSV3K5,"MEASUREMENT SYSTEMS, INC.",,3,,,,,
Virginia,N0002416C2111,SE6NBH1ZRQN5,VETERANS' GROUP LLC,,2,,,,,
Virginia,N0002416C2111,CABCB9XBJHK5,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,5,,,,,
Virginia,N0002416C2111,F1UZPBD1VBH9,"LYME COMPUTER SYSTEMS, INC.",,13,,,,,
Virginia,N0002416C2111,JAXJSTJJSP74,RAYTHEON BBN TECHNOLOGIES CORP.,,2,,,,,
Virginia,N0002416C2111,V627Y8NS1JM1,"MILCOTS, LLC",,6,,,,,
Virginia,N0002416C2111,V1MQFNQB56Z5,RIX INDUSTRIES,,3,,,,,
Virginia,N0002416C2111,QPFMBXNMQM85,"AEROTEK, INC.",,4,,,,,
Virginia,N0002416C2111,PS39EKC82UU5,DIT-MCO INTERNATIONAL LLC,,3,,,,,
Virginia,N0002416C2111,HQYTCMF5RGE4,SHERBURN ELECTRONICS INC.,,9,,,,,
Virginia,N0002416C2111,QVJEVJHK3G31,"AGGREKO, LLC",,4,,,,,
Virginia,N0002416C2111,WJ45NXW2TVD7,MOOG INC.,,3,,,,,
Virginia,N0002416C2111,QLTXH525A671,"RAPID PREP, LLC",,3,,,,,
Virginia,N0002416C2111,LG88NCWJ3A95,"YOUNG ENGINEERING & MANUFACTURING, INC.",,1,,,,,
Virginia,N0002416C2111,TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,,1,,,,,
Virginia,N0002416C2111,YD1GK53355R5,"PRECISION CUSTOM COMPONENTS, LLC",,2,,,,,
Virginia,N0002416C2111,EPSYXPS5MK39,NORTHROP GRUMMAN SYSTEMS CORPORATION,,2,,,,,
Virginia,N0002416C2111,HRJNGAUKL2Q2,"HI-TEST LABORATORIES, INC.",,5,,,,,
Virginia,N0002416C2111,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,,3,,,,,
Virginia,N0002416C2111,DZVSKE3ZKRV4,"IE TEST, LLC",,4,,,,,
Virginia,N0002416C2111,F42BKS7EHCL8,EMS DEVELOPMENT CORPORATION,,1,,,,,
Virginia,N0002416C2111,WVW5FMYALEL6,"PLAINVILLE ELECTRICAL PRODUCTS COMPANY, THE",,1,,,,,
Virginia,N0002416C2111,TJGHTGTTVEA1,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,2,,,,,
Virginia,N0002416C2111,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,,4,,,,,
Virginia,N0002416C2111,WNDYZX3ALFB1,"COMARK, LLC",,4,,,,,
Virginia,N0002416C2111,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",,1,,,,,
Virginia,N0002416C2111,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",,2,,,,,
Virginia,N0002416C2111,NEGFNA8YS723,"ALLARD NAZARIAN GROUP, INC.",,1,,,,,
Virginia,N0002416C2111,X4M2SP7V9BC6,"METHODS MACHINE TOOLS, INC.",,1,,,,,
Virginia,N0002416C2111,MYDWUALGXBL5,BIOMATED SOLUTIONS LLC,,3,,,,,
Virginia,N0002416C2111,N1PJDANWUJ61,SCOT FORGE COMPANY,,3,,,,,
Virginia,N0002416C2111,DLLCKA14LMZ5,"Merrill Aviation, Inc.",,1,,,,,
Virginia,N0002416C2111,V62NC51F7YV1,UNIVERSITY OF DAYTON,,1,,,,,
Virginia,N0002416C2111,C1PGRWC26153,EXLAR CORPORATION,,1,,,,,
Virginia,N0002416C2111,QRS8UUK41BA4,METREX VALVE CORP.,,1,,,,,
Virginia,N0002416C2111,CAAPQGM9QL17,SOUTH BAY CABLE CORP.,,1,,,,,
Virginia,N0002416C2111,NYGUEDY27AM8,CURTISS-WRIGHT FLOW CONTROL CORPORATION,,1,,,,,
Virginia,N0002416C2111,CFXRGJSB9UB6,"SPD ELECTRICAL SYSTEMS, INC",,1,,,,,
Virginia,N0002416C2111,C9C6HPQLL4A8,CATERPILLAR INC.,,2,,,,,
Virginia,N0002416C2111,JU5GNH1H5FV6,DY4 INC.,,5,,,,,
Virginia,N0002416C2111,PFRSFST9SSL1,RANTEC POWER SYSTEMS INC.,,1,,,,,
Virginia,N0002416C2111,XYNDM1Y7XGG7,AMERICAN METAL BEARING COMPANY,,1,,,,,
Virginia,N0002416C2111,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",,2,,,,,
Virginia,N0002416C2111,L66VDJVM3VP6,KEYENCE CORP OF AMERICA,,4,,,,,
Virginia,N0002416C2111,NRCCMBKQ6FD7,LEIDOS INNOVATIONS CORPORATION,,3,,,,,
Virginia,N0002416C2111,EDNNTCM7SUS8,"INTERNATIONAL MARINE AND INDUSTRIAL APPLICATORS, LLC",,1,,,,,
Virginia,N0002416C2111,S3NBXGNJ5433,"CORSERVA, INC.",,3,,,,,
Virginia,N0002416C2111,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",,4,,,,,
Virginia,N0002416C2111,CSB6FUPJ5TC1,"TDS AUTOMATION, INC.",,1,,,,,
Virginia,N0002416C2111,TRJPK4ELKDR3,M & P INTERNATIONAL INC,,1,,,,,
Virginia,N0002416C2111,CR99X5Q2KQS1,"LBI, INC.",,3,,,,,
Virginia,N0002416C2111,VBFXNRMUYSK6,NTS TECHNICAL SYSTEMS,,1,,,,,
Virginia,N0002416C2111,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,2,,,,,
Virginia,N0002416C2111,V73QNVKJWAJ9,CRYSTAL GROUP INC.,,3,,,,,
Virginia,N0002416C2111,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",,2,,,,,
Virginia,N0002416C2111,JMFNDVNJ67A3,CM-MATRIX CORPORATION,,2,,,,,
Virginia,N0002416C2111,NXGLEN3CK1N6,"DATACON, INC.",,1,,,,,
Virginia,N0002416C2111,V87VJJNMMFH9,"DEXTER MAGNETIC TECHNOLOGIES, INC.",,1,,,,,
Virginia,N0002416C2111,K294P4QJHFU9,"MW JONES & COMPANY, INC.",,1,,,,,
Virginia,N0002416C2111,MSYWUDGYPKF5,"CP INDUSTRIES HOLDINGS, INC.",,1,,,,,
Virginia,N0002416C2111,F1N2KDGBDTU8,"DLT SOLUTIONS, LLC",,2,,,,,
Virginia,N0002416C2111,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,,1,,,,,
Virginia,N0002416C2111,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",,1,,,,,
Virginia,N0002416C2111,NGMSB6M2QKA4,"ASA ENVIRONMENTAL PRODUCTS, INC.",,2,,,,,
Virginia,N0002416C2111,VRTZQSMQ8615,"HARDING COMPANY, INC",,2,,,,,
Virginia,N0002416C2111,Y9KMLM1AFU63,ROTRON INCORPORATED,,2,,,,,
Virginia,N0002416C2111,MHR1KKAZ1NH5,"EDRO CORPORATION, THE",,2,,,,,
Virginia,N0002416C2111,C7QHHMJEALN1,"MONROE CABLE COMPANY, INC., THE",,1,,,,,
Virginia,N0002416C2111,SLBCZQAMG3Q1,"Solflower Computer, Inc",,4,,,,,
Virginia,N0002416C2111,UNG7G6S4JRA6,"5TH AXIS, LLC",,2,,,,,
Virginia,N0002416C2111,HKUGWLAQ4821,"LCR EMBEDDED SYSTEMS, INC.",,1,,,,,
Virginia,N0002416C2111,FHKCX7RMYW83,MARINE EQUIPMENT SUPPLY LLC,,1,,,,,
Virginia,N0002416C2111,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",,1,,,,,
Virginia,N0002416C2111,HLAKD5J1DDG3,"KLH INDUSTRIES, INC.",,2,,,,,
Virginia,N0002416C2111,JC42EBJ5NFJ1,HAMILTON SUNDSTRAND CORPORATION,,3,,,,,
Virginia,N0002416C2111,MF1LU8RPCMB8,"RANOR, INC.",,1,,,,,
Virginia,N0002416C2111,GK3DKPJRSUR3,"HALE TRAILER BRAKE & WHEEL, INC.",,1,,,,,
Virginia,N0002416C2111,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",,1,,,,,
Virginia,N0002416C2111,QCFDU4MA1444,A/Z CORPORATION,,1,,,,,
Virginia,N0002416C2111,QFG7EC12DQK4,"UNITED RENTALS (NORTH AMERICA), INC.",,3,,,,,
Virginia,N0002416C2111,XJJ6S8U3NAR9,Jules Borel & Co.,,1,,,,,
Virginia,N0002416C2111,QLNRJJK28MJ7,"SYSTEMS ENGINEERING AND ANALYTICS, INC.",,1,,,,,
Virginia,N0002416C2111,JHPXZQA4R1X1,"BLACK ROCK TECHNOLOGY GROUP, LLC",,3,,,,,
Virginia,N0002416C2111,JE8QAT3GGJN6,LINTECH COMPONENTS CO INC,,2,,,,,
Virginia,N0002416C2111,E3WFXJMWH458,"ADVANCED THEODOLITE TECHNOLOGY, INC.",,1,,,,,
Virginia,N0002416C2111,KYFUJ83L3UY9,CONE DRIVE OPERATIONS INC.,,1,,,,,
Virginia,N0002416C2111,U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,,2,,,,,
Virginia,N0002416C2111,SBJMSMKJ9M93,"Fitchburg Welding Co., Inc.",,1,,,,,
Virginia,N0002416C2111,N5H9R8EN75V9,"MOTION INDUSTRIES, INC.",,1,,,,,
Virginia,N0002416C2111,J1HRLJ1Q1NT6,"MC2 SABTECH HOLDINGS, INC.",,2,,,,,
Virginia,N0002416C2111,CE4UBZFNCKU9,"MOHAWK NORTHEAST, INC.",,1,,,,,
Virginia,N0002416C2111,GFCUEMH2CGN1,RIVERHEAD BUILDING SUPPLY CORP.,,2,,,,,
Virginia,N0002416C2111,MFGMH9R7GMG3,"FORCE 3, LLC",,2,,,,,
Virginia,N0002416C2111,DP49VT4FA4J3,"ADA CORE TECHNOLOGIES, INC.",,2,,,,,
Virginia,N0002416C2111,RDM6SEMM2WB4,"BARDEN CORPORATION, THE",,1,,,,,
Virginia,N0002416C2111,X4UMAJJTMS97,GERMANE SYSTEMS LC,,1,,,,,
Virginia,N0002416C2111,LB1XJ5UY5961,IMO INDUSTRIES INC.,,2,,,,,
Virginia,N0002416C2111,KWAYELLKNP86,GET ENGINEERING CORP.,,1,,,,,
Virginia,N0002416C2111,K6LKL4BYZGZ6,TRILOGIC SYSTEMS CORPORATION,,1,,,,,
Virginia,N0002416C2111,XRN4L5GSHNJ5,MASON ELECTRIC COMPANY,,1,,,,,
Virginia,N0002416C2111,QJ8GDNZ7RMC5,MCMASTER-CARR SUPPLY COMPANY,,1,,,,,
