uei,name,dollars_total_$M,dollars_submarines_$M,dollars_ddg_$M,records,foreign,enriched,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
LGEFMM39NGN4,ANIXTER INC,0.269,0.0,0.269,3,no,yes,Active,Active,,423610,4236,3,334290;335999;423610,0,,"WESCO DISTRIBUTION, INC.","WESCO INTERNATIONAL, INC",1S3E3,N,For Profit Organization;Business or Organization
ZVCNH5GL1Z83,Core Active Fixed Income,0.268,0.0,0.268,4,no,yes,NO_RECORD,,,,,0,,0,,,,,,
E383LRP25MY6,YOUNG ENGINEERING COMPANY INC.,0.266,0.0,0.266,6,no,yes,Active,Active,Subchapter S Corporation,335311,3353,4,335311;335313;335314;335999,2,2040;6210,,,30753,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Hispanic American Owned;Subchapter S Corporation
V7GQF5M7C667,"SOUTHERN GEAR & MACHINE, INC.",0.264,0.264,0.0,7,no,yes,Active,Active,Manufacturer of Goods,333612,3336,3,333612;336412;336413,0,,,,01351,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods
CFLHPEP9NMU4,HUBBS MACHINE & MANUFACTURING,0.264,0.264,0.0,6,no,yes,NO_RECORD,,,,,0,,0,,,,,,
WCDSL3DNJLY1,GOVERNMENT SECURE SOLUTIONS CGI INC.,0.264,0.264,0.0,2,no,yes,?,,,,,0,,0,,CGI FEDERAL INC.,CGI GROUP INC,,,
E844ZKYNKDX4,"MECS, INC.",0.262,0.262,0.0,4,no,yes,Active,Active,,541330,5413,3,333414;423830;541330,0,,ELESSENT CLEAN TECHNOLOGIES INC.,,1XSR7,N,For Profit Organization;Business or Organization
U8SAS3VH6J38,AK INDUSTRIAL SERVICES LLC,0.262,0.262,0.0,6,no,yes,Active,Active,Limited Liability Company,238990,2389,9,213112;237310;238110;238910;238990;336611;488390;812930;813990,0,,,,7V4P7,N,For Profit Organization;Business or Organization;Limited Liability Company
CAAPQGM9QL17,SOUTH BAY CABLE CORP.,0.261,0.261,0.0,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
GU9WXNREUPZ1,FORENTA L.P.,0.257,0.0,0.257,9,no,yes,Active,Active,Manufacturer of Goods,333310,3333,1,333310,0,,,,11023,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CEZLBLUFVYT9,"BITTWARE, INC.",0.254,0.254,0.0,2,no,yes,Inactive,Inactive,Manufacturer of Goods,334111,3341,4,334111;334418;541512;541519,0,,"MOLEX, LLC","KOCH INDUSTRIES, INC.",0ZAY4,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GN82WS7LRJ77,SPACE MACHINE & ENGINEERING CORP.,0.254,0.0,0.254,4,no,yes,Active,Active,Subchapter S Corporation,334419,3344,2,334419;335999,0,,,,25531,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
HFK9V1G2B513,"MOTOROLA SOLUTIONS, INC.",0.252,0.252,0.0,2,no,yes,Active,Active,Manufacturer of Goods,334220,3342,6,334220;334290;513210;517810;541519;811210,0,,,,78205,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",0.249,0.249,0.0,1,no,yes,?,,,,,0,,0,,,,,,
MBMCF42D4CF7,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,0.249,0.249,0.0,2,no,yes,Active,Active,,562211,5622,8,484121;484220;541620;562112;562211;562219;562910;562998,0,,"CLEAN HARBORS, INC",,1NFA4,N,For Profit Organization;Business or Organization
K7WHM32LWU64,"IVEY'S CONSTRUCTION, INC.",0.244,0.244,0.0,1,no,yes,Active,Active,Subchapter S Corporation,236220,2362,3,236210;236220;237130,0,,"KEVIN W. IVEY HOLDINGS, INC",,0CUP2,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
D3QJN3GXFR53,"LINCOLN ELECTRIC AUTOMATION, INC.",0.244,0.244,0.0,3,no,yes,Active,Active,Manufacturer of Goods,332312,3323,4,332312;332710;332999;333992,0,,LINCOLN ELECTRIC HOLDINGS INC,,26560,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CLJ5AQLQ8L29,"MACKAY COMMUNICATIONS, INC",0.244,0.0,0.244,1,no,yes,Active,Active,,334220,3342,20,334220;334290;334416;334419;334511;334513;335999;336611;336612;423690;488190;488310;488330;488390;517410;541330;541512;541519;541690;811310,0,,,,82692,N,For Profit Organization;Business or Organization
N3K7U4MKPSE4,"J & R TOOL, INC",0.244,0.0,0.244,1,no,yes,Active,Active,Subchapter S Corporation,332710,3327,23,332114;332312;332322;332323;332439;332510;332618;332710;332721;332722;332811;332812;332813;333514;333515;336612;336992;337110;339950;339991;339999;423510;541715,0,,,,03LK9,N,Minority-Owned Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Native American Owned;American Indian Owned;Service-Disabled Veteran-Owned Business;Subchapter S Corporation
W7FFRAVN1DA9,"SECURESTRUX, LLC",0.243,0.243,0.0,1,no,yes,Active,Active,Limited Liability Company,541519,5415,9,541310;541330;541511;541512;541513;541519;541690;541715;611420,0,,,,6WG89,N,For Profit Organization;Business or Organization;Limited Liability Company
F1N2KDGBDTU8,"DLT SOLUTIONS, LLC",0.242,0.242,0.0,4,no,yes,Active,Active,Limited Liability Company,423430,4234,12,334111;334112;423430;513210;518210;532420;541511;541512;541513;541519;611420;811210,0,,TD SYNNEX CORPORATION,,0S0H9,N,For Profit Organization;Business or Organization;Limited Liability Company
GJEUJECUQNN6,L-3 CHESAPEAKE SCIENCES CORPORATION,0.241,0.241,0.0,1,no,yes,NO_RECORD,,,,,0,,0,,,,,,
WDZDHBA8ZJX8,"Airgas Usa, LLC",0.241,0.241,0.0,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
ZYRVDBTNPD25,UNITED REFRIGERATION INC,0.241,0.0,0.241,2,no,yes,Active,Active,,423740,4237,3,333415;423730;423740,0,,,,47WX9,N,For Profit Organization;Business or Organization
CBY1P9UHMVK1,"D.S. SEWING, INC.",0.236,0.236,0.0,5,no,yes,Inactive,Inactive,Subchapter S Corporation,314910,3149,2,314910;541420,1,8340,,,00GB3,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
FECPDA1S8WJ1,D. W. BOYD CORPORATION,0.234,0.068,0.166,4,no,yes,Active,Active,Subchapter S Corporation,811310,8113,15,336611;336612;423440;423450;423620;423740;423830;423840;423850;423990;424990;811310;811412;811490;812320,24,2090;3510;3590;3605;4110;5905;5910;5930;5945;5950;J020;J035;J041;J073;L001;L020;L035;L036;L041;L073;N020;N035;N041;N073,,,0FAL3,N,For Profit Organization;Business or Organization;Subchapter S Corporation
MFGMH9R7GMG3,"FORCE 3, LLC",0.233,0.233,0.0,5,no,yes,Active,Active,,334111,3341,34,332999;334111;334112;334118;334210;334220;334290;334310;334419;334515;334517;335931;335932;335999;339114;423430;423450;423490;423690;513210;532420;541330;541490;541511;541512;541513;541519;541611;541618;541690;541990;561110;611420;811210,0,,CDW GOVERNMENT LLC,CDW CORPORATION,0TC84,N,For Profit Organization;Business or Organization
C59LDR2KN4U6,"Fin-Tech, Inc.",0.232,0.232,0.0,10,no,yes,Active,Active,Subchapter S Corporation,332813,3328,1,332813,0,,,,1DN95,N,For Profit Organization;Business or Organization;Subchapter S Corporation
KFF4DTT9LFJ3,"KELLY CONTAINER, INC.",0.232,0.232,0.0,2,no,yes,Inactive,Inactive,,531120,5311,2,484110;531120,0,,,,1U8M7,N,For Profit Organization;Women-Owned Small Business (WOSB) Joint Venture eligible under the WOSB Program;Business or Organization
L66VDJVM3VP6,KEYENCE CORP OF AMERICA,0.231,0.231,0.0,4,no,yes,Active,Active,,423830,4238,2,334513;423830,0,,,,0VZL5,N,For Profit Organization;Business or Organization
URUVKGK3FTV1,"WILLIAMS SCOTSMAN, INC.",0.231,0.231,0.0,3,no,yes,Active,Active,,236210,2362,16,236210;236220;238910;238990;321992;327390;332311;332312;334111;334112;493110;531120;531130;532120;532420;532490,0,,,,6H793,N,For Profit Organization;Business or Organization
RNWJCAQL4ZD7,"EIMC, LLC",0.23,0.23,0.0,2,no,yes,Inactive,Inactive,Limited Liability Company,524291,5242,1,524291,0,,,,8D1L8,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company
RANZTST3FQU3,SID TOOL CO INC,0.229,0.229,0.0,3,no,yes,Active,Active,,332510,3325,9,332510;332722;333515;339999;423120;423610;423710;423840;811111,0,,"MSC INDUSTRIAL DIRECT CO., INC.",,1KNW3,N,For Profit Organization;Business or Organization
G5W8NZNYN1P6,BRISTOL HARBOR GROUP,0.229,0.229,0.0,4,no,yes,Active,Active,Subchapter S Corporation,541330,5413,1,541330,0,,,,34DZ3,N,For Profit Organization;Business or Organization;Subchapter S Corporation
YXMXTJMDPJR7,"FAXON ENGINEERING COMPANY, INCORPORATED THE",0.229,0.229,0.0,7,no,yes,Active,Active,Manufacturer of Goods,423830,4238,6,326220;332912;332919;332999;336413;423830,3,4710;4730;4820,,,77994,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
NYWQLNAXE9G4,"ISLAND HOSE & SEALS, INC.",0.227,0.227,0.0,2,no,yes,Active,Active,,332912,3329,1,332912,3,H247;H947;L047,,,1CPE0,N,For Profit Organization;Business or Organization
HBLRJ28LNM16,GE AVIATION SYSTEMS LLC,0.226,0.226,0.0,4,no,yes,Active,Active,Manufacturer of Goods,335311,3353,6,221122;334511;335311;335999;336413;488190,0,,"GE AVIATION SYSTEMS NORTH AMERICA, LLC",GENERAL ELECTRIC COMPANY,19623,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
H1J9UJSSTB98,"AIRGAS USA, LLC",0.225,0.225,0.0,4,no,yes,Active,Active,Foreign Owned,325120,3251,11,221210;325120;325412;331491;333514;333912;333992;423450;423830;423840;424690,0,,AIRGAS INC,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,1CEG4,N,Foreign Owned;For Profit Organization;Business or Organization
MSSQQ551LG41,"IMPRES TECHNOLOGY SOLUTIONS, INC.",0.223,0.0,0.223,3,no,yes,Active,Active,,423430,4234,28,238210;334111;334112;334118;334210;334220;334290;334310;334419;423410;423420;423430;423440;423610;423690;424120;513210;517111;517112;532420;541330;541511;541512;541513;541519;541715;611420;811210,0,,,,3UTC7,N,Minority-Owned Business;For Profit Organization;Business or Organization;Asian-Pacific American Owned
YYVHWZMPP3F8,"DRS NAVAL POWER SYSTEMS, INC.",0.221,0.0,0.221,1,no,yes,NO_RECORD,,,,,0,,0,,,,,,
TCSFXP5TD5P6,"BLOWERS, LLC",0.219,0.219,0.0,2,no,yes,Active,Active,Manufacturer of Goods,333413,3334,2,333413;813920,0,,,,00248,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
UE9ZP9KJKQ67,AMERICAN TOOL COMPANY,0.218,0.218,0.0,1,no,yes,Active,Active,Manufacturer of Goods,332710,3327,4,332313;332710;332721;811310,0,,,,92872,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods
SVHJHMJH65S8,ULTRA ELECTRONICS OCEAN SYSTEMS INC,0.218,0.0,0.218,5,no,yes,Active,Active,Manufacturer of Goods,334511,3345,2,334511;541330,0,,ADVENT INTERNATIONAL CORPORATION,,2D851,N,For Profit Organization;Business or Organization;Manufacturer of Goods
T5PEM8N1QE25,"AMRON INTERNATIONAL, INC.",0.217,0.217,0.0,3,no,yes,Active,Active,Subchapter S Corporation,423490,4234,48,314999;315250;315990;316210;316990;325211;325412;326199;332216;332510;332999;333310;333912;333998;334220;334290;334419;334511;334516;334519;335132;335139;336320;336611;337215;339113;339115;339920;423410;423450;423460;423490;423690;423710;423720;423830;423840;423850;423990;424340;424350;444140;458110;459110;541611;541613;611430;811210,0,,,,6S753,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
GJDDKRPHXAL5,A. M. CASTLE & CO.,0.217,0.217,0.0,3,no,yes,Active,Active,,423510,4235,1,423510,0,,"MIDDLEGROUND PARTNERS I, L.P.",,11045,N,For Profit Organization;Business or Organization
FG7CGCHSNML9,L-3 COMMUNICATIONS CORPORATION,0.216,0.0,0.216,1,no,yes,Active,Active,Manufacturer of Goods,561621,5616,6,334511;334513;334517;334519;541330;561621,0,,"LEIDOS, INC.","LEIDOS HOLDINGS, INC.",1VGC6,N,For Profit Organization;Business or Organization;Manufacturer of Goods
D28HQ4AA2ZL8,"EFFORT FOUNDRY, INC.",0.216,0.0,0.216,5,no,yes,Active,Active,Manufacturer of Goods,331513,3315,1,331513,2,2040;9640,EFFORT ACQUISITION INC.,,5Z848,N,For Profit Organization;Business or Organization;Manufacturer of Goods
Q7CGW8NCRGJ6,"TRANSDIGM, INC.",0.215,0.215,0.0,3,no,yes,Active,Active,Manufacturer of Goods,336413,3364,3,332912;333996;336413,0,,TRANSDIGM INC,TRANSDIGM GROUP INC,81833,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KU8MSC4HELN8,"TRANSDIGM, INC.",0.212,0.212,0.0,3,no,yes,Active,Active,Manufacturer of Goods,336413,3364,1,336413,0,,TRANSDIGM INC,TRANSDIGM GROUP INC,04638,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TFBXC11G77F3,BLACK BOX CORPORATION OF PENNSYLVANIA,0.212,0.212,0.0,4,no,yes,Active,Active,Manufacturer of Goods,334118,3341,2,334118;423690,0,,,,59951,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GN84UHWZJMR8,"DAYTON T. BROWN, INC.",0.211,0.211,0.0,15,no,yes,Active,Active,Manufacturer of Goods,541715,5417,20,221118;332992;332994;334513;334515;334519;336212;336411;336413;336992;488190;493190;541330;541380;541512;541519;541690;541715;541990;561613,0,,,,96362,N,For Profit Organization;Business or Organization;Manufacturer of Goods
YLHLLLEUTKC1,"TELEDYNE FLIR SURVEILLANCE, INC.",0.21,0.0,0.21,2,no,yes,Active,Active,Manufacturer of Goods,334511,3345,8,333310;334111;334220;334290;334310;334511;488190;811210,0,,TELEDYNE FLIR LLC,TELEDYNE TECHNOLOGIES INCORPORATED,6TCQ5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
C1VMWS2KV645,"OMNI SERVICES, INC.",0.209,0.209,0.0,5,no,yes,Active,Active,,,,0,,0,,,,0XUE9,N,Other Not For Profit Organization;Business or Organization
CMPLJR3G8K76,FOLEY INC,0.209,0.209,0.0,1,no,yes,Active,Active,,423810,4238,6,423120;423610;423810;532412;532490;811310,7,2805;2815;3805;3895;6115;J037;K037,,,28580,N,For Profit Organization;Business or Organization
GYDNLMKBK274,"MARCO GROUP INTERNATIONAL, INC.",0.209,0.209,0.0,5,no,yes,Active,Active,Manufacturer of Goods,423840,4238,6,327910;332912;423390;423830;423840;532490,0,,,,0MMG7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
H2X6CQSJHQL4,WESTERN BRONZE INC,0.208,0.208,0.0,2,no,yes,Active,Active,Subchapter S Corporation,331529,3315,2,331524;331529,0,,,,6V169,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
G8HNS2EJYJU6,"BUFFALO MACHINES, INC.",0.208,0.208,0.0,5,no,yes,Inactive,Inactive,Subchapter S Corporation,333517,3335,1,333517,0,,,,7JD62,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
JZXZSN3BBL98,SIEMENS INDUSTRY INC.,0.208,0.0,0.208,2,no,yes,Active,Active,Manufacturer of Goods,236220,2362,34,221111;221118;236220;237130;238210;238220;238290;238910;238990;333414;334220;334290;334419;334512;334513;335311;335313;335314;335910;335999;423390;423610;423690;532210;541330;541512;541513;541519;541620;541690;541990;561210;561621;811310,0,,SIEMENS CORPORATION,SIEMENS AKTIENGESELLSCHAFT,1HLQ3,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
EHRJCSUERKU3,EATON AEROSPACE LLC,0.207,0.207,0.0,2,no,yes,Active,Active,Manufacturer of Goods,334419,3344,1,334419,0,,EATON CORPORATION PUBLIC LIMITED COMPANY,,02750,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
XECCFU26TTP9,"Moniteq, Inc.",0.207,0.0,0.207,5,no,yes,Inactive,Inactive,Manufacturer of Goods,334290,3342,1,334290,0,,,,50053,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NH4LSVC35EH7,"LAIRD R & F PRODUCTS, INC.",0.206,0.0,0.206,1,no,yes,Active,Active,Manufacturer of Goods,326299,3262,1,326299,0,,,,06GU3,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KNY4J2WMVJX3,"ASC ENGINEERED SOLUTIONS, LLC",0.206,0.0,0.206,3,no,yes,Active,Active,Manufacturer of Goods,332999,3329,3,332312;332999;333995,0,,,,1T8A8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
WLHBRDWEW7T4,"ABACO SYSTEMS, INC.",0.205,0.205,0.0,3,no,yes,Active,Active,Manufacturer of Goods,334418,3344,2,334418;334511,0,,AMETEK INC,,0BPH5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DYJZZ9DANLM3,Ralph & Dorothy Moore,0.204,0.0,0.204,5,no,yes,NO_RECORD,,,,,0,,0,,,,,,
PB11V1KH3KV4,SOUTHWEST RESEARCH INSTITUTE,0.204,0.0,0.204,6,no,yes,Active,Active,,541330,5413,22,325920;325998;332992;332993;332994;334220;334511;334516;336413;541330;541360;541380;541511;541512;541611;541620;541690;541714;541715;541720;541990;611430,0,,,,26401,N,Non-Profit Organization;Business or Organization
QJCBMJ8NX5P5,"FOAMPAK, INC.",0.203,0.203,0.0,2,no,yes,Active,Active,,423830,4238,3,326150;423830;423840,0,,,,07AL3,N,For Profit Organization;Business or Organization
YQXBZHMXEVE5,THE MATHWORKS INC,0.203,0.203,0.0,3,no,yes,Active,Active,Subchapter S Corporation,513210,5132,1,513210,0,,,,0C524,N,For Profit Organization;Business or Organization;Subchapter S Corporation
PZK1KSXFFNX9,FREEDOM POWER SYSTEMS INC,0.202,0.202,0.0,2,no,yes,Active,Active,Manufacturer of Goods,335999,3359,2,335311;335999,0,,VICOR CORP,,1B9P8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CYJ3L6SQANB4,"SPARTON AYDIN, LLC",0.202,0.0,0.202,4,no,yes,Active,Active,Manufacturer of Goods,334111,3341,2,334111;334118,0,,ELBIT SYSTEMS OF AMERICA LLC,ELBIT SYSTEMS LTD,70MF8,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
PGNTKH2XZAN5,"DEFENSE TECHNOLOGIES, INC.",0.2,0.0,0.2,3,no,yes,Active,Active,Subchapter S Corporation,423840,4238,3,423690;423830;423840,0,,,,3W3V6,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Service-Disabled Veteran-Owned Business;Subchapter S Corporation
CBB5ZBL4F2G3,ENVIRONMENTAL CONTAINMENT SYSTEMS LLC,0.2,0.2,0.0,13,no,yes,?,,,,,0,,0,,,,,,
SMZQB2YVYM66,ROTRON INCORPORATED,0.197,0.197,0.0,3,no,yes,Active,Active,Manufacturer of Goods,333413,3334,2,333413;336320,0,,AMETEK INC,,82877,N,For Profit Organization;Business or Organization;Manufacturer of Goods
UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",0.197,0.197,0.0,3,no,yes,Active,Active,Manufacturer of Goods,335311,3353,9,221122;335311;335313;335314;335931;335999;336320;336419;541330,0,,HEICO ELECTRONIC TECHNOLOGIES CORP,HEICO CORP,60955,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CWU4C613AB25,THE AIRFLO INSTRUMENT COMPANY,0.196,0.196,0.0,2,no,yes,Active,Active,Manufacturer of Goods,334519,3345,6,332710;334418;334513;334519;335311;335313,5,5930;5998;5999;6660;6685,,,06102,N,For Profit Organization;Business or Organization;Manufacturer of Goods
F6JXYKQB4QL6,H.C. STARCK,0.196,0.196,0.0,1,no,yes,?,,,,,0,,0,,,,,,
TRJPK4ELKDR3,M & P INTERNATIONAL INC,0.195,0.195,0.0,1,no,yes,Active,Active,,334519,3345,6,334513;334516;334519;541380;541512;541519,0,,,,0T9F3,N,For Profit Organization;Business or Organization
NY66W8KMH427,"WALZ & KRENZER, INC.",0.193,0.036,0.158,3,no,yes,Active,Active,Subchapter S Corporation,332312,3323,1,332312,0,,,,87045,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
Y7HTALFZANK8,"GENERAL MACHINE AND TOOL COMPANY, INC.",0.193,0.193,0.0,2,no,yes,?,,,,,0,,0,,CINCO RESEARCH CORPORATION,,,,
M6N3M8GCHLN5,LAL ACQUISITION INC.,0.193,0.193,0.0,1,no,yes,Active,Active,Manufacturer of Goods,333924,3339,4,332312;333924;336120;336413,0,,,,03240,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NB2HLRTJJJQ7,WATTS WATER TECHNOLOGIES INC,0.192,0.0,0.192,7,no,yes,NO_RECORD,,,,,0,,0,,,,,,
MUW4M1JLNY19,DIXIE TANK COMPANY,0.191,0.191,0.0,3,no,yes,NO_RECORD,,,,,0,,0,,,,,,
EN76W7CYJYN7,MARMON/KEYSTONE LLC,0.19,0.19,0.0,1,no,yes,?,,,,,0,,0,,,,,,
YUHMEUENEET4,Lawrence Leasing Corp.,0.189,0.189,0.0,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
M2XAYNY2P889,"POWELL ELECTRONICS, INC.",0.188,0.0,0.188,2,no,yes,Active,Active,Manufacturer of Goods,334417,3344,7,334417;334419;335313;335931;335999;423610;423690,0,,,,20441,N,For Profit Organization;Business or Organization;Manufacturer of Goods
ECVNHKM2CLS9,"PICKERING INTERFACES, INC.",0.187,0.187,0.0,6,no,yes,Active,Active,Foreign Owned,334515,3345,1,334515,0,,PICKERING INTERFACES LTD,,1SQG0,N,Foreign Owned;For Profit Organization;Business or Organization
L6V2CGVQP844,RDF CORPORATION,0.186,0.186,0.0,3,no,yes,Active,Active,Manufacturer of Goods,334513,3345,3,334419;334513;334519,1,6685,,,02009,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Manufacturer of Goods
YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",0.186,0.186,0.0,3,no,yes,Active,Active,Subchapter S Corporation,238350,2383,12,236118;236210;236220;238130;238150;238170;238310;238320;238350;238390;238910;238990,0,,,,0SV46,N,For Profit Organization;Business or Organization;Subchapter S Corporation
Z7K8HUMNCZ22,"TRIPLE CROWN CONSULTING, LLC",0.183,0.183,0.0,2,no,yes,Active,Active,,561320,5613,4,541330;541512;561311;561320,0,,,,5F9K6,N,For Profit Organization;Business or Organization
FKEYGBAYJLH3,"MERCURY SYSTEMS, INC.",0.181,0.181,0.0,1,no,yes,Active,Active,Manufacturer of Goods,334111,3341,1,334111,0,,MERCURY SYSTEMS INC,,1VQH4,N,For Profit Organization;Business or Organization;Manufacturer of Goods
D3NDZT2XLW83,"MARINE AIR SUPPLY CO., INC.",0.18,0.18,0.0,8,no,yes,Active,Active,,423690,4236,12,334413;334419;335313;335999;336211;336320;423140;423610;423620;423690;423830;423860,0,,,,2B195,N,For Profit Organization;Women-Owned Small Business (WOSB) Joint Venture eligible under the WOSB Program;Women-Owned Small Business;Women-Owned Business;Business or Organization
DB33FU6GGYE7,BLACK KNIGHT ENTERPRISES LLC,0.18,0.18,0.0,3,no,yes,Active,Active,Manufacturer of Goods,334519,3345,5,332999;333248;333310;334513;334519,6,H152;H252;H352;H952;J052;K052,,,0A7J5,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
LGM4LM5ZR9K9,"LUNA TECHNOLOGIES, INC.",0.179,0.179,0.0,2,no,yes,Active,Active,Manufacturer of Goods,334513,3345,4,334513;334516;541714;541715,1,AC23,LUNA INNOVATIONS INCORPORATED,,41RJ8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
UJJWGFAEB7S8,JANUS ENGINEERING AMERICAS CORPORATION,0.179,0.179,0.0,1,no,yes,Inactive,Inactive,,423430,4234,1,423430,0,,,,9BH74,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization
WH4DRDKB7RR8,SYSTEMS ENGINEERING SUPPORT CO.,0.178,0.0,0.178,1,no,yes,Active,Active,Subchapter S Corporation,334511,3345,23,332510;332999;334111;334118;334210;334220;334290;334418;334419;334511;334512;334513;334515;335311;335312;335314;335931;335932;335999;541330;541511;541512;541519,36,1420;1440;5820;5821;5825;5826;5840;5841;5845;5850;5865;5895;5975;5990;5995;5996;5998;5999;6030;6032;6130;6135;6140;6150;6610;6615;6620;6625;6645;AC15;AC35;J059;R408;R425;R499;R706,,,03HN2,N,Minority-Owned Business;Self Certified Small Disadvantaged Business;For Profit Organization;Veteran-Owned Business;Business or Organization;Manufacturer of Goods;Black American Owned;Subchapter S Corporation
ZWNLUCV7JET5,TACOMA STEEL SUPPLY INCORPORATED,0.175,0.175,0.0,3,no,yes,Active,Active,Subchapter S Corporation,423510,4235,2,332999;423510,1,9640,,,6F725,N,For Profit Organization;Business or Organization;Subchapter S Corporation
VRTZQSMQ8615,"HARDING COMPANY, INC",0.175,0.175,0.0,3,no,yes,Inactive,Inactive,Subchapter S Corporation,332618,3326,5,332618;332999;423510;423830;423840,0,,"ALP INDUSTRIES, INC",,0YA82,N,For Profit Organization;Business or Organization;Subchapter S Corporation
PDBCMAYNN1V8,"CUSTOM QUALITY SCAFFOLDING, INC.",0.174,0.174,0.0,5,no,yes,Inactive,Inactive,,236210,2362,3,236210;236220;238190,4,H254;H354;N054;W054,,,7NMF3,N,For Profit Organization;Business or Organization
W8RMNY6A3NT1,"FLUID DYNAMICS, LLC",0.174,0.174,0.0,2,no,yes,Active,Active,Manufacturer of Goods,326220,3262,8,314999;326220;332722;332912;332913;332919;332999;423840,0,,,,34TC3,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
K8W2J2DS9FN1,"SYNOPSYS, INC.",0.174,0.174,0.0,4,no,yes,Active,Active,,513210,5132,5,513210;541511;541512;541690;541715,0,,,,0WJ76,N,For Profit Organization;Business or Organization
GJEXETZX4N96,SHIELD TECHNOLOGIES CORPORATION,0.173,0.0,0.173,4,no,yes,Active,Active,Manufacturer of Goods,314910,3149,11,237120;314910;314999;325998;326111;326150;336360;336390;336413;336611;423910,0,,,,3Z9L5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FA62JCF2JGN7,ENSAFE INC.,0.173,0.173,0.0,3,no,yes,Active,Active,,541330,5413,7,541330;541512;541618;541620;541690;562910;562998,11,B502;B504;B509;B517;B518;B519;B528;B533;B534;C1KA;C1KB,,,4V853,N,For Profit Organization;Business or Organization
HKB9G8NZ5P66,"TEAM INDUSTRIES, INC.",0.172,0.172,0.0,2,no,yes,Active,Active,Subchapter S Corporation,332996,3329,10,221111;221112;331210;332312;332313;332420;332811;332996;332999;336611,3,1990;3424;3436,,,0KA57,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
