uei,name,dollars_total_$M,dollars_submarines_$M,dollars_ddg_$M,records,foreign,enriched,sam_match,reg_status,org_structure_desc,primary_naics_6,primary_naics_4,naics_count,all_naics_6,psc_count,psc_list,immediate_owner,highest_owner,cage,exclusion,business_types
JMFNDVNJ67A3,CM-MATRIX CORPORATION,0.6,0.6,0.0,10,no,yes,Inactive,Inactive,Subchapter S Corporation,423430,4234,1,423430,1,5998,,,4PBQ9,N,For Profit Organization;Veteran-Owned Business;Business or Organization;Subchapter S Corporation
HYGLK2BNFKB3,MTU AMERICA INC.,0.592,0.0,0.592,2,no,yes,Active,Active,Manufacturer of Goods,333618,3336,3,333618;336611;811310,0,,ROLLS-ROYCE SOLUTIONS GMBH,ROLLS-ROYCE HOLDINGS PLC,72582,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
KDWVFE3K1TL3,MOOG INC.,0.592,0.592,0.0,4,no,yes,Active,Active,Manufacturer of Goods,335312,3353,3,334419;335312;335999,0,,MOOG INC,,99932,N,For Profit Organization;Business or Organization;Manufacturer of Goods
XK8VBJ94L4E9,ASI MARINE & INDUSTRIAL INC,0.591,0.0,0.591,7,no,yes,Active,Active,,332912,3329,4,326291;332912;332996;333995,0,,,,51214,N,"For Profit Organization;Women-Owned Small Business (WOSB) Joint Venture eligible under the WOSB Program;Women-Owned Small Business;Women-Owned Business;Business or Organization;Individual or concern, other than one of the preceding"
UPMWNA8Y25L1,"GEODETIC SERVICES, INC",0.59,0.59,0.0,11,no,yes,Active,Active,Subchapter S Corporation,334519,3345,1,334519,0,,,,9R977,N,For Profit Organization;Business or Organization;Small Business Joint Venture;Manufacturer of Goods;Subchapter S Corporation
C4C1WKKFJ8H5,ENERGY RENTAL SOLUTIONS LLC,0.589,0.0,0.589,7,no,yes,Active,Active,,532490,5324,1,532490,0,,,,90DG2,N,For Profit Organization;Business or Organization
E6KQEMMCJ9B6,"ATRENNE COMPUTING SOLUTIONS, LLC",0.588,0.588,0.0,3,no,yes,Active,Active,Manufacturer of Goods,334111,3341,4,331210;331318;334111;334419,0,,"ATRENNE INTEGRATED SOLUTIONS, INC.",CELESTICA INTERNATIONAL L.P.,51398,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
VD5WUGZUCJ44,"Triple Son Wholesale Timber, Inc.",0.575,0.0,0.575,6,no,yes,NO_RECORD,,,,,0,,0,,,,,,
JFEWJZWTH4W4,The Tool House Inc,0.572,0.0,0.572,5,no,yes,Inactive,Inactive,,423830,4238,2,333923;423830,0,,,,3HHC6,N,For Profit Organization;Business or Organization
M618ETNNYA77,DROITCOUR COMPANY,0.57,0.57,0.0,8,no,yes,Active,Active,Manufacturer of Goods,332721,3327,2,332710;332721,0,,,,94874,N,For Profit Organization;Business or Organization;Manufacturer of Goods
NHA2LDXZPES3,ITT ENIDINE INC.,0.57,0.57,0.0,6,no,yes,Active,Active,Manufacturer of Goods,336413,3364,12,326291;326299;332613;332994;332999;333995;336411;336413;336415;336419;336992;488991,0,,,,24403,N,For Profit Organization;Business or Organization;Manufacturer of Goods
FRJQGQHDX4J3,"L3 TECHNOLOGIES, INC.",0.567,0.0,0.567,2,no,yes,Active,Active,Manufacturer of Goods,334220,3342,6,334220;334290;517410;541330;541715;811210,0,,"L3 TECHNOLOGIES, INC.","L3HARRIS TECHNOLOGIES, INC",06401,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JU7ZGUDEJA79,RAILWAY SPECIALTIES CORPORATION,0.565,0.0,0.565,4,no,yes,Active,Active,Manufacturer of Goods,332322,3323,5,332321;332322;332710;332999;336611,2,2040;2090,,,86700,N,For Profit Organization;Business or Organization;Manufacturer of Goods
DN8HGRSV3LA6,OUTLAND TECHNOLOGY INC,0.549,0.549,0.0,9,no,yes,Active,Active,Subchapter S Corporation,334310,3343,4,334220;334310;334511;336612,0,,,,0RAP1,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
EJT5ERY72NJ3,WELLS PROFESSIONAL CONSULTING SERVICES LLC,0.549,0.549,0.0,4,no,yes,Active,Active,Limited Liability Company,541330,5413,4,332721;336611;541330;541512,0,,,,7MNJ1,N,For Profit Organization;Business or Organization;Limited Liability Company
GE3JLF1PZBM8,RETLIF INCORPORATED,0.546,0.546,0.0,8,no,yes,Active,Active,,541380,5413,1,541380,0,,,,3S152,N,For Profit Organization;Veteran-Owned Business;Business or Organization
GMVJD1H9JQX8,"MICROFLEX, INC.",0.544,0.481,0.063,6,no,yes,Inactive,Inactive,Manufacturer of Goods,332999,3329,1,332999,0,,,,64440,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MWCVNKNHLF53,ATI LADISH LLC,0.543,0.543,0.0,5,no,yes,Active,Active,Manufacturer of Goods,332112,3321,2,332111;332112,0,,ATI INC.,,34646,N,For Profit Organization;Business or Organization;Manufacturer of Goods
V6FJCB53JDK7,"RURAL ROUTE 2, LLC",0.539,0.539,0.0,7,no,yes,?,,,,,0,,0,,,,,,
MQHCDMP17GK7,DRAKA CABLETEQ USA INC,0.539,0.539,0.0,2,no,yes,NO_RECORD,,,,,0,,0,,,,,,
Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",0.531,0.531,0.0,16,no,yes,Active,Active,Subchapter S Corporation,423610,4236,3,423610;423620;423690,0,,,,0ELA6,N,For Profit Organization;Business or Organization;Subchapter S Corporation
NGE4ALP2M661,"WEAVER SUPPLY COMPANY, LLC",0.529,0.0,0.529,14,no,yes,Active,Active,Subchapter S Corporation,423840,4238,8,423390;423440;423490;423710;423830;423840;423990;424690,0,,,,00CE3,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Subchapter S Corporation
NB21QESAKUM9,L3 TECHNOLOGIES INC,0.529,0.529,0.0,2,no,yes,Active,Active,Manufacturer of Goods,334511,3345,5,334511;334519;541330;541715;541990,0,,"L3HARRIS TECHNOLOGIES, INC.",,0VZE8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TYQ7WJJPGH91,ANIXTER INC,0.528,0.528,0.0,1,no,yes,Active,Active,,334290,3342,20,237130;238210;334220;334290;334417;334419;334512;334515;334519;335921;335929;335931;335932;335999;423420;423510;423610;423690;423710;423850,0,,WESCO DISTRIBUTION INC,"WESCO INTERNATIONAL, INC.",57672,N,For Profit Organization;Business or Organization
WMCUE58SZBD3,MILLER ELECTRIC MFG. CO.,0.527,0.527,0.0,3,no,yes,Active,Active,Manufacturer of Goods,333992,3339,3,332811;333992;334513,1,6685,MEHB HOLDINGS LIMITED,ILLINOIS TOOL WORKS INC.,3BH04,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
PQXWA9BB6UJ6,"PULSCO, INC.",0.526,0.526,0.0,2,no,yes,Active,Active,Manufacturer of Goods,541330,5413,2,332420;541330,0,,ADVANCED MATERIALS JOINING CORPORATION,,3KAX8,N,For Profit Organization;Business or Organization;Manufacturer of Goods
LWF3CB1HFZF3,I S C O CORPORATION,0.523,0.523,0.0,13,no,yes,Active,Active,Subchapter S Corporation,423840,4238,13,337215;423120;423140;423490;423510;423610;423710;423720;423730;423740;423830;423840;424950,10,3456;3461;4240;5110;5120;5130;5180;5350;6105;6210,,,05RK9,N,For Profit Organization;Business or Organization;Subchapter S Corporation
UWH5HRSJ5ES7,AUTOMATIC COATING LIMITED,0.521,0.0,0.521,2,yes,yes,Active,Active,Manufacturer of Goods,332812,3328,9,325510;332117;332322;332812;332813;333132;333998;335999;339999,0,,,,3AL76,N,For Profit Organization;Business or Organization;Manufacturer of Goods
TQ6PLXME5XE1,ADHESIVE SYSTEMS TECHNOLOGY CORPORATION,0.517,0.517,0.0,1,no,yes,Inactive,Inactive,Subchapter S Corporation,325520,3255,2,325520;333249,0,,,,89SW7,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
TKE2CB4A5YW4,HONEYWELL INTERNATIONAL INC.,0.516,0.0,0.516,7,no,yes,Inactive,Inactive,Manufacturer of Goods,334519,3345,2,334519;339999,0,,HONEYWELL INTERNATIONAL INC,,51518,N,For Profit Organization;Business or Organization;Manufacturer of Goods
K5WVCD4GUK41,JONATHAN ENGINEERED SOLUTIONS CORP.,0.516,0.516,0.0,17,no,yes,Active,Active,Manufacturer of Goods,332114,3321,3,332114;332322;339999,0,,,,05236,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KDKVNQBN2Q53,"Barnhart Northeast, Inc.",0.515,0.515,0.0,7,no,yes,NO_RECORD,,,,,0,,0,,,,,,
H5YBZ3M7LKG3,"HAYES PUMP, INC.",0.514,0.514,0.0,2,no,yes,Active,Active,Subchapter S Corporation,423830,4238,1,423830,2,K043;L043,"ALLIED VALVE, INC.",,73122,N,For Profit Organization;Business or Organization;Subchapter S Corporation
LNU9THQFHLR5,TRIFAX LLC,0.513,0.513,0.0,1,no,yes,Active,Active,Limited Liability Company,423830,4238,5,333996;339999;423830;423840;424990,0,,,,5UXH7,N,For Profit Organization;Business or Organization;Limited Liability Company
E5XTWRMQAZN1,APPLIED PRODUCTS INC,0.511,0.511,0.0,3,no,yes,Active,Active,Manufacturer of Goods,424690,4246,2,423610;424690,0,,,,0GJH7,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MKGCWL2DHBT4,MARINE TECH WIRE & CABLE INC,0.51,0.0,0.51,2,no,yes,Active,Active,Subchapter S Corporation,335929,3359,1,335929,1,6110,MARMON AEROSPACE & DEFENSE LLC,"MARMON HOLDINGS, INC.",1QWC0,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
M6ZTA4NZGLQ5,"ANDERSON METAL INDUSTRIES, INC.",0.505,0.0,0.505,13,no,yes,Active,Active,Manufacturer of Goods,332710,3327,3,332710;332999;333514,11,1340;1680;2895;3412;3413;3416;3417;3419;3433;3438;3470,,,6V279,N,For Profit Organization;Business or Organization;Manufacturer of Goods
JQHDLX7VEUC1,"HUISH OUTDOORS, LLC",0.505,0.505,0.0,3,no,yes,Inactive,Inactive,Manufacturer of Goods,339920,3399,1,339920,1,7810,,,7KCN0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EPSYXPS5MK39,NORTHROP GRUMMAN SYSTEMS CORPORATION,0.502,0.502,0.0,3,no,yes,Active,Active,Manufacturer of Goods,339999,3399,4,334511;334515;339999;541330,0,,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN CORPORATION,31442,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CHSCLZAAPTQ3,"PULSAFEEDER, INC.",0.5,0.5,0.0,5,no,yes,Active,Active,Manufacturer of Goods,334513,3345,5,334512;334513;334515;335314;811310,0,,IDEX CORPORATION,,45F46,N,For Profit Organization;Business or Organization;Manufacturer of Goods
CZKYJKB7H9J7,"VEGAS FASTENER MANUFACTURING, LLC",0.498,0.369,0.13,11,no,yes,Active,Active,Manufacturer of Goods,332722,3327,1,332722,0,,"POWER GEN COMPONENTS, LLC",,6YPM1,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Community Development Corporation;Manufacturer of Goods
EFVKMVKJ7WA4,FIBA TECHNOLOGIES INC,0.492,0.492,0.0,1,no,yes,Active,Active,Subchapter S Corporation,333924,3339,5,332420;333924;336212;811121;811198,0,,,,1TB18,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
TGUHUW52MLE3,"NIANTIC SEAL, INC.",0.491,0.491,0.0,10,no,yes,?,,,,,0,,0,,,,,,
XGUEGCF761T9,THE LOUISIANA ASSOCIATION FOR THE BLIND,0.486,0.0,0.486,7,no,yes,Active,Active,Manufacturer of Goods,327910,3279,10,238330;322299;323111;323117;327910;336413;336611;336992;459410;624120,0,,,,6T075,N,AbilityOne Non Profit Agency;Non-Profit Organization;Business or Organization;Manufacturer of Goods
LX5BF78ZTHW4,"HDT EXPEDITIONARY SYSTEMS, INC.",0.485,0.0,0.485,8,no,yes,NO_RECORD,,,,,0,,0,,,,,,
EPHBJMLFMGL7,"STACO SYSTEMS, INC.",0.481,0.481,0.0,5,no,yes,Active,Active,Manufacturer of Goods,335931,3359,4,334118;335314;335931;336413,0,,COMPONENTS CORPORATION OF AMERICA,,12522,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GJ9JBJ7B7FB5,G.S. BLODGETT CORPORATION,0.481,0.0,0.481,4,no,yes,Active,Active,Manufacturer of Goods,333994,3339,5,333241;333994;335220;423620;424450,1,3605,"MIDDLEBY CORPORATION, THE",,07695,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,0.481,0.481,0.0,11,no,yes,Active,Active,Manufacturer of Goods,326199,3261,2,326199;339991,0,,,,54N44,N,Self Certified Small Disadvantaged Business;For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,0.48,0.48,0.0,5,no,yes,Active,Active,Limited Liability Company,423610,4236,3,238210;423610;811310,10,3040;5977;6105;H943;J030;J036;J043;J049;J059;N043,"RAPID PUMP ACQUISITION, INC.","RAPID PUMP PARENT, LP",31JE0,N,For Profit Organization;Business or Organization;Limited Liability Company
K574V7KEQUC8,"CIRCOR AEROSPACE, INC.",0.476,0.183,0.293,2,no,yes,Active,Active,Manufacturer of Goods,336412,3364,5,332912;332991;336412;336413;541330,1,6105,"CIRCOR INTERNATIONAL, INC.",,91816,N,For Profit Organization;Business or Organization;Manufacturer of Goods
EEJPJ342F3P1,"TABET MANUFACTURING COMPANY, INC.",0.476,0.0,0.476,7,no,yes,Active,Active,Manufacturer of Goods,332322,3323,12,332322;332510;332710;332721;332813;332999;334290;334310;334419;335311;335313;541330,0,,,,88829,N,For Profit Organization;Business or Organization;Manufacturer of Goods
GHJ6L9RLAR65,WILSON TOOL INTERNATIONAL INC.,0.476,0.476,0.0,3,no,yes,Active,Active,Manufacturer of Goods,333517,3335,3,333514;333515;333517,0,,,,1ZDN5,N,For Profit Organization;Business or Organization;Manufacturer of Goods
HF33ZG3KCKL5,LORD CORPORATION,0.474,0.474,0.0,4,no,yes,NO_RECORD,,,,,0,,0,,,,,,
NSEVFLRKSUV1,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",0.472,0.472,0.0,4,no,yes,Inactive,Inactive,Limited Liability Company,333924,3339,10,236210;332311;332999;333924;423810;423820;423830;532412;532490;811310,9,J020;J037;J038;J039;K039;L039;N039;W037;W039,ALTA ENTERPRISES LLC,,1TG96,N,For Profit Organization;Business or Organization;Limited Liability Company
T3DYDNW4KVC7,"KAUFMAN COMPANY, INC.",0.462,0.462,0.0,4,no,yes,Active,Active,,423840,4238,7,332216;332439;333991;423710;423810;423830;423840,13,3450;3455;3456;3460;5110;5120;5130;5140;5180;5210;7110;7510;7520,,,7L527,N,For Profit Organization;Business or Organization
FNQSY3S2MCM9,"STS OPERATING, INC.",0.458,0.0,0.458,10,no,yes,Inactive,Inactive,,333996,3339,10,332912;332999;333914;333995;333996;333999;423830;423840;811219;811310,10,J017;J020;J022;J023;J024;J025;J030;J043;L036;L048,"STS OPERATING, INC.",,3QTJ8,N,For Profit Organization;Business or Organization
HA3GWLK3JK58,Evoqua Water Technologies LLC,0.454,0.0,0.454,2,no,yes,Active,Active,Limited Liability Company,221310,2213,10,221310;325998;333310;333998;334512;334513;334516;339999;562119;811310,0,,EWT HOLDINGS III CORP.,XYLEM INC.,72XB4,N,For Profit Organization;Business or Organization;Limited Liability Company
LSGYNGHKB863,DEBAN ENTERPRISES INC,0.451,0.0,0.451,10,no,yes,Active,Active,Manufacturer of Goods,334513,3345,2,334513;334515,8,4240;6685;AN33;AN35;H242;H342;J042;L042,,,1GLV9,N,For Profit Organization;Business or Organization;Manufacturer of Goods
VBFXNRMUYSK6,NTS TECHNICAL SYSTEMS,0.45,0.45,0.0,6,no,yes,Active,Active,,541715,5417,4,541330;541380;541715;541990,0,,"NATIONAL TECHNICAL SYSTEMS, INC.",NTS HOLDING CORPORATION INC,1BJT8,N,For Profit Organization;Business or Organization
GNFJGT9MKJW5,"CONNECTICUT VALLEY INDUSTRIES, LLC",0.45,0.0,0.45,4,no,yes,Active,Active,Manufacturer of Goods,335132,3351,5,335132;335139;335314;335931;335999,0,,,,55560,N,For Profit Organization;Women-Owned Small Business;Women-Owned Business;Business or Organization;Limited Liability Company;Manufacturer of Goods
FX3GHG9B79N5,"TC/AMERICAN MONORAIL, INC.",0.449,0.0,0.449,1,no,yes,?,,,,,0,,0,,,,,,
DZVSKE3ZKRV4,"IE TEST, LLC",0.445,0.445,0.0,6,no,yes,Inactive,Inactive,Limited Liability Company,541330,5413,2,334515;541330,1,R425,,,5MQU8,N,For Profit Organization;Business or Organization;Limited Liability Company
GCDKJTM3RJX6,"RAPID DEPLOYABLE SYSTEMS, INC",0.444,0.0,0.444,2,no,yes,Active,Active,Manufacturer of Goods,332312,3323,2,332311;332312,1,5670,,,41TP0,N,For Profit Organization;Business or Organization;Manufacturer of Goods
QH1NZM6TK6C9,"TEATR MUZYKI I POEZII P/R E.KAMBUROVOI, GBU",0.437,0.0,0.437,4,yes,yes,NO_RECORD,,,,,0,,0,,,,,,
EARSLY8TTEC9,REDBUILT LLC,0.434,0.434,0.0,9,no,yes,Inactive,Inactive,Limited Liability Company,321213,3212,2,321213;321214,1,5510,,,382M4,N,Self Certified Small Disadvantaged Business;For Profit Organization;Business or Organization;Limited Liability Company
H33DK44BJZE1,HAWTHORNE MACHINERY CO.,0.431,0.431,0.0,4,no,yes,Active,Active,,532412,5324,1,532412,0,,,,7H278,N,For Profit Organization;Business or Organization
MYNQR7KVKSA6,SCHNEIDER ELECTRIC SYSTEMS USA INC,0.425,0.425,0.0,1,no,yes,Active,Active,Manufacturer of Goods,334111,3341,3,334111;334513;811310,0,,SIEBE INC.,SCHNEIDER ELECTRIC SE,1W0E8,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
HYN4GBTR6TF3,GULF COAST MARINE SUPPLY COMPANY,0.425,0.0,0.425,7,no,yes,Active,Active,Subchapter S Corporation,423840,4238,14,423220;423390;423440;423450;423510;423710;423720;423740;423830;423840;423850;424130;424610;424950,40,2940;3415;3419;3450;3455;3940;3950;3990;4010;4020;4030;4240;4310;4320;4710;4730;4810;4820;5110;5120;5130;5133;5136;5140;5180;5210;5220;5280;5305;5306;5307;5310;5325;5340;5630;6135;6140;9150;H247;H252,,,5T511,N,For Profit Organization;Business or Organization;Subchapter S Corporation
NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",0.423,0.423,0.0,1,no,yes,Active,Active,Subchapter S Corporation,541330,5413,3,541310;541330;541611,0,,,,7QNW9,N,Minority-Owned Business;For Profit Organization;Business or Organization;Hispanic American Owned;Subchapter S Corporation
PVUKF83PZZM6,"INTEGRO, LLC",0.418,0.418,0.0,3,no,yes,Active,Active,Manufacturer of Goods,335311,3353,4,221122;333992;335132;335311,0,,MONROE ENGINEERING LLC,,23859,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
NHDSASKCSSS9,SUPERIOR-LIDGERWOOD-MUNDY CORPORATION,0.417,0.0,0.417,2,no,yes,Active,Active,Manufacturer of Goods,333923,3339,16,237990;332312;332313;332510;332710;332721;332999;333120;333131;333248;333613;333921;333923;336611;541330;811310,6,2030;2040;2090;3820;3950;3990,LIDGERWOOD MANUFACTURING COMPANY (INC),,81033,N,For Profit Organization;Business or Organization;Manufacturer of Goods
KN2BBGWNLKJ8,"ASCO POWER TECHNOLOGIES, L.P.",0.415,0.0,0.415,1,no,yes,Active,Active,Manufacturer of Goods,335313,3353,2,335313;335314,0,,"SCHNEIDER ELECTRIC USA, INC.",SCHNEIDER ELECTRIC SE,60QT4,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
V1XJX2JT3JK1,VECTOR NORTH AMERICA INC.,0.414,0.414,0.0,4,no,yes,Active,Active,Manufacturer of Goods,,,0,,0,,,,3DAR9,N,Foreign Owned;For Profit Organization;Business or Organization;Manufacturer of Goods
MKRCHD2CBAY1,HAMILTON SUNDSTRAND CORPORATION,0.411,0.411,0.0,7,no,yes,Active,Active,Manufacturer of Goods,334511,3345,2,334511;334516,0,,RTX CORP,,26581,N,For Profit Organization;Business or Organization;Manufacturer of Goods
MXDKLLXB3EK7,"B&G MANUFACTURING CO., INC.",0.409,0.409,0.0,4,no,yes,Active,Active,Subchapter S Corporation,332722,3327,2,332510;332722,3,5306;5307;5310,,,84272,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
WQAKKCKH9LM8,"SECURITAS CRITICAL INFRASTRUCTURE SERVICES, INC.",0.408,0.0,0.408,2,no,yes,Active,Active,,561612,5616,2,561611;561612,1,R430,,,0WTG2,N,For Profit Organization;Business or Organization
VJSTD8U7QBD9,"SAFARILAND, LLC",0.402,0.0,0.402,8,no,yes,Active,Active,Manufacturer of Goods,332311,3323,2,332311;339113,0,,"CADRE HOLDINGS, INC.",,0FPA5,N,For Profit Organization;Business or Organization;Limited Liability Company;Manufacturer of Goods
JN14RTY2BEZ5,H. C. STARCK INC.,0.399,0.399,0.0,4,no,yes,NO_RECORD,,,,,0,,0,,,,,,
XTB5UHKL6VE8,"SEA-TECH PRODUCTS, INC.",0.399,0.0,0.399,4,no,yes,Active,Active,Subchapter S Corporation,336611,3366,2,333613;336611,1,3040,,,0E8Z3,N,For Profit Organization;Business or Organization;Subchapter S Corporation
J2DMF1YRKD96,STANDARD CALIBRATIONS INC,0.398,0.0,0.398,7,no,yes,Active,Active,Subchapter S Corporation,811210,8112,26,238210;332999;333912;333914;333998;334419;334512;334513;334514;334515;334519;335314;335999;336611;339999;423490;423610;423620;423690;423830;423840;423860;541330;541380;811210;811310,0,,,,034H5,N,For Profit Organization;Business or Organization;Manufacturer of Goods;Subchapter S Corporation
P2LCCMCFB788,ECOMASS TECHNOLOGIES LP,0.392,0.392,0.0,1,no,yes,Active,Active,Manufacturer of Goods,325991,3259,4,325211;325991;326199;332992,0,,"IDEAS TO MARKET, L.P",,3RHQ3,N,For Profit Organization;Business or Organization;Manufacturer of Goods
