prime_piid,prime,prime_uei,sub_key,sub_name,sub_uei,sub_amount,sub_date,capability,report_lag_mo,description
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,50688.0,2020-11-13,other_unclassified,1.8,"(4) DH 600 12/11/19 - 7/21/20, PO item #5"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,50688.0,2020-09-03,other_unclassified,1.8,"(4) DH 600 12/11/19 - 7/21/20,PO item #5"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PM5WJ7WYPX53,AGGREKO PLC,MC9KZKMUD8F8,50688.0,2020-05-06,other_unclassified,1.7,(4) DH 600 12/11/19 - 7/20/20;PO Item#5
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,50670.0,2025-01-22,propulsion_power,1.2,Engineering Services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,MTNWQNAC4W27,MEASUTRONICS CORPORATION,MTNWQNAC4W27,50030.5,2025-11-05,propulsion_power,1.8,Engineering services/materials
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,JXUMFLGNSMP8,"UNITED STATES MARINE, INC.",JXUMFLGNSMP8,50000.0,2019-04-17,other_unclassified,23.0,PROCURED SERVICES BETWEEN 2/1/2021-2/28/2021 IN SUPPORT OF CONTRACT SOW.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KFP1XYK24DZ8,EPSILON C5I INC,MYJHF1S2HGV5,50000.0,2026-03-06,propulsion_power,1.7,Engineering materials
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,PMX1NCADWBU9,"GLENN MACHINE WORKS, INC.",PMX1NCADWBU9,49925.0,2021-02-26,other_unclassified,0.2,Support of the SeaHunter program.
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,F8Z3EH848VJ1,FATHOM RESOURCES LLC,F8Z3EH848VJ1,49706.0,2022-05-04,other_unclassified,23.9,Services
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,HXDVZG1NZU21,SCORPION TECHNOLOGIES LLC,HXDVZG1NZU21,49200.0,2021-07-22,integration_eng_svcs,33.1,"Electronic Test Sys, Fuses & Fuseholders, NRE - All."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,HXDVZG1NZU21,SCORPION TECHNOLOGIES LLC,HXDVZG1NZU21,49200.0,2021-07-22,integration_eng_svcs,20.7,"Electronic Test Sys, Fuses & Fuseholders, NRE - Other."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,HXDVZG1NZU21,SCORPION TECHNOLOGIES LLC,HXDVZG1NZU21,49200.0,2021-07-22,integration_eng_svcs,13.3,"Electronic Test Sys, Fuses & Fuseholders, NRE - Other."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,HXDVZG1NZU21,SCORPION TECHNOLOGIES LLC,HXDVZG1NZU21,49200.0,2021-07-22,integration_eng_svcs,0.6,"Electronic Test Sys, NRE - Other."
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,G68SW8U2WVM4,"MOTION CONTROL SYSTEMS, INC.",G68SW8U2WVM4,48814.0,2020-01-23,propulsion_power,0.4,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,48750.0,2023-03-17,propulsion_power,0.7,Engineering services/materials
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,TJCDPVN6RNP7,Dell Technologies Inc.,VPS2ENNHG5Q5,48496.07,2020-01-09,other_unclassified,1.1,PROCURED GOODS BETWEEN 1/1/2020-1/31/2020 IN SUPPORT OF CONTRACT SOW.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,RB1NHMLR5BX9,"LABARGE ACQUISITION COMPANY, INC.",YLJCHWJP8GU4,48270.0,2021-04-20,other_unclassified,23.8,Custom CCA's.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,RB1NHMLR5BX9,"LABARGE ACQUISITION COMPANY, INC.",YLJCHWJP8GU4,48270.0,2021-04-20,other_unclassified,16.4,Custom CCA's.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,RB1NHMLR5BX9,"LABARGE ACQUISITION COMPANY, INC",YLJCHWJP8GU4,48270.0,2021-04-20,other_unclassified,36.1,Custom CCA's.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,E3YNKWRANZ18,"AQUA-CHEM, INC.",E3YNKWRANZ18,48254.2,2018-12-21,other_unclassified,0.6,"HEAT EXCHANGER,CUNI,14370000 BTU/HR; ITEM #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,E3YNKWRANZ18,"AQUA-CHEM, INC.",E3YNKWRANZ18,48254.2,2018-12-21,other_unclassified,0.6,"HEAT EXCHANGER,CUNI,14370000 BTU/HR; ITEM #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,E3YNKWRANZ18,"AQUA-CHEM, INC.",E3YNKWRANZ18,48254.2,2018-12-21,other_unclassified,0.6,"HEAT EXCHANGER,CUNI,14370000 BTU/HR; ITEM #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,E3YNKWRANZ18,"AQUA-CHEM, INC.",E3YNKWRANZ18,48254.2,2018-12-21,other_unclassified,0.6,"HEAT EXCHANGER,CUNI,14370000 BTU/HR; ITEM #1"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U9EMJNLJY354,DELA TECHNOLOGY CORPORATION,U9EMJNLJY354,47945.0,2025-10-06,propulsion_power,1.7,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,VT5KKT7WLRE7,"G P 50 NEW YORK, LTD.",VT5KKT7WLRE7,47700.0,2024-09-05,propulsion_power,2.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,G1UFCBLM51D1,ASSESSMENT AND TRAINING SOLUTIONS CONSULTING CORP.,G1UFCBLM51D1,47600.0,2020-09-14,autonomy_software,0.6,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,47550.0,2025-06-19,platform_hull,1.3,Engineering Services/ Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WSC2LAM3F749,HILLPRO LLC,CHKUMRQFRMT8,47475.6,2025-10-29,propulsion_power,0.9,Engineering materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,DLHKWC7ZCJR9,"IMPERATORE STEEL ERECTORS, INC.",DLHKWC7ZCJR9,46929.0,2022-01-25,materials_components,21.2,Services
N6660421FC832,SERCO INC,DKJ1R5ABCN48,ENCZXR189JF7,"A. G. Miller Company, Inc.",ENCZXR189JF7,46928.4,2021-02-26,materials_components,7.1,MATERIAL
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F55KDRSNXK95,"THYSSENKRUPP MATERIALS, LLC",JMR4L9MJW7G3,46893.69,2025-04-10,propulsion_power,1.7,Engineering Services/ Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,MYQWSYQJJ9G7,"NORGEM, INC.",MYQWSYQJJ9G7,46707.5,2022-07-26,propulsion_power,0.2,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,UAC2KLJM4XY1,Transdigm Group Incorporated,KLN3SMHBL368,46404.0,2021-04-07,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,45825.0,2025-08-03,propulsion_power,1.9,Engineering services/materials
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,45455.0,2017-08-14,other_unclassified,4.2,Early Start Reboiler Work ASI; ITEM #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,44940.0,2021-04-13,platform_hull,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,44940.0,2020-02-06,platform_hull,0.8,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,T6FJQXNNZ5L8,EMCORE CHICAGO INERTIAL CORPORATION,T6FJQXNNZ5L8,44596.34,2024-08-28,propulsion_power,2.3,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WSC2LAM3F749,HILLPRO LLC,CHKUMRQFRMT8,44537.5,2025-10-22,propulsion_power,1.2,Engineering services / materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RU42J22YFWW5,"STS OPERATING, INC.",GEZPNX8Q2RM3,44396.38,2021-12-14,propulsion_power,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F3S7R7XULVR8,PIERCE ALUMINUM CO INC,F3S7R7XULVR8,43962.67,2024-03-01,platform_hull,1.5,Engineering services/materials
N0001418C2006,"LEIDOS, INC.",KTMAJCY6JXM3,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,WRL1UPCK3N35,43558.63,2019-07-29,other_unclassified,0.8,PROCUREMENTS BETWEEN 7/1/2019-7/30/2019 IN SUPPORT OF CONTRACT SOW.
N0001418C2006,"LEIDOS, INC.",KTMAJCY6JXM3,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,WRL1UPCK3N35,43558.63,2019-07-29,other_unclassified,0.8,PROCUREMENTS BETWEEN 7/1/2019-7/30/2019 IN SUPPORT OF CONTRACT SOW.
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,E3YNKWRANZ18,"AQUA-CHEM, INC.",E3YNKWRANZ18,43489.62,2017-08-09,other_unclassified,4.4,"CONDENSER, VARIOUS; ITEM #1"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,M34VC7UDBDE6,"ADL EMBEDDED SOLUTIONS, INC.",M34VC7UDBDE6,43260.0,2021-02-03,propulsion_power,1.1,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,43040.0,2025-11-10,propulsion_power,1.7,Engineering Services/ Materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,FH7ML8E9EWJ7,"DYNETICS, INC.",FH7ML8E9EWJ7,42721.0,2019-12-12,other_unclassified,52.4,"Integrtd Electr Assy, NRE - All."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,FH7ML8E9EWJ7,"DYNETICS, INC.",FH7ML8E9EWJ7,42721.0,2019-12-12,other_unclassified,40.0,"Integrtd Electr Assy, NRE - Other."
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,UPV2EK5XFBJ6,ANTENNA PRODUCTS CORPORATION,E65NWNLNERQ5,42517.68,2024-05-06,sensors_payload,6.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,M2XAYNY2P889,POWELL ELECTRONICS INC.,LPZ7Z82M1KS6,42030.88,2021-04-16,propulsion_power,0.6,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GHK7AHB4W543,"HYDRACON COMPANY, INC",GHK7AHB4W543,42000.0,2025-11-13,propulsion_power,1.6,Engineering Services/Materials
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,FMHAF7KDLFD5,"SYSTEL, INC.",FMHAF7KDLFD5,41985.0,2019-11-15,other_unclassified,2.4,PROCUREMENTS BETWEEN 12/1/2019-12/31/2019 IN SUPPORT OF CONTRACT SOW.
N0001419C1020,"LEIDOS, INC.",KTMAJCY6JXM3,FMHAF7KDLFD5,"SYSTEL, INC.",FMHAF7KDLFD5,41985.0,2019-11-15,other_unclassified,1.1,PROCURED GOODS BETWEEN 11/1/2019-11/30/2019 IN SUPPORT OF CONTRACT SOW.
N6660421FC832,SERCO INC,DKJ1R5ABCN48,LPNKDLXMN8E3,WHALLEY PRECISION INC,LPNKDLXMN8E3,41936.0,2021-08-11,materials_components,1.6,MATERIAL/SERVICE
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,HQMJUQW8CQF8,BK MANUFACTURING CO INC,HQMJUQW8CQF8,41769.0,2026-03-05,propulsion_power,1.6,Engineering Materials
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,TJCDPVN6RNP7,Dell Technologies Inc.,N1C5QLNPJLS4,41670.24,2020-06-17,other_unclassified,0.7,Support for the UMSS program
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WWXGWQMGPUL3,HANWHA CIMARRON LLC,WWXGWQMGPUL3,41481.44,2025-11-06,propulsion_power,1.8,Engineering Services/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",PJRYS7EFXQD9,41132.0,2019-12-23,propulsion_power,0.5,Engineering materials
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,PJL5QPGCM184,"ARACOM REBUILDERS, INC.",PJL5QPGCM184,40800.53,2017-09-14,other_unclassified,3.6,ARACOM; SCRAPING WORK IR N2527-O87-117-A; ITEM #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TF2HVUYPRMV1,"Chase Supply, Inc.",TF2HVUYPRMV1,40700.0,2026-03-03,propulsion_power,1.8,Engineering Materials
N0002424C2204,"SAAB, INC",H5FMLSGM29L1,NQEMKX3MRBV6,SAAB DYNAMICS AKTIEBOLAG,NQEMKX3MRBV6,40623.92,2025-03-03,c2_comms,0.6,Surface Control Unit for our underwater program
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U1PHZ8JUHL21,RTD EMBEDDED TECHNOLOGIES INC,U1PHZ8JUHL21,40590.0,2021-05-10,propulsion_power,0.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,40416.0,2023-10-05,propulsion_power,2.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,40280.0,2020-11-13,platform_hull,0.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,M34VC7UDBDE6,"ADL EMBEDDED SOLUTIONS, INC.",M34VC7UDBDE6,40152.0,2022-04-22,propulsion_power,0.4,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",DK14KTLXA9M5,40140.0,2019-01-22,other_unclassified,0.8,"FLANGE,CUNI 70:30,12.000 NOM,FLAT FACE; Item #3"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,DK14KTLXA9M5,"KME AMERICA MARINE TUBE & FITTING, LLC",DK14KTLXA9M5,40140.0,2019-01-22,other_unclassified,0.8,"FLANGE,CUNI 70:30,12.000 NOM,FLAT FACE; Item #3"
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,N9FKSNHGHMM9,QUANTUM IMAGING INC.,N9FKSNHGHMM9,39990.0,2023-03-04,sensors_payload,13.7,CCD Cameras.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,N9FKSNHGHMM9,QUANTUM IMAGING INC.,N9FKSNHGHMM9,39990.0,2023-03-04,sensors_payload,1.3,CCD Cameras.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,N9FKSNHGHMM9,QUANTUM IMAGING INC.,N9FKSNHGHMM9,39990.0,2023-03-04,sensors_payload,1.3,CCD Cameras.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,39920.0,2022-01-17,platform_hull,0.5,Engineering materials/services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H155K6KXDE64,CONCO SERVICES CORPORATION,H155K6KXDE64,39900.0,2019-02-01,integration_eng_svcs,1.5,#2 REBOILER PRE-INSTL EDDY CURRENT TEST; Item #2
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,39890.0,2025-02-13,platform_hull,1.5,Engineering Service/Materials 
N0002423C6308,"HII UNMANNED SYSTEMS, INC",WN18KN7KQLG9,LHVGM3RFA281,FALMOUTH SCIENTIFIC INC,LHVGM3RFA281,39650.0,2025-05-14,other_unclassified,1.1,"overall purpose and expected outcomes, OR results of the contract, including significant deliverables and, if appropriat"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,NTB7JEPAZY79,BOKAM ENGINEERING INC.,NTB7JEPAZY79,39152.07,2021-04-07,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,K3MRSBC1CYT4,39034.75,2020-04-01,propulsion_power,9.6,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KGQBGYN7A911,"VECTORNAV TECHNOLOGIES, LLC",KGQBGYN7A911,39000.0,2021-11-03,propulsion_power,0.9,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,TWBUHJW83E77,"LEE-TELECOM, INC.",TWBUHJW83E77,38950.0,2020-06-11,autonomy_software,1.5,CVN77 - Trailer Setup to support PIA; item #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,TWBUHJW83E77,"LEE-TELECOM, INC.",TWBUHJW83E77,38915.07,2022-03-08,autonomy_software,1.7,PO 4300381458 PO Item No. 1 - CVN77 - Trailer Setup to support PIA
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TF2HVUYPRMV1,"CHASE SUPPLY, INC.",TF2HVUYPRMV1,38880.0,2021-05-25,propulsion_power,0.3,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,38856.0,2024-11-20,propulsion_power,2.3,Engineering Service/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,38676.0,2023-03-01,propulsion_power,1.2,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H155K6KXDE64,CONCO SERVICES CORPORATION,H155K6KXDE64,38500.0,2019-02-01,integration_eng_svcs,1.5,#2 REBOILER - EDDY CURRENT TEST; Item #1
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MNDWMVCNEGC9,"PLASTOCOR, INC.",MNDWMVCNEGC9,38454.25,2018-01-24,other_unclassified,1.0,Plastocor #2 AGEC; ITEM #2
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,HGFLCANUEGZ2,?,HGFLCANUEGZ2,38424.0,2021-09-08,other_unclassified,11.7,"NRE - Other.
"
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,UFAXCAT3NAR7,MERLIN MARINE CORP,UFAXCAT3NAR7,38291.5,2021-08-26,other_unclassified,26.2,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KCW2X98GQRR9,PTX DEFENSE LLC,KCW2X98GQRR9,38250.0,2025-09-26,propulsion_power,1.2,Engineering Services/ Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,38046.0,2021-08-06,propulsion_power,0.9,Engineering materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,XH4EBNV66JW5,W. O. GRUBB STEEL ERECTION INCORPORATED,XH4EBNV66JW5,38000.0,2018-06-08,materials_components,1.8,W.O GRUBB CVN78; Item #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",PJRYS7EFXQD9,37888.0,2021-06-17,propulsion_power,0.7,Engineering services/materials
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",V73QNVKJWAJ9,37780.0,2020-06-17,other_unclassified,0.7,Support for the UMSS program
N0002416C4112,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,G5K4NEGGRQQ1,GREGORY POOLE EQUIPMENT COMPANY,TRSJFMDLVK71,37718.59,2017-08-09,other_unclassified,4.4,EXT 4500571531; ITEM #8
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,HCJET1PHKSZ1,"KVH INDUSTRIES, INC.",HCJET1PHKSZ1,37700.0,2021-10-06,propulsion_power,1.1,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CHKUMRQFRMT8,"HILLPRO, LLC",CHKUMRQFRMT8,37502.37,2021-04-27,propulsion_power,0.2,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KGQBGYN7A911,"VECTORNAV TECHNOLOGIES, LLC",KGQBGYN7A911,37500.0,2020-12-14,propulsion_power,0.8,Engineering materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,VMLJT4VZGWC5,37374.0,2025-09-16,other_unclassified,1.4,Goods
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,WHITESBURG ELECTRONICS INC,RKXHNMJD8639,37298.54,2024-07-17,propulsion_power,3.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,KNACWPW812J7,37236.41,2020-01-16,propulsion_power,0.6,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,37160.0,2021-04-13,platform_hull,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TNSXP14JPJS3,EPSILON SYSTEMS SOLUTIONS,T1GVZ5Z6K5L4,37000.0,2026-01-16,propulsion_power,1.2,Engineered systems
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TNSXP14JPJS3,EPSILON SYSTEMS SOLUTIONS,T1GVZ5Z6K5L4,37000.0,2026-01-16,propulsion_power,1.2,Engineered Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,36840.0,2021-04-19,propulsion_power,0.5,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,K1HFNG3Z7639,"DAWSON ENTERPRISES, LLC",K1HFNG3Z7639,36755.9,2020-09-22,propulsion_power,0.3,Engineering materials/services
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,YVBHN7GKLQ44,"GLENAIR, INC.",YVBHN7GKLQ44,36542.71,2021-04-30,autonomy_software,36.1,Goods
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,P5JCT91NAKK3,GENERAL PRODUCTS LLC,P5JCT91NAKK3,36500.0,2021-09-03,propulsion_power,0.9,Engineering materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,M3WTFLL92KZ3,"DBV TECHNOLOGY, LLC",M3WTFLL92KZ3,36500.0,2022-06-29,other_unclassified,23.1,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,JNJDBJZLL2R7,EDGEONE LLC,JNJDBJZLL2R7,36492.0,2024-08-19,propulsion_power,2.6,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,VNA7VMF85NL4,MILITARY AIRLIFT EXPERTS LLC (MILAIRX LLC),VNA7VMF85NL4,36241.0,2021-05-20,autonomy_software,0.5,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,GFKFBWG2TV98,WOODS HOLE OCEANOGRAPHIC INSTITUTION,GFKFBWG2TV98,36235.0,2023-07-21,other_unclassified,3.4,Goods
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,J3DRM4537TG4,SOCIETE DE NEGOCE ET DE PARTICIPATION,NHJ3C4NG16E5,36001.55,2022-01-14,propulsion_power,0.6,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,36000.0,2020-04-06,other_unclassified,1.7,Ext 4500597464 8/21/19 - 08/20/20; PO item #4
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,NH3LQKBA1SN3,35900.0,2021-11-17,propulsion_power,0.5,Engineering services/materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,LV12LKK92Z99,"ABRAMS AIRBORNE MANUFACTURING, INC.",LV12LKK92Z99,35856.0,2021-09-22,autonomy_software,11.3,NRE - Other.
