prime_piid,prime,prime_uei,sub_key,sub_name,sub_uei,sub_amount,sub_date,capability,report_lag_mo,description
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,HMX5FLZ22F92,TGCI,HMX5FLZ22F92,79075.0,2021-07-21,propulsion_power,0.5,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,NZLPJ3WBMDA8,"PNEU-DRAULICS, INCORPORATED",NZLPJ3WBMDA8,78598.84,2024-04-12,propulsion_power,6.8,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,78516.72,2021-09-23,propulsion_power,0.3,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,78432.0,2021-08-03,propulsion_power,1.0,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CLH8D5KDN9D6,"HYDRAULICS INTERNATIONAL, INC.",CLH8D5KDN9D6,77979.0,2020-08-25,propulsion_power,0.3,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,77644.48,2021-08-05,propulsion_power,0.9,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,76773.1,2021-04-08,propulsion_power,0.8,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,W8PTMRME1496,LEONARDO SPA,CPHLNLBGWFN5,76607.0,2018-06-08,other_unclassified,1.8,Vendor Service; Item #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,75710.0,2020-07-23,platform_hull,0.4,Engineering materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,T8F3DFSTS611,SENIOR PLC,XNCCMM5WTKK1,75450.0,2019-02-21,other_unclassified,0.9,"JOINT,VARIOUS,42.000 NOM,EXPANSION; Item #1"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,M2XAYNY2P889,"POWELL ELECTRONICS, INC.",M2XAYNY2P889,75111.84,2022-06-24,propulsion_power,0.4,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,75000.0,2020-08-07,propulsion_power,1.7,4500596799- Fuel servicePO item #9
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,MJ2VYYK18NC6,WORLD FUEL SERVICES CORPORATION,SWV8RMFTGRG9,75000.0,2020-03-09,propulsion_power,3.6,4500596799- Fuel service;item num#9
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,W8PTMRME1496,LEONARDO SPA,GXPHJRVG9MR7,75000.0,2018-06-06,other_unclassified,1.8,Vendor Service; Item #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TNSXP14JPJS3,EPSILON SYSTEMS SOLUTIONS,T1GVZ5Z6K5L4,75000.0,2026-02-25,propulsion_power,0.4,Engineering Services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,74822.0,2018-11-02,platform_hull,2.1,"SEA CHEST,NICU,16.000 NOM,DISCHARGE; ITEM #2"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,74822.0,2018-11-02,platform_hull,2.1,"SEA CHEST,NICU,16.000 NOM,DISCHARGE; ITEM #2"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,74822.0,2018-11-02,platform_hull,2.1,"SEA CHEST,NICU,16.000 NOM,DISCHARGE; ITEM #2"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,74364.48,2021-03-12,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,MTNWQNAC4W27,MEASUTRONICS CORPORATION,MTNWQNAC4W27,74330.0,2025-11-07,propulsion_power,1.8,Engineering Services/ Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PXWRHVZ4LQF5,Gallium Visual,PXWRHVZ4LQF5,74200.0,2020-09-04,propulsion_power,0.9,Engineering materials/services
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,HXDVZG1NZU21,SCORPION TECHNOLOGIES LLC,HXDVZG1NZU21,73800.0,2021-06-17,other_unclassified,1.3,NRE - Other.
N0002423C6308,"HII UNMANNED SYSTEMS, INC",WN18KN7KQLG9,UVF8ZTYG9FV3,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,UVF8ZTYG9FV3,73340.5,2024-10-08,autonomy_software,1.8," Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,72887.0,2025-10-28,propulsion_power,1.0,Engineering materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,PNE9R5EJMWK8,"L3HARRIS FUZING AND ORDNANCE SYSTEMS, INC.",H42MN1TYJ257,72254.0,2020-11-23,other_unclassified,41.0,Detonator&Initiator.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",H42MN1TYJ257,72254.0,2020-11-23,other_unclassified,28.6,Detonator&Initiator.
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",H42MN1TYJ257,72254.0,2020-11-23,other_unclassified,21.2,Detonator&Initiator.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,72139.85,2021-11-05,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,T1DJK3F8H6V5,"METROPOLE PRODUCTS, INC.",T1DJK3F8H6V5,71250.0,2026-01-12,propulsion_power,1.3,Engineering Services
N0010426CXA01,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",SMNWM6HN79X5,E582KXT4RVH6,"SUPERIOR MOTION CONTROLS, INC.",E582KXT4RVH6,71244.96,2026-03-16,other_unclassified,1.2,"products
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,71160.0,2021-08-06,propulsion_power,0.9,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RKXHNMJD8639,WHITESBURG ELECTRONICS INC,RKXHNMJD8639,70834.92,2023-10-02,propulsion_power,2.1,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F3S7R7XULVR8,PIERCE ALUMINUM CO INC,F3S7R7XULVR8,70436.15,2024-03-07,platform_hull,1.3,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,MYHSMYECPCR1,"TECNOVA ADVANCED SYSTEMS, INC.",MYHSMYECPCR1,70282.8,2021-03-22,propulsion_power,0.5,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,70180.0,2024-02-15,platform_hull,2.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U1PHZ8JUHL21,RTD EMBEDDED TECHNOLOGIES INC,U1PHZ8JUHL21,70110.0,2024-03-27,propulsion_power,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,PAH8M4BJACA5,69921.0,2024-03-20,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KHMVPKYKSKY9,"COPE PLASTICS, INC.",KHMVPKYKSKY9,69770.72,2021-10-15,propulsion_power,0.8,Engineering materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,URUVKGK3FTV1,WILLIAMS SCOTSMAN INC,URUVKGK3FTV1,69148.09,2020-11-13,other_unclassified,53.3,"Lease Conex Boxes, PO item #1"
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,PZGKKRM4AK23,PURVIS SYSTEMS INCORPORATED,XM6AWNS3GKW9,69100.79,2019-12-18,other_unclassified,46.5,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,68800.0,2025-06-19,platform_hull,1.3,Engineering Services/Materials
N0001418C2006,"LEIDOS, INC.",KTMAJCY6JXM3,NEY4CGCE9N95,"FURUNO U.S.A., INC.",WMM8X7ZN1PN1,68585.75,2019-06-05,other_unclassified,1.4,PROCUREMENTS BETWEEN 6/1/2019-6/30/2019 IN SUPPORT OF CONTRACT SOW.
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,68020.0,2018-11-02,platform_hull,2.1,"SEA CHEST,NICU,16.000 NOM,DISCHARGE; ITEM #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,68020.0,2018-11-02,platform_hull,2.1,"SEA CHEST,NICU,16.000 NOM,DISCHARGE; ITEM #1"
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,H4ZMPGLLZ8D9,"ARTCRAFT FABRICATORS, INC.",H4ZMPGLLZ8D9,68020.0,2018-11-02,platform_hull,2.1,"SEA CHEST,NICU,16.000 NOM,DISCHARGE; ITEM #1"
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,M3WTFLL92KZ3,"DBV TECHNOLOGY, LLC",M3WTFLL92KZ3,67814.0,2024-11-21,other_unclassified,0.9,services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,67800.0,2021-07-12,autonomy_software,1.6,PO Item No. 5 - Airgas Material & Service - Tank
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,NTB7JEPAZY79,BOKAM ENGINEERING INC,NTB7JEPAZY79,67785.0,2025-11-06,propulsion_power,1.8,Engineering Services/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,D7MWCT6JFG49,"BRADSHAW ENGINEERING AND TECHNICAL SERVICES, LLC",D7MWCT6JFG49,67585.71,2024-01-11,propulsion_power,1.3,Engineering services and materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,PAH8M4BJACA5,66138.0,2021-06-30,propulsion_power,0.3,Engineering services/materials
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,ZRBPR96JCE93,"PACIFIC MARITIME GROUP, INC.",ZRBPR96JCE93,66000.0,2020-04-15,platform_hull,0.9,Test craft support
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,HTHFAYHMJWT4,"HEILIND ELECTRONICS, INC",ZVKEBJ4HQHB8,65823.47,2021-02-25,other_unclassified,32.2,Goods
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,YQ9EQZJ8PKM6,"AUXILIARY SYSTEMS, INC.",YQ9EQZJ8PKM6,65760.0,2020-08-05,other_unclassified,1.8,#2 Reboiler Tube InstallPO item #2
N0002423F8046,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,GFKFBWG2TV98,WOODS HOLE OCEANOGRAPHIC INSTITUTION,GFKFBWG2TV98,65622.0,2023-04-07,other_unclassified,1.5,Subcontract Funding
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,TSFCTZ42Y8L1,"Qar Industries, Inc.",E65NWNLNERQ5,65084.46,2021-04-13,propulsion_power,0.7,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,APEX SPECIALTY METALS INC,CJGFRMQ3CDM4,64752.0,2023-03-07,propulsion_power,1.0,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,64740.0,2020-08-20,platform_hull,0.5,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,64224.0,2024-02-27,propulsion_power,1.6,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,PZGKKRM4AK23,PURVIS SYSTEMS INCORPORATED,XM6AWNS3GKW9,64117.52,2019-01-21,other_unclassified,57.4,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F45YC9HJFN65,LEGACY COMPONENTS LLC,F45YC9HJFN65,63096.0,2021-06-04,propulsion_power,1.1,Engineering services/materials
N0002423F8046,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,X6KEFGLHSJX7,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,QDE5UHE5XD16,62952.0,2023-10-30,other_unclassified,0.9,Subcontract Funding
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WSC2LAM3F749,HILLPRO LLC,CHKUMRQFRMT8,62784.1,2025-08-11,propulsion_power,1.6,Engineering Services/Materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,TMFVUXPLMKZ5,"PRIMARY FLOW SIGNAL, INC.",TMFVUXPLMKZ5,62632.14,2022-04-20,other_unclassified,18.4,Goods
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,KGQBGYN7A911,"VECTORNAV TECHNOLOGIES, LLC",KGQBGYN7A911,62500.0,2020-12-14,propulsion_power,0.8,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,"CKS TECHNOLOGIES, LLC",GNF1HLLEJDK3,62000.0,2020-01-13,propulsion_power,0.7,Engineering services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC.",XNHRXR2HTXA8,61980.0,2024-10-09,platform_hull,1.0,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,U45EH8WMNF55,"Circor International, Inc.",K574V7KEQUC8,61926.45,2019-01-29,other_unclassified,0.5,"REGULATOR,BRZ,0.500,PRESSURE; Item #1"
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,M3WTFLL92KZ3,"DBV TECHNOLOGY, LLC",M3WTFLL92KZ3,61671.5,2020-02-19,other_unclassified,44.4,Services
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,JZSHR7DX1MQ9,"CARTER MACHINERY COMPANY, INCORPORATED",M25KW7YJBAK3,61000.0,2020-03-05,other_unclassified,3.7,CVN77 Dry Down  4/23/19 - 8/22/19;item num#1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,"CKS TECHNOLOGIES, LLC",GNF1HLLEJDK3,60370.0,2020-12-08,propulsion_power,1.0,Engineering services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,RPLNSRFLMJ47,"Delay Holdings, LLC",K8XBC9JAPCJ3,60140.0,2020-12-02,propulsion_power,1.2,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WNKMDMALLWS1,CREATION TECHNOLOGIES INC,EHYSH7TAMJL3,60000.0,2022-11-03,propulsion_power,2.0,Engineering Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,59997.0,2020-11-11,propulsion_power,0.9,Engineering materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,59939.59,2020-09-01,autonomy_software,1.9,"Airgas Material & Service - Argon,PO item #6"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,59904.0,2022-03-21,propulsion_power,0.5,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,59380.0,2021-11-03,platform_hull,0.9,Engineering services/materials
N0003921F2173,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GN84UHWZJMR8,"DAYTON T. BROWN, INC.",GN84UHWZJMR8,59290.0,2021-10-15,propulsion_power,0.6,Engineering services
N6133120F3009,"AVIAN, LLC",D82NUFL39FE3,MBPHTU7Y9S65,BOOZ ALLEN HAMILTON HOLDING CORPORATION,JCBMLGPE6Z71,58819.56,2021-04-08,autonomy_software,18.1,Support of Unmanned Maritime Systems Program.
N6600124F1105,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,MMLKPW9JLX64,PHZDZ8SJ5CM1,CDW Government LLC,PHZDZ8SJ5CM1,58472.88,2025-07-31,c2_comms,0.3,"Dell Servers for the Naval Information Warfare Center Pacific
"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,58060.0,2021-11-14,platform_hull,0.6,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,L1VLXE4HBX13,"GIBSON INDUSTRIAL, INC.",L1VLXE4HBX13,58019.0,2018-09-07,other_unclassified,3.9,A&B MACHINE PLATFORMS; ITEM #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,L1VLXE4HBX13,"GIBSON INDUSTRIAL, INC.",L1VLXE4HBX13,58019.0,2018-09-07,other_unclassified,3.9,A&B MACHINE PLATFORMS; ITEM #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,L1VLXE4HBX13,"GIBSON INDUSTRIAL, INC.",L1VLXE4HBX13,58019.0,2018-09-07,other_unclassified,3.9,A&B MACHINE PLATFORMS; ITEM #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,L1VLXE4HBX13,"GIBSON INDUSTRIAL, INC.",L1VLXE4HBX13,58019.0,2018-09-07,other_unclassified,3.9,A&B MACHINE PLATFORMS; ITEM #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,L1VLXE4HBX13,"GIBSON INDUSTRIAL, INC.",L1VLXE4HBX13,58019.0,2018-09-07,other_unclassified,3.9,A&B MACHINE PLATFORMS; ITEM #1
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,L1VLXE4HBX13,"GIBSON INDUSTRIAL, INC.",L1VLXE4HBX13,58019.0,2018-09-07,other_unclassified,3.9,A&B MACHINE PLATFORMS; ITEM #1
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,WA6MBG28BUQ5,"PPG INDUSTRIES, INC",WA6MBG28BUQ5,57530.0,2025-11-06,propulsion_power,1.8,Engineering Services/materials
N0002421F8089,THE JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY LLC,C1HBCJ9RMBV3,H293LTV8R2U3,REAL-TIME INNOVATIONS INC,H293LTV8R2U3,57200.0,2023-01-03,autonomy_software,1.6,Software License
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GNF1HLLEJDK3,"CKS TECHNOLOGIES, LLC",GNF1HLLEJDK3,56600.0,2020-02-14,propulsion_power,0.6,Engineering services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CJGFRMQ3CDM4,"APEX SPECIALTY METALS, INC.",CJGFRMQ3CDM4,56592.0,2021-10-04,propulsion_power,1.2,Engineering materials
N6600120F0254,"OASIS SYSTEMS, LLC",MST2Z1EG1HV7,TJCDPVN6RNP7,Dell Technologies Inc.,N1C5QLNPJLS4,56580.36,2021-04-29,other_unclassified,0.2,Support of the SeaHunter program.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,HCJET1PHKSZ1,"KVH INDUSTRIES, INC.",HCJET1PHKSZ1,56550.0,2021-11-03,propulsion_power,0.9,Engineering services/materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,55740.0,2020-08-20,platform_hull,0.5,Engineering services/materials
H9240520F0022,VIGOR WORKS LLC,NJ2RRT5BMCX1,FKSEU2SA3NC7,VANGUARD DELTA LLC,FKSEU2SA3NC7,55400.0,2026-02-11,autonomy_software,0.6,"PO for engineering, engineering management, and detailing services through Vanguard LLC (the consultant) for CCM UK ECP "
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,LV12LKK92Z99,"ABRAMS AIRBORNE MANUFACTURING, INC.",LV12LKK92Z99,55032.0,2021-09-22,autonomy_software,0.6,NRE - Other.
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,GMEQMTFR93K3,"PRC - DESOTO INTERNATIONAL, INC",GMEQMTFR93K3,54790.0,2024-10-03,propulsion_power,1.2,Engineering services/materials
H9240520F0022,VIGOR WORKS LLC,NJ2RRT5BMCX1,U6F2GHCNNH47,HEXCEL CORP,F98TZC6J5XV1,54499.79,2026-04-30,materials_components,0.4,"SHEET, MATERIAL ""A"", 24x48x1.375, LIGHT GRAY HYPALON BASED TOP, REFLECTIVITY -15dB@2.5-4.5GHz, -22dB@3-4GHz, -22dB@9-10G"
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,M2XAYNY2P889,POWELL ELECTRONICS INC.,M2XAYNY2P889,54066.0,2021-06-30,propulsion_power,0.3,Engineering services/materials
N6660418F3022,SERCO-IPS CORPORATION,RGEBPDP8RV96,U6NDHNBRRXZ1,"Engineered Syntactic Systems, LLC",U6NDHNBRRXZ1,53514.79,2025-11-10,propulsion_power,1.2,Goods
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,ZL9LGKYJWJD8,"CURBELL, INC.",U66LSMLUCW63,53161.08,2021-08-02,propulsion_power,1.0,Engineering services/materials
N6660425F3019,SERCO INC,DKJ1R5ABCN48,ZQ7JL84XKHS3,"KMS SOLUTIONS, LLC",ZQ7JL84XKHS3,53014.08,2026-01-07,other_unclassified,1.2,Services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,XNHRXR2HTXA8,"BEAUFORT COMPOSITE TECHNOLOGIES, INC",XNHRXR2HTXA8,52440.0,2021-10-20,platform_hull,0.6,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,FKSAD5W3F296,SAMTECH LLC,FKSAD5W3F296,52410.54,2020-02-06,propulsion_power,0.8,Engineering materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,CLH8D5KDN9D6,"HYDRAULICS INTERNATIONAL, INC.",CLH8D5KDN9D6,51986.0,2020-08-25,propulsion_power,0.3,Engineering materials/services
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,U6JRN865H4E3,TTI INC.,U6JRN865H4E3,51863.78,2024-03-25,propulsion_power,0.8,Engineering services/materials
N0002417C4103,HUNTINGTON INGALLS INC,WMXDDH6HJNA5,CL4ZKLFK5DR3,L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,KN5KTZ7VX9S9,51790.07,2021-07-12,autonomy_software,1.6,PO Item No. 6 - Airgas Material & Service - Argon
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,USNGPAZNVLM3,ONEAL INDUSTRIES INC,MJ8SE2HCMLQ5,51167.5,2025-07-30,propulsion_power,1.2,Engineering Services/Materials
N0002419C6402,"TELEDYNE BROWN ENGINEERING, INC.",FBRSJB6V4LW8,F3S7R7XULVR8,PIERCE ALUMINUM CO INC,F3S7R7XULVR8,51144.6,2023-03-06,platform_hull,1.0,Engineering services/materials
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,"SYSTIMA TECHNOLOGIES, INC.",ME2BVJ4KGAM1,50862.0,2022-02-16,propulsion_power,6.4,"GasGenerator&Bottles, NRE - Other."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,SYSTIMA TECHNOLOGIES INC,ME2BVJ4KGAM1,50862.0,2022-02-16,propulsion_power,26.2,"GasGenerator&Bottles, NRE - All."
N0001421C1009,RAYTHEON COMPANY,VTEWM5QSE598,ME2BVJ4KGAM1,SYSTIMA TECHNOLOGIES INC,ME2BVJ4KGAM1,50862.0,2022-02-16,propulsion_power,13.8,"GasGenerator&Bottles, NRE - Other."
